Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Delta Time (s)	Inband Power (dB FS)	SNR NIST Quick (dB FS)	File Offset (s)	End File	Begin File	Sound Type
1	Spectrogram 1	1	811.875000000	812.107349352	0.000	8000.000	0.2323	-34.21	18.27	811.8750	S00976_20190811_212128.wav	S00976_20190811_212128.wav	Phaser
2	Spectrogram 1	1	814.916664249	816.944440415	0.000	8000.000	2.0278	-33.78	18.16	814.9167	S00976_20190811_212128.wav	S00976_20190811_212128.wav	Upsweep
3	Spectrogram 1	1	818.908848576	821.050320689	0.000	8000.000	2.1415	-33.84	16.13	818.9088	S00976_20190811_212128.wav	S00976_20190811_212128.wav	Downsweep
4	Spectrogram 1	1	823.936043659	826.006065159	0.000	8000.000	2.0700	-33.79	18.29	823.9360	S00976_20190811_212128.wav	S00976_20190811_212128.wav	
5	Spectrogram 1	1	827.888874169	830.001141009	0.000	8000.000	2.1123	-33.86	16.07	827.8889	S00976_20190811_212128.wav	S00976_20190811_212128.wav	
6	Spectrogram 1	1	832.894946579	834.986090749	0.000	8000.000	2.0911	-33.45	20.96	832.8949	S00976_20190811_212128.wav	S00976_20190811_212128.wav	
7	Spectrogram 1	1	836.929376239	839.041643079	0.000	8000.000	2.1123	-33.49	18.51	836.9294	S00976_20190811_212128.wav	S00976_20190811_212128.wav	
8	Spectrogram 1	1	840.932121899	841.185593919	0.000	8000.000	0.2535	-34.15	18.54	840.9321	S00976_20190811_212128.wav	S00976_20190811_212128.wav	
9	Spectrogram 1	1	850.261218779	854.749901599	580.000	1080.800	4.4887	-44.84	24.04	850.2612	S00976_20190811_212128.wav	S00976_20190811_212128.wav	
10	Spectrogram 1	1	865.657931729	867.193338949	143.400	470.100	1.5354	-53.82	13.63	865.6579	S00976_20190811_212128.wav	S00976_20190811_212128.wav	
11	Spectrogram 1	1	868.218701289	869.249317089	159.300	709.100	1.0306	-47.74	15.41	868.2187	S00976_20190811_212128.wav	S00976_20190811_212128.wav	
