Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Delta Time (s)	Inband Power (dB FS)	SNR NIST Quick (dB FS)	File Offset (s)	End File	Begin File	Sound Type
1	Spectrogram 1	1	1629.470000000	1629.702349352	0.000	8000.000	0.2323	-32.64	17.35	1629.4700	S00974_20190805_144415.wav	S00974_20190805_144415.wav	Phaser
2	Spectrogram 1	1	1632.511664249	1634.539440415	0.000	8000.000	2.0278	-32.34	18.72	1632.5117	S00974_20190805_144415.wav	S00974_20190805_144415.wav	Upsweep
3	Spectrogram 1	1	1636.503848576	1638.645320689	0.000	8000.000	2.1415	-32.40	16.84	1636.5038	S00974_20190805_144415.wav	S00974_20190805_144415.wav	Downsweep
4	Spectrogram 1	1	1641.531043659	1643.601065159	0.000	8000.000	2.0700	-32.36	18.78	1641.5310	S00974_20190805_144415.wav	S00974_20190805_144415.wav	
5	Spectrogram 1	1	1645.483874169	1647.596141009	0.000	8000.000	2.1123	-32.41	16.72	1645.4839	S00974_20190805_144415.wav	S00974_20190805_144415.wav	
6	Spectrogram 1	1	1650.489946579	1652.581090749	0.000	8000.000	2.0911	-32.38	18.28	1650.4899	S00974_20190805_144415.wav	S00974_20190805_144415.wav	
7	Spectrogram 1	1	1654.524376239	1656.636643079	0.000	8000.000	2.1123	-32.40	16.25	1654.5244	S00974_20190805_144415.wav	S00974_20190805_144415.wav	
8	Spectrogram 1	1	1658.527121899	1658.780593919	0.000	8000.000	0.2535	-32.36	18.78	1658.5271	S00974_20190805_144415.wav	S00974_20190805_144415.wav	
9	Spectrogram 1	1	1667.856218779	1672.344901599	580.000	1080.800	4.4887	-45.33	22.62	1667.8562	S00974_20190805_144415.wav	S00974_20190805_144415.wav	
10	Spectrogram 1	1	1683.252931729	1684.788338949	143.400	470.100	1.5354	-56.83	12.61	1683.2529	S00974_20190805_144415.wav	S00974_20190805_144415.wav	
11	Spectrogram 1	1	1685.813701289	1686.844317089	159.300	709.100	1.0306	-48.87	14.31	1685.8137	S00974_20190805_144415.wav	S00974_20190805_144415.wav	
12	Spectrogram 1	1	1672.389519279	1679.186279029	580.000	1526.500	6.7968	-50.04	18.78	1672.3895	S00974_20190805_144415.wav	S00974_20190805_144415.wav	
13	Spectrogram 1	1	1688.088806709	1688.862179809	326.700	756.900	0.7734	-46.56	21.45	1688.0888	S00974_20190805_144415.wav	S00974_20190805_144415.wav	
14	Spectrogram 1	1	1690.215582729	1691.197171669	294.800	669.300	0.9816	-46.73	19.42	1690.2156	S00974_20190805_144415.wav	S00974_20190805_144415.wav	
15	Spectrogram 1	1	1692.743917869	1693.561908649	318.700	693.200	0.8180	-49.74	20.31	1692.7439	S00974_20190805_144415.wav	S00974_20190805_144415.wav	
16	Spectrogram 1	1	1695.259821669	1696.062939889	278.900	605.500	0.8031	-49.99	17.35	1695.2598	S00974_20190805_144415.wav	S00974_20190805_144415.wav	
17	Spectrogram 1	1	1698.055862879	1698.918471339	294.800	701.100	0.8626	-46.49	21.39	1698.0559	S00974_20190805_144415.wav	S00974_20190805_144415.wav	
18	Spectrogram 1	1	1700.859773909	1701.975215879	255.000	669.300	1.1154	-51.96	16.60	1700.8598	S00974_20190805_144415.wav	S00974_20190805_144415.wav	
19	Spectrogram 1	1	1703.923521189	1705.247178999	159.300	390.400	1.3237	-55.73	14.21	1703.9235	S00974_20190805_144415.wav	S00974_20190805_144415.wav	
20	Spectrogram 1	1	1707.475782179	1708.814312549	127.500	398.400	1.3385	-55.93	13.48	1707.4758	S00974_20190805_144415.wav	S00974_20190805_144415.wav	
21	Spectrogram 1	1	1710.992002369	1712.538748569	127.500	398.400	1.5467	-56.95	12.39	1710.9920	S00974_20190805_144415.wav	S00974_20190805_144415.wav	
22	Spectrogram 1	1	1734.803321659	1741.996599259	589.600	1381.600	7.1933	-54.06	12.54	1734.8033	S00974_20190805_144415.wav	S00974_20190805_144415.wav	
23	Spectrogram 1	1	1742.164863059	1746.834183659	748.900	1593.500	4.6693	-49.12	19.24	1742.1649	S00974_20190805_144415.wav	S00974_20190805_144415.wav	
24	Spectrogram 1	1	1747.221441759	1750.229157259	358.500	900.300	3.0077	-53.40	11.71	1747.2214	S00974_20190805_144415.wav	S00974_20190805_144415.wav	
