Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Delta Time (s)	Inband Power (dB FS)	SNR NIST Quick (dB FS)	File Offset (s)	End File	Begin File	Sound Type
24	Spectrogram 1	1	1746.771441759	1749.779157259	358.500	900.300	3.0077	-53.22	11.38	1746.7714	S00974_20190805_154415.wav	S00974_20190805_154415.wav	
25	Spectrogram 1	1	1752.494084680	1753.335403680	661.334	980.034	0.8413	-52.31	18.10	1752.4941	S00974_20190805_154415.wav	S00974_20190805_154415.wav	
26	Spectrogram 1	1	1754.436343418	1755.214563518	605.247	1043.447	0.7782	-47.22	23.54	1754.4363	S00974_20190805_154415.wav	S00974_20190805_154415.wav	
27	Spectrogram 1	1	1756.344265080	1756.996287380	609.870	1024.170	0.6520	-46.35	24.90	1756.3443	S00974_20190805_154415.wav	S00974_20190805_154415.wav	
28	Spectrogram 1	1	1758.049585914	1758.848839014	786.238	1096.938	0.7993	-55.69	19.17	1758.0496	S00974_20190805_154415.wav	S00974_20190805_154415.wav	
29	Spectrogram 1	1	1760.071035257	1760.912354357	736.526	1007.426	0.8413	-49.84	24.50	1760.0710	S00974_20190805_154415.wav	S00974_20190805_154415.wav	
30	Spectrogram 1	1	1763.937389459	1764.820774359	23.900	255.000	0.8834	-50.73	14.16	1763.9374	S00974_20190805_154415.wav	S00974_20190805_154415.wav	
31	Spectrogram 1	1	1766.482379459	1767.260599559	47.800	247.000	0.7782	-51.15	14.22	1766.4824	S00974_20190805_154415.wav	S00974_20190805_154415.wav	
32	Spectrogram 1	1	1768.817039759	1769.805589559	39.800	239.000	0.9885	-49.68	14.42	1768.8170	S00974_20190805_154415.wav	S00974_20190805_154415.wav	
33	Spectrogram 1	1	1771.362029759	1772.350579659	31.900	247.000	0.9885	-49.50	14.30	1771.3620	S00974_20190805_154415.wav	S00974_20190805_154415.wav	
34	Spectrogram 1	1	1773.819673559	1774.724091559	31.900	207.200	0.9044	-51.92	13.92	1773.8197	S00974_20190805_154415.wav	S00974_20190805_154415.wav	
35	Spectrogram 1	1	1778.489000000	1778.721349352	0.000	8000.000	0.2323	-32.75	18.41	1778.4890	S00974_20190805_154415.wav	S00974_20190805_154415.wav	Phaser
36	Spectrogram 1	1	1781.530664249	1783.558440415	0.000	8000.000	2.0278	-32.53	18.47	1781.5307	S00974_20190805_154415.wav	S00974_20190805_154415.wav	Upsweep
37	Spectrogram 1	1	1785.522848576	1787.664320689	0.000	8000.000	2.1415	-32.55	16.23	1785.5228	S00974_20190805_154415.wav	S00974_20190805_154415.wav	Downsweep
38	Spectrogram 1	1	1790.550043659	1792.620065159	0.000	8000.000	2.0700	-32.52	18.42	1790.5500	S00974_20190805_154415.wav	S00974_20190805_154415.wav	
39	Spectrogram 1	1	1794.502874169	1796.615141009	0.000	8000.000	2.1123	-32.56	16.28	1794.5029	S00974_20190805_154415.wav	S00974_20190805_154415.wav	
40	Spectrogram 1	1	1799.508946579	1801.600090749	0.000	8000.000	2.0911	-32.52	18.34	1799.5089	S00974_20190805_154415.wav	S00974_20190805_154415.wav	
41	Spectrogram 1	1	1803.543376239	1805.655643079	0.000	8000.000	2.1123	-32.55	16.73	1803.5434	S00974_20190805_154415.wav	S00974_20190805_154415.wav	
42	Spectrogram 1	1	1807.546121899	1807.799593919	0.000	8000.000	0.2535	-32.61	18.89	1807.5461	S00974_20190805_154415.wav	S00974_20190805_154415.wav	
43	Spectrogram 1	1	1816.875218779	1821.363901599	580.000	1080.800	4.4887	-45.68	22.74	1816.8752	S00974_20190805_154415.wav	S00974_20190805_154415.wav	
44	Spectrogram 1	1	1832.271931729	1833.807338949	143.400	470.100	1.5354	-57.40	12.71	1832.2719	S00974_20190805_154415.wav	S00974_20190805_154415.wav	
45	Spectrogram 1	1	1834.832701289	1835.863317089	159.300	709.100	1.0306	-48.56	14.65	1834.8327	S00974_20190805_154415.wav	S00974_20190805_154415.wav	
46	Spectrogram 1	1	1821.408519279	1828.205279029	580.000	1526.500	6.7968	-50.28	18.65	1821.4085	S00974_20190805_154415.wav	S00974_20190805_154415.wav	
47	Spectrogram 1	1	1837.107806709	1837.881179809	326.700	756.900	0.7734	-46.18	22.08	1837.1078	S00974_20190805_154415.wav	S00974_20190805_154415.wav	
48	Spectrogram 1	1	1839.234582729	1840.216171669	294.800	669.300	0.9816	-46.67	20.20	1839.2346	S00974_20190805_154415.wav	S00974_20190805_154415.wav	
49	Spectrogram 1	1	1841.762917869	1842.580908649	318.700	693.200	0.8180	-50.00	20.61	1841.7629	S00974_20190805_154415.wav	S00974_20190805_154415.wav	
50	Spectrogram 1	1	1844.278821669	1845.081939889	278.900	605.500	0.8031	-49.98	18.09	1844.2788	S00974_20190805_154415.wav	S00974_20190805_154415.wav	
51	Spectrogram 1	1	1847.074862879	1847.937471339	294.800	701.100	0.8626	-47.04	21.25	1847.0749	S00974_20190805_154415.wav	S00974_20190805_154415.wav	
52	Spectrogram 1	1	1849.878773909	1850.994215879	255.000	669.300	1.1154	-51.74	16.37	1849.8788	S00974_20190805_154415.wav	S00974_20190805_154415.wav	
53	Spectrogram 1	1	1852.942521189	1854.266178999	159.300	390.400	1.3237	-55.46	13.96	1852.9425	S00974_20190805_154415.wav	S00974_20190805_154415.wav	
54	Spectrogram 1	1	1856.494782179	1857.833312549	127.500	398.400	1.3385	-56.48	13.44	1856.4948	S00974_20190805_154415.wav	S00974_20190805_154415.wav	
55	Spectrogram 1	1	1860.011002369	1861.557748569	127.500	398.400	1.5467	-57.34	13.40	1860.0110	S00974_20190805_154415.wav	S00974_20190805_154415.wav	
56	Spectrogram 1	1	1883.822321659	1891.015599259	589.600	1381.600	7.1933	-54.25	12.37	1883.8223	S00974_20190805_154415.wav	S00974_20190805_154415.wav	
57	Spectrogram 1	1	1891.183863059	1895.853183659	748.900	1593.500	4.6693	-49.47	18.69	1891.1839	S00974_20190805_154415.wav	S00974_20190805_154415.wav	
58	Spectrogram 1	1	1896.240441759	1899.248157259	358.500	900.300	3.0077	-53.44	12.41	1896.2404	S00974_20190805_154415.wav	S00974_20190805_154415.wav	
59	Spectrogram 1	1	1901.963084680	1902.804403680	661.334	980.034	0.8413	-52.69	17.62	1901.9631	S00974_20190805_154415.wav	S00974_20190805_154415.wav	
60	Spectrogram 1	1	1903.905343418	1904.683563518	605.247	1043.447	0.7782	-47.41	22.21	1903.9053	S00974_20190805_154415.wav	S00974_20190805_154415.wav	
61	Spectrogram 1	1	1905.813265080	1906.465287380	609.870	1024.170	0.6520	-46.41	24.66	1905.8133	S00974_20190805_154415.wav	S00974_20190805_154415.wav	
62	Spectrogram 1	1	1907.518585914	1908.317839014	786.238	1096.938	0.7993	-55.83	18.16	1907.5186	S00974_20190805_154415.wav	S00974_20190805_154415.wav	
63	Spectrogram 1	1	1909.540035257	1910.381354357	736.526	1007.426	0.8413	-49.99	25.32	1909.5400	S00974_20190805_154415.wav	S00974_20190805_154415.wav	
64	Spectrogram 1	1	1913.406389459	1914.289774359	23.900	255.000	0.8834	-50.31	13.54	1913.4064	S00974_20190805_154415.wav	S00974_20190805_154415.wav	
65	Spectrogram 1	1	1915.951379459	1916.729599559	47.800	247.000	0.7782	-51.36	15.22	1915.9514	S00974_20190805_154415.wav	S00974_20190805_154415.wav	
66	Spectrogram 1	1	1918.286039759	1919.274589559	39.800	239.000	0.9885	-49.73	14.54	1918.2860	S00974_20190805_154415.wav	S00974_20190805_154415.wav	
67	Spectrogram 1	1	1920.831029759	1921.819579659	31.900	247.000	0.9885	-49.33	14.73	1920.8310	S00974_20190805_154415.wav	S00974_20190805_154415.wav	
68	Spectrogram 1	1	1923.288673559	1924.193091559	31.900	207.200	0.9044	-52.26	13.92	1923.2887	S00974_20190805_154415.wav	S00974_20190805_154415.wav	
69	Spectrogram 1	1	1927.920000000	1928.152349352	0.000	8000.000	0.2323	-32.55	18.26	1927.9200	S00974_20190805_154415.wav	S00974_20190805_154415.wav	Phaser
70	Spectrogram 1	1	1930.961664249	1932.989440415	0.000	8000.000	2.0278	-32.53	18.60	1930.9617	S00974_20190805_154415.wav	S00974_20190805_154415.wav	Upsweep
71	Spectrogram 1	1	1934.953848576	1937.095320689	0.000	8000.000	2.1415	-32.56	16.59	1934.9538	S00974_20190805_154415.wav	S00974_20190805_154415.wav	Downsweep
72	Spectrogram 1	1	1939.981043659	1942.051065159	0.000	8000.000	2.0700	-32.53	18.38	1939.9810	S00974_20190805_154415.wav	S00974_20190805_154415.wav	
73	Spectrogram 1	1	1943.933874169	1946.046141009	0.000	8000.000	2.1123	-32.56	16.35	1943.9339	S00974_20190805_154415.wav	S00974_20190805_154415.wav	
74	Spectrogram 1	1	1948.939946579	1951.031090749	0.000	8000.000	2.0911	-32.54	18.47	1948.9399	S00974_20190805_154415.wav	S00974_20190805_154415.wav	
75	Spectrogram 1	1	1952.974376239	1955.086643079	0.000	8000.000	2.1123	-32.59	16.31	1952.9744	S00974_20190805_154415.wav	S00974_20190805_154415.wav	
76	Spectrogram 1	1	1956.977121899	1957.230593919	0.000	8000.000	0.2535	-32.58	19.26	1956.9771	S00974_20190805_154415.wav	S00974_20190805_154415.wav	
77	Spectrogram 1	1	1966.306218779	1970.794901599	580.000	1080.800	4.4887	-45.69	22.93	1966.3062	S00974_20190805_154415.wav	S00974_20190805_154415.wav	
78	Spectrogram 1	1	1981.702931729	1983.238338949	143.400	470.100	1.5354	-57.19	12.60	1981.7029	S00974_20190805_154415.wav	S00974_20190805_154415.wav	
79	Spectrogram 1	1	1984.263701289	1985.294317089	159.300	709.100	1.0306	-48.50	14.43	1984.2637	S00974_20190805_154415.wav	S00974_20190805_154415.wav	
80	Spectrogram 1	1	1970.839519279	1977.636279029	580.000	1526.500	6.7968	-50.48	18.67	1970.8395	S00974_20190805_154415.wav	S00974_20190805_154415.wav	
81	Spectrogram 1	1	1986.538806709	1987.312179809	326.700	756.900	0.7734	-46.29	22.03	1986.5388	S00974_20190805_154415.wav	S00974_20190805_154415.wav	
82	Spectrogram 1	1	1988.665582729	1989.647171669	294.800	669.300	0.9816	-46.65	19.77	1988.6656	S00974_20190805_154415.wav	S00974_20190805_154415.wav	
83	Spectrogram 1	1	1991.193917869	1992.011908649	318.700	693.200	0.8180	-50.02	20.09	1991.1939	S00974_20190805_154415.wav	S00974_20190805_154415.wav	
84	Spectrogram 1	1	1993.709821669	1994.512939889	278.900	605.500	0.8031	-49.82	18.24	1993.7098	S00974_20190805_154415.wav	S00974_20190805_154415.wav	
85	Spectrogram 1	1	1996.505862879	1997.368471339	294.800	701.100	0.8626	-47.24	22.08	1996.5059	S00974_20190805_154415.wav	S00974_20190805_154415.wav	
86	Spectrogram 1	1	1999.309773909	2000.425215879	255.000	669.300	1.1154	-51.70	16.41	1999.3098	S00974_20190805_154415.wav	S00974_20190805_154415.wav	
87	Spectrogram 1	1	2002.373521189	2003.697178999	159.300	390.400	1.3237	-55.30	13.07	2002.3735	S00974_20190805_154415.wav	S00974_20190805_154415.wav	
88	Spectrogram 1	1	2005.925782179	2007.264312549	127.500	398.400	1.3385	-56.44	13.43	2005.9258	S00974_20190805_154415.wav	S00974_20190805_154415.wav	
89	Spectrogram 1	1	2009.442002369	2010.988748569	127.500	398.400	1.5467	-57.52	12.48	2009.4420	S00974_20190805_154415.wav	S00974_20190805_154415.wav	
90	Spectrogram 1	1	2033.253321659	2040.446599259	589.600	1381.600	7.1933	-54.32	12.45	2033.2533	S00974_20190805_154415.wav	S00974_20190805_154415.wav	
91	Spectrogram 1	1	2040.614863059	2045.284183659	748.900	1593.500	4.6693	-49.43	18.94	2040.6149	S00974_20190805_154415.wav	S00974_20190805_154415.wav	
92	Spectrogram 1	1	2045.671441759	2048.679157259	358.500	900.300	3.0077	-53.27	12.46	2045.6714	S00974_20190805_154415.wav	S00974_20190805_154415.wav	
93	Spectrogram 1	1	2051.394084680	2052.235403680	661.334	980.034	0.8413	-52.46	17.06	2051.3941	S00974_20190805_154415.wav	S00974_20190805_154415.wav	
94	Spectrogram 1	1	2053.336343418	2054.114563518	605.247	1043.447	0.7782	-47.31	22.59	2053.3363	S00974_20190805_154415.wav	S00974_20190805_154415.wav	
95	Spectrogram 1	1	2055.244265080	2055.896287380	609.870	1024.170	0.6520	-46.39	24.61	2055.2443	S00974_20190805_154415.wav	S00974_20190805_154415.wav	
96	Spectrogram 1	1	2056.949585914	2057.748839014	786.238	1096.938	0.7993	-55.61	18.88	2056.9496	S00974_20190805_154415.wav	S00974_20190805_154415.wav	
97	Spectrogram 1	1	2058.971035257	2059.812354357	736.526	1007.426	0.8413	-49.86	25.57	2058.9710	S00974_20190805_154415.wav	S00974_20190805_154415.wav	
98	Spectrogram 1	1	2062.837389459	2063.720774359	23.900	255.000	0.8834	-50.38	14.25	2062.8374	S00974_20190805_154415.wav	S00974_20190805_154415.wav	
99	Spectrogram 1	1	2065.382379459	2066.160599559	47.800	247.000	0.7782	-51.40	12.70	2065.3824	S00974_20190805_154415.wav	S00974_20190805_154415.wav	
100	Spectrogram 1	1	2067.717039759	2068.705589559	39.800	239.000	0.9885	-49.73	14.55	2067.7170	S00974_20190805_154415.wav	S00974_20190805_154415.wav	
101	Spectrogram 1	1	2070.262029759	2071.250579659	31.900	247.000	0.9885	-49.35	13.86	2070.2620	S00974_20190805_154415.wav	S00974_20190805_154415.wav	
102	Spectrogram 1	1	2072.719673559	2073.624091559	31.900	207.200	0.9044	-51.90	13.13	2072.7197	S00974_20190805_154415.wav	S00974_20190805_154415.wav	
