Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Delta Time (s)	Inband Power (dB FS)	SNR NIST Quick (dB FS)	File Offset (s)	End File	Begin File	Sound Type
13	Spectrogram 1	1	2965.078806709	2965.852179809	326.700	756.900	0.7734	-44.77	23.59	2965.0788	S00974_20190807_223029.wav	S00974_20190807_223029.wav	
14	Spectrogram 1	1	2967.205582729	2968.187171669	294.800	669.300	0.9816	-42.16	22.31	2967.2056	S00974_20190807_223029.wav	S00974_20190807_223029.wav	
15	Spectrogram 1	1	2969.733917869	2970.551908649	318.700	693.200	0.8180	-46.60	22.78	2969.7339	S00974_20190807_223029.wav	S00974_20190807_223029.wav	
16	Spectrogram 1	1	2972.249821669	2973.052939889	278.900	605.500	0.8031	-46.11	20.25	2972.2498	S00974_20190807_223029.wav	S00974_20190807_223029.wav	
17	Spectrogram 1	1	2975.045862879	2975.908471339	294.800	701.100	0.8626	-43.44	23.94	2975.0459	S00974_20190807_223029.wav	S00974_20190807_223029.wav	
18	Spectrogram 1	1	2977.849773909	2978.965215879	255.000	669.300	1.1154	-48.25	19.21	2977.8498	S00974_20190807_223029.wav	S00974_20190807_223029.wav	
19	Spectrogram 1	1	2980.913521189	2982.237178999	159.300	390.400	1.3237	-55.25	13.67	2980.9135	S00974_20190807_223029.wav	S00974_20190807_223029.wav	
20	Spectrogram 1	1	2984.465782179	2985.804312549	127.500	398.400	1.3385	-55.66	13.28	2984.4658	S00974_20190807_223029.wav	S00974_20190807_223029.wav	
21	Spectrogram 1	1	2987.982002369	2989.528748569	127.500	398.400	1.5467	-57.49	12.44	2987.9820	S00974_20190807_223029.wav	S00974_20190807_223029.wav	
22	Spectrogram 1	1	3011.793321659	3018.986599259	589.600	1381.600	7.1933	-54.69	12.06	3011.7933	S00974_20190807_223029.wav	S00974_20190807_223029.wav	
23	Spectrogram 1	1	3019.154863059	3023.824183659	748.900	1593.500	4.6693	-54.41	16.28	3019.1549	S00974_20190807_223029.wav	S00974_20190807_223029.wav	
24	Spectrogram 1	1	3024.211441759	3027.219157259	358.500	900.300	3.0077	-52.77	11.59	3024.2114	S00974_20190807_223029.wav	S00974_20190807_223029.wav	
25	Spectrogram 1	1	3029.934084680	3030.775403680	661.334	980.034	0.8413	-54.99	15.92	3029.9341	S00974_20190807_223029.wav	S00974_20190807_223029.wav	
26	Spectrogram 1	1	3031.876343418	3032.654563518	605.247	1043.447	0.7782	-50.79	21.47	3031.8763	S00974_20190807_223029.wav	S00974_20190807_223029.wav	
27	Spectrogram 1	1	3033.784265080	3034.436287380	609.870	1024.170	0.6520	-50.35	23.56	3033.7843	S00974_20190807_223029.wav	S00974_20190807_223029.wav	
28	Spectrogram 1	1	3035.489585914	3036.288839014	786.238	1096.938	0.7993	-61.59	15.99	3035.4896	S00974_20190807_223029.wav	S00974_20190807_223029.wav	
29	Spectrogram 1	1	3037.511035257	3038.352354357	736.526	1007.426	0.8413	-54.61	22.54	3037.5110	S00974_20190807_223029.wav	S00974_20190807_223029.wav	
30	Spectrogram 1	1	3041.377389459	3042.260774359	23.900	255.000	0.8834	-47.57	15.69	3041.3774	S00974_20190807_223029.wav	S00974_20190807_223029.wav	
31	Spectrogram 1	1	3043.922379459	3044.700599559	47.800	247.000	0.7782	-48.02	15.87	3043.9224	S00974_20190807_223029.wav	S00974_20190807_223029.wav	
32	Spectrogram 1	1	3046.257039759	3047.245589559	39.800	239.000	0.9885	-46.60	15.87	3046.2570	S00974_20190807_223029.wav	S00974_20190807_223029.wav	
33	Spectrogram 1	1	3048.802029759	3049.790579659	31.900	247.000	0.9885	-46.23	16.56	3048.8020	S00974_20190807_223029.wav	S00974_20190807_223029.wav	
34	Spectrogram 1	1	3051.259673559	3052.164091559	31.900	207.200	0.9044	-48.98	14.85	3051.2597	S00974_20190807_223029.wav	S00974_20190807_223029.wav	
35	Spectrogram 1	1	3055.929000000	3056.161349352	0.000	8000.000	0.2323	-33.58	22.20	3055.9290	S00974_20190807_223029.wav	S00974_20190807_223029.wav	Phaser
36	Spectrogram 1	1	3058.970664249	3060.998440415	0.000	8000.000	2.0278	-33.51	20.56	3058.9707	S00974_20190807_223029.wav	S00974_20190807_223029.wav	Upsweep
37	Spectrogram 1	1	3062.962848576	3065.104320689	0.000	8000.000	2.1415	-33.54	21.34	3062.9628	S00974_20190807_223029.wav	S00974_20190807_223029.wav	Downsweep
38	Spectrogram 1	1	3067.990043659	3070.060065159	0.000	8000.000	2.0700	-33.62	21.31	3067.9900	S00974_20190807_223029.wav	S00974_20190807_223029.wav	
39	Spectrogram 1	1	3071.942874169	3074.055141009	0.000	8000.000	2.1123	-33.54	20.85	3071.9429	S00974_20190807_223029.wav	S00974_20190807_223029.wav	
40	Spectrogram 1	1	3076.948946579	3079.040090749	0.000	8000.000	2.0911	-33.40	22.54	3076.9489	S00974_20190807_223029.wav	S00974_20190807_223029.wav	
41	Spectrogram 1	1	3080.983376239	3083.095643079	0.000	8000.000	2.1123	-33.39	21.74	3080.9834	S00974_20190807_223029.wav	S00974_20190807_223029.wav	
42	Spectrogram 1	1	3084.986121899	3085.239593919	0.000	8000.000	0.2535	-33.62	21.01	3084.9861	S00974_20190807_223029.wav	S00974_20190807_223029.wav	
43	Spectrogram 1	1	3094.315218779	3098.803901599	580.000	1080.800	4.4887	-50.47	21.16	3094.3152	S00974_20190807_223029.wav	S00974_20190807_223029.wav	
44	Spectrogram 1	1	3109.711931729	3111.247338949	143.400	470.100	1.5354	-56.10	12.33	3109.7119	S00974_20190807_223029.wav	S00974_20190807_223029.wav	
45	Spectrogram 1	1	3112.272701289	3113.303317089	159.300	709.100	1.0306	-44.66	16.73	3112.2727	S00974_20190807_223029.wav	S00974_20190807_223029.wav	
46	Spectrogram 1	1	3098.848519279	3105.645279029	580.000	1526.500	6.7968	-54.81	15.12	3098.8485	S00974_20190807_223029.wav	S00974_20190807_223029.wav	
47	Spectrogram 1	1	3114.547806709	3115.321179809	326.700	756.900	0.7734	-44.67	23.42	3114.5478	S00974_20190807_223029.wav	S00974_20190807_223029.wav	
48	Spectrogram 1	1	3116.674582729	3117.656171669	294.800	669.300	0.9816	-42.06	22.04	3116.6746	S00974_20190807_223029.wav	S00974_20190807_223029.wav	
49	Spectrogram 1	1	3119.202917869	3120.020908649	318.700	693.200	0.8180	-46.56	22.19	3119.2029	S00974_20190807_223029.wav	S00974_20190807_223029.wav	
50	Spectrogram 1	1	3121.718821669	3122.521939889	278.900	605.500	0.8031	-46.04	21.12	3121.7188	S00974_20190807_223029.wav	S00974_20190807_223029.wav	
51	Spectrogram 1	1	3124.514862879	3125.377471339	294.800	701.100	0.8626	-43.28	23.93	3124.5149	S00974_20190807_223029.wav	S00974_20190807_223029.wav	
52	Spectrogram 1	1	3127.318773909	3128.434215879	255.000	669.300	1.1154	-48.15	19.90	3127.3188	S00974_20190807_223029.wav	S00974_20190807_223029.wav	
53	Spectrogram 1	1	3130.382521189	3131.706178999	159.300	390.400	1.3237	-54.90	15.48	3130.3825	S00974_20190807_223029.wav	S00974_20190807_223029.wav	
54	Spectrogram 1	1	3133.934782179	3135.273312549	127.500	398.400	1.3385	-55.61	12.82	3133.9348	S00974_20190807_223029.wav	S00974_20190807_223029.wav	
55	Spectrogram 1	1	3137.451002369	3138.997748569	127.500	398.400	1.5467	-57.58	12.67	3137.4510	S00974_20190807_223029.wav	S00974_20190807_223029.wav	
56	Spectrogram 1	1	3161.262321659	3168.455599259	589.600	1381.600	7.1933	-54.65	11.93	3161.2623	S00974_20190807_223029.wav	S00974_20190807_223029.wav	
57	Spectrogram 1	1	3168.623863059	3173.293183659	748.900	1593.500	4.6693	-54.37	16.07	3168.6239	S00974_20190807_223029.wav	S00974_20190807_223029.wav	
58	Spectrogram 1	1	3173.680441759	3176.688157259	358.500	900.300	3.0077	-52.56	11.64	3173.6804	S00974_20190807_223029.wav	S00974_20190807_223029.wav	
59	Spectrogram 1	1	3179.403084680	3180.244403680	661.334	980.034	0.8413	-54.86	14.99	3179.4031	S00974_20190807_223029.wav	S00974_20190807_223029.wav	
60	Spectrogram 1	1	3181.345343418	3182.123563518	605.247	1043.447	0.7782	-50.69	22.18	3181.3453	S00974_20190807_223029.wav	S00974_20190807_223029.wav	
61	Spectrogram 1	1	3183.253265080	3183.905287380	609.870	1024.170	0.6520	-50.10	24.30	3183.2533	S00974_20190807_223029.wav	S00974_20190807_223029.wav	
62	Spectrogram 1	1	3184.958585914	3185.757839014	786.238	1096.938	0.7993	-61.77	16.66	3184.9586	S00974_20190807_223029.wav	S00974_20190807_223029.wav	
63	Spectrogram 1	1	3186.980035257	3187.821354357	736.526	1007.426	0.8413	-54.51	20.73	3186.9800	S00974_20190807_223029.wav	S00974_20190807_223029.wav	
64	Spectrogram 1	1	3190.846389459	3191.729774359	23.900	255.000	0.8834	-47.39	15.46	3190.8464	S00974_20190807_223029.wav	S00974_20190807_223029.wav	
65	Spectrogram 1	1	3193.391379459	3194.169599559	47.800	247.000	0.7782	-48.14	16.27	3193.3914	S00974_20190807_223029.wav	S00974_20190807_223029.wav	
66	Spectrogram 1	1	3195.726039759	3196.714589559	39.800	239.000	0.9885	-46.61	15.36	3195.7260	S00974_20190807_223029.wav	S00974_20190807_223029.wav	
67	Spectrogram 1	1	3198.271029759	3199.259579659	31.900	247.000	0.9885	-46.34	15.43	3198.2710	S00974_20190807_223029.wav	S00974_20190807_223029.wav	
68	Spectrogram 1	1	3200.728673559	3201.633091559	31.900	207.200	0.9044	-48.76	14.92	3200.7287	S00974_20190807_223029.wav	S00974_20190807_223029.wav	
69	Spectrogram 1	1	3205.360000000	3205.592349352	0.000	8000.000	0.2323	-33.55	23.31	3205.3600	S00974_20190807_223029.wav	S00974_20190807_223029.wav	Phaser
70	Spectrogram 1	1	3208.401664249	3210.429440415	0.000	8000.000	2.0278	-33.54	22.34	3208.4017	S00974_20190807_223029.wav	S00974_20190807_223029.wav	Upsweep
71	Spectrogram 1	1	3212.393848576	3214.535320689	0.000	8000.000	2.1415	-33.61	20.59	3212.3938	S00974_20190807_223029.wav	S00974_20190807_223029.wav	Downsweep
72	Spectrogram 1	1	3217.421043659	3219.491065159	0.000	8000.000	2.0700	-33.66	21.29	3217.4210	S00974_20190807_223029.wav	S00974_20190807_223029.wav	
73	Spectrogram 1	1	3221.373874169	3223.486141009	0.000	8000.000	2.1123	-33.75	20.00	3221.3739	S00974_20190807_223029.wav	S00974_20190807_223029.wav	
74	Spectrogram 1	1	3226.379946579	3228.471090749	0.000	8000.000	2.0911	-33.72	21.10	3226.3799	S00974_20190807_223029.wav	S00974_20190807_223029.wav	
75	Spectrogram 1	1	3230.414376239	3232.526643079	0.000	8000.000	2.1123	-33.74	20.44	3230.4144	S00974_20190807_223029.wav	S00974_20190807_223029.wav	
76	Spectrogram 1	1	3234.417121899	3234.670593919	0.000	8000.000	0.2535	-33.53	22.71	3234.4171	S00974_20190807_223029.wav	S00974_20190807_223029.wav	
77	Spectrogram 1	1	3243.746218779	3248.234901599	580.000	1080.800	4.4887	-50.38	21.40	3243.7462	S00974_20190807_223029.wav	S00974_20190807_223029.wav	
78	Spectrogram 1	1	3259.142931729	3260.678338949	143.400	470.100	1.5354	-56.13	12.94	3259.1429	S00974_20190807_223029.wav	S00974_20190807_223029.wav	
79	Spectrogram 1	1	3261.703701289	3262.734317089	159.300	709.100	1.0306	-44.87	16.68	3261.7037	S00974_20190807_223029.wav	S00974_20190807_223029.wav	
80	Spectrogram 1	1	3248.279519279	3255.076279029	580.000	1526.500	6.7968	-54.79	15.12	3248.2795	S00974_20190807_223029.wav	S00974_20190807_223029.wav	
81	Spectrogram 1	1	3263.978806709	3264.752179809	326.700	756.900	0.7734	-44.79	24.09	3263.9788	S00974_20190807_223029.wav	S00974_20190807_223029.wav	
82	Spectrogram 1	1	3266.105582729	3267.087171669	294.800	669.300	0.9816	-42.19	22.99	3266.1056	S00974_20190807_223029.wav	S00974_20190807_223029.wav	
83	Spectrogram 1	1	3268.633917869	3269.451908649	318.700	693.200	0.8180	-46.67	22.86	3268.6339	S00974_20190807_223029.wav	S00974_20190807_223029.wav	
84	Spectrogram 1	1	3271.149821669	3271.952939889	278.900	605.500	0.8031	-46.11	19.74	3271.1498	S00974_20190807_223029.wav	S00974_20190807_223029.wav	
85	Spectrogram 1	1	3273.945862879	3274.808471339	294.800	701.100	0.8626	-43.46	23.92	3273.9459	S00974_20190807_223029.wav	S00974_20190807_223029.wav	
86	Spectrogram 1	1	3276.749773909	3277.865215879	255.000	669.300	1.1154	-48.27	19.05	3276.7498	S00974_20190807_223029.wav	S00974_20190807_223029.wav	
87	Spectrogram 1	1	3279.813521189	3281.137178999	159.300	390.400	1.3237	-54.85	13.48	3279.8135	S00974_20190807_223029.wav	S00974_20190807_223029.wav	
88	Spectrogram 1	1	3283.365782179	3284.704312549	127.500	398.400	1.3385	-55.68	12.81	3283.3658	S00974_20190807_223029.wav	S00974_20190807_223029.wav	
89	Spectrogram 1	1	3286.882002369	3288.428748569	127.500	398.400	1.5467	-57.34	12.63	3286.8820	S00974_20190807_223029.wav	S00974_20190807_223029.wav	
90	Spectrogram 1	1	3310.693321659	3317.886599259	589.600	1381.600	7.1933	-54.64	11.92	3310.6933	S00974_20190807_223029.wav	S00974_20190807_223029.wav	
91	Spectrogram 1	1	3318.054863059	3322.724183659	748.900	1593.500	4.6693	-54.31	16.36	3318.0549	S00974_20190807_223029.wav	S00974_20190807_223029.wav	
92	Spectrogram 1	1	3323.111441759	3326.119157259	358.500	900.300	3.0077	-52.58	12.11	3323.1114	S00974_20190807_223029.wav	S00974_20190807_223029.wav	
93	Spectrogram 1	1	3328.834084680	3329.675403680	661.334	980.034	0.8413	-54.91	14.91	3328.8341	S00974_20190807_223029.wav	S00974_20190807_223029.wav	
94	Spectrogram 1	1	3330.776343418	3331.554563518	605.247	1043.447	0.7782	-50.72	21.90	3330.7763	S00974_20190807_223029.wav	S00974_20190807_223029.wav	
95	Spectrogram 1	1	3332.684265080	3333.336287380	609.870	1024.170	0.6520	-50.29	24.00	3332.6843	S00974_20190807_223029.wav	S00974_20190807_223029.wav	
96	Spectrogram 1	1	3334.389585914	3335.188839014	786.238	1096.938	0.7993	-61.67	15.36	3334.3896	S00974_20190807_223029.wav	S00974_20190807_223029.wav	
97	Spectrogram 1	1	3336.411035257	3337.252354357	736.526	1007.426	0.8413	-54.56	22.94	3336.4110	S00974_20190807_223029.wav	S00974_20190807_223029.wav	
98	Spectrogram 1	1	3340.277389459	3341.160774359	23.900	255.000	0.8834	-47.66	16.49	3340.2774	S00974_20190807_223029.wav	S00974_20190807_223029.wav	
99	Spectrogram 1	1	3342.822379459	3343.600599559	47.800	247.000	0.7782	-47.92	16.79	3342.8224	S00974_20190807_223029.wav	S00974_20190807_223029.wav	
100	Spectrogram 1	1	3345.157039759	3346.145589559	39.800	239.000	0.9885	-46.53	15.52	3345.1570	S00974_20190807_223029.wav	S00974_20190807_223029.wav	
101	Spectrogram 1	1	3347.702029759	3348.690579659	31.900	247.000	0.9885	-46.44	15.96	3347.7020	S00974_20190807_223029.wav	S00974_20190807_223029.wav	
102	Spectrogram 1	1	3350.159673559	3351.064091559	31.900	207.200	0.9044	-48.76	15.01	3350.1597	S00974_20190807_223029.wav	S00974_20190807_223029.wav	
