Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Delta Time (s)	Inband Power (dB FS)	SNR NIST Quick (dB FS)	File Offset (s)	End File	Begin File	Sound Type
1	Spectrogram 1	1	288.575000000	288.807349352	0.000	8000.000	0.2323	-33.71	19.62	288.5750	S01143_20190812_140005.wav	S01143_20190812_140005.wav	Phaser
2	Spectrogram 1	1	291.616664249	293.644440415	0.000	8000.000	2.0278	-33.14	20.37	291.6167	S01143_20190812_140005.wav	S01143_20190812_140005.wav	Upsweep
3	Spectrogram 1	1	295.608848576	297.750320689	0.000	8000.000	2.1415	-33.52	18.85	295.6088	S01143_20190812_140005.wav	S01143_20190812_140005.wav	Downsweep
4	Spectrogram 1	1	300.636043659	302.706065159	0.000	8000.000	2.0700	-33.39	20.30	300.6360	S01143_20190812_140005.wav	S01143_20190812_140005.wav	
5	Spectrogram 1	1	304.588874169	306.701141009	0.000	8000.000	2.1123	-33.48	19.64	304.5889	S01143_20190812_140005.wav	S01143_20190812_140005.wav	
6	Spectrogram 1	1	309.594946579	311.686090749	0.000	8000.000	2.0911	-33.58	21.11	309.5949	S01143_20190812_140005.wav	S01143_20190812_140005.wav	
7	Spectrogram 1	1	313.629376239	315.741643079	0.000	8000.000	2.1123	-33.45	19.89	313.6294	S01143_20190812_140005.wav	S01143_20190812_140005.wav	
8	Spectrogram 1	1	317.632121899	317.885593919	0.000	8000.000	0.2535	-33.67	20.82	317.6321	S01143_20190812_140005.wav	S01143_20190812_140005.wav	
9	Spectrogram 1	1	326.961218779	331.449901599	580.000	1080.800	4.4887	-46.50	21.58	326.9612	S01143_20190812_140005.wav	S01143_20190812_140005.wav	
10	Spectrogram 1	1	342.357931729	343.893338949	143.400	470.100	1.5354	-54.29	12.57	342.3579	S01143_20190812_140005.wav	S01143_20190812_140005.wav	
11	Spectrogram 1	1	344.918701289	345.949317089	159.300	709.100	1.0306	-45.79	13.61	344.9187	S01143_20190812_140005.wav	S01143_20190812_140005.wav	
12	Spectrogram 1	1	331.494519279	338.291279029	580.000	1526.500	6.7968	-50.82	16.55	331.4945	S01143_20190812_140005.wav	S01143_20190812_140005.wav	
13	Spectrogram 1	1	347.193806709	347.967179809	326.700	756.900	0.7734	-44.04	20.95	347.1938	S01143_20190812_140005.wav	S01143_20190812_140005.wav	
14	Spectrogram 1	1	349.320582729	350.302171669	294.800	669.300	0.9816	-44.88	19.68	349.3206	S01143_20190812_140005.wav	S01143_20190812_140005.wav	
15	Spectrogram 1	1	351.848917869	352.666908649	318.700	693.200	0.8180	-47.30	19.60	351.8489	S01143_20190812_140005.wav	S01143_20190812_140005.wav	
16	Spectrogram 1	1	354.364821669	355.167939889	278.900	605.500	0.8031	-46.41	16.78	354.3648	S01143_20190812_140005.wav	S01143_20190812_140005.wav	
17	Spectrogram 1	1	357.160862879	358.023471339	294.800	701.100	0.8626	-43.88	20.60	357.1609	S01143_20190812_140005.wav	S01143_20190812_140005.wav	
18	Spectrogram 1	1	359.964773909	361.080215879	255.000	669.300	1.1154	-49.25	16.47	359.9648	S01143_20190812_140005.wav	S01143_20190812_140005.wav	
19	Spectrogram 1	1	363.028521189	364.352178999	159.300	390.400	1.3237	-52.50	12.94	363.0285	S01143_20190812_140005.wav	S01143_20190812_140005.wav	
20	Spectrogram 1	1	366.580782179	367.919312549	127.500	398.400	1.3385	-53.33	12.21	366.5808	S01143_20190812_140005.wav	S01143_20190812_140005.wav	
21	Spectrogram 1	1	370.097002369	371.643748569	127.500	398.400	1.5467	-54.55	13.26	370.0970	S01143_20190812_140005.wav	S01143_20190812_140005.wav	
22	Spectrogram 1	1	393.908321659	401.101599259	589.600	1381.600	7.1933	-51.14	12.55	393.9083	S01143_20190812_140005.wav	S01143_20190812_140005.wav	
23	Spectrogram 1	1	401.269863059	405.939183659	748.900	1593.500	4.6693	-48.67	18.64	401.2699	S01143_20190812_140005.wav	S01143_20190812_140005.wav	
24	Spectrogram 1	1	406.326441759	409.334157259	358.500	900.300	3.0077	-49.22	12.10	406.3264	S01143_20190812_140005.wav	S01143_20190812_140005.wav	
25	Spectrogram 1	1	412.049084680	412.890403680	661.334	980.034	0.8413	-51.50	15.94	412.0491	S01143_20190812_140005.wav	S01143_20190812_140005.wav	
26	Spectrogram 1	1	413.991343418	414.769563518	605.247	1043.447	0.7782	-46.81	23.84	413.9913	S01143_20190812_140005.wav	S01143_20190812_140005.wav	
27	Spectrogram 1	1	415.899265080	416.551287380	609.870	1024.170	0.6520	-46.60	23.78	415.8993	S01143_20190812_140005.wav	S01143_20190812_140005.wav	
28	Spectrogram 1	1	417.604585914	418.403839014	786.238	1096.938	0.7993	-58.37	17.51	417.6046	S01143_20190812_140005.wav	S01143_20190812_140005.wav	
29	Spectrogram 1	1	419.626035257	420.467354357	736.526	1007.426	0.8413	-50.62	23.98	419.6260	S01143_20190812_140005.wav	S01143_20190812_140005.wav	
30	Spectrogram 1	1	423.492389459	424.375774359	23.900	255.000	0.8834	-46.44	14.43	423.4924	S01143_20190812_140005.wav	S01143_20190812_140005.wav	
31	Spectrogram 1	1	426.037379459	426.815599559	47.800	247.000	0.7782	-47.10	13.65	426.0374	S01143_20190812_140005.wav	S01143_20190812_140005.wav	
32	Spectrogram 1	1	428.372039759	429.360589559	39.800	239.000	0.9885	-45.51	14.91	428.3720	S01143_20190812_140005.wav	S01143_20190812_140005.wav	
33	Spectrogram 1	1	430.917029759	431.905579659	31.900	247.000	0.9885	-45.42	14.30	430.9170	S01143_20190812_140005.wav	S01143_20190812_140005.wav	
34	Spectrogram 1	1	433.374673559	434.279091559	31.900	207.200	0.9044	-47.78	13.76	433.3747	S01143_20190812_140005.wav	S01143_20190812_140005.wav	
