Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Delta Time (s)	Inband Power (dB FS)	SNR NIST Quick (dB FS)	File Offset (s)	End File	Begin File	Sound Type
1	Spectrogram 1	1	1199.300000000	1199.532349352	0.000	8000.000	0.2323	-32.79	16.25	1199.3000	S00974_20190805_114414.wav	S00974_20190805_114414.wav	Phaser
2	Spectrogram 1	1	1202.341664249	1204.369440415	0.000	8000.000	2.0278	-32.71	16.60	1202.3417	S00974_20190805_114414.wav	S00974_20190805_114414.wav	Upsweep
3	Spectrogram 1	1	1206.333848576	1208.475320689	0.000	8000.000	2.1415	-32.75	15.77	1206.3338	S00974_20190805_114414.wav	S00974_20190805_114414.wav	Downsweep
4	Spectrogram 1	1	1211.361043659	1213.431065159	0.000	8000.000	2.0700	-32.73	16.61	1211.3610	S00974_20190805_114414.wav	S00974_20190805_114414.wav	
5	Spectrogram 1	1	1215.313874169	1217.426141009	0.000	8000.000	2.1123	-32.74	15.69	1215.3139	S00974_20190805_114414.wav	S00974_20190805_114414.wav	
6	Spectrogram 1	1	1220.319946579	1222.411090749	0.000	8000.000	2.0911	-32.73	16.43	1220.3199	S00974_20190805_114414.wav	S00974_20190805_114414.wav	
7	Spectrogram 1	1	1224.354376239	1226.466643079	0.000	8000.000	2.1123	-32.77	15.53	1224.3544	S00974_20190805_114414.wav	S00974_20190805_114414.wav	
8	Spectrogram 1	1	1228.357121899	1228.610593919	0.000	8000.000	0.2535	-32.74	16.89	1228.3571	S00974_20190805_114414.wav	S00974_20190805_114414.wav	
9	Spectrogram 1	1	1237.686218779	1242.174901599	580.000	1080.800	4.4887	-49.65	18.44	1237.6862	S00974_20190805_114414.wav	S00974_20190805_114414.wav	
10	Spectrogram 1	1	1253.082931729	1254.618338949	143.400	470.100	1.5354	-59.72	11.43	1253.0829	S00974_20190805_114414.wav	S00974_20190805_114414.wav	
11	Spectrogram 1	1	1255.643701289	1256.674317089	159.300	709.100	1.0306	-53.83	12.63	1255.6437	S00974_20190805_114414.wav	S00974_20190805_114414.wav	
12	Spectrogram 1	1	1242.219519279	1249.016279029	580.000	1526.500	6.7968	-54.92	15.07	1242.2195	S00974_20190805_114414.wav	S00974_20190805_114414.wav	
13	Spectrogram 1	1	1257.918806709	1258.692179809	326.700	756.900	0.7734	-51.59	16.74	1257.9188	S00974_20190805_114414.wav	S00974_20190805_114414.wav	
14	Spectrogram 1	1	1260.045582729	1261.027171669	294.800	669.300	0.9816	-51.02	16.36	1260.0456	S00974_20190805_114414.wav	S00974_20190805_114414.wav	
15	Spectrogram 1	1	1262.573917869	1263.391908649	318.700	693.200	0.8180	-54.93	16.65	1262.5739	S00974_20190805_114414.wav	S00974_20190805_114414.wav	
16	Spectrogram 1	1	1265.089821669	1265.892939889	278.900	605.500	0.8031	-55.70	14.23	1265.0898	S00974_20190805_114414.wav	S00974_20190805_114414.wav	
17	Spectrogram 1	1	1267.885862879	1268.748471339	294.800	701.100	0.8626	-51.23	16.76	1267.8859	S00974_20190805_114414.wav	S00974_20190805_114414.wav	
18	Spectrogram 1	1	1270.689773909	1271.805215879	255.000	669.300	1.1154	-54.93	13.55	1270.6898	S00974_20190805_114414.wav	S00974_20190805_114414.wav	
19	Spectrogram 1	1	1273.753521189	1275.077178999	159.300	390.400	1.3237	-58.65	11.96	1273.7535	S00974_20190805_114414.wav	S00974_20190805_114414.wav	
20	Spectrogram 1	1	1277.305782179	1278.644312549	127.500	398.400	1.3385	-59.97	11.94	1277.3058	S00974_20190805_114414.wav	S00974_20190805_114414.wav	
21	Spectrogram 1	1	1280.822002369	1282.368748569	127.500	398.400	1.5467	-60.40	11.89	1280.8220	S00974_20190805_114414.wav	S00974_20190805_114414.wav	
22	Spectrogram 1	1	1304.633321659	1311.826599259	589.600	1381.600	7.1933	-57.80	11.44	1304.6333	S00974_20190805_114414.wav	S00974_20190805_114414.wav	
23	Spectrogram 1	1	1311.994863059	1316.664183659	748.900	1593.500	4.6693	-54.32	15.53	1311.9949	S00974_20190805_114414.wav	S00974_20190805_114414.wav	
24	Spectrogram 1	1	1317.051441759	1320.059157259	358.500	900.300	3.0077	-57.80	11.27	1317.0514	S00974_20190805_114414.wav	S00974_20190805_114414.wav	
25	Spectrogram 1	1	1322.774084680	1323.615403680	661.334	980.034	0.8413	-56.36	15.81	1322.7741	S00974_20190805_114414.wav	S00974_20190805_114414.wav	
26	Spectrogram 1	1	1324.716343418	1325.494563518	605.247	1043.447	0.7782	-51.30	18.92	1324.7163	S00974_20190805_114414.wav	S00974_20190805_114414.wav	
27	Spectrogram 1	1	1326.624265080	1327.276287380	609.870	1024.170	0.6520	-49.99	23.13	1326.6243	S00974_20190805_114414.wav	S00974_20190805_114414.wav	
28	Spectrogram 1	1	1328.329585914	1329.128839014	786.238	1096.938	0.7993	-59.70	16.29	1328.3296	S00974_20190805_114414.wav	S00974_20190805_114414.wav	
29	Spectrogram 1	1	1330.351035257	1331.192354357	736.526	1007.426	0.8413	-52.76	21.54	1330.3510	S00974_20190805_114414.wav	S00974_20190805_114414.wav	
30	Spectrogram 1	1	1334.217389459	1335.100774359	23.900	255.000	0.8834	-54.40	13.60	1334.2174	S00974_20190805_114414.wav	S00974_20190805_114414.wav	
31	Spectrogram 1	1	1336.762379459	1337.540599559	47.800	247.000	0.7782	-54.86	12.36	1336.7624	S00974_20190805_114414.wav	S00974_20190805_114414.wav	
32	Spectrogram 1	1	1339.097039759	1340.085589559	39.800	239.000	0.9885	-54.31	12.20	1339.0970	S00974_20190805_114414.wav	S00974_20190805_114414.wav	
33	Spectrogram 1	1	1341.642029759	1342.630579659	31.900	247.000	0.9885	-53.38	14.14	1341.6420	S00974_20190805_114414.wav	S00974_20190805_114414.wav	
34	Spectrogram 1	1	1344.099673559	1345.004091559	31.900	207.200	0.9044	-55.13	12.52	1344.0997	S00974_20190805_114414.wav	S00974_20190805_114414.wav	
35	Spectrogram 1	1	1348.769000000	1349.001349352	0.000	8000.000	0.2323	-32.71	16.70	1348.7690	S00974_20190805_114414.wav	S00974_20190805_114414.wav	Phaser
36	Spectrogram 1	1	1351.810664249	1353.838440415	0.000	8000.000	2.0278	-32.67	16.87	1351.8107	S00974_20190805_114414.wav	S00974_20190805_114414.wav	Upsweep
37	Spectrogram 1	1	1355.802848576	1357.944320689	0.000	8000.000	2.1415	-32.72	15.79	1355.8028	S00974_20190805_114414.wav	S00974_20190805_114414.wav	Downsweep
38	Spectrogram 1	1	1360.830043659	1362.900065159	0.000	8000.000	2.0700	-32.72	16.21	1360.8300	S00974_20190805_114414.wav	S00974_20190805_114414.wav	
39	Spectrogram 1	1	1364.782874169	1366.895141009	0.000	8000.000	2.1123	-32.73	15.69	1364.7829	S00974_20190805_114414.wav	S00974_20190805_114414.wav	
40	Spectrogram 1	1	1369.788946579	1371.880090749	0.000	8000.000	2.0911	-32.71	16.72	1369.7889	S00974_20190805_114414.wav	S00974_20190805_114414.wav	
41	Spectrogram 1	1	1373.823376239	1375.935643079	0.000	8000.000	2.1123	-32.70	15.68	1373.8234	S00974_20190805_114414.wav	S00974_20190805_114414.wav	
42	Spectrogram 1	1	1377.826121899	1378.079593919	0.000	8000.000	0.2535	-32.84	17.15	1377.8261	S00974_20190805_114414.wav	S00974_20190805_114414.wav	
43	Spectrogram 1	1	1387.155218779	1391.643901599	580.000	1080.800	4.4887	-50.06	17.98	1387.1552	S00974_20190805_114414.wav	S00974_20190805_114414.wav	
44	Spectrogram 1	1	1402.551931729	1404.087338949	143.400	470.100	1.5354	-60.20	12.38	1402.5519	S00974_20190805_114414.wav	S00974_20190805_114414.wav	
45	Spectrogram 1	1	1405.112701289	1406.143317089	159.300	709.100	1.0306	-54.08	13.06	1405.1127	S00974_20190805_114414.wav	S00974_20190805_114414.wav	
46	Spectrogram 1	1	1391.688519279	1398.485279029	580.000	1526.500	6.7968	-55.08	15.23	1391.6885	S00974_20190805_114414.wav	S00974_20190805_114414.wav	
47	Spectrogram 1	1	1407.387806709	1408.161179809	326.700	756.900	0.7734	-51.33	18.01	1407.3878	S00974_20190805_114414.wav	S00974_20190805_114414.wav	
48	Spectrogram 1	1	1409.514582729	1410.496171669	294.800	669.300	0.9816	-52.43	15.96	1409.5146	S00974_20190805_114414.wav	S00974_20190805_114414.wav	
49	Spectrogram 1	1	1412.042917869	1412.860908649	318.700	693.200	0.8180	-55.04	16.54	1412.0429	S00974_20190805_114414.wav	S00974_20190805_114414.wav	
50	Spectrogram 1	1	1414.558821669	1415.361939889	278.900	605.500	0.8031	-55.64	14.89	1414.5588	S00974_20190805_114414.wav	S00974_20190805_114414.wav	
