Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Delta Time (s)	Inband Power (dB FS)	SNR NIST Quick (dB FS)	Sound Type
1	Spectrogram 1	1	2097.250000000	2097.482349352	0.000	8000.000	0.2323	-34.55	17.33	Phaser
2	Spectrogram 1	1	2100.291664249	2102.319440415	0.000	8000.000	2.0278	-34.10	18.42	Upsweep
3	Spectrogram 1	1	2104.283848576	2106.425320689	0.000	8000.000	2.1415	-34.22	15.76	Downsweep
4	Spectrogram 1	1	2109.311043659	2111.381065159	0.000	8000.000	2.0700	-34.11	18.26	
5	Spectrogram 1	1	2113.263874169	2115.376141009	0.000	8000.000	2.1123	-34.21	15.72	
6	Spectrogram 1	1	2118.269946579	2120.361090749	0.000	8000.000	2.0911	-34.14	17.99	
7	Spectrogram 1	1	2122.304376239	2124.416643079	0.000	8000.000	2.1123	-34.21	15.62	
8	Spectrogram 1	1	2126.307121899	2126.560593919	0.000	8000.000	0.2535	-34.38	18.73	
9	Spectrogram 1	1	2135.636218779	2140.124901599	580.000	1080.800	4.4887	-44.90	24.12	
10	Spectrogram 1	1	2151.032931729	2152.568338949	143.400	470.100	1.5354	-53.38	12.98	
11	Spectrogram 1	1	2153.593701289	2154.624317089	159.300	709.100	1.0306	-47.04	16.58	
12	Spectrogram 1	1	2140.169519279	2146.966279029	580.000	1526.500	6.7968	-50.20	18.42	
13	Spectrogram 1	1	2155.868806709	2156.642179809	326.700	756.900	0.7734	-43.08	23.85	
14	Spectrogram 1	1	2157.995582729	2158.977171669	294.800	669.300	0.9816	-45.02	21.97	
15	Spectrogram 1	1	2160.523917869	2161.341908649	318.700	693.200	0.8180	-46.82	21.95	
16	Spectrogram 1	1	2163.039821669	2163.842939889	278.900	605.500	0.8031	-48.05	20.30	
17	Spectrogram 1	1	2165.835862879	2166.698471339	294.800	701.100	0.8626	-43.84	23.28	
18	Spectrogram 1	1	2168.639773909	2169.755215879	255.000	669.300	1.1154	-47.48	19.51	
19	Spectrogram 1	1	2171.703521189	2173.027178999	159.300	390.400	1.3237	-50.75	15.66	
20	Spectrogram 1	1	2175.255782179	2176.594312549	127.500	398.400	1.3385	-51.88	14.03	
21	Spectrogram 1	1	2178.772002369	2180.318748569	127.500	398.400	1.5467	-54.59	14.34	
22	Spectrogram 1	1	2202.583321659	2209.776599259	589.600	1381.600	7.1933	-52.93	12.91	
23	Spectrogram 1	1	2209.944863059	2214.614183659	748.900	1593.500	4.6693	-50.31	19.33	
24	Spectrogram 1	1	2215.001441759	2218.009157259	358.500	900.300	3.0077	-52.25	12.21	
25	Spectrogram 1	1	2220.724084680	2221.565403680	661.334	980.034	0.8413	-51.51	17.62	
26	Spectrogram 1	1	2222.666343418	2223.444563518	605.247	1043.447	0.7782	-46.86	23.45	
27	Spectrogram 1	1	2224.574265080	2225.226287380	609.870	1024.170	0.6520	-46.63	24.94	
28	Spectrogram 1	1	2226.279585914	2227.078839014	786.238	1096.938	0.7993	-56.77	18.38	
29	Spectrogram 1	1	2228.301035257	2229.142354357	736.526	1007.426	0.8413	-50.10	25.19	
30	Spectrogram 1	1	2232.167389459	2233.050774359	23.900	255.000	0.8834	-44.93	15.69	
31	Spectrogram 1	1	2234.712379459	2235.490599559	47.800	247.000	0.7782	-45.66	17.83	
32	Spectrogram 1	1	2237.047039759	2238.035589559	39.800	239.000	0.9885	-44.20	16.21	
33	Spectrogram 1	1	2239.592029759	2240.580579659	31.900	247.000	0.9885	-43.97	17.00	
34	Spectrogram 1	1	2242.049673559	2242.954091559	31.900	207.200	0.9044	-46.54	16.92	
35	Spectrogram 1	1	2246.719000000	2246.951349352	0.000	8000.000	0.2323	-34.54	18.23	Phaser
36	Spectrogram 1	1	2249.760664249	2251.788440415	0.000	8000.000	2.0278	-34.14	17.56	Upsweep
37	Spectrogram 1	1	2253.752848576	2255.894320689	0.000	8000.000	2.1415	-34.21	15.56	Downsweep
38	Spectrogram 1	1	2258.780043659	2260.850065159	0.000	8000.000	2.0700	-34.15	17.77	
39	Spectrogram 1	1	2262.732874169	2264.845141009	0.000	8000.000	2.1123	-34.21	15.66	
40	Spectrogram 1	1	2267.738946579	2269.830090749	0.000	8000.000	2.0911	-34.18	17.73	
41	Spectrogram 1	1	2271.773376239	2273.885643079	0.000	8000.000	2.1123	-34.21	15.69	
42	Spectrogram 1	1	2275.776121899	2276.029593919	0.000	8000.000	0.2535	-34.51	19.57	
43	Spectrogram 1	1	2285.105218779	2289.593901599	580.000	1080.800	4.4887	-44.91	24.06	
44	Spectrogram 1	1	2300.501931729	2302.037338949	143.400	470.100	1.5354	-53.29	13.47	
45	Spectrogram 1	1	2303.062701289	2304.093317089	159.300	709.100	1.0306	-46.97	16.76	
46	Spectrogram 1	1	2289.638519279	2296.435279029	580.000	1526.500	6.7968	-50.48	17.98	
47	Spectrogram 1	1	2305.337806709	2306.111179809	326.700	756.900	0.7734	-42.80	24.12	
48	Spectrogram 1	1	2307.464582729	2308.446171669	294.800	669.300	0.9816	-44.95	22.81	
49	Spectrogram 1	1	2309.992917869	2310.810908649	318.700	693.200	0.8180	-46.87	22.56	
50	Spectrogram 1	1	2312.508821669	2313.311939889	278.900	605.500	0.8031	-47.69	20.79	
51	Spectrogram 1	1	2315.304862879	2316.167471339	294.800	701.100	0.8626	-43.83	23.51	
52	Spectrogram 1	1	2318.108773909	2319.224215879	255.000	669.300	1.1154	-47.37	20.27	
53	Spectrogram 1	1	2321.172521189	2322.496178999	159.300	390.400	1.3237	-50.50	15.66	
54	Spectrogram 1	1	2324.724782179	2326.063312549	127.500	398.400	1.3385	-51.60	14.62	
55	Spectrogram 1	1	2328.241002369	2329.787748569	127.500	398.400	1.5467	-54.57	14.00	
56	Spectrogram 1	1	2352.052321659	2359.245599259	589.600	1381.600	7.1933	-52.86	12.89	
57	Spectrogram 1	1	2359.413863059	2364.083183659	748.900	1593.500	4.6693	-50.31	19.46	
58	Spectrogram 1	1	2364.470441759	2367.478157259	358.500	900.300	3.0077	-52.32	12.39	
59	Spectrogram 1	1	2370.193084680	2371.034403680	661.334	980.034	0.8413	-50.94	18.53	
60	Spectrogram 1	1	2372.135343418	2372.913563518	605.247	1043.447	0.7782	-46.65	22.95	
61	Spectrogram 1	1	2374.043265080	2374.695287380	609.870	1024.170	0.6520	-46.25	24.29	
62	Spectrogram 1	1	2375.748585914	2376.547839014	786.238	1096.938	0.7993	-56.62	19.14	
63	Spectrogram 1	1	2377.770035257	2378.611354357	736.526	1007.426	0.8413	-49.78	25.66	
64	Spectrogram 1	1	2381.636389459	2382.519774359	23.900	255.000	0.8834	-45.01	16.34	
65	Spectrogram 1	1	2384.181379459	2384.959599559	47.800	247.000	0.7782	-45.50	17.78	
66	Spectrogram 1	1	2386.516039759	2387.504589559	39.800	239.000	0.9885	-43.96	15.83	
67	Spectrogram 1	1	2389.061029759	2390.049579659	31.900	247.000	0.9885	-44.00	16.87	
68	Spectrogram 1	1	2391.518673559	2392.423091559	31.900	207.200	0.9044	-46.59	16.64	
69	Spectrogram 1	1	2396.150000000	2396.382349352	0.000	8000.000	0.2323	-34.73	17.96	Phaser
70	Spectrogram 1	1	2399.191664249	2401.219440415	0.000	8000.000	2.0278	-34.10	17.14	Upsweep
71	Spectrogram 1	1	2403.183848576	2405.325320689	0.000	8000.000	2.1415	-34.18	14.55	Downsweep
72	Spectrogram 1	1	2408.211043659	2410.281065159	0.000	8000.000	2.0700	-34.12	18.33	
73	Spectrogram 1	1	2412.163874169	2414.276141009	0.000	8000.000	2.1123	-34.18	13.80	
74	Spectrogram 1	1	2417.169946579	2419.261090749	0.000	8000.000	2.0911	-34.12	17.01	
75	Spectrogram 1	1	2421.204376239	2423.316643079	0.000	8000.000	2.1123	-34.18	15.31	
76	Spectrogram 1	1	2425.207121899	2425.460593919	0.000	8000.000	0.2535	-34.61	19.35	
77	Spectrogram 1	1	2434.536218779	2439.024901599	580.000	1080.800	4.4887	-44.87	24.26	
78	Spectrogram 1	1	2449.932931729	2451.468338949	143.400	470.100	1.5354	-53.29	13.44	
79	Spectrogram 1	1	2452.493701289	2453.524317089	159.300	709.100	1.0306	-46.98	16.49	
80	Spectrogram 1	1	2439.069519279	2445.866279029	580.000	1526.500	6.7968	-50.33	18.26	
81	Spectrogram 1	1	2454.768806709	2455.542179809	326.700	756.900	0.7734	-43.22	24.38	
82	Spectrogram 1	1	2456.895582729	2457.877171669	294.800	669.300	0.9816	-45.05	23.16	
83	Spectrogram 1	1	2459.423917869	2460.241908649	318.700	693.200	0.8180	-46.80	23.15	
84	Spectrogram 1	1	2461.939821669	2462.742939889	278.900	605.500	0.8031	-47.94	20.32	
85	Spectrogram 1	1	2464.735862879	2465.598471339	294.800	701.100	0.8626	-43.85	23.40	
86	Spectrogram 1	1	2467.539773909	2468.655215879	255.000	669.300	1.1154	-47.38	19.93	
87	Spectrogram 1	1	2470.603521189	2471.927178999	159.300	390.400	1.3237	-50.72	16.67	
88	Spectrogram 1	1	2474.155782179	2475.494312549	127.500	398.400	1.3385	-51.70	14.06	
89	Spectrogram 1	1	2477.672002369	2479.218748569	127.500	398.400	1.5467	-54.71	13.85	
90	Spectrogram 1	1	2501.483321659	2508.676599259	589.600	1381.600	7.1933	-53.00	12.84	
91	Spectrogram 1	1	2508.844863059	2513.514183659	748.900	1593.500	4.6693	-50.38	19.45	
92	Spectrogram 1	1	2513.901441759	2516.909157259	358.500	900.300	3.0077	-52.30	12.43	
93	Spectrogram 1	1	2519.624084680	2520.465403680	661.334	980.034	0.8413	-51.26	17.06	
94	Spectrogram 1	1	2521.566343418	2522.344563518	605.247	1043.447	0.7782	-46.74	22.88	
95	Spectrogram 1	1	2523.474265080	2524.126287380	609.870	1024.170	0.6520	-46.52	24.69	
96	Spectrogram 1	1	2525.179585914	2525.978839014	786.238	1096.938	0.7993	-56.58	19.10	
97	Spectrogram 1	1	2527.201035257	2528.042354357	736.526	1007.426	0.8413	-50.16	24.91	
98	Spectrogram 1	1	2531.067389459	2531.950774359	23.900	255.000	0.8834	-45.03	16.57	
99	Spectrogram 1	1	2533.612379459	2534.390599559	47.800	247.000	0.7782	-45.66	18.56	
100	Spectrogram 1	1	2535.947039759	2536.935589559	39.800	239.000	0.9885	-44.05	15.93	
101	Spectrogram 1	1	2538.492029759	2539.480579659	31.900	247.000	0.9885	-44.01	16.15	
102	Spectrogram 1	1	2540.949673559	2541.854091559	31.900	207.200	0.9044	-46.69	16.45	
