Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Delta Time (s)	Inband Power (dB FS)	SNR NIST Quick (dB FS)	File Offset (s)	End File	Begin File	Sound Type
1	Spectrogram 1	1	1627.680000000	1627.912349352	0.000	8000.000	0.2323	-33.43	16.57	1627.6800	S00974_20190805_184416.wav	S00974_20190805_184416.wav	Phaser
2	Spectrogram 1	1	1630.721664249	1632.749440415	0.000	8000.000	2.0278	-33.19	16.53	1630.7217	S00974_20190805_184416.wav	S00974_20190805_184416.wav	Upsweep
3	Spectrogram 1	1	1634.713848576	1636.855320689	0.000	8000.000	2.1415	-33.22	15.84	1634.7138	S00974_20190805_184416.wav	S00974_20190805_184416.wav	Downsweep
4	Spectrogram 1	1	1639.741043659	1641.811065159	0.000	8000.000	2.0700	-33.17	16.91	1639.7410	S00974_20190805_184416.wav	S00974_20190805_184416.wav	
5	Spectrogram 1	1	1643.693874169	1645.806141009	0.000	8000.000	2.1123	-33.22	15.82	1643.6939	S00974_20190805_184416.wav	S00974_20190805_184416.wav	
6	Spectrogram 1	1	1648.699946579	1650.791090749	0.000	8000.000	2.0911	-33.21	16.20	1648.6999	S00974_20190805_184416.wav	S00974_20190805_184416.wav	
7	Spectrogram 1	1	1652.734376239	1654.846643079	0.000	8000.000	2.1123	-33.23	15.53	1652.7344	S00974_20190805_184416.wav	S00974_20190805_184416.wav	
8	Spectrogram 1	1	1656.737121899	1656.990593919	0.000	8000.000	0.2535	-33.54	16.78	1656.7371	S00974_20190805_184416.wav	S00974_20190805_184416.wav	
9	Spectrogram 1	1	1666.066218779	1670.554901599	580.000	1080.800	4.4887	-46.86	22.66	1666.0662	S00974_20190805_184416.wav	S00974_20190805_184416.wav	
10	Spectrogram 1	1	1681.462931729	1682.998338949	143.400	470.100	1.5354	-57.51	12.61	1681.4629	S00974_20190805_184416.wav	S00974_20190805_184416.wav	
11	Spectrogram 1	1	1684.023701289	1685.054317089	159.300	709.100	1.0306	-48.68	15.14	1684.0237	S00974_20190805_184416.wav	S00974_20190805_184416.wav	
12	Spectrogram 1	1	1670.599519279	1677.396279029	580.000	1526.500	6.7968	-50.02	19.10	1670.5995	S00974_20190805_184416.wav	S00974_20190805_184416.wav	
13	Spectrogram 1	1	1686.298806709	1687.072179809	326.700	756.900	0.7734	-46.42	22.90	1686.2988	S00974_20190805_184416.wav	S00974_20190805_184416.wav	
14	Spectrogram 1	1	1688.425582729	1689.407171669	294.800	669.300	0.9816	-47.33	19.49	1688.4256	S00974_20190805_184416.wav	S00974_20190805_184416.wav	
15	Spectrogram 1	1	1690.953917869	1691.771908649	318.700	693.200	0.8180	-49.86	21.08	1690.9539	S00974_20190805_184416.wav	S00974_20190805_184416.wav	
16	Spectrogram 1	1	1693.469821669	1694.272939889	278.900	605.500	0.8031	-50.00	17.61	1693.4698	S00974_20190805_184416.wav	S00974_20190805_184416.wav	
17	Spectrogram 1	1	1696.265862879	1697.128471339	294.800	701.100	0.8626	-46.83	21.21	1696.2659	S00974_20190805_184416.wav	S00974_20190805_184416.wav	
18	Spectrogram 1	1	1699.069773909	1700.185215879	255.000	669.300	1.1154	-50.87	17.13	1699.0698	S00974_20190805_184416.wav	S00974_20190805_184416.wav	
19	Spectrogram 1	1	1702.133521189	1703.457178999	159.300	390.400	1.3237	-55.71	13.62	1702.1335	S00974_20190805_184416.wav	S00974_20190805_184416.wav	
20	Spectrogram 1	1	1705.685782179	1707.024312549	127.500	398.400	1.3385	-56.67	13.44	1705.6858	S00974_20190805_184416.wav	S00974_20190805_184416.wav	
21	Spectrogram 1	1	1709.202002369	1710.748748569	127.500	398.400	1.5467	-58.14	12.18	1709.2020	S00974_20190805_184416.wav	S00974_20190805_184416.wav	
22	Spectrogram 1	1	1733.013321659	1740.206599259	589.600	1381.600	7.1933	-54.51	12.33	1733.0133	S00974_20190805_184416.wav	S00974_20190805_184416.wav	
23	Spectrogram 1	1	1740.374863059	1745.044183659	748.900	1593.500	4.6693	-49.06	19.64	1740.3749	S00974_20190805_184416.wav	S00974_20190805_184416.wav	
24	Spectrogram 1	1	1745.431441759	1748.439157259	358.500	900.300	3.0077	-55.73	11.86	1745.4314	S00974_20190805_184416.wav	S00974_20190805_184416.wav	
25	Spectrogram 1	1	1751.154084680	1751.995403680	661.334	980.034	0.8413	-51.62	17.05	1751.1541	S00974_20190805_184416.wav	S00974_20190805_184416.wav	
26	Spectrogram 1	1	1753.096343418	1753.874563518	605.247	1043.447	0.7782	-46.93	22.52	1753.0963	S00974_20190805_184416.wav	S00974_20190805_184416.wav	
27	Spectrogram 1	1	1755.004265080	1755.656287380	609.870	1024.170	0.6520	-46.46	23.72	1755.0043	S00974_20190805_184416.wav	S00974_20190805_184416.wav	
28	Spectrogram 1	1	1756.709585914	1757.508839014	786.238	1096.938	0.7993	-55.63	18.79	1756.7096	S00974_20190805_184416.wav	S00974_20190805_184416.wav	
29	Spectrogram 1	1	1758.731035257	1759.572354357	736.526	1007.426	0.8413	-49.30	25.28	1758.7310	S00974_20190805_184416.wav	S00974_20190805_184416.wav	
30	Spectrogram 1	1	1762.597389459	1763.480774359	23.900	255.000	0.8834	-50.76	13.50	1762.5974	S00974_20190805_184416.wav	S00974_20190805_184416.wav	
31	Spectrogram 1	1	1765.142379459	1765.920599559	47.800	247.000	0.7782	-51.75	13.59	1765.1424	S00974_20190805_184416.wav	S00974_20190805_184416.wav	
32	Spectrogram 1	1	1767.477039759	1768.465589559	39.800	239.000	0.9885	-50.15	13.64	1767.4770	S00974_20190805_184416.wav	S00974_20190805_184416.wav	
33	Spectrogram 1	1	1770.022029759	1771.010579659	31.900	247.000	0.9885	-49.96	14.31	1770.0220	S00974_20190805_184416.wav	S00974_20190805_184416.wav	
34	Spectrogram 1	1	1772.479673559	1773.384091559	31.900	207.200	0.9044	-52.91	12.57	1772.4797	S00974_20190805_184416.wav	S00974_20190805_184416.wav	
35	Spectrogram 1	1	1777.149000000	1777.381349352	0.000	8000.000	0.2323	-33.33	17.98	1777.1490	S00974_20190805_184416.wav	S00974_20190805_184416.wav	Phaser
36	Spectrogram 1	1	1780.190664249	1782.218440415	0.000	8000.000	2.0278	-33.20	16.73	1780.1907	S00974_20190805_184416.wav	S00974_20190805_184416.wav	Upsweep
37	Spectrogram 1	1	1784.182848576	1786.324320689	0.000	8000.000	2.1415	-33.22	15.26	1784.1828	S00974_20190805_184416.wav	S00974_20190805_184416.wav	Downsweep
38	Spectrogram 1	1	1789.210043659	1791.280065159	0.000	8000.000	2.0700	-33.23	16.61	1789.2100	S00974_20190805_184416.wav	S00974_20190805_184416.wav	
39	Spectrogram 1	1	1793.162874169	1795.275141009	0.000	8000.000	2.1123	-33.23	15.85	1793.1629	S00974_20190805_184416.wav	S00974_20190805_184416.wav	
40	Spectrogram 1	1	1798.168946579	1800.260090749	0.000	8000.000	2.0911	-33.21	17.15	1798.1689	S00974_20190805_184416.wav	S00974_20190805_184416.wav	
41	Spectrogram 1	1	1802.203376239	1804.315643079	0.000	8000.000	2.1123	-33.23	15.88	1802.2034	S00974_20190805_184416.wav	S00974_20190805_184416.wav	
42	Spectrogram 1	1	1806.206121899	1806.459593919	0.000	8000.000	0.2535	-33.43	17.37	1806.2061	S00974_20190805_184416.wav	S00974_20190805_184416.wav	
43	Spectrogram 1	1	1815.535218779	1820.023901599	580.000	1080.800	4.4887	-46.67	22.77	1815.5352	S00974_20190805_184416.wav	S00974_20190805_184416.wav	
44	Spectrogram 1	1	1830.931931729	1832.467338949	143.400	470.100	1.5354	-57.44	12.02	1830.9319	S00974_20190805_184416.wav	S00974_20190805_184416.wav	
45	Spectrogram 1	1	1833.492701289	1834.523317089	159.300	709.100	1.0306	-48.78	13.89	1833.4927	S00974_20190805_184416.wav	S00974_20190805_184416.wav	
46	Spectrogram 1	1	1820.068519279	1826.865279029	580.000	1526.500	6.7968	-50.04	18.70	1820.0685	S00974_20190805_184416.wav	S00974_20190805_184416.wav	
47	Spectrogram 1	1	1835.767806709	1836.541179809	326.700	756.900	0.7734	-46.56	22.72	1835.7678	S00974_20190805_184416.wav	S00974_20190805_184416.wav	
48	Spectrogram 1	1	1837.894582729	1838.876171669	294.800	669.300	0.9816	-47.38	19.59	1837.8946	S00974_20190805_184416.wav	S00974_20190805_184416.wav	
49	Spectrogram 1	1	1840.422917869	1841.240908649	318.700	693.200	0.8180	-49.84	20.73	1840.4229	S00974_20190805_184416.wav	S00974_20190805_184416.wav	
50	Spectrogram 1	1	1842.938821669	1843.741939889	278.900	605.500	0.8031	-49.69	18.19	1842.9388	S00974_20190805_184416.wav	S00974_20190805_184416.wav	
51	Spectrogram 1	1	1845.734862879	1846.597471339	294.800	701.100	0.8626	-46.87	21.19	1845.7349	S00974_20190805_184416.wav	S00974_20190805_184416.wav	
52	Spectrogram 1	1	1848.538773909	1849.654215879	255.000	669.300	1.1154	-50.97	16.45	1848.5388	S00974_20190805_184416.wav	S00974_20190805_184416.wav	
53	Spectrogram 1	1	1851.602521189	1852.926178999	159.300	390.400	1.3237	-55.77	13.64	1851.6025	S00974_20190805_184416.wav	S00974_20190805_184416.wav	
54	Spectrogram 1	1	1855.154782179	1856.493312549	127.500	398.400	1.3385	-56.88	12.22	1855.1548	S00974_20190805_184416.wav	S00974_20190805_184416.wav	
55	Spectrogram 1	1	1858.671002369	1860.217748569	127.500	398.400	1.5467	-58.05	12.42	1858.6710	S00974_20190805_184416.wav	S00974_20190805_184416.wav	
56	Spectrogram 1	1	1882.482321659	1889.675599259	589.600	1381.600	7.1933	-54.58	12.46	1882.4823	S00974_20190805_184416.wav	S00974_20190805_184416.wav	
57	Spectrogram 1	1	1889.843863059	1894.513183659	748.900	1593.500	4.6693	-49.00	19.66	1889.8439	S00974_20190805_184416.wav	S00974_20190805_184416.wav	
58	Spectrogram 1	1	1894.900441759	1897.908157259	358.500	900.300	3.0077	-56.10	11.94	1894.9004	S00974_20190805_184416.wav	S00974_20190805_184416.wav	
59	Spectrogram 1	1	1900.623084680	1901.464403680	661.334	980.034	0.8413	-51.54	17.63	1900.6231	S00974_20190805_184416.wav	S00974_20190805_184416.wav	
60	Spectrogram 1	1	1902.565343418	1903.343563518	605.247	1043.447	0.7782	-47.03	22.25	1902.5653	S00974_20190805_184416.wav	S00974_20190805_184416.wav	
61	Spectrogram 1	1	1904.473265080	1905.125287380	609.870	1024.170	0.6520	-46.46	23.49	1904.4733	S00974_20190805_184416.wav	S00974_20190805_184416.wav	
62	Spectrogram 1	1	1906.178585914	1906.977839014	786.238	1096.938	0.7993	-55.73	18.22	1906.1786	S00974_20190805_184416.wav	S00974_20190805_184416.wav	
63	Spectrogram 1	1	1908.200035257	1909.041354357	736.526	1007.426	0.8413	-49.45	25.21	1908.2000	S00974_20190805_184416.wav	S00974_20190805_184416.wav	
64	Spectrogram 1	1	1912.066389459	1912.949774359	23.900	255.000	0.8834	-51.01	14.23	1912.0664	S00974_20190805_184416.wav	S00974_20190805_184416.wav	
65	Spectrogram 1	1	1914.611379459	1915.389599559	47.800	247.000	0.7782	-51.83	15.12	1914.6114	S00974_20190805_184416.wav	S00974_20190805_184416.wav	
66	Spectrogram 1	1	1916.946039759	1917.934589559	39.800	239.000	0.9885	-50.28	13.85	1916.9460	S00974_20190805_184416.wav	S00974_20190805_184416.wav	
67	Spectrogram 1	1	1919.491029759	1920.479579659	31.900	247.000	0.9885	-50.26	14.19	1919.4910	S00974_20190805_184416.wav	S00974_20190805_184416.wav	
68	Spectrogram 1	1	1921.948673559	1922.853091559	31.900	207.200	0.9044	-53.08	13.07	1921.9487	S00974_20190805_184416.wav	S00974_20190805_184416.wav	
69	Spectrogram 1	1	1926.580000000	1926.812349352	0.000	8000.000	0.2323	-33.47	16.36	1926.5800	S00974_20190805_184416.wav	S00974_20190805_184416.wav	Phaser
70	Spectrogram 1	1	1929.621664249	1931.649440415	0.000	8000.000	2.0278	-33.21	16.38	1929.6217	S00974_20190805_184416.wav	S00974_20190805_184416.wav	Upsweep
71	Spectrogram 1	1	1933.613848576	1935.755320689	0.000	8000.000	2.1415	-33.27	15.50	1933.6138	S00974_20190805_184416.wav	S00974_20190805_184416.wav	Downsweep
72	Spectrogram 1	1	1938.641043659	1940.711065159	0.000	8000.000	2.0700	-33.20	16.59	1938.6410	S00974_20190805_184416.wav	S00974_20190805_184416.wav	
73	Spectrogram 1	1	1942.593874169	1944.706141009	0.000	8000.000	2.1123	-33.25	15.53	1942.5939	S00974_20190805_184416.wav	S00974_20190805_184416.wav	
74	Spectrogram 1	1	1947.599946579	1949.691090749	0.000	8000.000	2.0911	-33.25	15.79	1947.5999	S00974_20190805_184416.wav	S00974_20190805_184416.wav	
75	Spectrogram 1	1	1951.634376239	1953.746643079	0.000	8000.000	2.1123	-33.24	15.88	1951.6344	S00974_20190805_184416.wav	S00974_20190805_184416.wav	
76	Spectrogram 1	1	1955.637121899	1955.890593919	0.000	8000.000	0.2535	-33.47	16.59	1955.6371	S00974_20190805_184416.wav	S00974_20190805_184416.wav	
77	Spectrogram 1	1	1964.966218779	1969.454901599	580.000	1080.800	4.4887	-46.68	22.96	1964.9662	S00974_20190805_184416.wav	S00974_20190805_184416.wav	
78	Spectrogram 1	1	1980.362931729	1981.898338949	143.400	470.100	1.5354	-57.38	12.70	1980.3629	S00974_20190805_184416.wav	S00974_20190805_184416.wav	
79	Spectrogram 1	1	1982.923701289	1983.954317089	159.300	709.100	1.0306	-48.74	14.53	1982.9237	S00974_20190805_184416.wav	S00974_20190805_184416.wav	
80	Spectrogram 1	1	1969.499519279	1976.296279029	580.000	1526.500	6.7968	-50.01	18.77	1969.4995	S00974_20190805_184416.wav	S00974_20190805_184416.wav	
81	Spectrogram 1	1	1985.198806709	1985.972179809	326.700	756.900	0.7734	-46.30	22.99	1985.1988	S00974_20190805_184416.wav	S00974_20190805_184416.wav	
