Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Delta Time (s)	Inband Power (dB FS)	SNR NIST Quick (dB FS)	File Offset (s)	End File	Begin File	Sound Type
1	Spectrogram 1	1	2908.340000000	2908.572349352	0.000	8000.000	0.2323	-32.72	19.69	2908.3400	S00974_20190807_173027.wav	S00974_20190807_173027.wav	Phaser
2	Spectrogram 1	1	2911.381664249	2913.409440415	0.000	8000.000	2.0278	-32.53	20.26	2911.3817	S00974_20190807_173027.wav	S00974_20190807_173027.wav	Upsweep
3	Spectrogram 1	1	2915.373848576	2917.515320689	0.000	8000.000	2.1415	-32.58	19.30	2915.3738	S00974_20190807_173027.wav	S00974_20190807_173027.wav	Downsweep
4	Spectrogram 1	1	2920.401043659	2922.471065159	0.000	8000.000	2.0700	-32.56	20.25	2920.4010	S00974_20190807_173027.wav	S00974_20190807_173027.wav	
5	Spectrogram 1	1	2924.353874169	2926.466141009	0.000	8000.000	2.1123	-32.65	19.42	2924.3539	S00974_20190807_173027.wav	S00974_20190807_173027.wav	
6	Spectrogram 1	1	2929.359946579	2931.451090749	0.000	8000.000	2.0911	-32.84	19.39	2929.3599	S00974_20190807_173027.wav	S00974_20190807_173027.wav	
7	Spectrogram 1	1	2933.394376239	2935.506643079	0.000	8000.000	2.1123	-32.81	18.45	2933.3944	S00974_20190807_173027.wav	S00974_20190807_173027.wav	
8	Spectrogram 1	1	2937.397121899	2937.650593919	0.000	8000.000	0.2535	-32.81	19.61	2937.3971	S00974_20190807_173027.wav	S00974_20190807_173027.wav	
9	Spectrogram 1	1	2946.726218779	2951.214901599	580.000	1080.800	4.4887	-50.31	21.10	2946.7262	S00974_20190807_173027.wav	S00974_20190807_173027.wav	
10	Spectrogram 1	1	2962.122931729	2963.658338949	143.400	470.100	1.5354	-55.86	13.45	2962.1229	S00974_20190807_173027.wav	S00974_20190807_173027.wav	
