Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Delta Time (s)	Inband Power (dB FS)	SNR NIST Quick (dB FS)	Sound Type
1	Spectrogram 1	1	1132.800000000	1133.032349352	0.000	8000.000	0.2323	-34.93	16.35	Phaser
2	Spectrogram 1	1	1135.841664249	1137.869440415	0.000	8000.000	2.0278	-34.71	16.55	Upsweep
3	Spectrogram 1	1	1139.833848576	1141.975320689	0.000	8000.000	2.1415	-34.78	15.36	Downsweep
4	Spectrogram 1	1	1144.861043659	1146.931065159	0.000	8000.000	2.0700	-34.74	16.49	
5	Spectrogram 1	1	1148.813874169	1150.926141009	0.000	8000.000	2.1123	-34.78	15.18	
6	Spectrogram 1	1	1153.819946579	1155.911090749	0.000	8000.000	2.0911	-34.74	16.19	
7	Spectrogram 1	1	1157.854376239	1159.966643079	0.000	8000.000	2.1123	-34.77	15.24	
8	Spectrogram 1	1	1161.857121899	1162.110593919	0.000	8000.000	0.2535	-35.06	16.94	
9	Spectrogram 1	1	1171.186218779	1175.674901599	580.000	1080.800	4.4887	-51.40	20.72	
10	Spectrogram 1	1	1186.582931729	1188.118338949	143.400	470.100	1.5354	-55.99	12.23	
11	Spectrogram 1	1	1189.143701289	1190.174317089	159.300	709.100	1.0306	-45.10	16.19	
12	Spectrogram 1	1	1175.719519279	1182.516279029	580.000	1526.500	6.7968	-54.76	15.08	
13	Spectrogram 1	1	1191.418806709	1192.192179809	326.700	756.900	0.7734	-44.52	22.47	
14	Spectrogram 1	1	1193.545582729	1194.527171669	294.800	669.300	0.9816	-43.07	21.96	
15	Spectrogram 1	1	1196.073917869	1196.891908649	318.700	693.200	0.8180	-46.95	21.65	
16	Spectrogram 1	1	1198.589821669	1199.392939889	278.900	605.500	0.8031	-46.45	19.79	
17	Spectrogram 1	1	1201.385862879	1202.248471339	294.800	701.100	0.8626	-43.90	23.21	
18	Spectrogram 1	1	1204.189773909	1205.305215879	255.000	669.300	1.1154	-48.43	19.99	
19	Spectrogram 1	1	1207.253521189	1208.577178999	159.300	390.400	1.3237	-54.85	13.86	
20	Spectrogram 1	1	1210.805782179	1212.144312549	127.500	398.400	1.3385	-55.67	12.65	
21	Spectrogram 1	1	1214.322002369	1215.868748569	127.500	398.400	1.5467	-57.39	12.96	
22	Spectrogram 1	1	1238.133321659	1245.326599259	589.600	1381.600	7.1933	-54.57	11.87	
23	Spectrogram 1	1	1245.494863059	1250.164183659	748.900	1593.500	4.6693	-54.23	16.46	
24	Spectrogram 1	1	1250.551441759	1253.559157259	358.500	900.300	3.0077	-51.64	11.83	
25	Spectrogram 1	1	1256.274084680	1257.115403680	661.334	980.034	0.8413	-53.55	17.03	
26	Spectrogram 1	1	1258.216343418	1258.994563518	605.247	1043.447	0.7782	-50.58	21.48	
27	Spectrogram 1	1	1260.124265080	1260.776287380	609.870	1024.170	0.6520	-49.56	23.56	
28	Spectrogram 1	1	1261.829585914	1262.628839014	786.238	1096.938	0.7993	-61.30	17.08	
29	Spectrogram 1	1	1263.851035257	1264.692354357	736.526	1007.426	0.8413	-54.68	22.07	
30	Spectrogram 1	1	1267.717389459	1268.600774359	23.900	255.000	0.8834	-47.66	15.16	
31	Spectrogram 1	1	1270.262379459	1271.040599559	47.800	247.000	0.7782	-47.95	15.70	
32	Spectrogram 1	1	1272.597039759	1273.585589559	39.800	239.000	0.9885	-46.67	15.35	
33	Spectrogram 1	1	1275.142029759	1276.130579659	31.900	247.000	0.9885	-46.42	15.48	
34	Spectrogram 1	1	1277.599673559	1278.504091559	31.900	207.200	0.9044	-48.79	15.30	
35	Spectrogram 1	1	1282.269000000	1282.501349352	0.000	8000.000	0.2323	-34.94	16.58	Phaser
36	Spectrogram 1	1	1285.310664249	1287.338440415	0.000	8000.000	2.0278	-34.71	16.45	Upsweep
37	Spectrogram 1	1	1289.302848576	1291.444320689	0.000	8000.000	2.1415	-34.73	15.38	Downsweep
38	Spectrogram 1	1	1294.330043659	1296.400065159	0.000	8000.000	2.0700	-34.74	16.47	
39	Spectrogram 1	1	1298.282874169	1300.395141009	0.000	8000.000	2.1123	-34.76	15.37	
40	Spectrogram 1	1	1303.288946579	1305.380090749	0.000	8000.000	2.0911	-34.72	16.36	
41	Spectrogram 1	1	1307.323376239	1309.435643079	0.000	8000.000	2.1123	-34.76	15.20	
42	Spectrogram 1	1	1311.326121899	1311.579593919	0.000	8000.000	0.2535	-34.88	18.02	
43	Spectrogram 1	1	1320.655218779	1325.143901599	580.000	1080.800	4.4887	-51.23	21.22	
44	Spectrogram 1	1	1336.051931729	1337.587338949	143.400	470.100	1.5354	-55.83	13.57	
45	Spectrogram 1	1	1338.612701289	1339.643317089	159.300	709.100	1.0306	-44.98	16.23	
46	Spectrogram 1	1	1325.188519279	1331.985279029	580.000	1526.500	6.7968	-54.72	15.14	
47	Spectrogram 1	1	1340.887806709	1341.661179809	326.700	756.900	0.7734	-44.48	22.91	
48	Spectrogram 1	1	1343.014582729	1343.996171669	294.800	669.300	0.9816	-42.95	21.54	
49	Spectrogram 1	1	1345.542917869	1346.360908649	318.700	693.200	0.8180	-46.88	22.68	
50	Spectrogram 1	1	1348.058821669	1348.861939889	278.900	605.500	0.8031	-46.47	19.82	
51	Spectrogram 1	1	1350.854862879	1351.717471339	294.800	701.100	0.8626	-43.80	23.78	
52	Spectrogram 1	1	1353.658773909	1354.774215879	255.000	669.300	1.1154	-48.51	19.17	
53	Spectrogram 1	1	1356.722521189	1358.046178999	159.300	390.400	1.3237	-54.60	14.75	
54	Spectrogram 1	1	1360.274782179	1361.613312549	127.500	398.400	1.3385	-55.84	13.41	
55	Spectrogram 1	1	1363.791002369	1365.337748569	127.500	398.400	1.5467	-57.58	12.81	
56	Spectrogram 1	1	1387.602321659	1394.795599259	589.600	1381.600	7.1933	-54.51	11.86	
57	Spectrogram 1	1	1394.963863059	1399.633183659	748.900	1593.500	4.6693	-54.27	16.38	
58	Spectrogram 1	1	1400.020441759	1403.028157259	358.500	900.300	3.0077	-51.47	11.93	
59	Spectrogram 1	1	1405.743084680	1406.584403680	661.334	980.034	0.8413	-53.45	15.92	
60	Spectrogram 1	1	1407.685343418	1408.463563518	605.247	1043.447	0.7782	-50.50	21.34	
61	Spectrogram 1	1	1409.593265080	1410.245287380	609.870	1024.170	0.6520	-49.39	23.80	
62	Spectrogram 1	1	1411.298585914	1412.097839014	786.238	1096.938	0.7993	-60.78	16.67	
63	Spectrogram 1	1	1413.320035257	1414.161354357	736.526	1007.426	0.8413	-54.30	21.35	
64	Spectrogram 1	1	1417.186389459	1418.069774359	23.900	255.000	0.8834	-47.73	15.48	
65	Spectrogram 1	1	1419.731379459	1420.509599559	47.800	247.000	0.7782	-47.99	15.76	
66	Spectrogram 1	1	1422.066039759	1423.054589559	39.800	239.000	0.9885	-46.62	15.05	
67	Spectrogram 1	1	1424.611029759	1425.599579659	31.900	247.000	0.9885	-46.50	15.10	
68	Spectrogram 1	1	1427.068673559	1427.973091559	31.900	207.200	0.9044	-49.12	14.30	
69	Spectrogram 1	1	1431.700000000	1431.932349352	0.000	8000.000	0.2323	-34.81	17.69	Phaser
70	Spectrogram 1	1	1434.741664249	1436.769440415	0.000	8000.000	2.0278	-34.67	18.27	Upsweep
71	Spectrogram 1	1	1438.733848576	1440.875320689	0.000	8000.000	2.1415	-34.71	16.27	Downsweep
72	Spectrogram 1	1	1443.761043659	1445.831065159	0.000	8000.000	2.0700	-34.71	16.71	
73	Spectrogram 1	1	1447.713874169	1449.826141009	0.000	8000.000	2.1123	-34.72	15.82	
74	Spectrogram 1	1	1452.719946579	1454.811090749	0.000	8000.000	2.0911	-34.71	16.15	
75	Spectrogram 1	1	1456.754376239	1458.866643079	0.000	8000.000	2.1123	-34.75	15.43	
76	Spectrogram 1	1	1460.757121899	1461.010593919	0.000	8000.000	0.2535	-34.84	19.84	
77	Spectrogram 1	1	1470.086218779	1474.574901599	580.000	1080.800	4.4887	-51.28	20.79	
78	Spectrogram 1	1	1485.482931729	1487.018338949	143.400	470.100	1.5354	-55.95	13.29	
79	Spectrogram 1	1	1488.043701289	1489.074317089	159.300	709.100	1.0306	-45.11	15.74	
80	Spectrogram 1	1	1474.619519279	1481.416279029	580.000	1526.500	6.7968	-54.75	15.09	
81	Spectrogram 1	1	1490.318806709	1491.092179809	326.700	756.900	0.7734	-44.52	22.67	
82	Spectrogram 1	1	1492.445582729	1493.427171669	294.800	669.300	0.9816	-43.07	21.32	
83	Spectrogram 1	1	1494.973917869	1495.791908649	318.700	693.200	0.8180	-46.90	22.12	
84	Spectrogram 1	1	1497.489821669	1498.292939889	278.900	605.500	0.8031	-46.48	19.81	
85	Spectrogram 1	1	1500.285862879	1501.148471339	294.800	701.100	0.8626	-43.79	23.67	
86	Spectrogram 1	1	1503.089773909	1504.205215879	255.000	669.300	1.1154	-48.44	19.38	
87	Spectrogram 1	1	1506.153521189	1507.477178999	159.300	390.400	1.3237	-54.61	14.01	
88	Spectrogram 1	1	1509.705782179	1511.044312549	127.500	398.400	1.3385	-55.31	12.64	
89	Spectrogram 1	1	1513.222002369	1514.768748569	127.500	398.400	1.5467	-57.63	12.38	
90	Spectrogram 1	1	1537.033321659	1544.226599259	589.600	1381.600	7.1933	-54.59	11.94	
91	Spectrogram 1	1	1544.394863059	1549.064183659	748.900	1593.500	4.6693	-54.24	16.47	
92	Spectrogram 1	1	1549.451441759	1552.459157259	358.500	900.300	3.0077	-51.57	11.69	
