Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Delta Time (s)	Inband Power (dB FS)	SNR NIST Quick (dB FS)	Sound Type
1	Spectrogram 1	1	2099.450000000	2099.682349352	0.000	8000.000	0.2323	-34.47	17.31	Phaser
2	Spectrogram 1	1	2102.491664249	2104.519440415	0.000	8000.000	2.0278	-34.15	18.00	Upsweep
3	Spectrogram 1	1	2106.483848576	2108.625320689	0.000	8000.000	2.1415	-34.23	15.80	Downsweep
4	Spectrogram 1	1	2111.511043659	2113.581065159	0.000	8000.000	2.0700	-34.16	17.84	
5	Spectrogram 1	1	2115.463874169	2117.576141009	0.000	8000.000	2.1123	-34.25	16.14	
6	Spectrogram 1	1	2120.469946579	2122.561090749	0.000	8000.000	2.0911	-34.19	18.11	
7	Spectrogram 1	1	2124.504376239	2126.616643079	0.000	8000.000	2.1123	-34.23	16.08	
8	Spectrogram 1	1	2128.507121899	2128.760593919	0.000	8000.000	0.2535	-34.48	17.86	
9	Spectrogram 1	1	2137.836218779	2142.324901599	580.000	1080.800	4.4887	-45.21	23.83	
10	Spectrogram 1	1	2153.232931729	2154.768338949	143.400	470.100	1.5354	-53.61	13.02	
11	Spectrogram 1	1	2155.793701289	2156.824317089	159.300	709.100	1.0306	-47.60	16.08	
12	Spectrogram 1	1	2142.369519279	2149.166279029	580.000	1526.500	6.7968	-50.45	17.93	
13	Spectrogram 1	1	2158.068806709	2158.842179809	326.700	756.900	0.7734	-42.97	24.03	
14	Spectrogram 1	1	2160.195582729	2161.177171669	294.800	669.300	0.9816	-44.32	21.66	
15	Spectrogram 1	1	2162.723917869	2163.541908649	318.700	693.200	0.8180	-47.63	21.16	
16	Spectrogram 1	1	2165.239821669	2166.042939889	278.900	605.500	0.8031	-48.35	19.35	
17	Spectrogram 1	1	2168.035862879	2168.898471339	294.800	701.100	0.8626	-44.60	23.59	
18	Spectrogram 1	1	2170.839773909	2171.955215879	255.000	669.300	1.1154	-48.52	19.78	
19	Spectrogram 1	1	2173.903521189	2175.227178999	159.300	390.400	1.3237	-51.26	16.08	
20	Spectrogram 1	1	2177.455782179	2178.794312549	127.500	398.400	1.3385	-52.09	14.07	
21	Spectrogram 1	1	2180.972002369	2182.518748569	127.500	398.400	1.5467	-54.95	13.19	
22	Spectrogram 1	1	2204.783321659	2211.976599259	589.600	1381.600	7.1933	-53.17	13.07	
23	Spectrogram 1	1	2212.144863059	2216.814183659	748.900	1593.500	4.6693	-50.32	19.49	
24	Spectrogram 1	1	2217.201441759	2220.209157259	358.500	900.300	3.0077	-53.08	12.21	
25	Spectrogram 1	1	2222.924084680	2223.765403680	661.334	980.034	0.8413	-52.38	17.19	
26	Spectrogram 1	1	2224.866343418	2225.644563518	605.247	1043.447	0.7782	-47.59	23.38	
27	Spectrogram 1	1	2226.774265080	2227.426287380	609.870	1024.170	0.6520	-46.80	24.43	
28	Spectrogram 1	1	2228.479585914	2229.278839014	786.238	1096.938	0.7993	-57.33	17.74	
29	Spectrogram 1	1	2230.501035257	2231.342354357	736.526	1007.426	0.8413	-50.35	24.25	
