Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Delta Time (s)	Inband Power (dB FS)	SNR NIST Quick (dB FS)	File Offset (s)	End File	Begin File	Sound Type
1	Spectrogram 1	1	811.450000000	811.682349352	0.000	8000.000	0.2323	-34.28	16.28	811.4500	S00976_20190811_222128.wav	S00976_20190811_222128.wav	Phaser
2	Spectrogram 1	1	814.491664249	816.519440415	0.000	8000.000	2.0278	-33.81	18.47	814.4917	S00976_20190811_222128.wav	S00976_20190811_222128.wav	Upsweep
3	Spectrogram 1	1	818.483848576	820.625320689	0.000	8000.000	2.1415	-33.85	16.46	818.4838	S00976_20190811_222128.wav	S00976_20190811_222128.wav	Downsweep
4	Spectrogram 1	1	823.511043659	825.581065159	0.000	8000.000	2.0700	-33.78	18.37	823.5110	S00976_20190811_222128.wav	S00976_20190811_222128.wav	
5	Spectrogram 1	1	827.463874169	829.576141009	0.000	8000.000	2.1123	-33.90	15.46	827.4639	S00976_20190811_222128.wav	S00976_20190811_222128.wav	
6	Spectrogram 1	1	832.469946579	834.561090749	0.000	8000.000	2.0911	-33.84	17.50	832.4699	S00976_20190811_222128.wav	S00976_20190811_222128.wav	
7	Spectrogram 1	1	836.504376239	838.616643079	0.000	8000.000	2.1123	-33.86	16.15	836.5044	S00976_20190811_222128.wav	S00976_20190811_222128.wav	
8	Spectrogram 1	1	840.507121899	840.760593919	0.000	8000.000	0.2535	-34.18	17.41	840.5071	S00976_20190811_222128.wav	S00976_20190811_222128.wav	
9	Spectrogram 1	1	849.836218779	854.324901599	580.000	1080.800	4.4887	-44.50	24.25	849.8362	S00976_20190811_222128.wav	S00976_20190811_222128.wav	
10	Spectrogram 1	1	865.232931729	866.768338949	143.400	470.100	1.5354	-53.62	13.35	865.2329	S00976_20190811_222128.wav	S00976_20190811_222128.wav	
11	Spectrogram 1	1	867.793701289	868.824317089	159.300	709.100	1.0306	-47.31	15.93	867.7937	S00976_20190811_222128.wav	S00976_20190811_222128.wav	
12	Spectrogram 1	1	854.369519279	861.166279029	580.000	1526.500	6.7968	-50.72	17.92	854.3695	S00976_20190811_222128.wav	S00976_20190811_222128.wav	
13	Spectrogram 1	1	870.068806709	870.842179809	326.700	756.900	0.7734	-43.19	23.79	870.0688	S00976_20190811_222128.wav	S00976_20190811_222128.wav	
14	Spectrogram 1	1	872.195582729	873.177171669	294.800	669.300	0.9816	-45.79	22.74	872.1956	S00976_20190811_222128.wav	S00976_20190811_222128.wav	
15	Spectrogram 1	1	874.723917869	875.541908649	318.700	693.200	0.8180	-47.03	22.37	874.7239	S00976_20190811_222128.wav	S00976_20190811_222128.wav	
16	Spectrogram 1	1	877.239821669	878.042939889	278.900	605.500	0.8031	-48.29	19.43	877.2398	S00976_20190811_222128.wav	S00976_20190811_222128.wav	
17	Spectrogram 1	1	880.035862879	880.898471339	294.800	701.100	0.8626	-43.71	24.19	880.0359	S00976_20190811_222128.wav	S00976_20190811_222128.wav	
18	Spectrogram 1	1	882.839773909	883.955215879	255.000	669.300	1.1154	-47.86	19.63	882.8398	S00976_20190811_222128.wav	S00976_20190811_222128.wav	
19	Spectrogram 1	1	885.903521189	887.227178999	159.300	390.400	1.3237	-51.24	14.98	885.9035	S00976_20190811_222128.wav	S00976_20190811_222128.wav	
20	Spectrogram 1	1	889.455782179	890.794312549	127.500	398.400	1.3385	-51.85	13.65	889.4558	S00976_20190811_222128.wav	S00976_20190811_222128.wav	
21	Spectrogram 1	1	892.972002369	894.518748569	127.500	398.400	1.5467	-54.80	13.96	892.9720	S00976_20190811_222128.wav	S00976_20190811_222128.wav	
22	Spectrogram 1	1	916.783321659	923.976599259	589.600	1381.600	7.1933	-52.65	13.18	916.7833	S00976_20190811_222128.wav	S00976_20190811_222128.wav	
23	Spectrogram 1	1	924.144863059	928.814183659	748.900	1593.500	4.6693	-50.24	19.27	924.1449	S00976_20190811_222128.wav	S00976_20190811_222128.wav	
24	Spectrogram 1	1	929.201441759	932.209157259	358.500	900.300	3.0077	-52.30	12.18	929.2014	S00976_20190811_222128.wav	S00976_20190811_222128.wav	
25	Spectrogram 1	1	934.924084680	935.765403680	661.334	980.034	0.8413	-51.40	17.66	934.9241	S00976_20190811_222128.wav	S00976_20190811_222128.wav	
26	Spectrogram 1	1	936.866343418	937.644563518	605.247	1043.447	0.7782	-47.21	23.52	936.8663	S00976_20190811_222128.wav	S00976_20190811_222128.wav	
27	Spectrogram 1	1	938.774265080	939.426287380	609.870	1024.170	0.6520	-46.73	23.95	938.7743	S00976_20190811_222128.wav	S00976_20190811_222128.wav	
28	Spectrogram 1	1	940.479585914	941.278839014	786.238	1096.938	0.7993	-57.27	18.39	940.4796	S00976_20190811_222128.wav	S00976_20190811_222128.wav	
29	Spectrogram 1	1	942.501035257	943.342354357	736.526	1007.426	0.8413	-50.67	25.12	942.5010	S00976_20190811_222128.wav	S00976_20190811_222128.wav	
30	Spectrogram 1	1	946.367389459	947.250774359	23.900	255.000	0.8834	-45.13	16.16	946.3674	S00976_20190811_222128.wav	S00976_20190811_222128.wav	
31	Spectrogram 1	1	948.912379459	949.690599559	47.800	247.000	0.7782	-45.92	18.07	948.9124	S00976_20190811_222128.wav	S00976_20190811_222128.wav	
32	Spectrogram 1	1	951.247039759	952.235589559	39.800	239.000	0.9885	-44.53	15.44	951.2470	S00976_20190811_222128.wav	S00976_20190811_222128.wav	
33	Spectrogram 1	1	953.792029759	954.780579659	31.900	247.000	0.9885	-44.34	15.99	953.7920	S00976_20190811_222128.wav	S00976_20190811_222128.wav	
34	Spectrogram 1	1	956.249673559	957.154091559	31.900	207.200	0.9044	-46.97	15.60	956.2497	S00976_20190811_222128.wav	S00976_20190811_222128.wav	
35	Spectrogram 1	1	960.919000000	961.151349352	0.000	8000.000	0.2323	-34.17	17.80	960.9190	S00976_20190811_222128.wav	S00976_20190811_222128.wav	Phaser
36	Spectrogram 1	1	963.960664249	965.988440415	0.000	8000.000	2.0278	-33.45	19.92	963.9607	S00976_20190811_222128.wav	S00976_20190811_222128.wav	Upsweep
37	Spectrogram 1	1	967.952848576	970.094320689	0.000	8000.000	2.1415	-33.85	15.93	967.9528	S00976_20190811_222128.wav	S00976_20190811_222128.wav	Downsweep
38	Spectrogram 1	1	972.980043659	975.050065159	0.000	8000.000	2.0700	-33.81	17.75	972.9800	S00976_20190811_222128.wav	S00976_20190811_222128.wav	
39	Spectrogram 1	1	976.932874169	979.045141009	0.000	8000.000	2.1123	-33.83	16.30	976.9329	S00976_20190811_222128.wav	S00976_20190811_222128.wav	
40	Spectrogram 1	1	981.938946579	984.030090749	0.000	8000.000	2.0911	-33.85	17.33	981.9389	S00976_20190811_222128.wav	S00976_20190811_222128.wav	
41	Spectrogram 1	1	985.973376239	988.085643079	0.000	8000.000	2.1123	-33.87	15.56	985.9734	S00976_20190811_222128.wav	S00976_20190811_222128.wav	
42	Spectrogram 1	1	989.976121899	990.229593919	0.000	8000.000	0.2535	-34.35	18.51	989.9761	S00976_20190811_222128.wav	S00976_20190811_222128.wav	
43	Spectrogram 1	1	999.305218779	1003.793901599	580.000	1080.800	4.4887	-44.59	24.07	999.3052	S00976_20190811_222128.wav	S00976_20190811_222128.wav	
44	Spectrogram 1	1	1014.701931729	1016.237338949	143.400	470.100	1.5354	-53.62	12.71	1014.7019	S00976_20190811_222128.wav	S00976_20190811_222128.wav	
45	Spectrogram 1	1	1017.262701289	1018.293317089	159.300	709.100	1.0306	-47.47	16.76	1017.2627	S00976_20190811_222128.wav	S00976_20190811_222128.wav	
46	Spectrogram 1	1	1003.838519279	1010.635279029	580.000	1526.500	6.7968	-50.90	17.75	1003.8385	S00976_20190811_222128.wav	S00976_20190811_222128.wav	
47	Spectrogram 1	1	1019.537806709	1020.311179809	326.700	756.900	0.7734	-43.52	24.29	1019.5378	S00976_20190811_222128.wav	S00976_20190811_222128.wav	
48	Spectrogram 1	1	1021.664582729	1022.646171669	294.800	669.300	0.9816	-45.73	22.21	1021.6646	S00976_20190811_222128.wav	S00976_20190811_222128.wav	
49	Spectrogram 1	1	1024.192917869	1025.010908649	318.700	693.200	0.8180	-47.03	22.28	1024.1929	S00976_20190811_222128.wav	S00976_20190811_222128.wav	
50	Spectrogram 1	1	1026.708821669	1027.511939889	278.900	605.500	0.8031	-47.98	19.73	1026.7088	S00976_20190811_222128.wav	S00976_20190811_222128.wav	
51	Spectrogram 1	1	1029.504862879	1030.367471339	294.800	701.100	0.8626	-43.72	23.41	1029.5049	S00976_20190811_222128.wav	S00976_20190811_222128.wav	
52	Spectrogram 1	1	1032.308773909	1033.424215879	255.000	669.300	1.1154	-47.77	20.20	1032.3088	S00976_20190811_222128.wav	S00976_20190811_222128.wav	
53	Spectrogram 1	1	1035.372521189	1036.696178999	159.300	390.400	1.3237	-50.78	15.43	1035.3725	S00976_20190811_222128.wav	S00976_20190811_222128.wav	
54	Spectrogram 1	1	1038.924782179	1040.263312549	127.500	398.400	1.3385	-51.78	13.71	1038.9248	S00976_20190811_222128.wav	S00976_20190811_222128.wav	
55	Spectrogram 1	1	1042.441002369	1043.987748569	127.500	398.400	1.5467	-54.75	13.70	1042.4410	S00976_20190811_222128.wav	S00976_20190811_222128.wav	
56	Spectrogram 1	1	1066.252321659	1073.445599259	589.600	1381.600	7.1933	-52.65	12.83	1066.2523	S00976_20190811_222128.wav	S00976_20190811_222128.wav	
57	Spectrogram 1	1	1073.613863059	1078.283183659	748.900	1593.500	4.6693	-50.53	19.08	1073.6139	S00976_20190811_222128.wav	S00976_20190811_222128.wav	
58	Spectrogram 1	1	1078.670441759	1081.678157259	358.500	900.300	3.0077	-52.35	12.19	1078.6704	S00976_20190811_222128.wav	S00976_20190811_222128.wav	
59	Spectrogram 1	1	1084.393084680	1085.234403680	661.334	980.034	0.8413	-51.00	18.88	1084.3931	S00976_20190811_222128.wav	S00976_20190811_222128.wav	
60	Spectrogram 1	1	1086.335343418	1087.113563518	605.247	1043.447	0.7782	-47.06	22.69	1086.3353	S00976_20190811_222128.wav	S00976_20190811_222128.wav	
61	Spectrogram 1	1	1088.243265080	1088.895287380	609.870	1024.170	0.6520	-46.49	24.88	1088.2433	S00976_20190811_222128.wav	S00976_20190811_222128.wav	
62	Spectrogram 1	1	1089.948585914	1090.747839014	786.238	1096.938	0.7993	-56.70	19.39	1089.9486	S00976_20190811_222128.wav	S00976_20190811_222128.wav	
63	Spectrogram 1	1	1091.970035257	1092.811354357	736.526	1007.426	0.8413	-50.59	24.42	1091.9700	S00976_20190811_222128.wav	S00976_20190811_222128.wav	
64	Spectrogram 1	1	1095.836389459	1096.719774359	23.900	255.000	0.8834	-45.23	16.44	1095.8364	S00976_20190811_222128.wav	S00976_20190811_222128.wav	
65	Spectrogram 1	1	1098.381379459	1099.159599559	47.800	247.000	0.7782	-45.69	18.27	1098.3814	S00976_20190811_222128.wav	S00976_20190811_222128.wav	
66	Spectrogram 1	1	1100.716039759	1101.704589559	39.800	239.000	0.9885	-44.29	15.65	1100.7160	S00976_20190811_222128.wav	S00976_20190811_222128.wav	
67	Spectrogram 1	1	1103.261029759	1104.249579659	31.900	247.000	0.9885	-44.14	16.84	1103.2610	S00976_20190811_222128.wav	S00976_20190811_222128.wav	
68	Spectrogram 1	1	1105.718673559	1106.623091559	31.900	207.200	0.9044	-46.87	15.53	1105.7187	S00976_20190811_222128.wav	S00976_20190811_222128.wav	
69	Spectrogram 1	1	1110.350000000	1110.582349352	0.000	8000.000	0.2323	-34.21	18.06	1110.3500	S00976_20190811_222128.wav	S00976_20190811_222128.wav	Phaser
70	Spectrogram 1	1	1113.391664249	1115.419440415	0.000	8000.000	2.0278	-33.52	19.43	1113.3917	S00976_20190811_222128.wav	S00976_20190811_222128.wav	Upsweep
71	Spectrogram 1	1	1117.383848576	1119.525320689	0.000	8000.000	2.1415	-33.83	16.56	1117.3838	S00976_20190811_222128.wav	S00976_20190811_222128.wav	Downsweep
72	Spectrogram 1	1	1122.411043659	1124.481065159	0.000	8000.000	2.0700	-33.42	19.69	1122.4110	S00976_20190811_222128.wav	S00976_20190811_222128.wav	
73	Spectrogram 1	1	1126.363874169	1128.476141009	0.000	8000.000	2.1123	-33.69	17.22	1126.3639	S00976_20190811_222128.wav	S00976_20190811_222128.wav	
74	Spectrogram 1	1	1131.369946579	1133.461090749	0.000	8000.000	2.0911	-33.54	19.41	1131.3699	S00976_20190811_222128.wav	S00976_20190811_222128.wav	
75	Spectrogram 1	1	1135.404376239	1137.516643079	0.000	8000.000	2.1123	-33.83	15.77	1135.4044	S00976_20190811_222128.wav	S00976_20190811_222128.wav	
76	Spectrogram 1	1	1139.407121899	1139.660593919	0.000	8000.000	0.2535	-34.32	17.65	1139.4071	S00976_20190811_222128.wav	S00976_20190811_222128.wav	
77	Spectrogram 1	1	1148.736218779	1153.224901599	580.000	1080.800	4.4887	-44.48	24.31	1148.7362	S00976_20190811_222128.wav	S00976_20190811_222128.wav	
78	Spectrogram 1	1	1164.132931729	1165.668338949	143.400	470.100	1.5354	-53.27	13.55	1164.1329	S00976_20190811_222128.wav	S00976_20190811_222128.wav	
79	Spectrogram 1	1	1166.693701289	1167.724317089	159.300	709.100	1.0306	-47.38	16.66	1166.6937	S00976_20190811_222128.wav	S00976_20190811_222128.wav	
80	Spectrogram 1	1	1153.269519279	1160.066279029	580.000	1526.500	6.7968	-50.84	18.05	1153.2695	S00976_20190811_222128.wav	S00976_20190811_222128.wav	
81	Spectrogram 1	1	1168.968806709	1169.742179809	326.700	756.900	0.7734	-43.51	23.13	1168.9688	S00976_20190811_222128.wav	S00976_20190811_222128.wav	
82	Spectrogram 1	1	1171.095582729	1172.077171669	294.800	669.300	0.9816	-45.83	22.53	1171.0956	S00976_20190811_222128.wav	S00976_20190811_222128.wav	
83	Spectrogram 1	1	1173.623917869	1174.441908649	318.700	693.200	0.8180	-47.11	21.78	1173.6239	S00976_20190811_222128.wav	S00976_20190811_222128.wav	
84	Spectrogram 1	1	1176.139821669	1176.942939889	278.900	605.500	0.8031	-48.10	19.54	1176.1398	S00976_20190811_222128.wav	S00976_20190811_222128.wav	
85	Spectrogram 1	1	1178.935862879	1179.798471339	294.800	701.100	0.8626	-43.79	24.40	1178.9359	S00976_20190811_222128.wav	S00976_20190811_222128.wav	
86	Spectrogram 1	1	1181.739773909	1182.855215879	255.000	669.300	1.1154	-47.85	20.32	1181.7398	S00976_20190811_222128.wav	S00976_20190811_222128.wav	
87	Spectrogram 1	1	1184.803521189	1186.127178999	159.300	390.400	1.3237	-51.13	15.32	1184.8035	S00976_20190811_222128.wav	S00976_20190811_222128.wav	
88	Spectrogram 1	1	1188.355782179	1189.694312549	127.500	398.400	1.3385	-51.89	14.60	1188.3558	S00976_20190811_222128.wav	S00976_20190811_222128.wav	
89	Spectrogram 1	1	1191.872002369	1193.418748569	127.500	398.400	1.5467	-54.84	13.81	1191.8720	S00976_20190811_222128.wav	S00976_20190811_222128.wav	
90	Spectrogram 1	1	1215.683321659	1222.876599259	589.600	1381.600	7.1933	-52.65	12.93	1215.6833	S00976_20190811_222128.wav	S00976_20190811_222128.wav	
91	Spectrogram 1	1	1223.044863059	1227.714183659	748.900	1593.500	4.6693	-50.49	19.21	1223.0449	S00976_20190811_222128.wav	S00976_20190811_222128.wav	
92	Spectrogram 1	1	1228.101441759	1231.109157259	358.500	900.300	3.0077	-52.14	12.14	1228.1014	S00976_20190811_222128.wav	S00976_20190811_222128.wav	
93	Spectrogram 1	1	1233.824084680	1234.665403680	661.334	980.034	0.8413	-51.10	17.68	1233.8241	S00976_20190811_222128.wav	S00976_20190811_222128.wav	
94	Spectrogram 1	1	1235.766343418	1236.544563518	605.247	1043.447	0.7782	-47.13	22.43	1235.7663	S00976_20190811_222128.wav	S00976_20190811_222128.wav	
95	Spectrogram 1	1	1237.674265080	1238.326287380	609.870	1024.170	0.6520	-46.41	24.64	1237.6743	S00976_20190811_222128.wav	S00976_20190811_222128.wav	
