Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Delta Time (s)	Inband Power (dB FS)	SNR NIST Quick (dB FS)	File Offset (s)	End File	Begin File	Sound Type
33	Spectrogram 1	1	3049.772029759	3050.760579659	31.900	247.000	0.9885	-46.41	15.91	3049.7720	S00974_20190807_193028.wav	S00974_20190807_193028.wav	
34	Spectrogram 1	1	3052.229673559	3053.134091559	31.900	207.200	0.9044	-48.86	15.09	3052.2297	S00974_20190807_193028.wav	S00974_20190807_193028.wav	
35	Spectrogram 1	1	3056.899000000	3057.131349352	0.000	8000.000	0.2323	-33.45	18.30	3056.8990	S00974_20190807_193028.wav	S00974_20190807_193028.wav	Phaser
36	Spectrogram 1	1	3059.940664249	3061.968440415	0.000	8000.000	2.0278	-33.31	17.60	3059.9407	S00974_20190807_193028.wav	S00974_20190807_193028.wav	Upsweep
37	Spectrogram 1	1	3063.932848576	3066.074320689	0.000	8000.000	2.1415	-33.26	17.60	3063.9328	S00974_20190807_193028.wav	S00974_20190807_193028.wav	Downsweep
38	Spectrogram 1	1	3068.960043659	3071.030065159	0.000	8000.000	2.0700	-33.22	18.48	3068.9600	S00974_20190807_193028.wav	S00974_20190807_193028.wav	
39	Spectrogram 1	1	3072.912874169	3075.025141009	0.000	8000.000	2.1123	-33.22	16.66	3072.9129	S00974_20190807_193028.wav	S00974_20190807_193028.wav	
40	Spectrogram 1	1	3077.918946579	3080.010090749	0.000	8000.000	2.0911	-33.07	18.81	3077.9189	S00974_20190807_193028.wav	S00974_20190807_193028.wav	
41	Spectrogram 1	1	3081.953376239	3084.065643079	0.000	8000.000	2.1123	-33.17	17.85	3081.9534	S00974_20190807_193028.wav	S00974_20190807_193028.wav	
42	Spectrogram 1	1	3085.956121899	3086.209593919	0.000	8000.000	0.2535	-33.42	18.87	3085.9561	S00974_20190807_193028.wav	S00974_20190807_193028.wav	
43	Spectrogram 1	1	3095.285218779	3099.773901599	580.000	1080.800	4.4887	-50.39	20.85	3095.2852	S00974_20190807_193028.wav	S00974_20190807_193028.wav	
44	Spectrogram 1	1	3110.681931729	3112.217338949	143.400	470.100	1.5354	-55.80	12.71	3110.6819	S00974_20190807_193028.wav	S00974_20190807_193028.wav	
45	Spectrogram 1	1	3113.242701289	3114.273317089	159.300	709.100	1.0306	-44.95	16.41	3113.2427	S00974_20190807_193028.wav	S00974_20190807_193028.wav	
46	Spectrogram 1	1	3099.818519279	3106.615279029	580.000	1526.500	6.7968	-54.69	14.90	3099.8185	S00974_20190807_193028.wav	S00974_20190807_193028.wav	
47	Spectrogram 1	1	3115.517806709	3116.291179809	326.700	756.900	0.7734	-44.87	23.21	3115.5178	S00974_20190807_193028.wav	S00974_20190807_193028.wav	
48	Spectrogram 1	1	3117.644582729	3118.626171669	294.800	669.300	0.9816	-41.65	21.26	3117.6446	S00974_20190807_193028.wav	S00974_20190807_193028.wav	
49	Spectrogram 1	1	3120.172917869	3120.990908649	318.700	693.200	0.8180	-46.04	22.76	3120.1729	S00974_20190807_193028.wav	S00974_20190807_193028.wav	
50	Spectrogram 1	1	3122.688821669	3123.491939889	278.900	605.500	0.8031	-46.18	20.35	3122.6888	S00974_20190807_193028.wav	S00974_20190807_193028.wav	
51	Spectrogram 1	1	3125.484862879	3126.347471339	294.800	701.100	0.8626	-43.21	24.27	3125.4849	S00974_20190807_193028.wav	S00974_20190807_193028.wav	
52	Spectrogram 1	1	3128.288773909	3129.404215879	255.000	669.300	1.1154	-47.66	18.77	3128.2888	S00974_20190807_193028.wav	S00974_20190807_193028.wav	
53	Spectrogram 1	1	3131.352521189	3132.676178999	159.300	390.400	1.3237	-55.10	14.64	3131.3525	S00974_20190807_193028.wav	S00974_20190807_193028.wav	
54	Spectrogram 1	1	3134.904782179	3136.243312549	127.500	398.400	1.3385	-55.42	13.08	3134.9048	S00974_20190807_193028.wav	S00974_20190807_193028.wav	
55	Spectrogram 1	1	3138.421002369	3139.967748569	127.500	398.400	1.5467	-57.44	12.53	3138.4210	S00974_20190807_193028.wav	S00974_20190807_193028.wav	
56	Spectrogram 1	1	3162.232321659	3169.425599259	589.600	1381.600	7.1933	-54.22	11.81	3162.2323	S00974_20190807_193028.wav	S00974_20190807_193028.wav	
57	Spectrogram 1	1	3169.593863059	3174.263183659	748.900	1593.500	4.6693	-54.05	16.16	3169.5939	S00974_20190807_193028.wav	S00974_20190807_193028.wav	
58	Spectrogram 1	1	3174.650441759	3177.658157259	358.500	900.300	3.0077	-53.26	11.81	3174.6504	S00974_20190807_193028.wav	S00974_20190807_193028.wav	
59	Spectrogram 1	1	3180.373084680	3181.214403680	661.334	980.034	0.8413	-54.13	15.75	3180.3731	S00974_20190807_193028.wav	S00974_20190807_193028.wav	
60	Spectrogram 1	1	3182.315343418	3183.093563518	605.247	1043.447	0.7782	-50.37	21.45	3182.3153	S00974_20190807_193028.wav	S00974_20190807_193028.wav	
61	Spectrogram 1	1	3184.223265080	3184.875287380	609.870	1024.170	0.6520	-49.96	22.62	3184.2233	S00974_20190807_193028.wav	S00974_20190807_193028.wav	
62	Spectrogram 1	1	3185.928585914	3186.727839014	786.238	1096.938	0.7993	-61.29	16.10	3185.9286	S00974_20190807_193028.wav	S00974_20190807_193028.wav	
63	Spectrogram 1	1	3187.950035257	3188.791354357	736.526	1007.426	0.8413	-54.57	22.15	3187.9500	S00974_20190807_193028.wav	S00974_20190807_193028.wav	
64	Spectrogram 1	1	3191.816389459	3192.699774359	23.900	255.000	0.8834	-47.46	15.23	3191.8164	S00974_20190807_193028.wav	S00974_20190807_193028.wav	
65	Spectrogram 1	1	3194.361379459	3195.139599559	47.800	247.000	0.7782	-47.67	16.64	3194.3614	S00974_20190807_193028.wav	S00974_20190807_193028.wav	
66	Spectrogram 1	1	3196.696039759	3197.684589559	39.800	239.000	0.9885	-46.41	15.01	3196.6960	S00974_20190807_193028.wav	S00974_20190807_193028.wav	
67	Spectrogram 1	1	3199.241029759	3200.229579659	31.900	247.000	0.9885	-46.32	15.31	3199.2410	S00974_20190807_193028.wav	S00974_20190807_193028.wav	
68	Spectrogram 1	1	3201.698673559	3202.603091559	31.900	207.200	0.9044	-48.93	14.46	3201.6987	S00974_20190807_193028.wav	S00974_20190807_193028.wav	
69	Spectrogram 1	1	3206.330000000	3206.562349352	0.000	8000.000	0.2323	-33.45	19.33	3206.3300	S00974_20190807_193028.wav	S00974_20190807_193028.wav	Phaser
70	Spectrogram 1	1	3209.371664249	3211.399440415	0.000	8000.000	2.0278	-33.29	18.37	3209.3717	S00974_20190807_193028.wav	S00974_20190807_193028.wav	Upsweep
71	Spectrogram 1	1	3213.363848576	3215.505320689	0.000	8000.000	2.1415	-33.33	17.23	3213.3638	S00974_20190807_193028.wav	S00974_20190807_193028.wav	Downsweep
72	Spectrogram 1	1	3218.391043659	3220.461065159	0.000	8000.000	2.0700	-33.25	18.49	3218.3910	S00974_20190807_193028.wav	S00974_20190807_193028.wav	
73	Spectrogram 1	1	3222.343874169	3224.456141009	0.000	8000.000	2.1123	-33.21	17.96	3222.3439	S00974_20190807_193028.wav	S00974_20190807_193028.wav	
74	Spectrogram 1	1	3227.349946579	3229.441090749	0.000	8000.000	2.0911	-33.28	17.68	3227.3499	S00974_20190807_193028.wav	S00974_20190807_193028.wav	
75	Spectrogram 1	1	3231.384376239	3233.496643079	0.000	8000.000	2.1123	-33.38	16.09	3231.3844	S00974_20190807_193028.wav	S00974_20190807_193028.wav	
76	Spectrogram 1	1	3235.387121899	3235.640593919	0.000	8000.000	0.2535	-33.30	18.97	3235.3871	S00974_20190807_193028.wav	S00974_20190807_193028.wav	
77	Spectrogram 1	1	3244.716218779	3249.204901599	580.000	1080.800	4.4887	-50.55	21.02	3244.7162	S00974_20190807_193028.wav	S00974_20190807_193028.wav	
78	Spectrogram 1	1	3260.112931729	3261.648338949	143.400	470.100	1.5354	-55.62	12.94	3260.1129	S00974_20190807_193028.wav	S00974_20190807_193028.wav	
79	Spectrogram 1	1	3262.673701289	3263.704317089	159.300	709.100	1.0306	-44.82	16.64	3262.6737	S00974_20190807_193028.wav	S00974_20190807_193028.wav	
80	Spectrogram 1	1	3249.249519279	3256.046279029	580.000	1526.500	6.7968	-54.75	14.79	3249.2495	S00974_20190807_193028.wav	S00974_20190807_193028.wav	
81	Spectrogram 1	1	3264.948806709	3265.722179809	326.700	756.900	0.7734	-44.97	23.50	3264.9488	S00974_20190807_193028.wav	S00974_20190807_193028.wav	
82	Spectrogram 1	1	3267.075582729	3268.057171669	294.800	669.300	0.9816	-41.76	21.80	3267.0756	S00974_20190807_193028.wav	S00974_20190807_193028.wav	
83	Spectrogram 1	1	3269.603917869	3270.421908649	318.700	693.200	0.8180	-46.07	23.62	3269.6039	S00974_20190807_193028.wav	S00974_20190807_193028.wav	
84	Spectrogram 1	1	3272.119821669	3272.922939889	278.900	605.500	0.8031	-46.26	19.98	3272.1198	S00974_20190807_193028.wav	S00974_20190807_193028.wav	
85	Spectrogram 1	1	3274.915862879	3275.778471339	294.800	701.100	0.8626	-43.11	24.97	3274.9159	S00974_20190807_193028.wav	S00974_20190807_193028.wav	
86	Spectrogram 1	1	3277.719773909	3278.835215879	255.000	669.300	1.1154	-47.56	19.37	3277.7198	S00974_20190807_193028.wav	S00974_20190807_193028.wav	
87	Spectrogram 1	1	3280.783521189	3282.107178999	159.300	390.400	1.3237	-55.02	14.14	3280.7835	S00974_20190807_193028.wav	S00974_20190807_193028.wav	
88	Spectrogram 1	1	3284.335782179	3285.674312549	127.500	398.400	1.3385	-55.63	12.81	3284.3358	S00974_20190807_193028.wav	S00974_20190807_193028.wav	
89	Spectrogram 1	1	3287.852002369	3289.398748569	127.500	398.400	1.5467	-57.36	12.81	3287.8520	S00974_20190807_193028.wav	S00974_20190807_193028.wav	
90	Spectrogram 1	1	3311.663321659	3318.856599259	589.600	1381.600	7.1933	-54.22	11.90	3311.6633	S00974_20190807_193028.wav	S00974_20190807_193028.wav	
91	Spectrogram 1	1	3319.024863059	3323.694183659	748.900	1593.500	4.6693	-54.12	16.23	3319.0249	S00974_20190807_193028.wav	S00974_20190807_193028.wav	
92	Spectrogram 1	1	3324.081441759	3327.089157259	358.500	900.300	3.0077	-53.27	11.53	3324.0814	S00974_20190807_193028.wav	S00974_20190807_193028.wav	
93	Spectrogram 1	1	3329.804084680	3330.645403680	661.334	980.034	0.8413	-54.50	15.79	3329.8041	S00974_20190807_193028.wav	S00974_20190807_193028.wav	
94	Spectrogram 1	1	3331.746343418	3332.524563518	605.247	1043.447	0.7782	-50.64	21.93	3331.7463	S00974_20190807_193028.wav	S00974_20190807_193028.wav	
95	Spectrogram 1	1	3333.654265080	3334.306287380	609.870	1024.170	0.6520	-50.18	22.93	3333.6543	S00974_20190807_193028.wav	S00974_20190807_193028.wav	
96	Spectrogram 1	1	3335.359585914	3336.158839014	786.238	1096.938	0.7993	-61.23	15.17	3335.3596	S00974_20190807_193028.wav	S00974_20190807_193028.wav	
97	Spectrogram 1	1	3337.381035257	3338.222354357	736.526	1007.426	0.8413	-54.91	20.74	3337.3810	S00974_20190807_193028.wav	S00974_20190807_193028.wav	
98	Spectrogram 1	1	3341.247389459	3342.130774359	23.900	255.000	0.8834	-47.40	16.73	3341.2474	S00974_20190807_193028.wav	S00974_20190807_193028.wav	
99	Spectrogram 1	1	3343.792379459	3344.570599559	47.800	247.000	0.7782	-47.79	17.02	3343.7924	S00974_20190807_193028.wav	S00974_20190807_193028.wav	
100	Spectrogram 1	1	3346.127039759	3347.115589559	39.800	239.000	0.9885	-46.32	17.01	3346.1270	S00974_20190807_193028.wav	S00974_20190807_193028.wav	
101	Spectrogram 1	1	3348.672029759	3349.660579659	31.900	247.000	0.9885	-46.21	16.32	3348.6720	S00974_20190807_193028.wav	S00974_20190807_193028.wav	
102	Spectrogram 1	1	3351.129673559	3352.034091559	31.900	207.200	0.9044	-49.21	13.27	3351.1297	S00974_20190807_193028.wav	S00974_20190807_193028.wav	
