Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Delta Time (s)	Inband Power (dB FS)	SNR NIST Quick (dB FS)	Sound Type
1	Spectrogram 1	1	812.330000000	812.562349352	0.000	8000.000	0.2323	-34.00	16.73	Phaser
2	Spectrogram 1	1	815.371664249	817.399440415	0.000	8000.000	2.0278	-33.66	17.74	Upsweep
3	Spectrogram 1	1	819.363848576	821.505320689	0.000	8000.000	2.1415	-33.71	15.63	Downsweep
4	Spectrogram 1	1	824.391043659	826.461065159	0.000	8000.000	2.0700	-33.65	19.08	
5	Spectrogram 1	1	828.343874169	830.456141009	0.000	8000.000	2.1123	-33.60	17.37	
6	Spectrogram 1	1	833.349946579	835.441090749	0.000	8000.000	2.0911	-33.61	19.38	
7	Spectrogram 1	1	837.384376239	839.496643079	0.000	8000.000	2.1123	-33.64	16.74	
8	Spectrogram 1	1	841.387121899	841.640593919	0.000	8000.000	0.2535	-33.89	19.34	
9	Spectrogram 1	1	850.716218779	855.204901599	580.000	1080.800	4.4887	-44.84	24.10	
10	Spectrogram 1	1	866.112931729	867.648338949	143.400	470.100	1.5354	-53.63	12.62	
11	Spectrogram 1	1	868.673701289	869.704317089	159.300	709.100	1.0306	-47.87	14.97	
12	Spectrogram 1	1	855.249519279	862.046279029	580.000	1526.500	6.7968	-50.59	17.93	
13	Spectrogram 1	1	870.948806709	871.722179809	326.700	756.900	0.7734	-43.38	24.38	
14	Spectrogram 1	1	873.075582729	874.057171669	294.800	669.300	0.9816	-45.82	22.11	
15	Spectrogram 1	1	875.603917869	876.421908649	318.700	693.200	0.8180	-47.15	21.91	
16	Spectrogram 1	1	878.119821669	878.922939889	278.900	605.500	0.8031	-48.48	20.56	
17	Spectrogram 1	1	880.915862879	881.778471339	294.800	701.100	0.8626	-43.93	23.06	
18	Spectrogram 1	1	883.719773909	884.835215879	255.000	669.300	1.1154	-48.09	19.87	
19	Spectrogram 1	1	886.783521189	888.107178999	159.300	390.400	1.3237	-51.33	15.51	
20	Spectrogram 1	1	890.335782179	891.674312549	127.500	398.400	1.3385	-52.05	13.38	
21	Spectrogram 1	1	893.852002369	895.398748569	127.500	398.400	1.5467	-55.07	13.16	
22	Spectrogram 1	1	917.663321659	924.856599259	589.600	1381.600	7.1933	-52.63	13.11	
23	Spectrogram 1	1	925.024863059	929.694183659	748.900	1593.500	4.6693	-50.62	19.41	
24	Spectrogram 1	1	930.081441759	933.089157259	358.500	900.300	3.0077	-52.08	12.38	
25	Spectrogram 1	1	935.804084680	936.645403680	661.334	980.034	0.8413	-51.85	17.26	
26	Spectrogram 1	1	937.746343418	938.524563518	605.247	1043.447	0.7782	-47.31	22.38	
27	Spectrogram 1	1	939.654265080	940.306287380	609.870	1024.170	0.6520	-46.78	23.97	
28	Spectrogram 1	1	941.359585914	942.158839014	786.238	1096.938	0.7993	-57.28	17.42	
29	Spectrogram 1	1	943.381035257	944.222354357	736.526	1007.426	0.8413	-50.87	24.43	
30	Spectrogram 1	1	947.247389459	948.130774359	23.900	255.000	0.8834	-45.36	15.58	
31	Spectrogram 1	1	949.792379459	950.570599559	47.800	247.000	0.7782	-45.85	18.14	
32	Spectrogram 1	1	952.127039759	953.115589559	39.800	239.000	0.9885	-44.47	17.66	
33	Spectrogram 1	1	954.672029759	955.660579659	31.900	247.000	0.9885	-44.23	16.67	
34	Spectrogram 1	1	957.129673559	958.034091559	31.900	207.200	0.9044	-46.82	15.02	
35	Spectrogram 1	1	961.799000000	962.031349352	0.000	8000.000	0.2323	-33.90	19.77	Phaser
36	Spectrogram 1	1	964.840664249	966.868440415	0.000	8000.000	2.0278	-33.60	18.96	Upsweep
37	Spectrogram 1	1	968.832848576	970.974320689	0.000	8000.000	2.1415	-33.69	15.91	Downsweep
38	Spectrogram 1	1	973.860043659	975.930065159	0.000	8000.000	2.0700	-33.41	19.60	
39	Spectrogram 1	1	977.812874169	979.925141009	0.000	8000.000	2.1123	-33.65	16.62	
40	Spectrogram 1	1	982.818946579	984.910090749	0.000	8000.000	2.0911	-33.59	18.99	
41	Spectrogram 1	1	986.853376239	988.965643079	0.000	8000.000	2.1123	-33.49	16.99	
42	Spectrogram 1	1	990.856121899	991.109593919	0.000	8000.000	0.2535	-33.86	18.85	
43	Spectrogram 1	1	1000.185218779	1004.673901599	580.000	1080.800	4.4887	-44.77	24.12	
44	Spectrogram 1	1	1015.581931729	1017.117338949	143.400	470.100	1.5354	-53.80	13.49	
45	Spectrogram 1	1	1018.142701289	1019.173317089	159.300	709.100	1.0306	-47.75	16.67	
46	Spectrogram 1	1	1004.718519279	1011.515279029	580.000	1526.500	6.7968	-50.62	17.86	
47	Spectrogram 1	1	1020.417806709	1021.191179809	326.700	756.900	0.7734	-43.39	23.44	
48	Spectrogram 1	1	1022.544582729	1023.526171669	294.800	669.300	0.9816	-45.68	22.51	
49	Spectrogram 1	1	1025.072917869	1025.890908649	318.700	693.200	0.8180	-47.04	22.59	
50	Spectrogram 1	1	1027.588821669	1028.391939889	278.900	605.500	0.8031	-48.06	20.92	
51	Spectrogram 1	1	1030.384862879	1031.247471339	294.800	701.100	0.8626	-43.86	23.87	
52	Spectrogram 1	1	1033.188773909	1034.304215879	255.000	669.300	1.1154	-48.24	19.75	
53	Spectrogram 1	1	1036.252521189	1037.576178999	159.300	390.400	1.3237	-51.10	15.44	
54	Spectrogram 1	1	1039.804782179	1041.143312549	127.500	398.400	1.3385	-52.07	14.18	
55	Spectrogram 1	1	1043.321002369	1044.867748569	127.500	398.400	1.5467	-54.90	13.19	
56	Spectrogram 1	1	1067.132321659	1074.325599259	589.600	1381.600	7.1933	-52.63	12.96	
57	Spectrogram 1	1	1074.493863059	1079.163183659	748.900	1593.500	4.6693	-50.48	19.60	
58	Spectrogram 1	1	1079.550441759	1082.558157259	358.500	900.300	3.0077	-51.85	12.37	
59	Spectrogram 1	1	1085.273084680	1086.114403680	661.334	980.034	0.8413	-51.69	18.04	
60	Spectrogram 1	1	1087.215343418	1087.993563518	605.247	1043.447	0.7782	-47.20	22.71	
61	Spectrogram 1	1	1089.123265080	1089.775287380	609.870	1024.170	0.6520	-46.63	23.50	
62	Spectrogram 1	1	1090.828585914	1091.627839014	786.238	1096.938	0.7993	-57.33	17.42	
63	Spectrogram 1	1	1092.850035257	1093.691354357	736.526	1007.426	0.8413	-50.91	22.83	
64	Spectrogram 1	1	1096.716389459	1097.599774359	23.900	255.000	0.8834	-45.46	16.52	
65	Spectrogram 1	1	1099.261379459	1100.039599559	47.800	247.000	0.7782	-45.86	18.60	
66	Spectrogram 1	1	1101.596039759	1102.584589559	39.800	239.000	0.9885	-44.39	15.78	
67	Spectrogram 1	1	1104.141029759	1105.129579659	31.900	247.000	0.9885	-44.46	16.58	
68	Spectrogram 1	1	1106.598673559	1107.503091559	31.900	207.200	0.9044	-46.76	15.19	
69	Spectrogram 1	1	1111.230000000	1111.462349352	0.000	8000.000	0.2323	-34.23	17.65	Phaser
70	Spectrogram 1	1	1114.271664249	1116.299440415	0.000	8000.000	2.0278	-33.63	19.26	Upsweep
71	Spectrogram 1	1	1118.263848576	1120.405320689	0.000	8000.000	2.1415	-33.66	17.50	Downsweep
72	Spectrogram 1	1	1123.291043659	1125.361065159	0.000	8000.000	2.0700	-33.37	19.97	
73	Spectrogram 1	1	1127.243874169	1129.356141009	0.000	8000.000	2.1123	-33.69	17.75	
74	Spectrogram 1	1	1132.249946579	1134.341090749	0.000	8000.000	2.0911	-33.68	17.43	
75	Spectrogram 1	1	1136.284376239	1138.396643079	0.000	8000.000	2.1123	-33.75	16.00	
76	Spectrogram 1	1	1140.287121899	1140.540593919	0.000	8000.000	0.2535	-33.95	18.18	
77	Spectrogram 1	1	1149.616218779	1154.104901599	580.000	1080.800	4.4887	-44.97	23.94	
78	Spectrogram 1	1	1165.012931729	1166.548338949	143.400	470.100	1.5354	-53.84	13.18	
79	Spectrogram 1	1	1167.573701289	1168.604317089	159.300	709.100	1.0306	-47.83	15.68	
80	Spectrogram 1	1	1154.149519279	1160.946279029	580.000	1526.500	6.7968	-50.63	18.01	
81	Spectrogram 1	1	1169.848806709	1170.622179809	326.700	756.900	0.7734	-43.42	23.91	
82	Spectrogram 1	1	1171.975582729	1172.957171669	294.800	669.300	0.9816	-45.68	22.45	
83	Spectrogram 1	1	1174.503917869	1175.321908649	318.700	693.200	0.8180	-47.23	22.61	
84	Spectrogram 1	1	1177.019821669	1177.822939889	278.900	605.500	0.8031	-48.36	20.37	
85	Spectrogram 1	1	1179.815862879	1180.678471339	294.800	701.100	0.8626	-44.00	23.11	
86	Spectrogram 1	1	1182.619773909	1183.735215879	255.000	669.300	1.1154	-48.26	20.04	
87	Spectrogram 1	1	1185.683521189	1187.007178999	159.300	390.400	1.3237	-51.39	15.24	
88	Spectrogram 1	1	1189.235782179	1190.574312549	127.500	398.400	1.3385	-52.21	14.03	
89	Spectrogram 1	1	1192.752002369	1194.298748569	127.500	398.400	1.5467	-54.78	13.86	
90	Spectrogram 1	1	1216.563321659	1223.756599259	589.600	1381.600	7.1933	-52.66	12.90	
91	Spectrogram 1	1	1223.924863059	1228.594183659	748.900	1593.500	4.6693	-50.62	19.63	
92	Spectrogram 1	1	1228.981441759	1231.989157259	358.500	900.300	3.0077	-51.91	12.26	
93	Spectrogram 1	1	1234.704084680	1235.545403680	661.334	980.034	0.8413	-51.76	17.67	
94	Spectrogram 1	1	1236.646343418	1237.424563518	605.247	1043.447	0.7782	-47.18	22.90	
95	Spectrogram 1	1	1238.554265080	1239.206287380	609.870	1024.170	0.6520	-46.61	23.92	
96	Spectrogram 1	1	1240.259585914	1241.058839014	786.238	1096.938	0.7993	-57.24	18.49	
97	Spectrogram 1	1	1242.281035257	1243.122354357	736.526	1007.426	0.8413	-51.06	23.06	
98	Spectrogram 1	1	1246.147389459	1247.030774359	23.900	255.000	0.8834	-45.32	16.26	
99	Spectrogram 1	1	1248.692379459	1249.470599559	47.800	247.000	0.7782	-45.98	18.10	
