Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Delta Time (s)	Inband Power (dB FS)	SNR NIST Quick (dB FS)	File Offset (s)	End File	Begin File	Sound Type
1	Spectrogram 1	1	3130.800000000	3131.032349352	0.000	8000.000	0.2323	-26.14	19.49	3130.8000	S01143_20190809_085748.wav	S01143_20190809_085748.wav	Phaser
2	Spectrogram 1	1	3133.841664249	3135.869440415	0.000	8000.000	2.0278	-25.13	19.67	3133.8417	S01143_20190809_085748.wav	S01143_20190809_085748.wav	Upsweep
3	Spectrogram 1	1	3137.833848576	3139.975320689	0.000	8000.000	2.1415	-25.32	19.45	3137.8338	S01143_20190809_085748.wav	S01143_20190809_085748.wav	Downsweep
4	Spectrogram 1	1	3142.861043659	3144.931065159	0.000	8000.000	2.0700	-26.52	19.50	3142.8610	S01143_20190809_085748.wav	S01143_20190809_085748.wav	
5	Spectrogram 1	1	3146.813874169	3148.926141009	0.000	8000.000	2.1123	-26.29	17.47	3146.8139	S01143_20190809_085748.wav	S01143_20190809_085748.wav	
6	Spectrogram 1	1	3151.819946579	3153.911090749	0.000	8000.000	2.0911	-26.75	18.76	3151.8199	S01143_20190809_085748.wav	S01143_20190809_085748.wav	
7	Spectrogram 1	1	3155.854376239	3157.966643079	0.000	8000.000	2.1123	-25.37	19.12	3155.8544	S01143_20190809_085748.wav	S01143_20190809_085748.wav	
8	Spectrogram 1	1	3159.857121899	3160.110593919	0.000	8000.000	0.2535	-26.64	18.33	3159.8571	S01143_20190809_085748.wav	S01143_20190809_085748.wav	
9	Spectrogram 1	1	3169.186218779	3173.674901599	580.000	1080.800	4.4887	-42.96	16.28	3169.1862	S01143_20190809_085748.wav	S01143_20190809_085748.wav	
10	Spectrogram 1	1	3184.582931729	3186.118338949	143.400	470.100	1.5354	-45.25	13.57	3184.5829	S01143_20190809_085748.wav	S01143_20190809_085748.wav	
11	Spectrogram 1	1	3187.143701289	3188.174317089	159.300	709.100	1.0306	-43.94	15.18	3187.1437	S01143_20190809_085748.wav	S01143_20190809_085748.wav	
12	Spectrogram 1	1	3173.719519279	3180.516279029	580.000	1526.500	6.7968	-48.70	13.26	3173.7195	S01143_20190809_085748.wav	S01143_20190809_085748.wav	
13	Spectrogram 1	1	3189.418806709	3190.192179809	326.700	756.900	0.7734	-43.29	14.44	3189.4188	S01143_20190809_085748.wav	S01143_20190809_085748.wav	
14	Spectrogram 1	1	3191.545582729	3192.527171669	294.800	669.300	0.9816	-44.61	13.95	3191.5456	S01143_20190809_085748.wav	S01143_20190809_085748.wav	
15	Spectrogram 1	1	3194.073917869	3194.891908649	318.700	693.200	0.8180	-46.90	14.32	3194.0739	S01143_20190809_085748.wav	S01143_20190809_085748.wav	
