Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Delta Time (s)	Inband Power (dB FS)	SNR NIST Quick (dB FS)	Sound Type
1	Spectrogram 1	1	1135.070000000	1135.302349352	0.000	8000.000	0.2323	-34.37	18.37	Phaser
2	Spectrogram 1	1	1138.111664249	1140.139440415	0.000	8000.000	2.0278	-34.18	19.13	Upsweep
3	Spectrogram 1	1	1142.103848576	1144.245320689	0.000	8000.000	2.1415	-34.23	16.61	Downsweep
4	Spectrogram 1	1	1147.131043659	1149.201065159	0.000	8000.000	2.0700	-34.24	18.00	
5	Spectrogram 1	1	1151.083874169	1153.196141009	0.000	8000.000	2.1123	-34.26	16.60	
6	Spectrogram 1	1	1156.089946579	1158.181090749	0.000	8000.000	2.0911	-34.22	18.49	
7	Spectrogram 1	1	1160.124376239	1162.236643079	0.000	8000.000	2.1123	-34.23	16.80	
8	Spectrogram 1	1	1164.127121899	1164.380593919	0.000	8000.000	0.2535	-34.34	19.73	
9	Spectrogram 1	1	1173.456218779	1177.944901599	580.000	1080.800	4.4887	-50.93	21.28	
10	Spectrogram 1	1	1188.852931729	1190.388338949	143.400	470.100	1.5354	-56.09	12.53	
11	Spectrogram 1	1	1191.413701289	1192.444317089	159.300	709.100	1.0306	-44.86	16.24	
12	Spectrogram 1	1	1177.989519279	1184.786279029	580.000	1526.500	6.7968	-54.74	15.07	
13	Spectrogram 1	1	1193.688806709	1194.462179809	326.700	756.900	0.7734	-44.56	23.70	
14	Spectrogram 1	1	1195.815582729	1196.797171669	294.800	669.300	0.9816	-42.60	21.25	
15	Spectrogram 1	1	1198.343917869	1199.161908649	318.700	693.200	0.8180	-46.67	21.73	
16	Spectrogram 1	1	1200.859821669	1201.662939889	278.900	605.500	0.8031	-46.34	19.21	
17	Spectrogram 1	1	1203.655862879	1204.518471339	294.800	701.100	0.8626	-43.51	24.09	
18	Spectrogram 1	1	1206.459773909	1207.575215879	255.000	669.300	1.1154	-48.52	19.68	
19	Spectrogram 1	1	1209.523521189	1210.847178999	159.300	390.400	1.3237	-54.92	13.52	
20	Spectrogram 1	1	1213.075782179	1214.414312549	127.500	398.400	1.3385	-55.62	12.67	
21	Spectrogram 1	1	1216.592002369	1218.138748569	127.500	398.400	1.5467	-57.48	12.83	
22	Spectrogram 1	1	1240.403321659	1247.596599259	589.600	1381.600	7.1933	-54.72	11.92	
23	Spectrogram 1	1	1247.764863059	1252.434183659	748.900	1593.500	4.6693	-54.08	16.33	
24	Spectrogram 1	1	1252.821441759	1255.829157259	358.500	900.300	3.0077	-51.81	11.58	
25	Spectrogram 1	1	1258.544084680	1259.385403680	661.334	980.034	0.8413	-53.95	16.17	
26	Spectrogram 1	1	1260.486343418	1261.264563518	605.247	1043.447	0.7782	-50.62	21.24	
27	Spectrogram 1	1	1262.394265080	1263.046287380	609.870	1024.170	0.6520	-49.83	23.96	
28	Spectrogram 1	1	1264.099585914	1264.898839014	786.238	1096.938	0.7993	-61.30	15.21	
29	Spectrogram 1	1	1266.121035257	1266.962354357	736.526	1007.426	0.8413	-54.76	22.25	
30	Spectrogram 1	1	1269.987389459	1270.870774359	23.900	255.000	0.8834	-47.41	15.48	
31	Spectrogram 1	1	1272.532379459	1273.310599559	47.800	247.000	0.7782	-48.10	15.85	
32	Spectrogram 1	1	1274.867039759	1275.855589559	39.800	239.000	0.9885	-46.81	14.94	
33	Spectrogram 1	1	1277.412029759	1278.400579659	31.900	247.000	0.9885	-46.29	15.92	
34	Spectrogram 1	1	1279.869673559	1280.774091559	31.900	207.200	0.9044	-49.19	15.32	
35	Spectrogram 1	1	1284.539000000	1284.771349352	0.000	8000.000	0.2323	-34.34	18.49	Phaser
36	Spectrogram 1	1	1287.580664249	1289.608440415	0.000	8000.000	2.0278	-34.24	17.58	Upsweep
37	Spectrogram 1	1	1291.572848576	1293.714320689	0.000	8000.000	2.1415	-34.28	17.09	Downsweep
38	Spectrogram 1	1	1296.600043659	1298.670065159	0.000	8000.000	2.0700	-34.24	17.69	
39	Spectrogram 1	1	1300.552874169	1302.665141009	0.000	8000.000	2.1123	-34.26	16.83	
40	Spectrogram 1	1	1305.558946579	1307.650090749	0.000	8000.000	2.0911	-34.24	17.39	
41	Spectrogram 1	1	1309.593376239	1311.705643079	0.000	8000.000	2.1123	-34.26	16.60	
42	Spectrogram 1	1	1313.596121899	1313.849593919	0.000	8000.000	0.2535	-34.56	18.69	
43	Spectrogram 1	1	1322.925218779	1327.413901599	580.000	1080.800	4.4887	-50.96	21.37	
44	Spectrogram 1	1	1338.321931729	1339.857338949	143.400	470.100	1.5354	-55.95	12.57	
45	Spectrogram 1	1	1340.882701289	1341.913317089	159.300	709.100	1.0306	-44.92	16.50	
46	Spectrogram 1	1	1327.458519279	1334.255279029	580.000	1526.500	6.7968	-54.84	15.14	
