Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Delta Time (s)	Inband Power (dB FS)	SNR NIST Quick (dB FS)	File Offset (s)	End File	Begin File	Sound Type
1	Spectrogram 1	1	1344.410000000	1344.642349352	0.000	8000.000	0.2323	-33.25	17.14	1344.4100	S01143_20190812_130005.wav	S01143_20190812_130005.wav	Phaser
2	Spectrogram 1	1	1347.451664249	1349.479440415	0.000	8000.000	2.0278	-33.87	18.55	1347.4517	S01143_20190812_130005.wav	S01143_20190812_130005.wav	Upsweep
3	Spectrogram 1	1	1351.443848576	1353.585320689	0.000	8000.000	2.1415	-33.86	17.96	1351.4438	S01143_20190812_130005.wav	S01143_20190812_130005.wav	Downsweep
4	Spectrogram 1	1	1356.471043659	1358.541065159	0.000	8000.000	2.0700	-33.74	18.09	1356.4710	S01143_20190812_130005.wav	S01143_20190812_130005.wav	
5	Spectrogram 1	1	1360.423874169	1362.536141009	0.000	8000.000	2.1123	-33.87	17.35	1360.4239	S01143_20190812_130005.wav	S01143_20190812_130005.wav	
6	Spectrogram 1	1	1365.429946579	1367.521090749	0.000	8000.000	2.0911	-33.80	18.69	1365.4299	S01143_20190812_130005.wav	S01143_20190812_130005.wav	
7	Spectrogram 1	1	1369.464376239	1371.576643079	0.000	8000.000	2.1123	-33.85	18.47	1369.4644	S01143_20190812_130005.wav	S01143_20190812_130005.wav	
8	Spectrogram 1	1	1373.467121899	1373.720593919	0.000	8000.000	0.2535	-33.91	17.78	1373.4671	S01143_20190812_130005.wav	S01143_20190812_130005.wav	
9	Spectrogram 1	1	1382.796218779	1387.284901599	580.000	1080.800	4.4887	-57.84	12.92	1382.7962	S01143_20190812_130005.wav	S01143_20190812_130005.wav	
10	Spectrogram 1	1	1398.192931729	1399.728338949	143.400	470.100	1.5354	-58.25	11.93	1398.1929	S01143_20190812_130005.wav	S01143_20190812_130005.wav	
11	Spectrogram 1	1	1400.753701289	1401.784317089	159.300	709.100	1.0306	-56.42	12.46	1400.7537	S01143_20190812_130005.wav	S01143_20190812_130005.wav	
12	Spectrogram 1	1	1387.329519279	1394.126279029	580.000	1526.500	6.7968	-60.17	11.34	1387.3295	S01143_20190812_130005.wav	S01143_20190812_130005.wav	
13	Spectrogram 1	1	1403.028806709	1403.802179809	326.700	756.900	0.7734	-57.87	12.14	1403.0288	S01143_20190812_130005.wav	S01143_20190812_130005.wav	
14	Spectrogram 1	1	1405.155582729	1406.137171669	294.800	669.300	0.9816	-57.98	11.73	1405.1556	S01143_20190812_130005.wav	S01143_20190812_130005.wav	
15	Spectrogram 1	1	1407.683917869	1408.501908649	318.700	693.200	0.8180	-58.81	12.15	1407.6839	S01143_20190812_130005.wav	S01143_20190812_130005.wav	
16	Spectrogram 1	1	1410.199821669	1411.002939889	278.900	605.500	0.8031	-59.89	12.09	1410.1998	S01143_20190812_130005.wav	S01143_20190812_130005.wav	
17	Spectrogram 1	1	1412.995862879	1413.858471339	294.800	701.100	0.8626	-57.20	12.27	1412.9959	S01143_20190812_130005.wav	S01143_20190812_130005.wav	
18	Spectrogram 1	1	1415.799773909	1416.915215879	255.000	669.300	1.1154	-57.87	11.66	1415.7998	S01143_20190812_130005.wav	S01143_20190812_130005.wav	
19	Spectrogram 1	1	1418.863521189	1420.187178999	159.300	390.400	1.3237	-59.48	11.51	1418.8635	S01143_20190812_130005.wav	S01143_20190812_130005.wav	
20	Spectrogram 1	1	1422.415782179	1423.754312549	127.500	398.400	1.3385	-57.79	11.86	1422.4158	S01143_20190812_130005.wav	S01143_20190812_130005.wav	
21	Spectrogram 1	1	1425.932002369	1427.478748569	127.500	398.400	1.5467	-58.70	11.55	1425.9320	S01143_20190812_130005.wav	S01143_20190812_130005.wav	
22	Spectrogram 1	1	1449.743321659	1456.936599259	589.600	1381.600	7.1933	-60.79	11.12	1449.7433	S01143_20190812_130005.wav	S01143_20190812_130005.wav	
23	Spectrogram 1	1	1457.104863059	1461.774183659	748.900	1593.500	4.6693	-60.80	11.49	1457.1049	S01143_20190812_130005.wav	S01143_20190812_130005.wav	
24	Spectrogram 1	1	1462.161441759	1465.169157259	358.500	900.300	3.0077	-60.63	11.03	1462.1614	S01143_20190812_130005.wav	S01143_20190812_130005.wav	
25	Spectrogram 1	1	1467.884084680	1468.725403680	661.334	980.034	0.8413	-62.38	10.79	1467.8841	S01143_20190812_130005.wav	S01143_20190812_130005.wav	
26	Spectrogram 1	1	1469.826343418	1470.604563518	605.247	1043.447	0.7782	-58.53	13.49	1469.8263	S01143_20190812_130005.wav	S01143_20190812_130005.wav	
27	Spectrogram 1	1	1471.734265080	1472.386287380	609.870	1024.170	0.6520	-58.44	13.67	1471.7343	S01143_20190812_130005.wav	S01143_20190812_130005.wav	
28	Spectrogram 1	1	1473.439585914	1474.238839014	786.238	1096.938	0.7993	-65.59	10.98	1473.4396	S01143_20190812_130005.wav	S01143_20190812_130005.wav	
29	Spectrogram 1	1	1475.461035257	1476.302354357	736.526	1007.426	0.8413	-62.75	12.36	1475.4610	S01143_20190812_130005.wav	S01143_20190812_130005.wav	
30	Spectrogram 1	1	1479.327389459	1480.210774359	23.900	255.000	0.8834	-53.14	11.86	1479.3274	S01143_20190812_130005.wav	S01143_20190812_130005.wav	
31	Spectrogram 1	1	1481.872379459	1482.650599559	47.800	247.000	0.7782	-54.56	11.88	1481.8724	S01143_20190812_130005.wav	S01143_20190812_130005.wav	
32	Spectrogram 1	1	1484.207039759	1485.195589559	39.800	239.000	0.9885	-53.63	11.53	1484.2070	S01143_20190812_130005.wav	S01143_20190812_130005.wav	
33	Spectrogram 1	1	1486.752029759	1487.740579659	31.900	247.000	0.9885	-52.65	13.16	1486.7520	S01143_20190812_130005.wav	S01143_20190812_130005.wav	
34	Spectrogram 1	1	1489.209673559	1490.114091559	31.900	207.200	0.9044	-54.40	11.20	1489.2097	S01143_20190812_130005.wav	S01143_20190812_130005.wav	
35	Spectrogram 1	1	1493.879000000	1494.111349352	0.000	8000.000	0.2323	-34.71	18.58	1493.8790	S01143_20190812_130005.wav	S01143_20190812_130005.wav	Phaser
36	Spectrogram 1	1	1496.920664249	1498.948440415	0.000	8000.000	2.0278	-33.69	19.23	1496.9207	S01143_20190812_130005.wav	S01143_20190812_130005.wav	Upsweep
37	Spectrogram 1	1	1500.912848576	1503.054320689	0.000	8000.000	2.1415	-33.71	19.06	1500.9128	S01143_20190812_130005.wav	S01143_20190812_130005.wav	Downsweep
38	Spectrogram 1	1	1505.940043659	1508.010065159	0.000	8000.000	2.0700	-33.63	19.25	1505.9400	S01143_20190812_130005.wav	S01143_20190812_130005.wav	
39	Spectrogram 1	1	1509.892874169	1512.005141009	0.000	8000.000	2.1123	-33.82	18.30	1509.8929	S01143_20190812_130005.wav	S01143_20190812_130005.wav	
40	Spectrogram 1	1	1514.898946579	1516.990090749	0.000	8000.000	2.0911	-33.77	18.77	1514.8989	S01143_20190812_130005.wav	S01143_20190812_130005.wav	
41	Spectrogram 1	1	1518.933376239	1521.045643079	0.000	8000.000	2.1123	-33.85	18.29	1518.9334	S01143_20190812_130005.wav	S01143_20190812_130005.wav	
42	Spectrogram 1	1	1522.936121899	1523.189593919	0.000	8000.000	0.2535	-33.43	18.66	1522.9361	S01143_20190812_130005.wav	S01143_20190812_130005.wav	
43	Spectrogram 1	1	1532.265218779	1536.753901599	580.000	1080.800	4.4887	-56.89	12.79	1532.2652	S01143_20190812_130005.wav	S01143_20190812_130005.wav	
44	Spectrogram 1	1	1547.661931729	1549.197338949	143.400	470.100	1.5354	-57.94	11.81	1547.6619	S01143_20190812_130005.wav	S01143_20190812_130005.wav	
45	Spectrogram 1	1	1550.222701289	1551.253317089	159.300	709.100	1.0306	-56.89	11.83	1550.2227	S01143_20190812_130005.wav	S01143_20190812_130005.wav	
46	Spectrogram 1	1	1536.798519279	1543.595279029	580.000	1526.500	6.7968	-59.96	11.28	1536.7985	S01143_20190812_130005.wav	S01143_20190812_130005.wav	
47	Spectrogram 1	1	1552.497806709	1553.271179809	326.700	756.900	0.7734	-57.48	11.45	1552.4978	S01143_20190812_130005.wav	S01143_20190812_130005.wav	
48	Spectrogram 1	1	1554.624582729	1555.606171669	294.800	669.300	0.9816	-58.72	11.90	1554.6246	S01143_20190812_130005.wav	S01143_20190812_130005.wav	
49	Spectrogram 1	1	1557.152917869	1557.970908649	318.700	693.200	0.8180	-59.01	11.77	1557.1529	S01143_20190812_130005.wav	S01143_20190812_130005.wav	
