Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Delta Time (s)	Inband Power (dB FS)	SNR NIST Quick (dB FS)	File Offset (s)	End File	Begin File	Sound Type
1	Spectrogram 1	1	1404.600000000	1404.832349352	0.000	8000.000	0.2323	-32.80	14.61	1404.6000	S00974_20190807_163027.wav	S00974_20190807_163027.wav	Phaser
2	Spectrogram 1	1	1407.641664249	1409.669440415	0.000	8000.000	2.0278	-32.77	14.95	1407.6417	S00974_20190807_163027.wav	S00974_20190807_163027.wav	Upsweep
3	Spectrogram 1	1	1411.633848576	1413.775320689	0.000	8000.000	2.1415	-32.82	14.65	1411.6338	S00974_20190807_163027.wav	S00974_20190807_163027.wav	Downsweep
4	Spectrogram 1	1	1416.661043659	1418.731065159	0.000	8000.000	2.0700	-32.79	15.04	1416.6610	S00974_20190807_163027.wav	S00974_20190807_163027.wav	
5	Spectrogram 1	1	1420.613874169	1422.726141009	0.000	8000.000	2.1123	-32.81	14.53	1420.6139	S00974_20190807_163027.wav	S00974_20190807_163027.wav	
6	Spectrogram 1	1	1425.619946579	1427.711090749	0.000	8000.000	2.0911	-32.79	14.82	1425.6199	S00974_20190807_163027.wav	S00974_20190807_163027.wav	
7	Spectrogram 1	1	1429.654376239	1431.766643079	0.000	8000.000	2.1123	-32.80	14.53	1429.6544	S00974_20190807_163027.wav	S00974_20190807_163027.wav	
8	Spectrogram 1	1	1433.657121899	1433.910593919	0.000	8000.000	0.2535	-32.67	14.56	1433.6571	S00974_20190807_163027.wav	S00974_20190807_163027.wav	
9	Spectrogram 1	1	1442.986218779	1447.474901599	580.000	1080.800	4.4887	-58.39	13.43	1442.9862	S00974_20190807_163027.wav	S00974_20190807_163027.wav	
10	Spectrogram 1	1	1458.382931729	1459.918338949	143.400	470.100	1.5354	-60.31	11.76	1458.3829	S00974_20190807_163027.wav	S00974_20190807_163027.wav	
11	Spectrogram 1	1	1460.943701289	1461.974317089	159.300	709.100	1.0306	-55.35	12.64	1460.9437	S00974_20190807_163027.wav	S00974_20190807_163027.wav	
12	Spectrogram 1	1	1447.519519279	1454.316279029	580.000	1526.500	6.7968	-62.05	11.32	1447.5195	S00974_20190807_163027.wav	S00974_20190807_163027.wav	
13	Spectrogram 1	1	1463.218806709	1463.992179809	326.700	756.900	0.7734	-55.94	13.86	1463.2188	S00974_20190807_163027.wav	S00974_20190807_163027.wav	
14	Spectrogram 1	1	1465.345582729	1466.327171669	294.800	669.300	0.9816	-53.66	14.05	1465.3456	S00974_20190807_163027.wav	S00974_20190807_163027.wav	
15	Spectrogram 1	1	1467.873917869	1468.691908649	318.700	693.200	0.8180	-57.15	14.39	1467.8739	S00974_20190807_163027.wav	S00974_20190807_163027.wav	
16	Spectrogram 1	1	1470.389821669	1471.192939889	278.900	605.500	0.8031	-57.65	12.46	1470.3898	S00974_20190807_163027.wav	S00974_20190807_163027.wav	
17	Spectrogram 1	1	1473.185862879	1474.048471339	294.800	701.100	0.8626	-54.23	15.91	1473.1859	S00974_20190807_163027.wav	S00974_20190807_163027.wav	
18	Spectrogram 1	1	1475.989773909	1477.105215879	255.000	669.300	1.1154	-59.28	11.88	1475.9898	S00974_20190807_163027.wav	S00974_20190807_163027.wav	
19	Spectrogram 1	1	1479.053521189	1480.377178999	159.300	390.400	1.3237	-61.32	11.94	1479.0535	S00974_20190807_163027.wav	S00974_20190807_163027.wav	
20	Spectrogram 1	1	1482.605782179	1483.944312549	127.500	398.400	1.3385	-60.73	11.54	1482.6058	S00974_20190807_163027.wav	S00974_20190807_163027.wav	
21	Spectrogram 1	1	1486.122002369	1487.668748569	127.500	398.400	1.5467	-61.44	11.60	1486.1220	S00974_20190807_163027.wav	S00974_20190807_163027.wav	
22	Spectrogram 1	1	1509.933321659	1517.126599259	589.600	1381.600	7.1933	-62.95	11.07	1509.9333	S00974_20190807_163027.wav	S00974_20190807_163027.wav	
23	Spectrogram 1	1	1517.294863059	1521.964183659	748.900	1593.500	4.6693	-63.36	11.14	1517.2949	S00974_20190807_163027.wav	S00974_20190807_163027.wav	
24	Spectrogram 1	1	1522.351441759	1525.359157259	358.500	900.300	3.0077	-60.95	11.35	1522.3514	S00974_20190807_163027.wav	S00974_20190807_163027.wav	
25	Spectrogram 1	1	1528.074084680	1528.915403680	661.334	980.034	0.8413	-63.18	10.33	1528.0741	S00974_20190807_163027.wav	S00974_20190807_163027.wav	
26	Spectrogram 1	1	1530.016343418	1530.794563518	605.247	1043.447	0.7782	-60.57	13.96	1530.0163	S00974_20190807_163027.wav	S00974_20190807_163027.wav	
27	Spectrogram 1	1	1531.924265080	1532.576287380	609.870	1024.170	0.6520	-61.09	12.90	1531.9243	S00974_20190807_163027.wav	S00974_20190807_163027.wav	
28	Spectrogram 1	1	1533.629585914	1534.428839014	786.238	1096.938	0.7993	-67.68	11.29	1533.6296	S00974_20190807_163027.wav	S00974_20190807_163027.wav	
29	Spectrogram 1	1	1535.651035257	1536.492354357	736.526	1007.426	0.8413	-63.31	13.12	1535.6510	S00974_20190807_163027.wav	S00974_20190807_163027.wav	
30	Spectrogram 1	1	1539.517389459	1540.400774359	23.900	255.000	0.8834	-54.42	13.11	1539.5174	S00974_20190807_163027.wav	S00974_20190807_163027.wav	
31	Spectrogram 1	1	1542.062379459	1542.840599559	47.800	247.000	0.7782	-55.33	13.64	1542.0624	S00974_20190807_163027.wav	S00974_20190807_163027.wav	
32	Spectrogram 1	1	1544.397039759	1545.385589559	39.800	239.000	0.9885	-54.16	14.12	1544.3970	S00974_20190807_163027.wav	S00974_20190807_163027.wav	
33	Spectrogram 1	1	1546.942029759	1547.930579659	31.900	247.000	0.9885	-53.84	14.12	1546.9420	S00974_20190807_163027.wav	S00974_20190807_163027.wav	
34	Spectrogram 1	1	1549.399673559	1550.304091559	31.900	207.200	0.9044	-55.70	12.70	1549.3997	S00974_20190807_163027.wav	S00974_20190807_163027.wav	
35	Spectrogram 1	1	1554.069000000	1554.301349352	0.000	8000.000	0.2323	-32.77	14.54	1554.0690	S00974_20190807_163027.wav	S00974_20190807_163027.wav	Phaser
36	Spectrogram 1	1	1557.110664249	1559.138440415	0.000	8000.000	2.0278	-32.81	14.75	1557.1107	S00974_20190807_163027.wav	S00974_20190807_163027.wav	Upsweep
37	Spectrogram 1	1	1561.102848576	1563.244320689	0.000	8000.000	2.1415	-32.81	14.37	1561.1028	S00974_20190807_163027.wav	S00974_20190807_163027.wav	Downsweep
38	Spectrogram 1	1	1566.130043659	1568.200065159	0.000	8000.000	2.0700	-32.79	14.81	1566.1300	S00974_20190807_163027.wav	S00974_20190807_163027.wav	
39	Spectrogram 1	1	1570.082874169	1572.195141009	0.000	8000.000	2.1123	-32.79	14.54	1570.0829	S00974_20190807_163027.wav	S00974_20190807_163027.wav	
40	Spectrogram 1	1	1575.088946579	1577.180090749	0.000	8000.000	2.0911	-32.80	14.83	1575.0889	S00974_20190807_163027.wav	S00974_20190807_163027.wav	
41	Spectrogram 1	1	1579.123376239	1581.235643079	0.000	8000.000	2.1123	-32.81	14.50	1579.1234	S00974_20190807_163027.wav	S00974_20190807_163027.wav	
42	Spectrogram 1	1	1583.126121899	1583.379593919	0.000	8000.000	0.2535	-32.75	15.04	1583.1261	S00974_20190807_163027.wav	S00974_20190807_163027.wav	
43	Spectrogram 1	1	1592.455218779	1596.943901599	580.000	1080.800	4.4887	-58.50	13.11	1592.4552	S00974_20190807_163027.wav	S00974_20190807_163027.wav	
44	Spectrogram 1	1	1607.851931729	1609.387338949	143.400	470.100	1.5354	-60.43	12.03	1607.8519	S00974_20190807_163027.wav	S00974_20190807_163027.wav	
45	Spectrogram 1	1	1610.412701289	1611.443317089	159.300	709.100	1.0306	-56.11	12.38	1610.4127	S00974_20190807_163027.wav	S00974_20190807_163027.wav	
46	Spectrogram 1	1	1596.988519279	1603.785279029	580.000	1526.500	6.7968	-62.11	11.36	1596.9885	S00974_20190807_163027.wav	S00974_20190807_163027.wav	
47	Spectrogram 1	1	1612.687806709	1613.461179809	326.700	756.900	0.7734	-56.02	14.87	1612.6878	S00974_20190807_163027.wav	S00974_20190807_163027.wav	
48	Spectrogram 1	1	1614.814582729	1615.796171669	294.800	669.300	0.9816	-54.25	14.44	1614.8146	S00974_20190807_163027.wav	S00974_20190807_163027.wav	
49	Spectrogram 1	1	1617.342917869	1618.160908649	318.700	693.200	0.8180	-57.51	14.87	1617.3429	S00974_20190807_163027.wav	S00974_20190807_163027.wav	
50	Spectrogram 1	1	1619.858821669	1620.661939889	278.900	605.500	0.8031	-57.81	12.67	1619.8588	S00974_20190807_163027.wav	S00974_20190807_163027.wav	
51	Spectrogram 1	1	1622.654862879	1623.517471339	294.800	701.100	0.8626	-54.57	15.12	1622.6549	S00974_20190807_163027.wav	S00974_20190807_163027.wav	
52	Spectrogram 1	1	1625.458773909	1626.574215879	255.000	669.300	1.1154	-59.48	12.78	1625.4588	S00974_20190807_163027.wav	S00974_20190807_163027.wav	
53	Spectrogram 1	1	1628.522521189	1629.846178999	159.300	390.400	1.3237	-61.19	11.22	1628.5225	S00974_20190807_163027.wav	S00974_20190807_163027.wav	
54	Spectrogram 1	1	1632.074782179	1633.413312549	127.500	398.400	1.3385	-60.66	11.14	1632.0748	S00974_20190807_163027.wav	S00974_20190807_163027.wav	
55	Spectrogram 1	1	1635.591002369	1637.137748569	127.500	398.400	1.5467	-61.47	11.16	1635.5910	S00974_20190807_163027.wav	S00974_20190807_163027.wav	
56	Spectrogram 1	1	1659.402321659	1666.595599259	589.600	1381.600	7.1933	-63.21	10.90	1659.4023	S00974_20190807_163027.wav	S00974_20190807_163027.wav	
