Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Delta Time (s)	Inband Power (dB FS)	SNR NIST Quick (dB FS)	File Offset (s)	End File	Begin File	Sound Type
1	Spectrogram 1	1	1632.350000000	1632.582349352	0.000	8000.000	0.2323	-33.97	17.06	1632.3500	S00974_20190805_204417.wav	S00974_20190805_204417.wav	Phaser
2	Spectrogram 1	1	1635.391664249	1637.419440415	0.000	8000.000	2.0278	-33.50	16.83	1635.3917	S00974_20190805_204417.wav	S00974_20190805_204417.wav	Upsweep
3	Spectrogram 1	1	1639.383848576	1641.525320689	0.000	8000.000	2.1415	-33.48	16.59	1639.3838	S00974_20190805_204417.wav	S00974_20190805_204417.wav	Downsweep
4	Spectrogram 1	1	1644.411043659	1646.481065159	0.000	8000.000	2.0700	-33.52	16.91	1644.4110	S00974_20190805_204417.wav	S00974_20190805_204417.wav	
5	Spectrogram 1	1	1648.363874169	1650.476141009	0.000	8000.000	2.1123	-33.53	16.36	1648.3639	S00974_20190805_204417.wav	S00974_20190805_204417.wav	
6	Spectrogram 1	1	1653.369946579	1655.461090749	0.000	8000.000	2.0911	-33.46	17.46	1653.3699	S00974_20190805_204417.wav	S00974_20190805_204417.wav	
7	Spectrogram 1	1	1657.404376239	1659.516643079	0.000	8000.000	2.1123	-33.55	16.56	1657.4044	S00974_20190805_204417.wav	S00974_20190805_204417.wav	
8	Spectrogram 1	1	1661.407121899	1661.660593919	0.000	8000.000	0.2535	-33.95	17.02	1661.4071	S00974_20190805_204417.wav	S00974_20190805_204417.wav	
9	Spectrogram 1	1	1670.736218779	1675.224901599	580.000	1080.800	4.4887	-45.68	23.09	1670.7362	S00974_20190805_204417.wav	S00974_20190805_204417.wav	
10	Spectrogram 1	1	1686.132931729	1687.668338949	143.400	470.100	1.5354	-57.51	12.54	1686.1329	S00974_20190805_204417.wav	S00974_20190805_204417.wav	
11	Spectrogram 1	1	1688.693701289	1689.724317089	159.300	709.100	1.0306	-48.93	14.29	1688.6937	S00974_20190805_204417.wav	S00974_20190805_204417.wav	
12	Spectrogram 1	1	1675.269519279	1682.066279029	580.000	1526.500	6.7968	-49.52	18.57	1675.2695	S00974_20190805_204417.wav	S00974_20190805_204417.wav	
13	Spectrogram 1	1	1690.968806709	1691.742179809	326.700	756.900	0.7734	-46.42	22.12	1690.9688	S00974_20190805_204417.wav	S00974_20190805_204417.wav	
14	Spectrogram 1	1	1693.095582729	1694.077171669	294.800	669.300	0.9816	-48.08	20.00	1693.0956	S00974_20190805_204417.wav	S00974_20190805_204417.wav	
15	Spectrogram 1	1	1695.623917869	1696.441908649	318.700	693.200	0.8180	-49.93	20.90	1695.6239	S00974_20190805_204417.wav	S00974_20190805_204417.wav	
16	Spectrogram 1	1	1698.139821669	1698.942939889	278.900	605.500	0.8031	-49.97	18.00	1698.1398	S00974_20190805_204417.wav	S00974_20190805_204417.wav	
17	Spectrogram 1	1	1700.935862879	1701.798471339	294.800	701.100	0.8626	-47.10	21.51	1700.9359	S00974_20190805_204417.wav	S00974_20190805_204417.wav	
18	Spectrogram 1	1	1703.739773909	1704.855215879	255.000	669.300	1.1154	-51.10	16.90	1703.7398	S00974_20190805_204417.wav	S00974_20190805_204417.wav	
