Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Delta Time (s)	Inband Power (dB FS)	SNR NIST Quick (dB FS)	Sound Type
1	Spectrogram 1	1	1131.455000000	1131.687349352	0.000	8000.000	0.2323	-33.78	15.63	Phaser
2	Spectrogram 1	1	1134.496664249	1136.524440415	0.000	8000.000	2.0278	-33.66	15.52	Upsweep
3	Spectrogram 1	1	1138.488848576	1140.630320689	0.000	8000.000	2.1415	-33.69	14.32	Downsweep
4	Spectrogram 1	1	1143.516043659	1145.586065159	0.000	8000.000	2.0700	-33.67	15.30	
5	Spectrogram 1	1	1147.468874169	1149.581141009	0.000	8000.000	2.1123	-33.66	14.34	
6	Spectrogram 1	1	1152.474946579	1154.566090749	0.000	8000.000	2.0911	-33.65	15.76	
7	Spectrogram 1	1	1156.509376239	1158.621643079	0.000	8000.000	2.1123	-33.65	14.50	
8	Spectrogram 1	1	1160.512121899	1160.765593919	0.000	8000.000	0.2535	-33.73	16.42	
9	Spectrogram 1	1	1169.841218779	1174.329901599	580.000	1080.800	4.4887	-51.08	20.18	
10	Spectrogram 1	1	1185.237931729	1186.773338949	143.400	470.100	1.5354	-55.62	13.17	
11	Spectrogram 1	1	1187.798701289	1188.829317089	159.300	709.100	1.0306	-45.23	16.28	
12	Spectrogram 1	1	1174.374519279	1181.171279029	580.000	1526.500	6.7968	-55.45	14.55	
13	Spectrogram 1	1	1190.073806709	1190.847179809	326.700	756.900	0.7734	-45.44	23.93	
14	Spectrogram 1	1	1192.200582729	1193.182171669	294.800	669.300	0.9816	-42.35	21.70	
15	Spectrogram 1	1	1194.728917869	1195.546908649	318.700	693.200	0.8180	-46.69	22.64	
16	Spectrogram 1	1	1197.244821669	1198.047939889	278.900	605.500	0.8031	-47.00	20.04	
17	Spectrogram 1	1	1200.040862879	1200.903471339	294.800	701.100	0.8626	-44.00	23.75	
18	Spectrogram 1	1	1202.844773909	1203.960215879	255.000	669.300	1.1154	-47.54	18.83	
19	Spectrogram 1	1	1205.908521189	1207.232178999	159.300	390.400	1.3237	-55.02	13.45	
20	Spectrogram 1	1	1209.460782179	1210.799312549	127.500	398.400	1.3385	-55.25	13.51	
21	Spectrogram 1	1	1212.977002369	1214.523748569	127.500	398.400	1.5467	-56.99	13.22	
22	Spectrogram 1	1	1236.788321659	1243.981599259	589.600	1381.600	7.1933	-54.88	12.04	
23	Spectrogram 1	1	1244.149863059	1248.819183659	748.900	1593.500	4.6693	-53.45	16.26	
24	Spectrogram 1	1	1249.206441759	1252.214157259	358.500	900.300	3.0077	-53.41	11.77	
25	Spectrogram 1	1	1254.929084680	1255.770403680	661.334	980.034	0.8413	-52.96	15.84	
26	Spectrogram 1	1	1256.871343418	1257.649563518	605.247	1043.447	0.7782	-51.24	21.47	
27	Spectrogram 1	1	1258.779265080	1259.431287380	609.870	1024.170	0.6520	-50.43	23.35	
28	Spectrogram 1	1	1260.484585914	1261.283839014	786.238	1096.938	0.7993	-60.99	16.16	
29	Spectrogram 1	1	1262.506035257	1263.347354357	736.526	1007.426	0.8413	-54.85	21.99	
30	Spectrogram 1	1	1266.372389459	1267.255774359	23.900	255.000	0.8834	-46.72	14.85	
31	Spectrogram 1	1	1268.917379459	1269.695599559	47.800	247.000	0.7782	-47.16	17.56	
32	Spectrogram 1	1	1271.252039759	1272.240589559	39.800	239.000	0.9885	-45.94	14.72	
33	Spectrogram 1	1	1273.797029759	1274.785579659	31.900	247.000	0.9885	-45.64	16.60	
34	Spectrogram 1	1	1276.254673559	1277.159091559	31.900	207.200	0.9044	-48.24	14.02	
35	Spectrogram 1	1	1280.924000000	1281.156349352	0.000	8000.000	0.2323	-33.83	16.87	Phaser
36	Spectrogram 1	1	1283.965664249	1285.993440415	0.000	8000.000	2.0278	-33.65	15.23	Upsweep
37	Spectrogram 1	1	1287.957848576	1290.099320689	0.000	8000.000	2.1415	-33.64	14.32	Downsweep
38	Spectrogram 1	1	1292.985043659	1295.055065159	0.000	8000.000	2.0700	-33.62	15.22	
39	Spectrogram 1	1	1296.937874169	1299.050141009	0.000	8000.000	2.1123	-33.65	14.18	
40	Spectrogram 1	1	1301.943946579	1304.035090749	0.000	8000.000	2.0911	-33.63	15.07	
41	Spectrogram 1	1	1305.978376239	1308.090643079	0.000	8000.000	2.1123	-33.56	16.75	
42	Spectrogram 1	1	1309.981121899	1310.234593919	0.000	8000.000	0.2535	-33.94	17.74	
43	Spectrogram 1	1	1319.310218779	1323.798901599	580.000	1080.800	4.4887	-50.22	20.99	
44	Spectrogram 1	1	1334.706931729	1336.242338949	143.400	470.100	1.5354	-55.70	13.17	
45	Spectrogram 1	1	1337.267701289	1338.298317089	159.300	709.100	1.0306	-45.03	16.64	
46	Spectrogram 1	1	1323.843519279	1330.640279029	580.000	1526.500	6.7968	-55.20	14.56	
47	Spectrogram 1	1	1339.542806709	1340.316179809	326.700	756.900	0.7734	-45.01	24.04	
48	Spectrogram 1	1	1341.669582729	1342.651171669	294.800	669.300	0.9816	-41.75	22.24	
49	Spectrogram 1	1	1344.197917869	1345.015908649	318.700	693.200	0.8180	-46.18	22.47	
50	Spectrogram 1	1	1346.713821669	1347.516939889	278.900	605.500	0.8031	-46.39	20.90	
51	Spectrogram 1	1	1349.509862879	1350.372471339	294.800	701.100	0.8626	-43.39	24.38	
52	Spectrogram 1	1	1352.313773909	1353.429215879	255.000	669.300	1.1154	-47.26	19.49	
53	Spectrogram 1	1	1355.377521189	1356.701178999	159.300	390.400	1.3237	-54.83	14.29	
54	Spectrogram 1	1	1358.929782179	1360.268312549	127.500	398.400	1.3385	-55.11	13.07	
55	Spectrogram 1	1	1362.446002369	1363.992748569	127.500	398.400	1.5467	-56.89	12.96	
56	Spectrogram 1	1	1386.257321659	1393.450599259	589.600	1381.600	7.1933	-54.91	11.71	
57	Spectrogram 1	1	1393.618863059	1398.288183659	748.900	1593.500	4.6693	-53.64	16.04	
58	Spectrogram 1	1	1398.675441759	1401.683157259	358.500	900.300	3.0077	-53.28	11.46	
59	Spectrogram 1	1	1404.398084680	1405.239403680	661.334	980.034	0.8413	-53.23	15.01	
60	Spectrogram 1	1	1406.340343418	1407.118563518	605.247	1043.447	0.7782	-51.18	20.69	
61	Spectrogram 1	1	1408.248265080	1408.900287380	609.870	1024.170	0.6520	-50.18	22.85	
62	Spectrogram 1	1	1409.953585914	1410.752839014	786.238	1096.938	0.7993	-60.95	16.04	
63	Spectrogram 1	1	1411.975035257	1412.816354357	736.526	1007.426	0.8413	-54.94	20.47	
64	Spectrogram 1	1	1415.841389459	1416.724774359	23.900	255.000	0.8834	-46.94	14.92	
65	Spectrogram 1	1	1418.386379459	1419.164599559	47.800	247.000	0.7782	-47.08	16.82	
66	Spectrogram 1	1	1420.721039759	1421.709589559	39.800	239.000	0.9885	-45.65	15.09	
67	Spectrogram 1	1	1423.266029759	1424.254579659	31.900	247.000	0.9885	-45.71	15.81	
68	Spectrogram 1	1	1425.723673559	1426.628091559	31.900	207.200	0.9044	-48.14	13.63	
69	Spectrogram 1	1	1430.355000000	1430.587349352	0.000	8000.000	0.2323	-33.60	17.17	Phaser
70	Spectrogram 1	1	1433.396664249	1435.424440415	0.000	8000.000	2.0278	-33.62	15.81	Upsweep
71	Spectrogram 1	1	1437.388848576	1439.530320689	0.000	8000.000	2.1415	-33.61	14.89	Downsweep
72	Spectrogram 1	1	1442.416043659	1444.486065159	0.000	8000.000	2.0700	-33.63	16.06	
73	Spectrogram 1	1	1446.368874169	1448.481141009	0.000	8000.000	2.1123	-33.63	15.06	
74	Spectrogram 1	1	1451.374946579	1453.466090749	0.000	8000.000	2.0911	-33.62	15.68	
75	Spectrogram 1	1	1455.409376239	1457.521643079	0.000	8000.000	2.1123	-33.62	14.95	
76	Spectrogram 1	1	1459.412121899	1459.665593919	0.000	8000.000	0.2535	-33.71	17.18	
77	Spectrogram 1	1	1468.741218779	1473.229901599	580.000	1080.800	4.4887	-50.87	20.71	
78	Spectrogram 1	1	1484.137931729	1485.673338949	143.400	470.100	1.5354	-55.63	13.47	
79	Spectrogram 1	1	1486.698701289	1487.729317089	159.300	709.100	1.0306	-45.44	16.95	
80	Spectrogram 1	1	1473.274519279	1480.071279029	580.000	1526.500	6.7968	-55.77	14.41	
81	Spectrogram 1	1	1488.973806709	1489.747179809	326.700	756.900	0.7734	-45.63	23.14	
82	Spectrogram 1	1	1491.100582729	1492.082171669	294.800	669.300	0.9816	-42.36	21.61	
83	Spectrogram 1	1	1493.628917869	1494.446908649	318.700	693.200	0.8180	-46.77	21.72	
84	Spectrogram 1	1	1496.144821669	1496.947939889	278.900	605.500	0.8031	-46.99	20.44	
85	Spectrogram 1	1	1498.940862879	1499.803471339	294.800	701.100	0.8626	-44.40	23.83	
86	Spectrogram 1	1	1501.744773909	1502.860215879	255.000	669.300	1.1154	-47.91	19.25	
87	Spectrogram 1	1	1504.808521189	1506.132178999	159.300	390.400	1.3237	-54.82	14.19	
88	Spectrogram 1	1	1508.360782179	1509.699312549	127.500	398.400	1.3385	-55.49	12.55	
89	Spectrogram 1	1	1511.877002369	1513.423748569	127.500	398.400	1.5467	-57.34	12.62	
90	Spectrogram 1	1	1535.688321659	1542.881599259	589.600	1381.600	7.1933	-55.19	11.72	
91	Spectrogram 1	1	1543.049863059	1547.719183659	748.900	1593.500	4.6693	-54.70	15.66	
92	Spectrogram 1	1	1548.106441759	1551.114157259	358.500	900.300	3.0077	-53.63	11.89	
93	Spectrogram 1	1	1553.829084680	1554.670403680	661.334	980.034	0.8413	-54.08	14.46	
94	Spectrogram 1	1	1555.771343418	1556.549563518	605.247	1043.447	0.7782	-52.12	20.31	
95	Spectrogram 1	1	1557.679265080	1558.331287380	609.870	1024.170	0.6520	-51.58	21.49	
96	Spectrogram 1	1	1559.384585914	1560.183839014	786.238	1096.938	0.7993	-61.83	15.39	
97	Spectrogram 1	1	1561.406035257	1562.247354357	736.526	1007.426	0.8413	-55.45	20.98	
98	Spectrogram 1	1	1565.272389459	1566.155774359	23.900	255.000	0.8834	-47.48	15.21	
99	Spectrogram 1	1	1567.817379459	1568.595599559	47.800	247.000	0.7782	-47.79	16.20	
100	Spectrogram 1	1	1570.152039759	1571.140589559	39.800	239.000	0.9885	-46.43	15.21	
101	Spectrogram 1	1	1572.697029759	1573.685579659	31.900	247.000	0.9885	-46.33	15.46	
102	Spectrogram 1	1	1575.154673559	1576.059091559	31.900	207.200	0.9044	-49.17	14.50	
