Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Delta Time (s)	Inband Power (dB FS)	SNR NIST Quick (dB FS)	Sound Type
1	Spectrogram 1	1	1132.350000000	1132.582349352	0.000	8000.000	0.2323	-34.51	16.96	Phaser
2	Spectrogram 1	1	1135.391664249	1137.419440415	0.000	8000.000	2.0278	-34.29	17.88	Upsweep
3	Spectrogram 1	1	1139.383848576	1141.525320689	0.000	8000.000	2.1415	-34.37	15.31	Downsweep
4	Spectrogram 1	1	1144.411043659	1146.481065159	0.000	8000.000	2.0700	-34.21	19.72	
5	Spectrogram 1	1	1148.363874169	1150.476141009	0.000	8000.000	2.1123	-34.40	15.09	
6	Spectrogram 1	1	1153.369946579	1155.461090749	0.000	8000.000	2.0911	-34.32	17.63	
7	Spectrogram 1	1	1157.404376239	1159.516643079	0.000	8000.000	2.1123	-34.40	15.09	
8	Spectrogram 1	1	1161.407121899	1161.660593919	0.000	8000.000	0.2535	-34.14	17.77	
9	Spectrogram 1	1	1170.736218779	1175.224901599	580.000	1080.800	4.4887	-50.72	19.60	
10	Spectrogram 1	1	1186.132931729	1187.668338949	143.400	470.100	1.5354	-55.64	12.65	
11	Spectrogram 1	1	1188.693701289	1189.724317089	159.300	709.100	1.0306	-45.16	16.21	
12	Spectrogram 1	1	1175.269519279	1182.066279029	580.000	1526.500	6.7968	-54.42	14.92	
13	Spectrogram 1	1	1190.968806709	1191.742179809	326.700	756.900	0.7734	-45.45	22.72	
14	Spectrogram 1	1	1193.095582729	1194.077171669	294.800	669.300	0.9816	-42.47	22.34	
15	Spectrogram 1	1	1195.623917869	1196.441908649	318.700	693.200	0.8180	-47.13	21.65	
16	Spectrogram 1	1	1198.139821669	1198.942939889	278.900	605.500	0.8031	-46.28	20.11	
17	Spectrogram 1	1	1200.935862879	1201.798471339	294.800	701.100	0.8626	-43.86	23.96	
18	Spectrogram 1	1	1203.739773909	1204.855215879	255.000	669.300	1.1154	-48.14	19.90	
19	Spectrogram 1	1	1206.803521189	1208.127178999	159.300	390.400	1.3237	-54.97	13.97	
20	Spectrogram 1	1	1210.355782179	1211.694312549	127.500	398.400	1.3385	-55.28	12.37	
21	Spectrogram 1	1	1213.872002369	1215.418748569	127.500	398.400	1.5467	-57.21	12.97	
22	Spectrogram 1	1	1237.683321659	1244.876599259	589.600	1381.600	7.1933	-54.50	12.09	
23	Spectrogram 1	1	1245.044863059	1249.714183659	748.900	1593.500	4.6693	-53.58	16.52	
24	Spectrogram 1	1	1250.101441759	1253.109157259	358.500	900.300	3.0077	-52.52	11.70	
25	Spectrogram 1	1	1255.824084680	1256.665403680	661.334	980.034	0.8413	-54.55	14.92	
26	Spectrogram 1	1	1257.766343418	1258.544563518	605.247	1043.447	0.7782	-50.47	21.71	
27	Spectrogram 1	1	1259.674265080	1260.326287380	609.870	1024.170	0.6520	-50.12	22.86	
28	Spectrogram 1	1	1261.379585914	1262.178839014	786.238	1096.938	0.7993	-60.93	16.18	
29	Spectrogram 1	1	1263.401035257	1264.242354357	736.526	1007.426	0.8413	-54.32	21.34	
30	Spectrogram 1	1	1267.267389459	1268.150774359	23.900	255.000	0.8834	-46.91	15.16	
31	Spectrogram 1	1	1269.812379459	1270.590599559	47.800	247.000	0.7782	-47.58	16.45	
32	Spectrogram 1	1	1272.147039759	1273.135589559	39.800	239.000	0.9885	-45.87	14.99	
33	Spectrogram 1	1	1274.692029759	1275.680579659	31.900	247.000	0.9885	-45.79	15.93	
34	Spectrogram 1	1	1277.149673559	1278.054091559	31.900	207.200	0.9044	-48.61	15.07	
35	Spectrogram 1	1	1281.819000000	1282.051349352	0.000	8000.000	0.2323	-34.50	17.34	Phaser
36	Spectrogram 1	1	1284.860664249	1286.888440415	0.000	8000.000	2.0278	-34.29	18.50	Upsweep
37	Spectrogram 1	1	1288.852848576	1290.994320689	0.000	8000.000	2.1415	-34.34	15.24	Downsweep
38	Spectrogram 1	1	1293.880043659	1295.950065159	0.000	8000.000	2.0700	-34.34	16.78	
39	Spectrogram 1	1	1297.832874169	1299.945141009	0.000	8000.000	2.1123	-34.35	15.31	
40	Spectrogram 1	1	1302.838946579	1304.930090749	0.000	8000.000	2.0911	-34.34	16.22	
41	Spectrogram 1	1	1306.873376239	1308.985643079	0.000	8000.000	2.1123	-34.29	17.04	
42	Spectrogram 1	1	1310.876121899	1311.129593919	0.000	8000.000	0.2535	-34.63	18.12	
43	Spectrogram 1	1	1320.205218779	1324.693901599	580.000	1080.800	4.4887	-50.76	19.76	
44	Spectrogram 1	1	1335.601931729	1337.137338949	143.400	470.100	1.5354	-55.86	12.79	
45	Spectrogram 1	1	1338.162701289	1339.193317089	159.300	709.100	1.0306	-45.19	15.88	
46	Spectrogram 1	1	1324.738519279	1331.535279029	580.000	1526.500	6.7968	-55.13	15.01	
47	Spectrogram 1	1	1340.437806709	1341.211179809	326.700	756.900	0.7734	-45.37	23.28	
48	Spectrogram 1	1	1342.564582729	1343.546171669	294.800	669.300	0.9816	-42.42	21.85	
49	Spectrogram 1	1	1345.092917869	1345.910908649	318.700	693.200	0.8180	-47.00	22.87	
50	Spectrogram 1	1	1347.608821669	1348.411939889	278.900	605.500	0.8031	-46.20	20.21	
51	Spectrogram 1	1	1350.404862879	1351.267471339	294.800	701.100	0.8626	-44.16	24.10	
52	Spectrogram 1	1	1353.208773909	1354.324215879	255.000	669.300	1.1154	-48.20	19.68	
53	Spectrogram 1	1	1356.272521189	1357.596178999	159.300	390.400	1.3237	-54.98	14.38	
54	Spectrogram 1	1	1359.824782179	1361.163312549	127.500	398.400	1.3385	-55.40	13.52	
