Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Delta Time (s)	Inband Power (dB FS)	SNR NIST Quick (dB FS)	File Offset (s)	End File	Begin File	Sound Type
1	Spectrogram 1	1	1200.200000000	1200.432349352	0.000	8000.000	0.2323	-33.69	16.69	1200.2000	S00974_20190805_094413.wav	S00974_20190805_094413.wav	Phaser
2	Spectrogram 1	1	1203.241664249	1205.269440415	0.000	8000.000	2.0278	-33.51	17.56	1203.2417	S00974_20190805_094413.wav	S00974_20190805_094413.wav	Upsweep
3	Spectrogram 1	1	1207.233848576	1209.375320689	0.000	8000.000	2.1415	-33.47	19.06	1207.2338	S00974_20190805_094413.wav	S00974_20190805_094413.wav	Downsweep
4	Spectrogram 1	1	1212.261043659	1214.331065159	0.000	8000.000	2.0700	-33.55	18.58	1212.2610	S00974_20190805_094413.wav	S00974_20190805_094413.wav	
5	Spectrogram 1	1	1216.213874169	1218.326141009	0.000	8000.000	2.1123	-33.58	15.59	1216.2139	S00974_20190805_094413.wav	S00974_20190805_094413.wav	
6	Spectrogram 1	1	1221.219946579	1223.311090749	0.000	8000.000	2.0911	-33.59	16.49	1221.2199	S00974_20190805_094413.wav	S00974_20190805_094413.wav	
7	Spectrogram 1	1	1225.254376239	1227.366643079	0.000	8000.000	2.1123	-33.59	15.77	1225.2544	S00974_20190805_094413.wav	S00974_20190805_094413.wav	
8	Spectrogram 1	1	1229.257121899	1229.510593919	0.000	8000.000	0.2535	-33.67	16.98	1229.2571	S00974_20190805_094413.wav	S00974_20190805_094413.wav	
9	Spectrogram 1	1	1238.586218779	1243.074901599	580.000	1080.800	4.4887	-49.54	19.01	1238.5862	S00974_20190805_094413.wav	S00974_20190805_094413.wav	
10	Spectrogram 1	1	1253.982931729	1255.518338949	143.400	470.100	1.5354	-60.49	11.49	1253.9829	S00974_20190805_094413.wav	S00974_20190805_094413.wav	
11	Spectrogram 1	1	1256.543701289	1257.574317089	159.300	709.100	1.0306	-54.18	12.31	1256.5437	S00974_20190805_094413.wav	S00974_20190805_094413.wav	
12	Spectrogram 1	1	1243.119519279	1249.916279029	580.000	1526.500	6.7968	-54.32	15.55	1243.1195	S00974_20190805_094413.wav	S00974_20190805_094413.wav	
13	Spectrogram 1	1	1258.818806709	1259.592179809	326.700	756.900	0.7734	-50.55	17.31	1258.8188	S00974_20190805_094413.wav	S00974_20190805_094413.wav	
14	Spectrogram 1	1	1260.945582729	1261.927171669	294.800	669.300	0.9816	-53.83	16.29	1260.9456	S00974_20190805_094413.wav	S00974_20190805_094413.wav	
15	Spectrogram 1	1	1263.473917869	1264.291908649	318.700	693.200	0.8180	-54.98	17.00	1263.4739	S00974_20190805_094413.wav	S00974_20190805_094413.wav	
16	Spectrogram 1	1	1265.989821669	1266.792939889	278.900	605.500	0.8031	-55.53	14.34	1265.9898	S00974_20190805_094413.wav	S00974_20190805_094413.wav	
17	Spectrogram 1	1	1268.785862879	1269.648471339	294.800	701.100	0.8626	-51.12	17.00	1268.7859	S00974_20190805_094413.wav	S00974_20190805_094413.wav	
18	Spectrogram 1	1	1271.589773909	1272.705215879	255.000	669.300	1.1154	-56.09	13.63	1271.5898	S00974_20190805_094413.wav	S00974_20190805_094413.wav	
19	Spectrogram 1	1	1274.653521189	1275.977178999	159.300	390.400	1.3237	-58.31	12.39	1274.6535	S00974_20190805_094413.wav	S00974_20190805_094413.wav	
20	Spectrogram 1	1	1278.205782179	1279.544312549	127.500	398.400	1.3385	-59.97	11.73	1278.2058	S00974_20190805_094413.wav	S00974_20190805_094413.wav	
21	Spectrogram 1	1	1281.722002369	1283.268748569	127.500	398.400	1.5467	-60.64	12.06	1281.7220	S00974_20190805_094413.wav	S00974_20190805_094413.wav	
22	Spectrogram 1	1	1305.533321659	1312.726599259	589.600	1381.600	7.1933	-57.85	11.52	1305.5333	S00974_20190805_094413.wav	S00974_20190805_094413.wav	
23	Spectrogram 1	1	1312.894863059	1317.564183659	748.900	1593.500	4.6693	-54.69	15.13	1312.8949	S00974_20190805_094413.wav	S00974_20190805_094413.wav	
24	Spectrogram 1	1	1317.951441759	1320.959157259	358.500	900.300	3.0077	-58.04	11.13	1317.9514	S00974_20190805_094413.wav	S00974_20190805_094413.wav	
25	Spectrogram 1	1	1323.674084680	1324.515403680	661.334	980.034	0.8413	-55.93	15.20	1323.6741	S00974_20190805_094413.wav	S00974_20190805_094413.wav	
26	Spectrogram 1	1	1325.616343418	1326.394563518	605.247	1043.447	0.7782	-51.41	19.98	1325.6163	S00974_20190805_094413.wav	S00974_20190805_094413.wav	
27	Spectrogram 1	1	1327.524265080	1328.176287380	609.870	1024.170	0.6520	-50.66	21.35	1327.5243	S00974_20190805_094413.wav	S00974_20190805_094413.wav	
28	Spectrogram 1	1	1329.229585914	1330.028839014	786.238	1096.938	0.7993	-60.16	15.33	1329.2296	S00974_20190805_094413.wav	S00974_20190805_094413.wav	
29	Spectrogram 1	1	1331.251035257	1332.092354357	736.526	1007.426	0.8413	-54.05	21.63	1331.2510	S00974_20190805_094413.wav	S00974_20190805_094413.wav	
30	Spectrogram 1	1	1335.117389459	1336.000774359	23.900	255.000	0.8834	-54.05	12.76	1335.1174	S00974_20190805_094413.wav	S00974_20190805_094413.wav	
31	Spectrogram 1	1	1337.662379459	1338.440599559	47.800	247.000	0.7782	-55.15	12.63	1337.6624	S00974_20190805_094413.wav	S00974_20190805_094413.wav	
32	Spectrogram 1	1	1339.997039759	1340.985589559	39.800	239.000	0.9885	-54.09	11.52	1339.9970	S00974_20190805_094413.wav	S00974_20190805_094413.wav	
