Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Delta Time (s)	Inband Power (dB FS)	SNR NIST Quick (dB FS)	File Offset (s)	End File	Begin File	Sound Type
63	Spectrogram 1	1	1455.620035257	1456.461354357	736.526	1007.426	0.8413	-49.11	22.64	1455.6200	S01143_20190806_140005.wav	S01143_20190806_140005.wav	
64	Spectrogram 1	1	1459.486389459	1460.369774359	23.900	255.000	0.8834	-36.88	17.24	1459.4864	S01143_20190806_140005.wav	S01143_20190806_140005.wav	
65	Spectrogram 1	1	1462.031379459	1462.809599559	47.800	247.000	0.7782	-42.20	15.11	1462.0314	S01143_20190806_140005.wav	S01143_20190806_140005.wav	
66	Spectrogram 1	1	1464.366039759	1465.354589559	39.800	239.000	0.9885	-39.09	17.56	1464.3660	S01143_20190806_140005.wav	S01143_20190806_140005.wav	
67	Spectrogram 1	1	1466.911029759	1467.899579659	31.900	247.000	0.9885	-38.74	17.49	1466.9110	S01143_20190806_140005.wav	S01143_20190806_140005.wav	
68	Spectrogram 1	1	1469.368673559	1470.273091559	31.900	207.200	0.9044	-40.22	15.71	1469.3687	S01143_20190806_140005.wav	S01143_20190806_140005.wav	
69	Spectrogram 1	1	1474.000000000	1474.232349352	0.000	8000.000	0.2323	-30.22	19.13	1474.0000	S01143_20190806_140005.wav	S01143_20190806_140005.wav	Phaser
70	Spectrogram 1	1	1477.041664249	1479.069440415	0.000	8000.000	2.0278	-29.82	21.38	1477.0417	S01143_20190806_140005.wav	S01143_20190806_140005.wav	Upsweep
71	Spectrogram 1	1	1481.033848576	1483.175320689	0.000	8000.000	2.1415	-29.22	19.39	1481.0338	S01143_20190806_140005.wav	S01143_20190806_140005.wav	Downsweep
72	Spectrogram 1	1	1486.061043659	1488.131065159	0.000	8000.000	2.0700	-29.51	22.76	1486.0610	S01143_20190806_140005.wav	S01143_20190806_140005.wav	
73	Spectrogram 1	1	1490.013874169	1492.126141009	0.000	8000.000	2.1123	-29.51	18.74	1490.0139	S01143_20190806_140005.wav	S01143_20190806_140005.wav	
74	Spectrogram 1	1	1495.019946579	1497.111090749	0.000	8000.000	2.0911	-28.82	23.39	1495.0199	S01143_20190806_140005.wav	S01143_20190806_140005.wav	
75	Spectrogram 1	1	1499.054376239	1501.166643079	0.000	8000.000	2.1123	-28.43	18.90	1499.0544	S01143_20190806_140005.wav	S01143_20190806_140005.wav	
76	Spectrogram 1	1	1503.057121899	1503.310593919	0.000	8000.000	0.2535	-30.79	22.67	1503.0571	S01143_20190806_140005.wav	S01143_20190806_140005.wav	
77	Spectrogram 1	1	1512.386218779	1516.874901599	580.000	1080.800	4.4887	-45.05	22.23	1512.3862	S01143_20190806_140005.wav	S01143_20190806_140005.wav	
78	Spectrogram 1	1	1527.782931729	1529.318338949	143.400	470.100	1.5354	-49.79	14.19	1527.7829	S01143_20190806_140005.wav	S01143_20190806_140005.wav	
79	Spectrogram 1	1	1530.343701289	1531.374317089	159.300	709.100	1.0306	-43.27	17.55	1530.3437	S01143_20190806_140005.wav	S01143_20190806_140005.wav	
80	Spectrogram 1	1	1516.919519279	1523.716279029	580.000	1526.500	6.7968	-46.52	20.37	1516.9195	S01143_20190806_140005.wav	S01143_20190806_140005.wav	
81	Spectrogram 1	1	1532.618806709	1533.392179809	326.700	756.900	0.7734	-42.47	20.94	1532.6188	S01143_20190806_140005.wav	S01143_20190806_140005.wav	
82	Spectrogram 1	1	1534.745582729	1535.727171669	294.800	669.300	0.9816	-42.10	21.38	1534.7456	S01143_20190806_140005.wav	S01143_20190806_140005.wav	
83	Spectrogram 1	1	1537.273917869	1538.091908649	318.700	693.200	0.8180	-44.73	20.40	1537.2739	S01143_20190806_140005.wav	S01143_20190806_140005.wav	
84	Spectrogram 1	1	1539.789821669	1540.592939889	278.900	605.500	0.8031	-44.23	18.68	1539.7898	S01143_20190806_140005.wav	S01143_20190806_140005.wav	
85	Spectrogram 1	1	1542.585862879	1543.448471339	294.800	701.100	0.8626	-41.98	22.10	1542.5859	S01143_20190806_140005.wav	S01143_20190806_140005.wav	
86	Spectrogram 1	1	1545.389773909	1546.505215879	255.000	669.300	1.1154	-45.34	17.72	1545.3898	S01143_20190806_140005.wav	S01143_20190806_140005.wav	
87	Spectrogram 1	1	1548.453521189	1549.777178999	159.300	390.400	1.3237	-48.55	13.42	1548.4535	S01143_20190806_140005.wav	S01143_20190806_140005.wav	
88	Spectrogram 1	1	1552.005782179	1553.344312549	127.500	398.400	1.3385	-49.24	15.30	1552.0058	S01143_20190806_140005.wav	S01143_20190806_140005.wav	
89	Spectrogram 1	1	1555.522002369	1557.068748569	127.500	398.400	1.5467	-51.72	13.09	1555.5220	S01143_20190806_140005.wav	S01143_20190806_140005.wav	
90	Spectrogram 1	1	1579.333321659	1586.526599259	589.600	1381.600	7.1933	-49.92	12.94	1579.3333	S01143_20190806_140005.wav	S01143_20190806_140005.wav	
91	Spectrogram 1	1	1586.694863059	1591.364183659	748.900	1593.500	4.6693	-44.47	20.41	1586.6949	S01143_20190806_140005.wav	S01143_20190806_140005.wav	
92	Spectrogram 1	1	1591.751441759	1594.759157259	358.500	900.300	3.0077	-50.84	12.66	1591.7514	S01143_20190806_140005.wav	S01143_20190806_140005.wav	
93	Spectrogram 1	1	1597.474084680	1598.315403680	661.334	980.034	0.8413	-50.61	16.58	1597.4741	S01143_20190806_140005.wav	S01143_20190806_140005.wav	
94	Spectrogram 1	1	1599.416343418	1600.194563518	605.247	1043.447	0.7782	-45.52	21.86	1599.4163	S01143_20190806_140005.wav	S01143_20190806_140005.wav	
95	Spectrogram 1	1	1601.324265080	1601.976287380	609.870	1024.170	0.6520	-45.57	21.46	1601.3243	S01143_20190806_140005.wav	S01143_20190806_140005.wav	
96	Spectrogram 1	1	1603.029585914	1603.828839014	786.238	1096.938	0.7993	-55.57	17.43	1603.0296	S01143_20190806_140005.wav	S01143_20190806_140005.wav	
97	Spectrogram 1	1	1605.051035257	1605.892354357	736.526	1007.426	0.8413	-48.73	23.93	1605.0510	S01143_20190806_140005.wav	S01143_20190806_140005.wav	
98	Spectrogram 1	1	1608.917389459	1609.800774359	23.900	255.000	0.8834	-39.66	17.74	1608.9174	S01143_20190806_140005.wav	S01143_20190806_140005.wav	
99	Spectrogram 1	1	1611.462379459	1612.240599559	47.800	247.000	0.7782	-41.82	15.32	1611.4624	S01143_20190806_140005.wav	S01143_20190806_140005.wav	
100	Spectrogram 1	1	1613.797039759	1614.785589559	39.800	239.000	0.9885	-41.76	16.32	1613.7970	S01143_20190806_140005.wav	S01143_20190806_140005.wav	
101	Spectrogram 1	1	1616.342029759	1617.330579659	31.900	247.000	0.9885	-38.35	16.23	1616.3420	S01143_20190806_140005.wav	S01143_20190806_140005.wav	
102	Spectrogram 1	1	1618.799673559	1619.704091559	31.900	207.200	0.9044	-39.67	16.41	1618.7997	S01143_20190806_140005.wav	S01143_20190806_140005.wav	
