Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Delta Time (s)	Inband Power (dB FS)	SNR NIST Quick (dB FS)	Sound Type
1	Spectrogram 1	1	1131.880000000	1132.112349352	0.000	8000.000	0.2323	-34.16	16.45	Phaser
2	Spectrogram 1	1	1134.921664249	1136.949440415	0.000	8000.000	2.0278	-34.00	17.61	Upsweep
3	Spectrogram 1	1	1138.913848576	1141.055320689	0.000	8000.000	2.1415	-34.16	15.17	Downsweep
4	Spectrogram 1	1	1143.941043659	1146.011065159	0.000	8000.000	2.0700	-34.12	16.06	
5	Spectrogram 1	1	1147.893874169	1150.006141009	0.000	8000.000	2.1123	-34.09	15.90	
6	Spectrogram 1	1	1152.899946579	1154.991090749	0.000	8000.000	2.0911	-34.14	16.12	
7	Spectrogram 1	1	1156.934376239	1159.046643079	0.000	8000.000	2.1123	-34.06	16.93	
8	Spectrogram 1	1	1160.937121899	1161.190593919	0.000	8000.000	0.2535	-34.35	16.33	
9	Spectrogram 1	1	1170.266218779	1174.754901599	580.000	1080.800	4.4887	-50.89	19.38	
10	Spectrogram 1	1	1185.662931729	1187.198338949	143.400	470.100	1.5354	-55.78	13.04	
11	Spectrogram 1	1	1188.223701289	1189.254317089	159.300	709.100	1.0306	-45.47	15.32	
12	Spectrogram 1	1	1174.799519279	1181.596279029	580.000	1526.500	6.7968	-54.59	14.68	
13	Spectrogram 1	1	1190.498806709	1191.272179809	326.700	756.900	0.7734	-45.75	22.98	
14	Spectrogram 1	1	1192.625582729	1193.607171669	294.800	669.300	0.9816	-42.37	22.01	
15	Spectrogram 1	1	1195.153917869	1195.971908649	318.700	693.200	0.8180	-46.92	22.33	
16	Spectrogram 1	1	1197.669821669	1198.472939889	278.900	605.500	0.8031	-46.64	19.60	
17	Spectrogram 1	1	1200.465862879	1201.328471339	294.800	701.100	0.8626	-43.93	24.29	
18	Spectrogram 1	1	1203.269773909	1204.385215879	255.000	669.300	1.1154	-47.62	18.54	
19	Spectrogram 1	1	1206.333521189	1207.657178999	159.300	390.400	1.3237	-55.18	13.03	
20	Spectrogram 1	1	1209.885782179	1211.224312549	127.500	398.400	1.3385	-55.23	13.27	
21	Spectrogram 1	1	1213.402002369	1214.948748569	127.500	398.400	1.5467	-56.86	12.87	
22	Spectrogram 1	1	1237.213321659	1244.406599259	589.600	1381.600	7.1933	-54.73	11.87	
23	Spectrogram 1	1	1244.574863059	1249.244183659	748.900	1593.500	4.6693	-53.40	15.85	
24	Spectrogram 1	1	1249.631441759	1252.639157259	358.500	900.300	3.0077	-53.74	11.48	
25	Spectrogram 1	1	1255.354084680	1256.195403680	661.334	980.034	0.8413	-54.28	15.49	
26	Spectrogram 1	1	1257.296343418	1258.074563518	605.247	1043.447	0.7782	-51.13	21.09	
27	Spectrogram 1	1	1259.204265080	1259.856287380	609.870	1024.170	0.6520	-50.53	22.77	
28	Spectrogram 1	1	1260.909585914	1261.708839014	786.238	1096.938	0.7993	-60.96	15.60	
29	Spectrogram 1	1	1262.931035257	1263.772354357	736.526	1007.426	0.8413	-54.64	21.80	
30	Spectrogram 1	1	1266.797389459	1267.680774359	23.900	255.000	0.8834	-46.83	15.43	
31	Spectrogram 1	1	1269.342379459	1270.120599559	47.800	247.000	0.7782	-47.19	15.71	
32	Spectrogram 1	1	1271.677039759	1272.665589559	39.800	239.000	0.9885	-46.00	15.20	
33	Spectrogram 1	1	1274.222029759	1275.210579659	31.900	247.000	0.9885	-45.65	15.76	
34	Spectrogram 1	1	1276.679673559	1277.584091559	31.900	207.200	0.9044	-48.27	14.12	
