Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Delta Time (s)	Inband Power (dB FS)	SNR NIST Quick (dB FS)	Sound Type
1	Spectrogram 1	1	812.770000000	813.002349352	0.000	8000.000	0.2323	-33.54	19.94	Phaser
2	Spectrogram 1	1	815.811664249	817.839440415	0.000	8000.000	2.0278	-33.45	18.41	Upsweep
3	Spectrogram 1	1	819.803848576	821.945320689	0.000	8000.000	2.1415	-33.30	18.27	Downsweep
4	Spectrogram 1	1	824.831043659	826.901065159	0.000	8000.000	2.0700	-33.48	17.71	
5	Spectrogram 1	1	828.783874169	830.896141009	0.000	8000.000	2.1123	-33.53	15.68	
6	Spectrogram 1	1	833.789946579	835.881090749	0.000	8000.000	2.0911	-33.22	21.07	
7	Spectrogram 1	1	837.824376239	839.936643079	0.000	8000.000	2.1123	-33.54	16.20	
8	Spectrogram 1	1	841.827121899	842.080593919	0.000	8000.000	0.2535	-33.43	21.72	
9	Spectrogram 1	1	851.156218779	855.644901599	580.000	1080.800	4.4887	-44.40	23.93	
10	Spectrogram 1	1	866.552931729	868.088338949	143.400	470.100	1.5354	-53.57	13.61	
11	Spectrogram 1	1	869.113701289	870.144317089	159.300	709.100	1.0306	-47.87	15.84	
12	Spectrogram 1	1	855.689519279	862.486279029	580.000	1526.500	6.7968	-50.78	17.79	
13	Spectrogram 1	1	871.388806709	872.162179809	326.700	756.900	0.7734	-43.76	23.91	
14	Spectrogram 1	1	873.515582729	874.497171669	294.800	669.300	0.9816	-46.36	21.83	
15	Spectrogram 1	1	876.043917869	876.861908649	318.700	693.200	0.8180	-47.34	21.86	
16	Spectrogram 1	1	878.559821669	879.362939889	278.900	605.500	0.8031	-48.27	19.22	
17	Spectrogram 1	1	881.355862879	882.218471339	294.800	701.100	0.8626	-43.77	23.45	
18	Spectrogram 1	1	884.159773909	885.275215879	255.000	669.300	1.1154	-48.14	19.94	
19	Spectrogram 1	1	887.223521189	888.547178999	159.300	390.400	1.3237	-51.40	16.15	
20	Spectrogram 1	1	890.775782179	892.114312549	127.500	398.400	1.3385	-52.11	14.65	
21	Spectrogram 1	1	894.292002369	895.838748569	127.500	398.400	1.5467	-54.97	13.47	
22	Spectrogram 1	1	918.103321659	925.296599259	589.600	1381.600	7.1933	-52.78	12.89	
23	Spectrogram 1	1	925.464863059	930.134183659	748.900	1593.500	4.6693	-50.59	19.08	
24	Spectrogram 1	1	930.521441759	933.529157259	358.500	900.300	3.0077	-52.03	11.92	
25	Spectrogram 1	1	936.244084680	937.085403680	661.334	980.034	0.8413	-51.69	17.64	
26	Spectrogram 1	1	938.186343418	938.964563518	605.247	1043.447	0.7782	-47.39	23.06	
