Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Delta Time (s)	Inband Power (dB FS)	SNR NIST Quick (dB FS)	File Offset (s)	End File	Begin File	Sound Type
1	Spectrogram 1	1	1628.120000000	1628.352349352	0.000	8000.000	0.2323	-33.09	16.87	1628.1200	S00974_20190805_174416.wav	S00974_20190805_174416.wav	Phaser
2	Spectrogram 1	1	1631.161664249	1633.189440415	0.000	8000.000	2.0278	-32.80	17.67	1631.1617	S00974_20190805_174416.wav	S00974_20190805_174416.wav	Upsweep
3	Spectrogram 1	1	1635.153848576	1637.295320689	0.000	8000.000	2.1415	-32.83	16.80	1635.1538	S00974_20190805_174416.wav	S00974_20190805_174416.wav	Downsweep
4	Spectrogram 1	1	1640.181043659	1642.251065159	0.000	8000.000	2.0700	-32.82	17.58	1640.1810	S00974_20190805_174416.wav	S00974_20190805_174416.wav	
5	Spectrogram 1	1	1644.133874169	1646.246141009	0.000	8000.000	2.1123	-32.86	16.05	1644.1339	S00974_20190805_174416.wav	S00974_20190805_174416.wav	
6	Spectrogram 1	1	1649.139946579	1651.231090749	0.000	8000.000	2.0911	-32.85	17.34	1649.1399	S00974_20190805_174416.wav	S00974_20190805_174416.wav	
7	Spectrogram 1	1	1653.174376239	1655.286643079	0.000	8000.000	2.1123	-32.84	16.24	1653.1744	S00974_20190805_174416.wav	S00974_20190805_174416.wav	
8	Spectrogram 1	1	1657.177121899	1657.430593919	0.000	8000.000	0.2535	-32.97	17.19	1657.1771	S00974_20190805_174416.wav	S00974_20190805_174416.wav	
9	Spectrogram 1	1	1666.506218779	1670.994901599	580.000	1080.800	4.4887	-46.81	22.71	1666.5062	S00974_20190805_174416.wav	S00974_20190805_174416.wav	
10	Spectrogram 1	1	1681.902931729	1683.438338949	143.400	470.100	1.5354	-57.93	12.82	1681.9029	S00974_20190805_174416.wav	S00974_20190805_174416.wav	
11	Spectrogram 1	1	1684.463701289	1685.494317089	159.300	709.100	1.0306	-48.28	13.85	1684.4637	S00974_20190805_174416.wav	S00974_20190805_174416.wav	
12	Spectrogram 1	1	1671.039519279	1677.836279029	580.000	1526.500	6.7968	-49.99	19.02	1671.0395	S00974_20190805_174416.wav	S00974_20190805_174416.wav	
13	Spectrogram 1	1	1686.738806709	1687.512179809	326.700	756.900	0.7734	-46.71	23.02	1686.7388	S00974_20190805_174416.wav	S00974_20190805_174416.wav	
14	Spectrogram 1	1	1688.865582729	1689.847171669	294.800	669.300	0.9816	-47.39	19.14	1688.8656	S00974_20190805_174416.wav	S00974_20190805_174416.wav	
15	Spectrogram 1	1	1691.393917869	1692.211908649	318.700	693.200	0.8180	-50.08	19.48	1691.3939	S00974_20190805_174416.wav	S00974_20190805_174416.wav	
16	Spectrogram 1	1	1693.909821669	1694.712939889	278.900	605.500	0.8031	-50.05	17.87	1693.9098	S00974_20190805_174416.wav	S00974_20190805_174416.wav	
17	Spectrogram 1	1	1696.705862879	1697.568471339	294.800	701.100	0.8626	-47.07	22.23	1696.7059	S00974_20190805_174416.wav	S00974_20190805_174416.wav	
18	Spectrogram 1	1	1699.509773909	1700.625215879	255.000	669.300	1.1154	-51.61	16.65	1699.5098	S00974_20190805_174416.wav	S00974_20190805_174416.wav	
19	Spectrogram 1	1	1702.573521189	1703.897178999	159.300	390.400	1.3237	-56.05	12.95	1702.5735	S00974_20190805_174416.wav	S00974_20190805_174416.wav	
20	Spectrogram 1	1	1706.125782179	1707.464312549	127.500	398.400	1.3385	-56.72	12.72	1706.1258	S00974_20190805_174416.wav	S00974_20190805_174416.wav	
21	Spectrogram 1	1	1709.642002369	1711.188748569	127.500	398.400	1.5467	-58.07	11.90	1709.6420	S00974_20190805_174416.wav	S00974_20190805_174416.wav	
22	Spectrogram 1	1	1733.453321659	1740.646599259	589.600	1381.600	7.1933	-54.78	12.59	1733.4533	S00974_20190805_174416.wav	S00974_20190805_174416.wav	
23	Spectrogram 1	1	1740.814863059	1745.484183659	748.900	1593.500	4.6693	-49.39	19.40	1740.8149	S00974_20190805_174416.wav	S00974_20190805_174416.wav	
24	Spectrogram 1	1	1745.871441759	1748.879157259	358.500	900.300	3.0077	-56.31	11.57	1745.8714	S00974_20190805_174416.wav	S00974_20190805_174416.wav	
25	Spectrogram 1	1	1751.594084680	1752.435403680	661.334	980.034	0.8413	-52.67	17.92	1751.5941	S00974_20190805_174416.wav	S00974_20190805_174416.wav	
26	Spectrogram 1	1	1753.536343418	1754.314563518	605.247	1043.447	0.7782	-47.30	22.45	1753.5363	S00974_20190805_174416.wav	S00974_20190805_174416.wav	
27	Spectrogram 1	1	1755.444265080	1756.096287380	609.870	1024.170	0.6520	-46.92	23.50	1755.4443	S00974_20190805_174416.wav	S00974_20190805_174416.wav	
28	Spectrogram 1	1	1757.149585914	1757.948839014	786.238	1096.938	0.7993	-55.99	19.24	1757.1496	S00974_20190805_174416.wav	S00974_20190805_174416.wav	
29	Spectrogram 1	1	1759.171035257	1760.012354357	736.526	1007.426	0.8413	-49.60	25.37	1759.1710	S00974_20190805_174416.wav	S00974_20190805_174416.wav	
30	Spectrogram 1	1	1763.037389459	1763.920774359	23.900	255.000	0.8834	-50.80	13.53	1763.0374	S00974_20190805_174416.wav	S00974_20190805_174416.wav	
31	Spectrogram 1	1	1765.582379459	1766.360599559	47.800	247.000	0.7782	-51.60	13.23	1765.5824	S00974_20190805_174416.wav	S00974_20190805_174416.wav	
32	Spectrogram 1	1	1767.917039759	1768.905589559	39.800	239.000	0.9885	-50.31	13.80	1767.9170	S00974_20190805_174416.wav	S00974_20190805_174416.wav	
33	Spectrogram 1	1	1770.462029759	1771.450579659	31.900	247.000	0.9885	-49.86	13.92	1770.4620	S00974_20190805_174416.wav	S00974_20190805_174416.wav	
34	Spectrogram 1	1	1772.919673559	1773.824091559	31.900	207.200	0.9044	-52.19	13.56	1772.9197	S00974_20190805_174416.wav	S00974_20190805_174416.wav	
35	Spectrogram 1	1	1777.589000000	1777.821349352	0.000	8000.000	0.2323	-33.06	16.58	1777.5890	S00974_20190805_174416.wav	S00974_20190805_174416.wav	Phaser
36	Spectrogram 1	1	1780.630664249	1782.658440415	0.000	8000.000	2.0278	-32.86	17.31	1780.6307	S00974_20190805_174416.wav	S00974_20190805_174416.wav	Upsweep
37	Spectrogram 1	1	1784.622848576	1786.764320689	0.000	8000.000	2.1415	-32.85	16.55	1784.6228	S00974_20190805_174416.wav	S00974_20190805_174416.wav	Downsweep
