Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Delta Time (s)	Inband Power (dB FS)	SNR NIST Quick (dB FS)	Sound Type
1	Spectrogram 1	1	2099.020000000	2099.252349352	0.000	8000.000	0.2323	-34.70	17.89	Phaser
2	Spectrogram 1	1	2102.061664249	2104.089440415	0.000	8000.000	2.0278	-34.26	18.96	Upsweep
3	Spectrogram 1	1	2106.053848576	2108.195320689	0.000	8000.000	2.1415	-34.30	17.04	Downsweep
4	Spectrogram 1	1	2111.081043659	2113.151065159	0.000	8000.000	2.0700	-34.31	18.17	
5	Spectrogram 1	1	2115.033874169	2117.146141009	0.000	8000.000	2.1123	-34.32	16.73	
6	Spectrogram 1	1	2120.039946579	2122.131090749	0.000	8000.000	2.0911	-34.32	19.30	
7	Spectrogram 1	1	2124.074376239	2126.186643079	0.000	8000.000	2.1123	-34.33	16.22	
8	Spectrogram 1	1	2128.077121899	2128.330593919	0.000	8000.000	0.2535	-34.37	19.47	
9	Spectrogram 1	1	2137.406218779	2141.894901599	580.000	1080.800	4.4887	-45.22	23.72	
10	Spectrogram 1	1	2152.802931729	2154.338338949	143.400	470.100	1.5354	-53.56	12.72	
11	Spectrogram 1	1	2155.363701289	2156.394317089	159.300	709.100	1.0306	-47.60	16.13	
12	Spectrogram 1	1	2141.939519279	2148.736279029	580.000	1526.500	6.7968	-50.60	17.83	
13	Spectrogram 1	1	2157.638806709	2158.412179809	326.700	756.900	0.7734	-43.04	23.07	
14	Spectrogram 1	1	2159.765582729	2160.747171669	294.800	669.300	0.9816	-44.23	23.34	
15	Spectrogram 1	1	2162.293917869	2163.111908649	318.700	693.200	0.8180	-47.63	22.48	
16	Spectrogram 1	1	2164.809821669	2165.612939889	278.900	605.500	0.8031	-48.26	19.30	
17	Spectrogram 1	1	2167.605862879	2168.468471339	294.800	701.100	0.8626	-44.51	23.48	
18	Spectrogram 1	1	2170.409773909	2171.525215879	255.000	669.300	1.1154	-48.48	18.78	
19	Spectrogram 1	1	2173.473521189	2174.797178999	159.300	390.400	1.3237	-50.95	15.87	
20	Spectrogram 1	1	2177.025782179	2178.364312549	127.500	398.400	1.3385	-52.04	14.10	
21	Spectrogram 1	1	2180.542002369	2182.088748569	127.500	398.400	1.5467	-54.69	13.56	
22	Spectrogram 1	1	2204.353321659	2211.546599259	589.600	1381.600	7.1933	-53.13	12.95	
23	Spectrogram 1	1	2211.714863059	2216.384183659	748.900	1593.500	4.6693	-50.52	19.31	
24	Spectrogram 1	1	2216.771441759	2219.779157259	358.500	900.300	3.0077	-53.04	12.38	
25	Spectrogram 1	1	2222.494084680	2223.335403680	661.334	980.034	0.8413	-52.50	17.75	
26	Spectrogram 1	1	2224.436343418	2225.214563518	605.247	1043.447	0.7782	-47.61	23.27	
27	Spectrogram 1	1	2226.344265080	2226.996287380	609.870	1024.170	0.6520	-46.85	24.71	
28	Spectrogram 1	1	2228.049585914	2228.848839014	786.238	1096.938	0.7993	-57.17	18.60	
29	Spectrogram 1	1	2230.071035257	2230.912354357	736.526	1007.426	0.8413	-50.44	25.91	
30	Spectrogram 1	1	2233.937389459	2234.820774359	23.900	255.000	0.8834	-45.37	17.09	
31	Spectrogram 1	1	2236.482379459	2237.260599559	47.800	247.000	0.7782	-45.97	18.37	
32	Spectrogram 1	1	2238.817039759	2239.805589559	39.800	239.000	0.9885	-44.44	16.47	
33	Spectrogram 1	1	2241.362029759	2242.350579659	31.900	247.000	0.9885	-44.31	16.96	
34	Spectrogram 1	1	2243.819673559	2244.724091559	31.900	207.200	0.9044	-46.94	15.19	
35	Spectrogram 1	1	2248.489000000	2248.721349352	0.000	8000.000	0.2323	-34.37	18.92	Phaser
36	Spectrogram 1	1	2251.530664249	2253.558440415	0.000	8000.000	2.0278	-34.29	19.11	Upsweep
37	Spectrogram 1	1	2255.522848576	2257.664320689	0.000	8000.000	2.1415	-34.32	16.38	Downsweep
38	Spectrogram 1	1	2260.550043659	2262.620065159	0.000	8000.000	2.0700	-34.32	18.08	
39	Spectrogram 1	1	2264.502874169	2266.615141009	0.000	8000.000	2.1123	-34.33	16.59	
40	Spectrogram 1	1	2269.508946579	2271.600090749	0.000	8000.000	2.0911	-34.31	18.49	
41	Spectrogram 1	1	2273.543376239	2275.655643079	0.000	8000.000	2.1123	-34.33	16.32	
42	Spectrogram 1	1	2277.546121899	2277.799593919	0.000	8000.000	0.2535	-34.65	19.68	
43	Spectrogram 1	1	2286.875218779	2291.363901599	580.000	1080.800	4.4887	-45.07	23.96	
44	Spectrogram 1	1	2302.271931729	2303.807338949	143.400	470.100	1.5354	-53.53	13.28	
45	Spectrogram 1	1	2304.832701289	2305.863317089	159.300	709.100	1.0306	-47.45	16.34	
46	Spectrogram 1	1	2291.408519279	2298.205279029	580.000	1526.500	6.7968	-50.56	18.02	
47	Spectrogram 1	1	2307.107806709	2307.881179809	326.700	756.900	0.7734	-42.78	23.36	
48	Spectrogram 1	1	2309.234582729	2310.216171669	294.800	669.300	0.9816	-44.19	23.29	
49	Spectrogram 1	1	2311.762917869	2312.580908649	318.700	693.200	0.8180	-47.40	22.11	
50	Spectrogram 1	1	2314.278821669	2315.081939889	278.900	605.500	0.8031	-48.08	19.82	
51	Spectrogram 1	1	2317.074862879	2317.937471339	294.800	701.100	0.8626	-44.56	23.57	
52	Spectrogram 1	1	2319.878773909	2320.994215879	255.000	669.300	1.1154	-48.43	19.58	
53	Spectrogram 1	1	2322.942521189	2324.266178999	159.300	390.400	1.3237	-50.96	16.71	
54	Spectrogram 1	1	2326.494782179	2327.833312549	127.500	398.400	1.3385	-52.03	13.85	
55	Spectrogram 1	1	2330.011002369	2331.557748569	127.500	398.400	1.5467	-54.87	13.32	
56	Spectrogram 1	1	2353.822321659	2361.015599259	589.600	1381.600	7.1933	-53.12	13.17	
57	Spectrogram 1	1	2361.183863059	2365.853183659	748.900	1593.500	4.6693	-50.25	19.61	
58	Spectrogram 1	1	2366.240441759	2369.248157259	358.500	900.300	3.0077	-52.96	12.30	
59	Spectrogram 1	1	2371.963084680	2372.804403680	661.334	980.034	0.8413	-52.48	16.84	
60	Spectrogram 1	1	2373.905343418	2374.683563518	605.247	1043.447	0.7782	-47.53	21.48	
61	Spectrogram 1	1	2375.813265080	2376.465287380	609.870	1024.170	0.6520	-46.62	23.74	
62	Spectrogram 1	1	2377.518585914	2378.317839014	786.238	1096.938	0.7993	-57.06	19.45	
63	Spectrogram 1	1	2379.540035257	2380.381354357	736.526	1007.426	0.8413	-50.36	24.84	
64	Spectrogram 1	1	2383.406389459	2384.289774359	23.900	255.000	0.8834	-45.63	16.40	
65	Spectrogram 1	1	2385.951379459	2386.729599559	47.800	247.000	0.7782	-45.98	17.77	
66	Spectrogram 1	1	2388.286039759	2389.274589559	39.800	239.000	0.9885	-44.77	16.20	
67	Spectrogram 1	1	2390.831029759	2391.819579659	31.900	247.000	0.9885	-44.40	16.08	
68	Spectrogram 1	1	2393.288673559	2394.193091559	31.900	207.200	0.9044	-46.90	15.38	
69	Spectrogram 1	1	2397.920000000	2398.152349352	0.000	8000.000	0.2323	-34.55	19.11	Phaser
70	Spectrogram 1	1	2400.961664249	2402.989440415	0.000	8000.000	2.0278	-34.26	19.03	Upsweep
71	Spectrogram 1	1	2404.953848576	2407.095320689	0.000	8000.000	2.1415	-34.33	17.57	Downsweep
72	Spectrogram 1	1	2409.981043659	2412.051065159	0.000	8000.000	2.0700	-34.28	18.70	
73	Spectrogram 1	1	2413.933874169	2416.046141009	0.000	8000.000	2.1123	-34.34	16.93	
74	Spectrogram 1	1	2418.939946579	2421.031090749	0.000	8000.000	2.0911	-34.28	18.50	
75	Spectrogram 1	1	2422.974376239	2425.086643079	0.000	8000.000	2.1123	-34.32	17.22	
76	Spectrogram 1	1	2426.977121899	2427.230593919	0.000	8000.000	0.2535	-34.77	19.54	
77	Spectrogram 1	1	2436.306218779	2440.794901599	580.000	1080.800	4.4887	-45.14	24.17	
78	Spectrogram 1	1	2451.702931729	2453.238338949	143.400	470.100	1.5354	-53.48	13.40	
79	Spectrogram 1	1	2454.263701289	2455.294317089	159.300	709.100	1.0306	-47.55	16.46	
80	Spectrogram 1	1	2440.839519279	2447.636279029	580.000	1526.500	6.7968	-50.52	17.98	
81	Spectrogram 1	1	2456.538806709	2457.312179809	326.700	756.900	0.7734	-42.94	24.55	
82	Spectrogram 1	1	2458.665582729	2459.647171669	294.800	669.300	0.9816	-44.22	22.24	
83	Spectrogram 1	1	2461.193917869	2462.011908649	318.700	693.200	0.8180	-47.55	21.42	
