Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Delta Time (s)	Inband Power (dB FS)	SNR NIST Quick (dB FS)	File Offset (s)	End File	Begin File	Sound Type
1	Spectrogram 1	1	726.730000000	726.962349352	0.000	8000.000	0.2323	-34.58	18.31	726.7300	S00974_20190806_080003.wav	S00974_20190806_080003.wav	Phaser
2	Spectrogram 1	1	729.771664249	731.799440415	0.000	8000.000	2.0278	-34.25	18.05	729.7717	S00974_20190806_080003.wav	S00974_20190806_080003.wav	Upsweep
3	Spectrogram 1	1	733.763848576	735.905320689	0.000	8000.000	2.1415	-34.29	16.36	733.7638	S00974_20190806_080003.wav	S00974_20190806_080003.wav	Downsweep
4	Spectrogram 1	1	738.791043659	740.861065159	0.000	8000.000	2.0700	-34.22	17.11	738.7910	S00974_20190806_080003.wav	S00974_20190806_080003.wav	
5	Spectrogram 1	1	742.743874169	744.856141009	0.000	8000.000	2.1123	-34.29	16.37	742.7439	S00974_20190806_080003.wav	S00974_20190806_080003.wav	
6	Spectrogram 1	1	747.749946579	749.841090749	0.000	8000.000	2.0911	-34.23	17.23	747.7499	S00974_20190806_080003.wav	S00974_20190806_080003.wav	
7	Spectrogram 1	1	751.784376239	753.896643079	0.000	8000.000	2.1123	-34.32	16.08	751.7844	S00974_20190806_080003.wav	S00974_20190806_080003.wav	
8	Spectrogram 1	1	755.787121899	756.040593919	0.000	8000.000	0.2535	-34.71	19.27	755.7871	S00974_20190806_080003.wav	S00974_20190806_080003.wav	
9	Spectrogram 1	1	765.116218779	769.604901599	580.000	1080.800	4.4887	-44.48	22.85	765.1162	S00974_20190806_080003.wav	S00974_20190806_080003.wav	
10	Spectrogram 1	1	780.512931729	782.048338949	143.400	470.100	1.5354	-56.52	12.73	780.5129	S00974_20190806_080003.wav	S00974_20190806_080003.wav	
11	Spectrogram 1	1	783.073701289	784.104317089	159.300	709.100	1.0306	-49.34	14.17	783.0737	S00974_20190806_080003.wav	S00974_20190806_080003.wav	
12	Spectrogram 1	1	769.649519279	776.446279029	580.000	1526.500	6.7968	-49.26	18.59	769.6495	S00974_20190806_080003.wav	S00974_20190806_080003.wav	
13	Spectrogram 1	1	785.348806709	786.122179809	326.700	756.900	0.7734	-45.61	20.94	785.3488	S00974_20190806_080003.wav	S00974_20190806_080003.wav	
14	Spectrogram 1	1	787.475582729	788.457171669	294.800	669.300	0.9816	-47.94	19.01	787.4756	S00974_20190806_080003.wav	S00974_20190806_080003.wav	
