Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Delta Time (s)	Inband Power (dB FS)	SNR NIST Quick (dB FS)	Sound Type
1	Spectrogram 1	1	689.100000000	689.332349352	0.000	8000.000	0.2323	-34.26	20.22	Phaser
2	Spectrogram 1	1	692.141664249	694.169440415	0.000	8000.000	2.0278	-33.95	19.33	Upsweep
3	Spectrogram 1	1	696.133848576	698.275320689	0.000	8000.000	2.1415	-33.94	19.36	Downsweep
4	Spectrogram 1	1	701.161043659	703.231065159	0.000	8000.000	2.0700	-33.95	19.46	
5	Spectrogram 1	1	705.113874169	707.226141009	0.000	8000.000	2.1123	-33.91	19.56	
6	Spectrogram 1	1	710.119946579	712.211090749	0.000	8000.000	2.0911	-33.89	20.17	
7	Spectrogram 1	1	714.154376239	716.266643079	0.000	8000.000	2.1123	-33.98	19.03	
8	Spectrogram 1	1	718.157121899	718.410593919	0.000	8000.000	0.2535	-34.36	20.25	
9	Spectrogram 1	1	727.486218779	731.974901599	580.000	1080.800	4.4887	-46.05	23.54	
10	Spectrogram 1	1	742.882931729	744.418338949	143.400	470.100	1.5354	-57.49	12.57	
11	Spectrogram 1	1	745.443701289	746.474317089	159.300	709.100	1.0306	-49.08	14.16	
12	Spectrogram 1	1	732.019519279	738.816279029	580.000	1526.500	6.7968	-48.57	19.23	
13	Spectrogram 1	1	747.718806709	748.492179809	326.700	756.900	0.7734	-46.08	21.75	
14	Spectrogram 1	1	749.845582729	750.827171669	294.800	669.300	0.9816	-48.50	19.68	
15	Spectrogram 1	1	752.373917869	753.191908649	318.700	693.200	0.8180	-50.16	19.68	
16	Spectrogram 1	1	754.889821669	755.692939889	278.900	605.500	0.8031	-50.08	18.00	
17	Spectrogram 1	1	757.685862879	758.548471339	294.800	701.100	0.8626	-47.74	22.73	
18	Spectrogram 1	1	760.489773909	761.605215879	255.000	669.300	1.1154	-50.29	16.61	
19	Spectrogram 1	1	763.553521189	764.877178999	159.300	390.400	1.3237	-55.65	14.60	
20	Spectrogram 1	1	767.105782179	768.444312549	127.500	398.400	1.3385	-56.93	12.87	
21	Spectrogram 1	1	770.622002369	772.168748569	127.500	398.400	1.5467	-58.09	13.03	
22	Spectrogram 1	1	794.433321659	801.626599259	589.600	1381.600	7.1933	-54.19	12.73	
23	Spectrogram 1	1	801.794863059	806.464183659	748.900	1593.500	4.6693	-48.54	19.91	
24	Spectrogram 1	1	806.851441759	809.859157259	358.500	900.300	3.0077	-53.76	11.82	
25	Spectrogram 1	1	812.574084680	813.415403680	661.334	980.034	0.8413	-49.99	18.21	
26	Spectrogram 1	1	814.516343418	815.294563518	605.247	1043.447	0.7782	-46.27	23.53	
27	Spectrogram 1	1	816.424265080	817.076287380	609.870	1024.170	0.6520	-45.93	25.63	
28	Spectrogram 1	1	818.129585914	818.928839014	786.238	1096.938	0.7993	-55.70	19.34	
