Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Delta Time (s)	Inband Power (dB FS)	SNR NIST Quick (dB FS)	File Offset (s)	End File	Begin File	Sound Type
1	Spectrogram 1	1	2906.900000000	2907.132349352	0.000	8000.000	0.2323	-33.61	20.54	2906.9000	S00974_20190807_213029.wav	S00974_20190807_213029.wav	Phaser
2	Spectrogram 1	1	2909.941664249	2911.969440415	0.000	8000.000	2.0278	-33.64	18.30	2909.9417	S00974_20190807_213029.wav	S00974_20190807_213029.wav	Upsweep
3	Spectrogram 1	1	2913.933848576	2916.075320689	0.000	8000.000	2.1415	-33.70	17.47	2913.9338	S00974_20190807_213029.wav	S00974_20190807_213029.wav	Downsweep
4	Spectrogram 1	1	2918.961043659	2921.031065159	0.000	8000.000	2.0700	-33.62	19.02	2918.9610	S00974_20190807_213029.wav	S00974_20190807_213029.wav	
5	Spectrogram 1	1	2922.913874169	2925.026141009	0.000	8000.000	2.1123	-33.60	18.74	2922.9139	S00974_20190807_213029.wav	S00974_20190807_213029.wav	
6	Spectrogram 1	1	2927.919946579	2930.011090749	0.000	8000.000	2.0911	-33.62	18.63	2927.9199	S00974_20190807_213029.wav	S00974_20190807_213029.wav	
7	Spectrogram 1	1	2931.954376239	2934.066643079	0.000	8000.000	2.1123	-33.58	17.44	2931.9544	S00974_20190807_213029.wav	S00974_20190807_213029.wav	
8	Spectrogram 1	1	2935.957121899	2936.210593919	0.000	8000.000	0.2535	-33.69	18.96	2935.9571	S00974_20190807_213029.wav	S00974_20190807_213029.wav	
9	Spectrogram 1	1	2945.286218779	2949.774901599	580.000	1080.800	4.4887	-50.62	21.10	2945.2862	S00974_20190807_213029.wav	S00974_20190807_213029.wav	
10	Spectrogram 1	1	2960.682931729	2962.218338949	143.400	470.100	1.5354	-56.31	12.46	2960.6829	S00974_20190807_213029.wav	S00974_20190807_213029.wav	
11	Spectrogram 1	1	2963.243701289	2964.274317089	159.300	709.100	1.0306	-44.96	15.53	2963.2437	S00974_20190807_213029.wav	S00974_20190807_213029.wav	
12	Spectrogram 1	1	2949.819519279	2956.616279029	580.000	1526.500	6.7968	-54.70	15.21	2949.8195	S00974_20190807_213029.wav	S00974_20190807_213029.wav	
13	Spectrogram 1	1	2965.518806709	2966.292179809	326.700	756.900	0.7734	-44.93	23.56	2965.5188	S00974_20190807_213029.wav	S00974_20190807_213029.wav	
14	Spectrogram 1	1	2967.645582729	2968.627171669	294.800	669.300	0.9816	-41.96	23.05	2967.6456	S00974_20190807_213029.wav	S00974_20190807_213029.wav	
15	Spectrogram 1	1	2970.173917869	2970.991908649	318.700	693.200	0.8180	-46.44	23.01	2970.1739	S00974_20190807_213029.wav	S00974_20190807_213029.wav	
16	Spectrogram 1	1	2972.689821669	2973.492939889	278.900	605.500	0.8031	-46.21	20.32	2972.6898	S00974_20190807_213029.wav	S00974_20190807_213029.wav	
17	Spectrogram 1	1	2975.485862879	2976.348471339	294.800	701.100	0.8626	-43.39	24.14	2975.4859	S00974_20190807_213029.wav	S00974_20190807_213029.wav	
18	Spectrogram 1	1	2978.289773909	2979.405215879	255.000	669.300	1.1154	-47.92	19.40	2978.2898	S00974_20190807_213029.wav	S00974_20190807_213029.wav	
19	Spectrogram 1	1	2981.353521189	2982.677178999	159.300	390.400	1.3237	-55.40	13.68	2981.3535	S00974_20190807_213029.wav	S00974_20190807_213029.wav	
20	Spectrogram 1	1	2984.905782179	2986.244312549	127.500	398.400	1.3385	-55.82	12.62	2984.9058	S00974_20190807_213029.wav	S00974_20190807_213029.wav	
21	Spectrogram 1	1	2988.422002369	2989.968748569	127.500	398.400	1.5467	-57.84	12.80	2988.4220	S00974_20190807_213029.wav	S00974_20190807_213029.wav	
22	Spectrogram 1	1	3012.233321659	3019.426599259	589.600	1381.600	7.1933	-54.44	11.74	3012.2333	S00974_20190807_213029.wav	S00974_20190807_213029.wav	
23	Spectrogram 1	1	3019.594863059	3024.264183659	748.900	1593.500	4.6693	-54.29	16.27	3019.5949	S00974_20190807_213029.wav	S00974_20190807_213029.wav	
24	Spectrogram 1	1	3024.651441759	3027.659157259	358.500	900.300	3.0077	-53.05	11.72	3024.6514	S00974_20190807_213029.wav	S00974_20190807_213029.wav	
25	Spectrogram 1	1	3030.374084680	3031.215403680	661.334	980.034	0.8413	-55.15	15.98	3030.3741	S00974_20190807_213029.wav	S00974_20190807_213029.wav	
26	Spectrogram 1	1	3032.316343418	3033.094563518	605.247	1043.447	0.7782	-50.84	22.04	3032.3163	S00974_20190807_213029.wav	S00974_20190807_213029.wav	
27	Spectrogram 1	1	3034.224265080	3034.876287380	609.870	1024.170	0.6520	-50.83	24.04	3034.2243	S00974_20190807_213029.wav	S00974_20190807_213029.wav	
28	Spectrogram 1	1	3035.929585914	3036.728839014	786.238	1096.938	0.7993	-61.84	15.39	3035.9296	S00974_20190807_213029.wav	S00974_20190807_213029.wav	
29	Spectrogram 1	1	3037.951035257	3038.792354357	736.526	1007.426	0.8413	-55.16	21.89	3037.9510	S00974_20190807_213029.wav	S00974_20190807_213029.wav	
30	Spectrogram 1	1	3041.817389459	3042.700774359	23.900	255.000	0.8834	-47.40	15.51	3041.8174	S00974_20190807_213029.wav	S00974_20190807_213029.wav	
31	Spectrogram 1	1	3044.362379459	3045.140599559	47.800	247.000	0.7782	-48.10	15.72	3044.3624	S00974_20190807_213029.wav	S00974_20190807_213029.wav	
32	Spectrogram 1	1	3046.697039759	3047.685589559	39.800	239.000	0.9885	-46.71	15.22	3046.6970	S00974_20190807_213029.wav	S00974_20190807_213029.wav	
33	Spectrogram 1	1	3049.242029759	3050.230579659	31.900	247.000	0.9885	-46.39	15.59	3049.2420	S00974_20190807_213029.wav	S00974_20190807_213029.wav	
34	Spectrogram 1	1	3051.699673559	3052.604091559	31.900	207.200	0.9044	-48.85	14.96	3051.6997	S00974_20190807_213029.wav	S00974_20190807_213029.wav	
35	Spectrogram 1	1	3056.369000000	3056.601349352	0.000	8000.000	0.2323	-33.59	21.58	3056.3690	S00974_20190807_213029.wav	S00974_20190807_213029.wav	Phaser
36	Spectrogram 1	1	3059.410664249	3061.438440415	0.000	8000.000	2.0278	-33.36	20.87	3059.4107	S00974_20190807_213029.wav	S00974_20190807_213029.wav	Upsweep
37	Spectrogram 1	1	3063.402848576	3065.544320689	0.000	8000.000	2.1415	-33.39	19.54	3063.4028	S00974_20190807_213029.wav	S00974_20190807_213029.wav	Downsweep
38	Spectrogram 1	1	3068.430043659	3070.500065159	0.000	8000.000	2.0700	-33.34	20.36	3068.4300	S00974_20190807_213029.wav	S00974_20190807_213029.wav	
39	Spectrogram 1	1	3072.382874169	3074.495141009	0.000	8000.000	2.1123	-33.47	19.22	3072.3829	S00974_20190807_213029.wav	S00974_20190807_213029.wav	
40	Spectrogram 1	1	3077.388946579	3079.480090749	0.000	8000.000	2.0911	-33.54	19.96	3077.3889	S00974_20190807_213029.wav	S00974_20190807_213029.wav	
41	Spectrogram 1	1	3081.423376239	3083.535643079	0.000	8000.000	2.1123	-33.59	18.26	3081.4234	S00974_20190807_213029.wav	S00974_20190807_213029.wav	
42	Spectrogram 1	1	3085.426121899	3085.679593919	0.000	8000.000	0.2535	-33.66	19.95	3085.4261	S00974_20190807_213029.wav	S00974_20190807_213029.wav	
43	Spectrogram 1	1	3094.755218779	3099.243901599	580.000	1080.800	4.4887	-50.73	21.04	3094.7552	S00974_20190807_213029.wav	S00974_20190807_213029.wav	
44	Spectrogram 1	1	3110.151931729	3111.687338949	143.400	470.100	1.5354	-56.30	12.24	3110.1519	S00974_20190807_213029.wav	S00974_20190807_213029.wav	
45	Spectrogram 1	1	3112.712701289	3113.743317089	159.300	709.100	1.0306	-45.05	15.59	3112.7127	S00974_20190807_213029.wav	S00974_20190807_213029.wav	
46	Spectrogram 1	1	3099.288519279	3106.085279029	580.000	1526.500	6.7968	-54.79	15.00	3099.2885	S00974_20190807_213029.wav	S00974_20190807_213029.wav	
47	Spectrogram 1	1	3114.987806709	3115.761179809	326.700	756.900	0.7734	-44.95	23.41	3114.9878	S00974_20190807_213029.wav	S00974_20190807_213029.wav	
48	Spectrogram 1	1	3117.114582729	3118.096171669	294.800	669.300	0.9816	-41.94	20.97	3117.1146	S00974_20190807_213029.wav	S00974_20190807_213029.wav	
49	Spectrogram 1	1	3119.642917869	3120.460908649	318.700	693.200	0.8180	-46.58	21.89	3119.6429	S00974_20190807_213029.wav	S00974_20190807_213029.wav	
50	Spectrogram 1	1	3122.158821669	3122.961939889	278.900	605.500	0.8031	-46.18	20.23	3122.1588	S00974_20190807_213029.wav	S00974_20190807_213029.wav	
51	Spectrogram 1	1	3124.954862879	3125.817471339	294.800	701.100	0.8626	-43.59	23.91	3124.9549	S00974_20190807_213029.wav	S00974_20190807_213029.wav	
52	Spectrogram 1	1	3127.758773909	3128.874215879	255.000	669.300	1.1154	-47.82	20.01	3127.7588	S00974_20190807_213029.wav	S00974_20190807_213029.wav	
53	Spectrogram 1	1	3130.822521189	3132.146178999	159.300	390.400	1.3237	-55.06	12.97	3130.8225	S00974_20190807_213029.wav	S00974_20190807_213029.wav	
54	Spectrogram 1	1	3134.374782179	3135.713312549	127.500	398.400	1.3385	-55.63	14.08	3134.3748	S00974_20190807_213029.wav	S00974_20190807_213029.wav	
55	Spectrogram 1	1	3137.891002369	3139.437748569	127.500	398.400	1.5467	-57.68	12.25	3137.8910	S00974_20190807_213029.wav	S00974_20190807_213029.wav	
56	Spectrogram 1	1	3161.702321659	3168.895599259	589.600	1381.600	7.1933	-54.61	11.89	3161.7023	S00974_20190807_213029.wav	S00974_20190807_213029.wav	
57	Spectrogram 1	1	3169.063863059	3173.733183659	748.900	1593.500	4.6693	-54.25	16.35	3169.0639	S00974_20190807_213029.wav	S00974_20190807_213029.wav	
58	Spectrogram 1	1	3174.120441759	3177.128157259	358.500	900.300	3.0077	-53.23	11.89	3174.1204	S00974_20190807_213029.wav	S00974_20190807_213029.wav	
59	Spectrogram 1	1	3179.843084680	3180.684403680	661.334	980.034	0.8413	-55.52	16.34	3179.8431	S00974_20190807_213029.wav	S00974_20190807_213029.wav	
60	Spectrogram 1	1	3181.785343418	3182.563563518	605.247	1043.447	0.7782	-51.00	21.59	3181.7853	S00974_20190807_213029.wav	S00974_20190807_213029.wav	
61	Spectrogram 1	1	3183.693265080	3184.345287380	609.870	1024.170	0.6520	-50.77	23.47	3183.6933	S00974_20190807_213029.wav	S00974_20190807_213029.wav	
62	Spectrogram 1	1	3185.398585914	3186.197839014	786.238	1096.938	0.7993	-61.72	15.46	3185.3986	S00974_20190807_213029.wav	S00974_20190807_213029.wav	
63	Spectrogram 1	1	3187.420035257	3188.261354357	736.526	1007.426	0.8413	-55.09	21.81	3187.4200	S00974_20190807_213029.wav	S00974_20190807_213029.wav	
64	Spectrogram 1	1	3191.286389459	3192.169774359	23.900	255.000	0.8834	-47.36	14.57	3191.2864	S00974_20190807_213029.wav	S00974_20190807_213029.wav	
65	Spectrogram 1	1	3193.831379459	3194.609599559	47.800	247.000	0.7782	-47.73	17.04	3193.8314	S00974_20190807_213029.wav	S00974_20190807_213029.wav	
66	Spectrogram 1	1	3196.166039759	3197.154589559	39.800	239.000	0.9885	-46.66	15.31	3196.1660	S00974_20190807_213029.wav	S00974_20190807_213029.wav	
67	Spectrogram 1	1	3198.711029759	3199.699579659	31.900	247.000	0.9885	-46.41	16.32	3198.7110	S00974_20190807_213029.wav	S00974_20190807_213029.wav	
68	Spectrogram 1	1	3201.168673559	3202.073091559	31.900	207.200	0.9044	-49.07	14.75	3201.1687	S00974_20190807_213029.wav	S00974_20190807_213029.wav	
69	Spectrogram 1	1	3205.800000000	3206.032349352	0.000	8000.000	0.2323	-33.74	19.33	3205.8000	S00974_20190807_213029.wav	S00974_20190807_213029.wav	Phaser
70	Spectrogram 1	1	3208.841664249	3210.869440415	0.000	8000.000	2.0278	-33.52	21.42	3208.8417	S00974_20190807_213029.wav	S00974_20190807_213029.wav	Upsweep
71	Spectrogram 1	1	3212.833848576	3214.975320689	0.000	8000.000	2.1415	-33.53	19.81	3212.8338	S00974_20190807_213029.wav	S00974_20190807_213029.wav	Downsweep
72	Spectrogram 1	1	3217.861043659	3219.931065159	0.000	8000.000	2.0700	-33.56	20.57	3217.8610	S00974_20190807_213029.wav	S00974_20190807_213029.wav	
73	Spectrogram 1	1	3221.813874169	3223.926141009	0.000	8000.000	2.1123	-33.66	18.32	3221.8139	S00974_20190807_213029.wav	S00974_20190807_213029.wav	
74	Spectrogram 1	1	3226.819946579	3228.911090749	0.000	8000.000	2.0911	-33.64	19.01	3226.8199	S00974_20190807_213029.wav	S00974_20190807_213029.wav	
75	Spectrogram 1	1	3230.854376239	3232.966643079	0.000	8000.000	2.1123	-33.61	18.93	3230.8544	S00974_20190807_213029.wav	S00974_20190807_213029.wav	
76	Spectrogram 1	1	3234.857121899	3235.110593919	0.000	8000.000	0.2535	-33.82	20.66	3234.8571	S00974_20190807_213029.wav	S00974_20190807_213029.wav	
77	Spectrogram 1	1	3244.186218779	3248.674901599	580.000	1080.800	4.4887	-50.59	20.82	3244.1862	S00974_20190807_213029.wav	S00974_20190807_213029.wav	
78	Spectrogram 1	1	3259.582931729	3261.118338949	143.400	470.100	1.5354	-56.39	12.26	3259.5829	S00974_20190807_213029.wav	S00974_20190807_213029.wav	
79	Spectrogram 1	1	3262.143701289	3263.174317089	159.300	709.100	1.0306	-44.95	16.11	3262.1437	S00974_20190807_213029.wav	S00974_20190807_213029.wav	
