Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Delta Time (s)	Inband Power (dB FS)	SNR NIST Quick (dB FS)	File Offset (s)	End File	Begin File	Sound Type
1	Spectrogram 1	1	811.000000000	811.232349352	0.000	8000.000	0.2323	-34.11	16.99	811.0000	S00976_20190811_232129.wav	S00976_20190811_232129.wav	Phaser
2	Spectrogram 1	1	814.041664249	816.069440415	0.000	8000.000	2.0278	-33.82	18.72	814.0417	S00976_20190811_232129.wav	S00976_20190811_232129.wav	Upsweep
3	Spectrogram 1	1	818.033848576	820.175320689	0.000	8000.000	2.1415	-33.84	16.80	818.0338	S00976_20190811_232129.wav	S00976_20190811_232129.wav	Downsweep
4	Spectrogram 1	1	823.061043659	825.131065159	0.000	8000.000	2.0700	-33.82	19.21	823.0610	S00976_20190811_232129.wav	S00976_20190811_232129.wav	
5	Spectrogram 1	1	827.013874169	829.126141009	0.000	8000.000	2.1123	-33.57	19.26	827.0139	S00976_20190811_232129.wav	S00976_20190811_232129.wav	
6	Spectrogram 1	1	832.019946579	834.111090749	0.000	8000.000	2.0911	-33.83	18.82	832.0199	S00976_20190811_232129.wav	S00976_20190811_232129.wav	
7	Spectrogram 1	1	836.054376239	838.166643079	0.000	8000.000	2.1123	-33.84	17.50	836.0544	S00976_20190811_232129.wav	S00976_20190811_232129.wav	
8	Spectrogram 1	1	840.057121899	840.310593919	0.000	8000.000	0.2535	-34.08	18.83	840.0571	S00976_20190811_232129.wav	S00976_20190811_232129.wav	
9	Spectrogram 1	1	849.386218779	853.874901599	580.000	1080.800	4.4887	-45.00	23.66	849.3862	S00976_20190811_232129.wav	S00976_20190811_232129.wav	
10	Spectrogram 1	1	864.782931729	866.318338949	143.400	470.100	1.5354	-53.58	13.45	864.7829	S00976_20190811_232129.wav	S00976_20190811_232129.wav	
11	Spectrogram 1	1	867.343701289	868.374317089	159.300	709.100	1.0306	-47.87	16.15	867.3437	S00976_20190811_232129.wav	S00976_20190811_232129.wav	
12	Spectrogram 1	1	853.919519279	860.716279029	580.000	1526.500	6.7968	-50.48	17.87	853.9195	S00976_20190811_232129.wav	S00976_20190811_232129.wav	
13	Spectrogram 1	1	869.618806709	870.392179809	326.700	756.900	0.7734	-43.42	23.63	869.6188	S00976_20190811_232129.wav	S00976_20190811_232129.wav	
14	Spectrogram 1	1	871.745582729	872.727171669	294.800	669.300	0.9816	-45.74	22.20	871.7456	S00976_20190811_232129.wav	S00976_20190811_232129.wav	
15	Spectrogram 1	1	874.273917869	875.091908649	318.700	693.200	0.8180	-47.34	22.21	874.2739	S00976_20190811_232129.wav	S00976_20190811_232129.wav	
16	Spectrogram 1	1	876.789821669	877.592939889	278.900	605.500	0.8031	-48.59	19.36	876.7898	S00976_20190811_232129.wav	S00976_20190811_232129.wav	
17	Spectrogram 1	1	879.585862879	880.448471339	294.800	701.100	0.8626	-44.19	24.51	879.5859	S00976_20190811_232129.wav	S00976_20190811_232129.wav	
