Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Delta Time (s)	Inband Power (dB FS)	SNR NIST Quick (dB FS)	File Offset (s)	End File	Begin File	Sound Type
1	Spectrogram 1	1	2907.880000000	2908.112349352	0.000	8000.000	0.2323	-33.01	18.45	2907.8800	S00974_20190807_183027.wav	S00974_20190807_183027.wav	Phaser
2	Spectrogram 1	1	2910.921664249	2912.949440415	0.000	8000.000	2.0278	-32.97	19.52	2910.9217	S00974_20190807_183027.wav	S00974_20190807_183027.wav	Upsweep
3	Spectrogram 1	1	2914.913848576	2917.055320689	0.000	8000.000	2.1415	-32.99	18.40	2914.9138	S00974_20190807_183027.wav	S00974_20190807_183027.wav	Downsweep
4	Spectrogram 1	1	2919.941043659	2922.011065159	0.000	8000.000	2.0700	-32.85	20.73	2919.9410	S00974_20190807_183027.wav	S00974_20190807_183027.wav	
5	Spectrogram 1	1	2923.893874169	2926.006141009	0.000	8000.000	2.1123	-32.81	19.10	2923.8939	S00974_20190807_183027.wav	S00974_20190807_183027.wav	
6	Spectrogram 1	1	2928.899946579	2930.991090749	0.000	8000.000	2.0911	-32.84	20.42	2928.8999	S00974_20190807_183027.wav	S00974_20190807_183027.wav	
7	Spectrogram 1	1	2932.934376239	2935.046643079	0.000	8000.000	2.1123	-32.88	19.28	2932.9344	S00974_20190807_183027.wav	S00974_20190807_183027.wav	
8	Spectrogram 1	1	2936.937121899	2937.190593919	0.000	8000.000	0.2535	-33.14	20.20	2936.9371	S00974_20190807_183027.wav	S00974_20190807_183027.wav	
9	Spectrogram 1	1	2946.266218779	2950.754901599	580.000	1080.800	4.4887	-50.49	20.91	2946.2662	S00974_20190807_183027.wav	S00974_20190807_183027.wav	
10	Spectrogram 1	1	2961.662931729	2963.198338949	143.400	470.100	1.5354	-55.97	11.96	2961.6629	S00974_20190807_183027.wav	S00974_20190807_183027.wav	
11	Spectrogram 1	1	2964.223701289	2965.254317089	159.300	709.100	1.0306	-45.21	16.43	2964.2237	S00974_20190807_183027.wav	S00974_20190807_183027.wav	
12	Spectrogram 1	1	2950.799519279	2957.596279029	580.000	1526.500	6.7968	-54.79	14.85	2950.7995	S00974_20190807_183027.wav	S00974_20190807_183027.wav	
13	Spectrogram 1	1	2966.498806709	2967.272179809	326.700	756.900	0.7734	-44.83	23.68	2966.4988	S00974_20190807_183027.wav	S00974_20190807_183027.wav	
14	Spectrogram 1	1	2968.625582729	2969.607171669	294.800	669.300	0.9816	-41.70	22.00	2968.6256	S00974_20190807_183027.wav	S00974_20190807_183027.wav	
15	Spectrogram 1	1	2971.153917869	2971.971908649	318.700	693.200	0.8180	-46.12	22.87	2971.1539	S00974_20190807_183027.wav	S00974_20190807_183027.wav	
