Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Delta Time (s)	Inband Power (dB FS)	SNR NIST Quick (dB FS)	Sound Type
1	Spectrogram 1	1	2098.560000000	2098.792349352	0.000	8000.000	0.2323	-34.93	17.14	Phaser
2	Spectrogram 1	1	2101.601664249	2103.629440415	0.000	8000.000	2.0278	-34.27	18.68	Upsweep
3	Spectrogram 1	1	2105.593848576	2107.735320689	0.000	8000.000	2.1415	-34.33	16.42	Downsweep
4	Spectrogram 1	1	2110.621043659	2112.691065159	0.000	8000.000	2.0700	-34.29	19.01	
5	Spectrogram 1	1	2114.573874169	2116.686141009	0.000	8000.000	2.1123	-34.36	15.97	
6	Spectrogram 1	1	2119.579946579	2121.671090749	0.000	8000.000	2.0911	-34.26	18.99	
7	Spectrogram 1	1	2123.614376239	2125.726643079	0.000	8000.000	2.1123	-34.36	16.25	
8	Spectrogram 1	1	2127.617121899	2127.870593919	0.000	8000.000	0.2535	-34.90	18.06	
9	Spectrogram 1	1	2136.946218779	2141.434901599	580.000	1080.800	4.4887	-45.13	24.01	
10	Spectrogram 1	1	2152.342931729	2153.878338949	143.400	470.100	1.5354	-53.46	13.71	
11	Spectrogram 1	1	2154.903701289	2155.934317089	159.300	709.100	1.0306	-47.44	15.62	
12	Spectrogram 1	1	2141.479519279	2148.276279029	580.000	1526.500	6.7968	-50.40	17.89	
13	Spectrogram 1	1	2157.178806709	2157.952179809	326.700	756.900	0.7734	-43.07	23.29	
14	Spectrogram 1	1	2159.305582729	2160.287171669	294.800	669.300	0.9816	-44.49	22.06	
15	Spectrogram 1	1	2161.833917869	2162.651908649	318.700	693.200	0.8180	-47.48	21.64	
16	Spectrogram 1	1	2164.349821669	2165.152939889	278.900	605.500	0.8031	-48.40	19.14	
17	Spectrogram 1	1	2167.145862879	2168.008471339	294.800	701.100	0.8626	-44.44	24.08	
18	Spectrogram 1	1	2169.949773909	2171.065215879	255.000	669.300	1.1154	-48.12	19.80	
19	Spectrogram 1	1	2173.013521189	2174.337178999	159.300	390.400	1.3237	-51.26	15.08	
20	Spectrogram 1	1	2176.565782179	2177.904312549	127.500	398.400	1.3385	-52.02	13.43	
21	Spectrogram 1	1	2180.082002369	2181.628748569	127.500	398.400	1.5467	-54.74	14.05	
22	Spectrogram 1	1	2203.893321659	2211.086599259	589.600	1381.600	7.1933	-53.14	12.94	
23	Spectrogram 1	1	2211.254863059	2215.924183659	748.900	1593.500	4.6693	-50.53	19.50	
24	Spectrogram 1	1	2216.311441759	2219.319157259	358.500	900.300	3.0077	-52.61	12.17	
25	Spectrogram 1	1	2222.034084680	2222.875403680	661.334	980.034	0.8413	-52.32	18.10	
26	Spectrogram 1	1	2223.976343418	2224.754563518	605.247	1043.447	0.7782	-47.44	22.65	
27	Spectrogram 1	1	2225.884265080	2226.536287380	609.870	1024.170	0.6520	-46.93	25.27	
28	Spectrogram 1	1	2227.589585914	2228.388839014	786.238	1096.938	0.7993	-57.63	18.26	
29	Spectrogram 1	1	2229.611035257	2230.452354357	736.526	1007.426	0.8413	-50.31	26.61	
30	Spectrogram 1	1	2233.477389459	2234.360774359	23.900	255.000	0.8834	-45.26	16.56	
31	Spectrogram 1	1	2236.022379459	2236.800599559	47.800	247.000	0.7782	-45.98	18.18	
32	Spectrogram 1	1	2238.357039759	2239.345589559	39.800	239.000	0.9885	-44.46	16.21	
33	Spectrogram 1	1	2240.902029759	2241.890579659	31.900	247.000	0.9885	-44.23	17.16	
34	Spectrogram 1	1	2243.359673559	2244.264091559	31.900	207.200	0.9044	-46.88	16.84	
35	Spectrogram 1	1	2248.029000000	2248.261349352	0.000	8000.000	0.2323	-34.61	18.04	Phaser
36	Spectrogram 1	1	2251.070664249	2253.098440415	0.000	8000.000	2.0278	-34.29	18.44	Upsweep
37	Spectrogram 1	1	2255.062848576	2257.204320689	0.000	8000.000	2.1415	-34.35	16.18	Downsweep
38	Spectrogram 1	1	2260.090043659	2262.160065159	0.000	8000.000	2.0700	-34.26	18.55	
39	Spectrogram 1	1	2264.042874169	2266.155141009	0.000	8000.000	2.1123	-34.33	15.92	
40	Spectrogram 1	1	2269.048946579	2271.140090749	0.000	8000.000	2.0911	-34.26	18.75	
41	Spectrogram 1	1	2273.083376239	2275.195643079	0.000	8000.000	2.1123	-34.32	16.55	
42	Spectrogram 1	1	2277.086121899	2277.339593919	0.000	8000.000	0.2535	-34.86	19.30	
43	Spectrogram 1	1	2286.415218779	2290.903901599	580.000	1080.800	4.4887	-45.17	23.74	
44	Spectrogram 1	1	2301.811931729	2303.347338949	143.400	470.100	1.5354	-53.60	12.60	
45	Spectrogram 1	1	2304.372701289	2305.403317089	159.300	709.100	1.0306	-47.50	16.45	
46	Spectrogram 1	1	2290.948519279	2297.745279029	580.000	1526.500	6.7968	-50.56	17.96	
47	Spectrogram 1	1	2306.647806709	2307.421179809	326.700	756.900	0.7734	-43.07	23.83	
48	Spectrogram 1	1	2308.774582729	2309.756171669	294.800	669.300	0.9816	-44.55	21.91	
49	Spectrogram 1	1	2311.302917869	2312.120908649	318.700	693.200	0.8180	-47.36	22.05	
50	Spectrogram 1	1	2313.818821669	2314.621939889	278.900	605.500	0.8031	-48.13	19.94	
51	Spectrogram 1	1	2316.614862879	2317.477471339	294.800	701.100	0.8626	-44.51	23.56	
52	Spectrogram 1	1	2319.418773909	2320.534215879	255.000	669.300	1.1154	-48.16	19.38	
53	Spectrogram 1	1	2322.482521189	2323.806178999	159.300	390.400	1.3237	-51.03	15.38	
54	Spectrogram 1	1	2326.034782179	2327.373312549	127.500	398.400	1.3385	-52.15	13.43	
55	Spectrogram 1	1	2329.551002369	2331.097748569	127.500	398.400	1.5467	-54.87	13.39	
56	Spectrogram 1	1	2353.362321659	2360.555599259	589.600	1381.600	7.1933	-53.25	12.81	
57	Spectrogram 1	1	2360.723863059	2365.393183659	748.900	1593.500	4.6693	-50.58	19.19	
58	Spectrogram 1	1	2365.780441759	2368.788157259	358.500	900.300	3.0077	-52.59	12.37	
59	Spectrogram 1	1	2371.503084680	2372.344403680	661.334	980.034	0.8413	-52.26	18.63	
