Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Delta Time (s)	Inband Power (dB FS)	SNR NIST Quick (dB FS)	Sound Type
1	Spectrogram 1	1	727.650000000	727.882349352	0.000	8000.000	0.2323	-35.09	18.60	Phaser
2	Spectrogram 1	1	730.691664249	732.719440415	0.000	8000.000	2.0278	-34.65	18.77	Upsweep
3	Spectrogram 1	1	734.683848576	736.825320689	0.000	8000.000	2.1415	-34.73	16.61	Downsweep
4	Spectrogram 1	1	739.711043659	741.781065159	0.000	8000.000	2.0700	-34.68	18.41	
5	Spectrogram 1	1	743.663874169	745.776141009	0.000	8000.000	2.1123	-34.70	16.36	
6	Spectrogram 1	1	748.669946579	750.761090749	0.000	8000.000	2.0911	-34.65	18.42	
7	Spectrogram 1	1	752.704376239	754.816643079	0.000	8000.000	2.1123	-34.70	16.58	
8	Spectrogram 1	1	756.707121899	756.960593919	0.000	8000.000	0.2535	-34.98	19.97	
9	Spectrogram 1	1	766.036218779	770.524901599	580.000	1080.800	4.4887	-45.90	23.70	
10	Spectrogram 1	1	781.432931729	782.968338949	143.400	470.100	1.5354	-57.22	13.01	
11	Spectrogram 1	1	783.993701289	785.024317089	159.300	709.100	1.0306	-48.82	14.38	
12	Spectrogram 1	1	770.569519279	777.366279029	580.000	1526.500	6.7968	-49.34	19.87	
13	Spectrogram 1	1	786.268806709	787.042179809	326.700	756.900	0.7734	-45.95	21.66	
14	Spectrogram 1	1	788.395582729	789.377171669	294.800	669.300	0.9816	-48.42	20.95	
15	Spectrogram 1	1	790.923917869	791.741908649	318.700	693.200	0.8180	-49.52	20.15	
16	Spectrogram 1	1	793.439821669	794.242939889	278.900	605.500	0.8031	-49.95	18.29	
17	Spectrogram 1	1	796.235862879	797.098471339	294.800	701.100	0.8626	-46.16	21.17	
18	Spectrogram 1	1	799.039773909	800.155215879	255.000	669.300	1.1154	-50.52	17.51	
19	Spectrogram 1	1	802.103521189	803.427178999	159.300	390.400	1.3237	-55.76	14.54	
20	Spectrogram 1	1	805.655782179	806.994312549	127.500	398.400	1.3385	-56.91	12.86	
21	Spectrogram 1	1	809.172002369	810.718748569	127.500	398.400	1.5467	-58.10	13.28	
22	Spectrogram 1	1	832.983321659	840.176599259	589.600	1381.600	7.1933	-52.71	13.21	
23	Spectrogram 1	1	840.344863059	845.014183659	748.900	1593.500	4.6693	-48.76	19.54	
24	Spectrogram 1	1	845.401441759	848.409157259	358.500	900.300	3.0077	-54.91	11.74	
25	Spectrogram 1	1	851.124084680	851.965403680	661.334	980.034	0.8413	-50.03	18.23	
26	Spectrogram 1	1	853.066343418	853.844563518	605.247	1043.447	0.7782	-45.63	21.89	
27	Spectrogram 1	1	854.974265080	855.626287380	609.870	1024.170	0.6520	-45.03	24.69	
28	Spectrogram 1	1	856.679585914	857.478839014	786.238	1096.938	0.7993	-54.97	19.13	
29	Spectrogram 1	1	858.701035257	859.542354357	736.526	1007.426	0.8413	-48.55	27.00	
30	Spectrogram 1	1	862.567389459	863.450774359	23.900	255.000	0.8834	-50.94	13.99	
31	Spectrogram 1	1	865.112379459	865.890599559	47.800	247.000	0.7782	-51.55	14.81	
32	Spectrogram 1	1	867.447039759	868.435589559	39.800	239.000	0.9885	-50.33	14.41	
33	Spectrogram 1	1	869.992029759	870.980579659	31.900	247.000	0.9885	-50.00	14.88	
34	Spectrogram 1	1	872.449673559	873.354091559	31.900	207.200	0.9044	-52.42	12.91	
35	Spectrogram 1	1	877.119000000	877.351349352	0.000	8000.000	0.2323	-35.06	20.30	Phaser
36	Spectrogram 1	1	880.160664249	882.188440415	0.000	8000.000	2.0278	-34.64	18.32	Upsweep
37	Spectrogram 1	1	884.152848576	886.294320689	0.000	8000.000	2.1415	-34.71	16.19	Downsweep
38	Spectrogram 1	1	889.180043659	891.250065159	0.000	8000.000	2.0700	-34.65	18.44	
39	Spectrogram 1	1	893.132874169	895.245141009	0.000	8000.000	2.1123	-34.71	16.36	
40	Spectrogram 1	1	898.138946579	900.230090749	0.000	8000.000	2.0911	-34.66	18.28	
41	Spectrogram 1	1	902.173376239	904.285643079	0.000	8000.000	2.1123	-34.70	16.44	
42	Spectrogram 1	1	906.176121899	906.429593919	0.000	8000.000	0.2535	-34.99	20.37	
43	Spectrogram 1	1	915.505218779	919.993901599	580.000	1080.800	4.4887	-45.93	24.24	
44	Spectrogram 1	1	930.901931729	932.437338949	143.400	470.100	1.5354	-57.10	12.89	
45	Spectrogram 1	1	933.462701289	934.493317089	159.300	709.100	1.0306	-49.03	15.48	
46	Spectrogram 1	1	920.038519279	926.835279029	580.000	1526.500	6.7968	-49.44	19.67	
47	Spectrogram 1	1	935.737806709	936.511179809	326.700	756.900	0.7734	-45.94	21.42	
48	Spectrogram 1	1	937.864582729	938.846171669	294.800	669.300	0.9816	-48.49	19.78	
49	Spectrogram 1	1	940.392917869	941.210908649	318.700	693.200	0.8180	-49.40	19.32	
50	Spectrogram 1	1	942.908821669	943.711939889	278.900	605.500	0.8031	-49.71	18.47	
51	Spectrogram 1	1	945.704862879	946.567471339	294.800	701.100	0.8626	-46.05	21.06	
52	Spectrogram 1	1	948.508773909	949.624215879	255.000	669.300	1.1154	-50.56	17.85	
53	Spectrogram 1	1	951.572521189	952.896178999	159.300	390.400	1.3237	-55.28	14.46	
54	Spectrogram 1	1	955.124782179	956.463312549	127.500	398.400	1.3385	-56.67	13.07	
55	Spectrogram 1	1	958.641002369	960.187748569	127.500	398.400	1.5467	-57.66	12.64	
56	Spectrogram 1	1	982.452321659	989.645599259	589.600	1381.600	7.1933	-52.79	12.61	
57	Spectrogram 1	1	989.813863059	994.483183659	748.900	1593.500	4.6693	-48.74	19.75	
58	Spectrogram 1	1	994.870441759	997.878157259	358.500	900.300	3.0077	-54.79	11.96	
59	Spectrogram 1	1	1000.593084680	1001.434403680	661.334	980.034	0.8413	-50.02	17.43	
60	Spectrogram 1	1	1002.535343418	1003.313563518	605.247	1043.447	0.7782	-45.65	23.88	
61	Spectrogram 1	1	1004.443265080	1005.095287380	609.870	1024.170	0.6520	-44.98	26.11	
62	Spectrogram 1	1	1006.148585914	1006.947839014	786.238	1096.938	0.7993	-54.94	19.65	
63	Spectrogram 1	1	1008.170035257	1009.011354357	736.526	1007.426	0.8413	-48.48	24.96	
64	Spectrogram 1	1	1012.036389459	1012.919774359	23.900	255.000	0.8834	-51.20	14.85	
65	Spectrogram 1	1	1014.581379459	1015.359599559	47.800	247.000	0.7782	-51.61	13.93	
66	Spectrogram 1	1	1016.916039759	1017.904589559	39.800	239.000	0.9885	-50.41	14.00	
67	Spectrogram 1	1	1019.461029759	1020.449579659	31.900	247.000	0.9885	-50.56	14.04	
68	Spectrogram 1	1	1021.918673559	1022.823091559	31.900	207.200	0.9044	-52.91	13.74	
69	Spectrogram 1	1	1026.550000000	1026.782349352	0.000	8000.000	0.2323	-35.01	19.06	Phaser
70	Spectrogram 1	1	1029.591664249	1031.619440415	0.000	8000.000	2.0278	-34.64	17.87	Upsweep
71	Spectrogram 1	1	1033.583848576	1035.725320689	0.000	8000.000	2.1415	-34.71	16.00	Downsweep
72	Spectrogram 1	1	1038.611043659	1040.681065159	0.000	8000.000	2.0700	-34.66	18.37	
73	Spectrogram 1	1	1042.563874169	1044.676141009	0.000	8000.000	2.1123	-34.68	16.47	
74	Spectrogram 1	1	1047.569946579	1049.661090749	0.000	8000.000	2.0911	-34.63	18.23	
75	Spectrogram 1	1	1051.604376239	1053.716643079	0.000	8000.000	2.1123	-34.69	16.51	
