Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Delta Time (s)	Inband Power (dB FS)	SNR NIST Quick (dB FS)	File Offset (s)	End File	Begin File	Sound Type
1	Spectrogram 1	1	1628.590000000	1628.822349352	0.000	8000.000	0.2323	-32.86	17.85	1628.5900	S00974_20190805_164416.wav	S00974_20190805_164416.wav	Phaser
2	Spectrogram 1	1	1631.631664249	1633.659440415	0.000	8000.000	2.0278	-32.67	17.96	1631.6317	S00974_20190805_164416.wav	S00974_20190805_164416.wav	Upsweep
3	Spectrogram 1	1	1635.623848576	1637.765320689	0.000	8000.000	2.1415	-32.70	15.94	1635.6238	S00974_20190805_164416.wav	S00974_20190805_164416.wav	Downsweep
4	Spectrogram 1	1	1640.651043659	1642.721065159	0.000	8000.000	2.0700	-32.68	17.93	1640.6510	S00974_20190805_164416.wav	S00974_20190805_164416.wav	
5	Spectrogram 1	1	1644.603874169	1646.716141009	0.000	8000.000	2.1123	-32.70	16.01	1644.6039	S00974_20190805_164416.wav	S00974_20190805_164416.wav	
6	Spectrogram 1	1	1649.609946579	1651.701090749	0.000	8000.000	2.0911	-32.68	17.83	1649.6099	S00974_20190805_164416.wav	S00974_20190805_164416.wav	
7	Spectrogram 1	1	1653.644376239	1655.756643079	0.000	8000.000	2.1123	-32.70	16.16	1653.6444	S00974_20190805_164416.wav	S00974_20190805_164416.wav	
8	Spectrogram 1	1	1657.647121899	1657.900593919	0.000	8000.000	0.2535	-32.96	19.17	1657.6471	S00974_20190805_164416.wav	S00974_20190805_164416.wav	
9	Spectrogram 1	1	1666.976218779	1671.464901599	580.000	1080.800	4.4887	-46.39	22.46	1666.9762	S00974_20190805_164416.wav	S00974_20190805_164416.wav	
10	Spectrogram 1	1	1682.372931729	1683.908338949	143.400	470.100	1.5354	-57.43	12.41	1682.3729	S00974_20190805_164416.wav	S00974_20190805_164416.wav	
11	Spectrogram 1	1	1684.933701289	1685.964317089	159.300	709.100	1.0306	-48.16	15.39	1684.9337	S00974_20190805_164416.wav	S00974_20190805_164416.wav	
12	Spectrogram 1	1	1671.509519279	1678.306279029	580.000	1526.500	6.7968	-50.21	18.86	1671.5095	S00974_20190805_164416.wav	S00974_20190805_164416.wav	
13	Spectrogram 1	1	1687.208806709	1687.982179809	326.700	756.900	0.7734	-46.35	21.73	1687.2088	S00974_20190805_164416.wav	S00974_20190805_164416.wav	
14	Spectrogram 1	1	1689.335582729	1690.317171669	294.800	669.300	0.9816	-46.72	19.87	1689.3356	S00974_20190805_164416.wav	S00974_20190805_164416.wav	
15	Spectrogram 1	1	1691.863917869	1692.681908649	318.700	693.200	0.8180	-50.00	19.84	1691.8639	S00974_20190805_164416.wav	S00974_20190805_164416.wav	
16	Spectrogram 1	1	1694.379821669	1695.182939889	278.900	605.500	0.8031	-49.96	16.69	1694.3798	S00974_20190805_164416.wav	S00974_20190805_164416.wav	
17	Spectrogram 1	1	1697.175862879	1698.038471339	294.800	701.100	0.8626	-47.28	20.76	1697.1759	S00974_20190805_164416.wav	S00974_20190805_164416.wav	
18	Spectrogram 1	1	1699.979773909	1701.095215879	255.000	669.300	1.1154	-51.83	16.73	1699.9798	S00974_20190805_164416.wav	S00974_20190805_164416.wav	
19	Spectrogram 1	1	1703.043521189	1704.367178999	159.300	390.400	1.3237	-55.57	13.21	1703.0435	S00974_20190805_164416.wav	S00974_20190805_164416.wav	
20	Spectrogram 1	1	1706.595782179	1707.934312549	127.500	398.400	1.3385	-56.58	13.86	1706.5958	S00974_20190805_164416.wav	S00974_20190805_164416.wav	
21	Spectrogram 1	1	1710.112002369	1711.658748569	127.500	398.400	1.5467	-57.84	12.41	1710.1120	S00974_20190805_164416.wav	S00974_20190805_164416.wav	
22	Spectrogram 1	1	1733.923321659	1741.116599259	589.600	1381.600	7.1933	-54.31	12.47	1733.9233	S00974_20190805_164416.wav	S00974_20190805_164416.wav	
23	Spectrogram 1	1	1741.284863059	1745.954183659	748.900	1593.500	4.6693	-49.34	19.27	1741.2849	S00974_20190805_164416.wav	S00974_20190805_164416.wav	
24	Spectrogram 1	1	1746.341441759	1749.349157259	358.500	900.300	3.0077	-54.18	11.73	1746.3414	S00974_20190805_164416.wav	S00974_20190805_164416.wav	
25	Spectrogram 1	1	1752.064084680	1752.905403680	661.334	980.034	0.8413	-52.76	17.45	1752.0641	S00974_20190805_164416.wav	S00974_20190805_164416.wav	
26	Spectrogram 1	1	1754.006343418	1754.784563518	605.247	1043.447	0.7782	-47.55	22.35	1754.0063	S00974_20190805_164416.wav	S00974_20190805_164416.wav	
27	Spectrogram 1	1	1755.914265080	1756.566287380	609.870	1024.170	0.6520	-46.95	23.61	1755.9143	S00974_20190805_164416.wav	S00974_20190805_164416.wav	
28	Spectrogram 1	1	1757.619585914	1758.418839014	786.238	1096.938	0.7993	-55.82	18.35	1757.6196	S00974_20190805_164416.wav	S00974_20190805_164416.wav	
29	Spectrogram 1	1	1759.641035257	1760.482354357	736.526	1007.426	0.8413	-49.61	25.45	1759.6410	S00974_20190805_164416.wav	S00974_20190805_164416.wav	
30	Spectrogram 1	1	1763.507389459	1764.390774359	23.900	255.000	0.8834	-50.59	13.94	1763.5074	S00974_20190805_164416.wav	S00974_20190805_164416.wav	
31	Spectrogram 1	1	1766.052379459	1766.830599559	47.800	247.000	0.7782	-51.82	13.38	1766.0524	S00974_20190805_164416.wav	S00974_20190805_164416.wav	
32	Spectrogram 1	1	1768.387039759	1769.375589559	39.800	239.000	0.9885	-50.06	13.26	1768.3870	S00974_20190805_164416.wav	S00974_20190805_164416.wav	
33	Spectrogram 1	1	1770.932029759	1771.920579659	31.900	247.000	0.9885	-49.70	14.43	1770.9320	S00974_20190805_164416.wav	S00974_20190805_164416.wav	
34	Spectrogram 1	1	1773.389673559	1774.294091559	31.900	207.200	0.9044	-52.57	12.77	1773.3897	S00974_20190805_164416.wav	S00974_20190805_164416.wav	
35	Spectrogram 1	1	1778.059000000	1778.291349352	0.000	8000.000	0.2323	-32.88	19.51	1778.0590	S00974_20190805_164416.wav	S00974_20190805_164416.wav	Phaser
36	Spectrogram 1	1	1781.100664249	1783.128440415	0.000	8000.000	2.0278	-32.64	19.42	1781.1007	S00974_20190805_164416.wav	S00974_20190805_164416.wav	Upsweep
37	Spectrogram 1	1	1785.092848576	1787.234320689	0.000	8000.000	2.1415	-32.70	17.83	1785.0928	S00974_20190805_164416.wav	S00974_20190805_164416.wav	Downsweep
38	Spectrogram 1	1	1790.120043659	1792.190065159	0.000	8000.000	2.0700	-32.66	18.25	1790.1200	S00974_20190805_164416.wav	S00974_20190805_164416.wav	
39	Spectrogram 1	1	1794.072874169	1796.185141009	0.000	8000.000	2.1123	-32.59	19.37	1794.0729	S00974_20190805_164416.wav	S00974_20190805_164416.wav	
40	Spectrogram 1	1	1799.078946579	1801.170090749	0.000	8000.000	2.0911	-32.61	19.81	1799.0789	S00974_20190805_164416.wav	S00974_20190805_164416.wav	
41	Spectrogram 1	1	1803.113376239	1805.225643079	0.000	8000.000	2.1123	-32.70	16.96	1803.1134	S00974_20190805_164416.wav	S00974_20190805_164416.wav	
42	Spectrogram 1	1	1807.116121899	1807.369593919	0.000	8000.000	0.2535	-32.80	19.69	1807.1161	S00974_20190805_164416.wav	S00974_20190805_164416.wav	
43	Spectrogram 1	1	1816.445218779	1820.933901599	580.000	1080.800	4.4887	-46.48	22.35	1816.4452	S00974_20190805_164416.wav	S00974_20190805_164416.wav	
44	Spectrogram 1	1	1831.841931729	1833.377338949	143.400	470.100	1.5354	-57.40	12.76	1831.8419	S00974_20190805_164416.wav	S00974_20190805_164416.wav	
45	Spectrogram 1	1	1834.402701289	1835.433317089	159.300	709.100	1.0306	-48.60	14.15	1834.4027	S00974_20190805_164416.wav	S00974_20190805_164416.wav	
46	Spectrogram 1	1	1820.978519279	1827.775279029	580.000	1526.500	6.7968	-50.30	18.66	1820.9785	S00974_20190805_164416.wav	S00974_20190805_164416.wav	
47	Spectrogram 1	1	1836.677806709	1837.451179809	326.700	756.900	0.7734	-46.48	21.76	1836.6778	S00974_20190805_164416.wav	S00974_20190805_164416.wav	
48	Spectrogram 1	1	1838.804582729	1839.786171669	294.800	669.300	0.9816	-46.56	19.92	1838.8046	S00974_20190805_164416.wav	S00974_20190805_164416.wav	
49	Spectrogram 1	1	1841.332917869	1842.150908649	318.700	693.200	0.8180	-49.84	20.04	1841.3329	S00974_20190805_164416.wav	S00974_20190805_164416.wav	
50	Spectrogram 1	1	1843.848821669	1844.651939889	278.900	605.500	0.8031	-49.73	17.73	1843.8488	S00974_20190805_164416.wav	S00974_20190805_164416.wav	
51	Spectrogram 1	1	1846.644862879	1847.507471339	294.800	701.100	0.8626	-47.21	21.50	1846.6449	S00974_20190805_164416.wav	S00974_20190805_164416.wav	
52	Spectrogram 1	1	1849.448773909	1850.564215879	255.000	669.300	1.1154	-51.81	16.90	1849.4488	S00974_20190805_164416.wav	S00974_20190805_164416.wav	
53	Spectrogram 1	1	1852.512521189	1853.836178999	159.300	390.400	1.3237	-55.42	13.49	1852.5125	S00974_20190805_164416.wav	S00974_20190805_164416.wav	
54	Spectrogram 1	1	1856.064782179	1857.403312549	127.500	398.400	1.3385	-56.58	13.24	1856.0648	S00974_20190805_164416.wav	S00974_20190805_164416.wav	
55	Spectrogram 1	1	1859.581002369	1861.127748569	127.500	398.400	1.5467	-57.77	13.06	1859.5810	S00974_20190805_164416.wav	S00974_20190805_164416.wav	
56	Spectrogram 1	1	1883.392321659	1890.585599259	589.600	1381.600	7.1933	-54.44	12.53	1883.3923	S00974_20190805_164416.wav	S00974_20190805_164416.wav	
57	Spectrogram 1	1	1890.753863059	1895.423183659	748.900	1593.500	4.6693	-49.47	19.27	1890.7539	S00974_20190805_164416.wav	S00974_20190805_164416.wav	
58	Spectrogram 1	1	1895.810441759	1898.818157259	358.500	900.300	3.0077	-54.29	11.84	1895.8104	S00974_20190805_164416.wav	S00974_20190805_164416.wav	
59	Spectrogram 1	1	1901.533084680	1902.374403680	661.334	980.034	0.8413	-52.93	17.47	1901.5331	S00974_20190805_164416.wav	S00974_20190805_164416.wav	
60	Spectrogram 1	1	1903.475343418	1904.253563518	605.247	1043.447	0.7782	-47.59	21.09	1903.4753	S00974_20190805_164416.wav	S00974_20190805_164416.wav	
61	Spectrogram 1	1	1905.383265080	1906.035287380	609.870	1024.170	0.6520	-46.96	23.10	1905.3833	S00974_20190805_164416.wav	S00974_20190805_164416.wav	
62	Spectrogram 1	1	1907.088585914	1907.887839014	786.238	1096.938	0.7993	-55.67	18.65	1907.0886	S00974_20190805_164416.wav	S00974_20190805_164416.wav	
63	Spectrogram 1	1	1909.110035257	1909.951354357	736.526	1007.426	0.8413	-49.63	24.08	1909.1100	S00974_20190805_164416.wav	S00974_20190805_164416.wav	
64	Spectrogram 1	1	1912.976389459	1913.859774359	23.900	255.000	0.8834	-50.70	14.47	1912.9764	S00974_20190805_164416.wav	S00974_20190805_164416.wav	
65	Spectrogram 1	1	1915.521379459	1916.299599559	47.800	247.000	0.7782	-52.12	13.34	1915.5214	S00974_20190805_164416.wav	S00974_20190805_164416.wav	
66	Spectrogram 1	1	1917.856039759	1918.844589559	39.800	239.000	0.9885	-50.13	14.89	1917.8560	S00974_20190805_164416.wav	S00974_20190805_164416.wav	
67	Spectrogram 1	1	1920.401029759	1921.389579659	31.900	247.000	0.9885	-49.96	13.33	1920.4010	S00974_20190805_164416.wav	S00974_20190805_164416.wav	
68	Spectrogram 1	1	1922.858673559	1923.763091559	31.900	207.200	0.9044	-52.78	12.40	1922.8587	S00974_20190805_164416.wav	S00974_20190805_164416.wav	
69	Spectrogram 1	1	1927.490000000	1927.722349352	0.000	8000.000	0.2323	-32.97	19.50	1927.4900	S00974_20190805_164416.wav	S00974_20190805_164416.wav	Phaser
70	Spectrogram 1	1	1930.531664249	1932.559440415	0.000	8000.000	2.0278	-32.70	18.57	1930.5317	S00974_20190805_164416.wav	S00974_20190805_164416.wav	Upsweep
