Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Delta Time (s)	Inband Power (dB FS)	SNR NIST Quick (dB FS)	File Offset (s)	End File	Begin File	Sound Type
1	Spectrogram 1	1	1672.700000000	1672.932349352	0.000	8000.000	0.2323	-34.00	14.93	1672.7000	S00974_20190805_084413.wav	S00974_20190805_084413.wav	Phaser
2	Spectrogram 1	1	1675.741664249	1677.769440415	0.000	8000.000	2.0278	-34.11	15.75	1675.7417	S00974_20190805_084413.wav	S00974_20190805_084413.wav	Upsweep
3	Spectrogram 1	1	1679.733848576	1681.875320689	0.000	8000.000	2.1415	-34.08	14.83	1679.7338	S00974_20190805_084413.wav	S00974_20190805_084413.wav	Downsweep
4	Spectrogram 1	1	1684.761043659	1686.831065159	0.000	8000.000	2.0700	-34.09	15.34	1684.7610	S00974_20190805_084413.wav	S00974_20190805_084413.wav	
5	Spectrogram 1	1	1688.713874169	1690.826141009	0.000	8000.000	2.1123	-34.09	14.80	1688.7139	S00974_20190805_084413.wav	S00974_20190805_084413.wav	
6	Spectrogram 1	1	1693.719946579	1695.811090749	0.000	8000.000	2.0911	-34.10	14.91	1693.7199	S00974_20190805_084413.wav	S00974_20190805_084413.wav	
7	Spectrogram 1	1	1697.754376239	1699.866643079	0.000	8000.000	2.1123	-34.10	15.02	1697.7544	S00974_20190805_084413.wav	S00974_20190805_084413.wav	
8	Spectrogram 1	1	1701.757121899	1702.010593919	0.000	8000.000	0.2535	-34.09	15.27	1701.7571	S00974_20190805_084413.wav	S00974_20190805_084413.wav	
9	Spectrogram 1	1	1711.086218779	1715.574901599	580.000	1080.800	4.4887	-58.51	12.60	1711.0862	S00974_20190805_084413.wav	S00974_20190805_084413.wav	
10	Spectrogram 1	1	1726.482931729	1728.018338949	143.400	470.100	1.5354	-61.84	10.90	1726.4829	S00974_20190805_084413.wav	S00974_20190805_084413.wav	
11	Spectrogram 1	1	1729.043701289	1730.074317089	159.300	709.100	1.0306	-59.98	11.57	1729.0437	S00974_20190805_084413.wav	S00974_20190805_084413.wav	
12	Spectrogram 1	1	1715.619519279	1722.416279029	580.000	1526.500	6.7968	-61.07	11.53	1715.6195	S00974_20190805_084413.wav	S00974_20190805_084413.wav	
13	Spectrogram 1	1	1731.318806709	1732.092179809	326.700	756.900	0.7734	-58.19	12.46	1731.3188	S00974_20190805_084413.wav	S00974_20190805_084413.wav	
14	Spectrogram 1	1	1733.445582729	1734.427171669	294.800	669.300	0.9816	-61.49	11.28	1733.4456	S00974_20190805_084413.wav	S00974_20190805_084413.wav	
15	Spectrogram 1	1	1735.973917869	1736.791908649	318.700	693.200	0.8180	-61.86	11.22	1735.9739	S00974_20190805_084413.wav	S00974_20190805_084413.wav	
16	Spectrogram 1	1	1738.489821669	1739.292939889	278.900	605.500	0.8031	-62.06	11.26	1738.4898	S00974_20190805_084413.wav	S00974_20190805_084413.wav	
17	Spectrogram 1	1	1741.285862879	1742.148471339	294.800	701.100	0.8626	-58.06	12.53	1741.2859	S00974_20190805_084413.wav	S00974_20190805_084413.wav	
18	Spectrogram 1	1	1744.089773909	1745.205215879	255.000	669.300	1.1154	-61.93	11.71	1744.0898	S00974_20190805_084413.wav	S00974_20190805_084413.wav	
19	Spectrogram 1	1	1747.153521189	1748.477178999	159.300	390.400	1.3237	-63.03	10.30	1747.1535	S00974_20190805_084413.wav	S00974_20190805_084413.wav	
20	Spectrogram 1	1	1750.705782179	1752.044312549	127.500	398.400	1.3385	-62.40	11.12	1750.7058	S00974_20190805_084413.wav	S00974_20190805_084413.wav	
21	Spectrogram 1	1	1754.222002369	1755.768748569	127.500	398.400	1.5467	-62.67	10.36	1754.2220	S00974_20190805_084413.wav	S00974_20190805_084413.wav	
22	Spectrogram 1	1	1778.033321659	1785.226599259	589.600	1381.600	7.1933	-62.95	10.84	1778.0333	S00974_20190805_084413.wav	S00974_20190805_084413.wav	
23	Spectrogram 1	1	1785.394863059	1790.064183659	748.900	1593.500	4.6693	-61.34	11.66	1785.3949	S00974_20190805_084413.wav	S00974_20190805_084413.wav	
24	Spectrogram 1	1	1790.451441759	1793.459157259	358.500	900.300	3.0077	-63.66	10.80	1790.4514	S00974_20190805_084413.wav	S00974_20190805_084413.wav	
25	Spectrogram 1	1	1796.174084680	1797.015403680	661.334	980.034	0.8413	-62.53	11.52	1796.1741	S00974_20190805_084413.wav	S00974_20190805_084413.wav	
26	Spectrogram 1	1	1798.116343418	1798.894563518	605.247	1043.447	0.7782	-58.94	15.36	1798.1163	S00974_20190805_084413.wav	S00974_20190805_084413.wav	
27	Spectrogram 1	1	1800.024265080	1800.676287380	609.870	1024.170	0.6520	-58.64	16.37	1800.0243	S00974_20190805_084413.wav	S00974_20190805_084413.wav	
28	Spectrogram 1	1	1801.729585914	1802.528839014	786.238	1096.938	0.7993	-66.08	11.13	1801.7296	S00974_20190805_084413.wav	S00974_20190805_084413.wav	
29	Spectrogram 1	1	1803.751035257	1804.592354357	736.526	1007.426	0.8413	-62.25	14.14	1803.7510	S00974_20190805_084413.wav	S00974_20190805_084413.wav	
30	Spectrogram 1	1	1807.617389459	1808.500774359	23.900	255.000	0.8834	-57.47	11.87	1807.6174	S00974_20190805_084413.wav	S00974_20190805_084413.wav	
31	Spectrogram 1	1	1810.162379459	1810.940599559	47.800	247.000	0.7782	-58.94	11.78	1810.1624	S00974_20190805_084413.wav	S00974_20190805_084413.wav	
32	Spectrogram 1	1	1812.497039759	1813.485589559	39.800	239.000	0.9885	-59.04	11.29	1812.4970	S00974_20190805_084413.wav	S00974_20190805_084413.wav	
33	Spectrogram 1	1	1815.042029759	1816.030579659	31.900	247.000	0.9885	-57.77	12.78	1815.0420	S00974_20190805_084413.wav	S00974_20190805_084413.wav	
34	Spectrogram 1	1	1817.499673559	1818.404091559	31.900	207.200	0.9044	-58.19	11.54	1817.4997	S00974_20190805_084413.wav	S00974_20190805_084413.wav	
35	Spectrogram 1	1	1822.169000000	1822.401349352	0.000	8000.000	0.2323	-33.92	18.00	1822.1690	S00974_20190805_084413.wav	S00974_20190805_084413.wav	Phaser
36	Spectrogram 1	1	1825.210664249	1827.238440415	0.000	8000.000	2.0278	-34.06	16.38	1825.2107	S00974_20190805_084413.wav	S00974_20190805_084413.wav	Upsweep
37	Spectrogram 1	1	1829.202848576	1831.344320689	0.000	8000.000	2.1415	-34.06	15.54	1829.2028	S00974_20190805_084413.wav	S00974_20190805_084413.wav	Downsweep
38	Spectrogram 1	1	1834.230043659	1836.300065159	0.000	8000.000	2.0700	-34.07	15.51	1834.2300	S00974_20190805_084413.wav	S00974_20190805_084413.wav	
39	Spectrogram 1	1	1838.182874169	1840.295141009	0.000	8000.000	2.1123	-34.09	15.30	1838.1829	S00974_20190805_084413.wav	S00974_20190805_084413.wav	
40	Spectrogram 1	1	1843.188946579	1845.280090749	0.000	8000.000	2.0911	-34.06	16.63	1843.1889	S00974_20190805_084413.wav	S00974_20190805_084413.wav	
41	Spectrogram 1	1	1847.223376239	1849.335643079	0.000	8000.000	2.1123	-34.07	15.61	1847.2234	S00974_20190805_084413.wav	S00974_20190805_084413.wav	
42	Spectrogram 1	1	1851.226121899	1851.479593919	0.000	8000.000	0.2535	-33.89	16.94	1851.2261	S00974_20190805_084413.wav	S00974_20190805_084413.wav	
43	Spectrogram 1	1	1860.555218779	1865.043901599	580.000	1080.800	4.4887	-58.85	12.86	1860.5552	S00974_20190805_084413.wav	S00974_20190805_084413.wav	
44	Spectrogram 1	1	1875.951931729	1877.487338949	143.400	470.100	1.5354	-62.39	11.59	1875.9519	S00974_20190805_084413.wav	S00974_20190805_084413.wav	
45	Spectrogram 1	1	1878.512701289	1879.543317089	159.300	709.100	1.0306	-60.30	11.45	1878.5127	S00974_20190805_084413.wav	S00974_20190805_084413.wav	
46	Spectrogram 1	1	1865.088519279	1871.885279029	580.000	1526.500	6.7968	-61.11	11.46	1865.0885	S00974_20190805_084413.wav	S00974_20190805_084413.wav	
47	Spectrogram 1	1	1880.787806709	1881.561179809	326.700	756.900	0.7734	-58.02	13.07	1880.7878	S00974_20190805_084413.wav	S00974_20190805_084413.wav	
48	Spectrogram 1	1	1882.914582729	1883.896171669	294.800	669.300	0.9816	-61.27	11.79	1882.9146	S00974_20190805_084413.wav	S00974_20190805_084413.wav	
49	Spectrogram 1	1	1885.442917869	1886.260908649	318.700	693.200	0.8180	-61.92	11.53	1885.4429	S00974_20190805_084413.wav	S00974_20190805_084413.wav	
50	Spectrogram 1	1	1887.958821669	1888.761939889	278.900	605.500	0.8031	-61.69	11.35	1887.9588	S00974_20190805_084413.wav	S00974_20190805_084413.wav	
51	Spectrogram 1	1	1890.754862879	1891.617471339	294.800	701.100	0.8626	-58.34	12.14	1890.7549	S00974_20190805_084413.wav	S00974_20190805_084413.wav	
52	Spectrogram 1	1	1893.558773909	1894.674215879	255.000	669.300	1.1154	-61.54	11.42	1893.5588	S00974_20190805_084413.wav	S00974_20190805_084413.wav	
53	Spectrogram 1	1	1896.622521189	1897.946178999	159.300	390.400	1.3237	-62.19	10.70	1896.6225	S00974_20190805_084413.wav	S00974_20190805_084413.wav	
54	Spectrogram 1	1	1900.174782179	1901.513312549	127.500	398.400	1.3385	-62.42	11.82	1900.1748	S00974_20190805_084413.wav	S00974_20190805_084413.wav	
55	Spectrogram 1	1	1903.691002369	1905.237748569	127.500	398.400	1.5467	-62.60	10.80	1903.6910	S00974_20190805_084413.wav	S00974_20190805_084413.wav	
56	Spectrogram 1	1	1927.502321659	1934.695599259	589.600	1381.600	7.1933	-62.63	10.87	1927.5023	S00974_20190805_084413.wav	S00974_20190805_084413.wav	
57	Spectrogram 1	1	1934.863863059	1939.533183659	748.900	1593.500	4.6693	-60.91	11.77	1934.8639	S00974_20190805_084413.wav	S00974_20190805_084413.wav	
58	Spectrogram 1	1	1939.920441759	1942.928157259	358.500	900.300	3.0077	-63.20	10.71	1939.9204	S00974_20190805_084413.wav	S00974_20190805_084413.wav	
59	Spectrogram 1	1	1945.643084680	1946.484403680	661.334	980.034	0.8413	-62.61	11.93	1945.6431	S00974_20190805_084413.wav	S00974_20190805_084413.wav	
60	Spectrogram 1	1	1947.585343418	1948.363563518	605.247	1043.447	0.7782	-59.45	13.76	1947.5853	S00974_20190805_084413.wav	S00974_20190805_084413.wav	
61	Spectrogram 1	1	1949.493265080	1950.145287380	609.870	1024.170	0.6520	-58.77	15.81	1949.4933	S00974_20190805_084413.wav	S00974_20190805_084413.wav	
62	Spectrogram 1	1	1951.198585914	1951.997839014	786.238	1096.938	0.7993	-66.30	11.86	1951.1986	S00974_20190805_084413.wav	S00974_20190805_084413.wav	
63	Spectrogram 1	1	1953.220035257	1954.061354357	736.526	1007.426	0.8413	-62.66	14.70	1953.2200	S00974_20190805_084413.wav	S00974_20190805_084413.wav	
64	Spectrogram 1	1	1957.086389459	1957.969774359	23.900	255.000	0.8834	-57.24	12.82	1957.0864	S00974_20190805_084413.wav	S00974_20190805_084413.wav	
65	Spectrogram 1	1	1959.631379459	1960.409599559	47.800	247.000	0.7782	-58.26	11.21	1959.6314	S00974_20190805_084413.wav	S00974_20190805_084413.wav	
66	Spectrogram 1	1	1961.966039759	1962.954589559	39.800	239.000	0.9885	-58.66	11.52	1961.9660	S00974_20190805_084413.wav	S00974_20190805_084413.wav	
67	Spectrogram 1	1	1964.511029759	1965.499579659	31.900	247.000	0.9885	-57.03	11.56	1964.5110	S00974_20190805_084413.wav	S00974_20190805_084413.wav	
68	Spectrogram 1	1	1966.968673559	1967.873091559	31.900	207.200	0.9044	-57.89	11.78	1966.9687	S00974_20190805_084413.wav	S00974_20190805_084413.wav	
69	Spectrogram 1	1	1971.600000000	1971.832349352	0.000	8000.000	0.2323	-34.03	16.53	1971.6000	S00974_20190805_084413.wav	S00974_20190805_084413.wav	Phaser
70	Spectrogram 1	1	1974.641664249	1976.669440415	0.000	8000.000	2.0278	-34.05	15.48	1974.6417	S00974_20190805_084413.wav	S00974_20190805_084413.wav	Upsweep
71	Spectrogram 1	1	1978.633848576	1980.775320689	0.000	8000.000	2.1415	-34.05	15.94	1978.6338	S00974_20190805_084413.wav	S00974_20190805_084413.wav	Downsweep
72	Spectrogram 1	1	1983.661043659	1985.731065159	0.000	8000.000	2.0700	-34.05	16.37	1983.6610	S00974_20190805_084413.wav	S00974_20190805_084413.wav	
73	Spectrogram 1	1	1987.613874169	1989.726141009	0.000	8000.000	2.1123	-34.04	16.16	1987.6139	S00974_20190805_084413.wav	S00974_20190805_084413.wav	
74	Spectrogram 1	1	1992.619946579	1994.711090749	0.000	8000.000	2.0911	-34.02	16.46	1992.6199	S00974_20190805_084413.wav	S00974_20190805_084413.wav	
75	Spectrogram 1	1	1996.654376239	1998.766643079	0.000	8000.000	2.1123	-34.01	16.22	1996.6544	S00974_20190805_084413.wav	S00974_20190805_084413.wav	
76	Spectrogram 1	1	2000.657121899	2000.910593919	0.000	8000.000	0.2535	-34.06	16.21	2000.6571	S00974_20190805_084413.wav	S00974_20190805_084413.wav	
77	Spectrogram 1	1	2009.986218779	2014.474901599	580.000	1080.800	4.4887	-58.73	12.52	2009.9862	S00974_20190805_084413.wav	S00974_20190805_084413.wav	
78	Spectrogram 1	1	2025.382931729	2026.918338949	143.400	470.100	1.5354	-62.35	10.99	2025.3829	S00974_20190805_084413.wav	S00974_20190805_084413.wav	
79	Spectrogram 1	1	2027.943701289	2028.974317089	159.300	709.100	1.0306	-59.27	12.31	2027.9437	S00974_20190805_084413.wav	S00974_20190805_084413.wav	
80	Spectrogram 1	1	2014.519519279	2021.316279029	580.000	1526.500	6.7968	-61.11	11.49	2014.5195	S00974_20190805_084413.wav	S00974_20190805_084413.wav	
81	Spectrogram 1	1	2030.218806709	2030.992179809	326.700	756.900	0.7734	-58.08	11.33	2030.2188	S00974_20190805_084413.wav	S00974_20190805_084413.wav	
82	Spectrogram 1	1	2032.345582729	2033.327171669	294.800	669.300	0.9816	-61.51	11.94	2032.3456	S00974_20190805_084413.wav	S00974_20190805_084413.wav	
83	Spectrogram 1	1	2034.873917869	2035.691908649	318.700	693.200	0.8180	-62.09	11.72	2034.8739	S00974_20190805_084413.wav	S00974_20190805_084413.wav	
84	Spectrogram 1	1	2037.389821669	2038.192939889	278.900	605.500	0.8031	-62.35	11.27	2037.3898	S00974_20190805_084413.wav	S00974_20190805_084413.wav	
85	Spectrogram 1	1	2040.185862879	2041.048471339	294.800	701.100	0.8626	-57.91	12.49	2040.1859	S00974_20190805_084413.wav	S00974_20190805_084413.wav	
