Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Delta Time (s)	Inband Power (dB FS)	SNR NIST Quick (dB FS)	Sound Type
1	Spectrogram 1	1	1134.170000000	1134.402349352	0.000	8000.000	0.2323	-34.68	18.08	Phaser
2	Spectrogram 1	1	1137.211664249	1139.239440415	0.000	8000.000	2.0278	-34.47	16.78	Upsweep
3	Spectrogram 1	1	1141.203848576	1143.345320689	0.000	8000.000	2.1415	-34.49	15.42	Downsweep
4	Spectrogram 1	1	1146.231043659	1148.301065159	0.000	8000.000	2.0700	-34.51	17.00	
5	Spectrogram 1	1	1150.183874169	1152.296141009	0.000	8000.000	2.1123	-34.50	15.75	
6	Spectrogram 1	1	1155.189946579	1157.281090749	0.000	8000.000	2.0911	-34.43	17.84	
7	Spectrogram 1	1	1159.224376239	1161.336643079	0.000	8000.000	2.1123	-34.48	16.96	
8	Spectrogram 1	1	1163.227121899	1163.480593919	0.000	8000.000	0.2535	-34.68	17.75	
9	Spectrogram 1	1	1172.556218779	1177.044901599	580.000	1080.800	4.4887	-51.20	21.12	
10	Spectrogram 1	1	1187.952931729	1189.488338949	143.400	470.100	1.5354	-56.09	12.21	
11	Spectrogram 1	1	1190.513701289	1191.544317089	159.300	709.100	1.0306	-45.29	15.72	
12	Spectrogram 1	1	1177.089519279	1183.886279029	580.000	1526.500	6.7968	-54.63	15.06	
13	Spectrogram 1	1	1192.788806709	1193.562179809	326.700	756.900	0.7734	-44.78	23.73	
14	Spectrogram 1	1	1194.915582729	1195.897171669	294.800	669.300	0.9816	-42.82	21.63	
15	Spectrogram 1	1	1197.443917869	1198.261908649	318.700	693.200	0.8180	-46.84	22.72	
16	Spectrogram 1	1	1199.959821669	1200.762939889	278.900	605.500	0.8031	-46.57	19.55	
17	Spectrogram 1	1	1202.755862879	1203.618471339	294.800	701.100	0.8626	-43.95	24.33	
18	Spectrogram 1	1	1205.559773909	1206.675215879	255.000	669.300	1.1154	-48.69	19.26	
19	Spectrogram 1	1	1208.623521189	1209.947178999	159.300	390.400	1.3237	-54.81	13.00	
20	Spectrogram 1	1	1212.175782179	1213.514312549	127.500	398.400	1.3385	-55.83	13.61	
21	Spectrogram 1	1	1215.692002369	1217.238748569	127.500	398.400	1.5467	-57.68	12.53	
22	Spectrogram 1	1	1239.503321659	1246.696599259	589.600	1381.600	7.1933	-54.77	11.83	
23	Spectrogram 1	1	1246.864863059	1251.534183659	748.900	1593.500	4.6693	-54.21	16.33	
24	Spectrogram 1	1	1251.921441759	1254.929157259	358.500	900.300	3.0077	-51.69	11.49	
25	Spectrogram 1	1	1257.644084680	1258.485403680	661.334	980.034	0.8413	-53.76	16.56	
26	Spectrogram 1	1	1259.586343418	1260.364563518	605.247	1043.447	0.7782	-50.47	22.24	
27	Spectrogram 1	1	1261.494265080	1262.146287380	609.870	1024.170	0.6520	-49.56	24.05	
28	Spectrogram 1	1	1263.199585914	1263.998839014	786.238	1096.938	0.7993	-61.10	15.61	
29	Spectrogram 1	1	1265.221035257	1266.062354357	736.526	1007.426	0.8413	-54.46	21.54	
30	Spectrogram 1	1	1269.087389459	1269.970774359	23.900	255.000	0.8834	-47.64	15.35	
31	Spectrogram 1	1	1271.632379459	1272.410599559	47.800	247.000	0.7782	-48.12	16.80	
32	Spectrogram 1	1	1273.967039759	1274.955589559	39.800	239.000	0.9885	-46.82	15.18	
33	Spectrogram 1	1	1276.512029759	1277.500579659	31.900	247.000	0.9885	-46.42	16.39	
34	Spectrogram 1	1	1278.969673559	1279.874091559	31.900	207.200	0.9044	-48.88	14.91	
35	Spectrogram 1	1	1283.639000000	1283.871349352	0.000	8000.000	0.2323	-34.81	19.22	Phaser
36	Spectrogram 1	1	1286.680664249	1288.708440415	0.000	8000.000	2.0278	-34.46	17.61	Upsweep
37	Spectrogram 1	1	1290.672848576	1292.814320689	0.000	8000.000	2.1415	-34.48	16.29	Downsweep
38	Spectrogram 1	1	1295.700043659	1297.770065159	0.000	8000.000	2.0700	-34.50	17.16	
39	Spectrogram 1	1	1299.652874169	1301.765141009	0.000	8000.000	2.1123	-34.49	15.73	
40	Spectrogram 1	1	1304.658946579	1306.750090749	0.000	8000.000	2.0911	-34.49	17.41	
41	Spectrogram 1	1	1308.693376239	1310.805643079	0.000	8000.000	2.1123	-34.52	15.92	
42	Spectrogram 1	1	1312.696121899	1312.949593919	0.000	8000.000	0.2535	-34.65	18.60	
43	Spectrogram 1	1	1322.025218779	1326.513901599	580.000	1080.800	4.4887	-51.04	20.99	
44	Spectrogram 1	1	1337.421931729	1338.957338949	143.400	470.100	1.5354	-56.24	12.07	
45	Spectrogram 1	1	1339.982701289	1341.013317089	159.300	709.100	1.0306	-45.10	16.80	
46	Spectrogram 1	1	1326.558519279	1333.355279029	580.000	1526.500	6.7968	-54.75	14.96	
47	Spectrogram 1	1	1342.257806709	1343.031179809	326.700	756.900	0.7734	-44.46	23.19	
48	Spectrogram 1	1	1344.384582729	1345.366171669	294.800	669.300	0.9816	-42.78	21.15	
49	Spectrogram 1	1	1346.912917869	1347.730908649	318.700	693.200	0.8180	-46.73	21.90	
50	Spectrogram 1	1	1349.428821669	1350.231939889	278.900	605.500	0.8031	-46.39	19.68	
51	Spectrogram 1	1	1352.224862879	1353.087471339	294.800	701.100	0.8626	-43.64	23.94	
52	Spectrogram 1	1	1355.028773909	1356.144215879	255.000	669.300	1.1154	-48.49	19.47	
53	Spectrogram 1	1	1358.092521189	1359.416178999	159.300	390.400	1.3237	-54.73	13.66	
54	Spectrogram 1	1	1361.644782179	1362.983312549	127.500	398.400	1.3385	-55.64	12.92	
55	Spectrogram 1	1	1365.161002369	1366.707748569	127.500	398.400	1.5467	-57.68	12.65	
56	Spectrogram 1	1	1388.972321659	1396.165599259	589.600	1381.600	7.1933	-54.49	12.07	
