Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Delta Time (s)	Inband Power (dB FS)	SNR NIST Quick (dB FS)	Sound Type
1	Spectrogram 1	1	1134.610000000	1134.842349352	0.000	8000.000	0.2323	-34.55	17.80	Phaser
2	Spectrogram 1	1	1137.651664249	1139.679440415	0.000	8000.000	2.0278	-34.29	18.61	Upsweep
3	Spectrogram 1	1	1141.643848576	1143.785320689	0.000	8000.000	2.1415	-34.38	16.32	Downsweep
4	Spectrogram 1	1	1146.671043659	1148.741065159	0.000	8000.000	2.0700	-34.35	18.11	
5	Spectrogram 1	1	1150.623874169	1152.736141009	0.000	8000.000	2.1123	-34.41	16.01	
6	Spectrogram 1	1	1155.629946579	1157.721090749	0.000	8000.000	2.0911	-34.38	17.20	
7	Spectrogram 1	1	1159.664376239	1161.776643079	0.000	8000.000	2.1123	-34.35	17.44	
8	Spectrogram 1	1	1163.667121899	1163.920593919	0.000	8000.000	0.2535	-34.61	17.12	
9	Spectrogram 1	1	1172.996218779	1177.484901599	580.000	1080.800	4.4887	-50.98	21.04	
10	Spectrogram 1	1	1188.392931729	1189.928338949	143.400	470.100	1.5354	-56.01	12.46	
11	Spectrogram 1	1	1190.953701289	1191.984317089	159.300	709.100	1.0306	-44.94	16.23	
12	Spectrogram 1	1	1177.529519279	1184.326279029	580.000	1526.500	6.7968	-54.75	15.25	
13	Spectrogram 1	1	1193.228806709	1194.002179809	326.700	756.900	0.7734	-44.56	23.30	
14	Spectrogram 1	1	1195.355582729	1196.337171669	294.800	669.300	0.9816	-42.61	21.55	
15	Spectrogram 1	1	1197.883917869	1198.701908649	318.700	693.200	0.8180	-46.73	23.18	
16	Spectrogram 1	1	1200.399821669	1201.202939889	278.900	605.500	0.8031	-46.48	19.83	
17	Spectrogram 1	1	1203.195862879	1204.058471339	294.800	701.100	0.8626	-43.74	24.40	
18	Spectrogram 1	1	1205.999773909	1207.115215879	255.000	669.300	1.1154	-48.59	19.67	
19	Spectrogram 1	1	1209.063521189	1210.387178999	159.300	390.400	1.3237	-54.91	13.31	
20	Spectrogram 1	1	1212.615782179	1213.954312549	127.500	398.400	1.3385	-55.75	12.93	
21	Spectrogram 1	1	1216.132002369	1217.678748569	127.500	398.400	1.5467	-57.96	12.76	
22	Spectrogram 1	1	1239.943321659	1247.136599259	589.600	1381.600	7.1933	-54.85	11.87	
23	Spectrogram 1	1	1247.304863059	1251.974183659	748.900	1593.500	4.6693	-54.29	16.19	
24	Spectrogram 1	1	1252.361441759	1255.369157259	358.500	900.300	3.0077	-51.81	11.59	
25	Spectrogram 1	1	1258.084084680	1258.925403680	661.334	980.034	0.8413	-54.17	15.37	
26	Spectrogram 1	1	1260.026343418	1260.804563518	605.247	1043.447	0.7782	-50.86	22.61	
27	Spectrogram 1	1	1261.934265080	1262.586287380	609.870	1024.170	0.6520	-50.00	24.17	
28	Spectrogram 1	1	1263.639585914	1264.438839014	786.238	1096.938	0.7993	-61.31	16.23	
29	Spectrogram 1	1	1265.661035257	1266.502354357	736.526	1007.426	0.8413	-54.92	21.86	
30	Spectrogram 1	1	1269.527389459	1270.410774359	23.900	255.000	0.8834	-47.47	16.70	
31	Spectrogram 1	1	1272.072379459	1272.850599559	47.800	247.000	0.7782	-48.24	15.29	
32	Spectrogram 1	1	1274.407039759	1275.395589559	39.800	239.000	0.9885	-46.59	14.98	
33	Spectrogram 1	1	1276.952029759	1277.940579659	31.900	247.000	0.9885	-46.37	16.42	
34	Spectrogram 1	1	1279.409673559	1280.314091559	31.900	207.200	0.9044	-48.92	15.64	
35	Spectrogram 1	1	1284.079000000	1284.311349352	0.000	8000.000	0.2323	-34.34	18.48	Phaser
36	Spectrogram 1	1	1287.120664249	1289.148440415	0.000	8000.000	2.0278	-34.32	18.32	Upsweep
37	Spectrogram 1	1	1291.112848576	1293.254320689	0.000	8000.000	2.1415	-34.32	18.23	Downsweep
38	Spectrogram 1	1	1296.140043659	1298.210065159	0.000	8000.000	2.0700	-34.32	18.46	
39	Spectrogram 1	1	1300.092874169	1302.205141009	0.000	8000.000	2.1123	-34.36	17.04	
40	Spectrogram 1	1	1305.098946579	1307.190090749	0.000	8000.000	2.0911	-34.36	17.46	
41	Spectrogram 1	1	1309.133376239	1311.245643079	0.000	8000.000	2.1123	-34.40	16.44	
42	Spectrogram 1	1	1313.136121899	1313.389593919	0.000	8000.000	0.2535	-34.57	19.08	
43	Spectrogram 1	1	1322.465218779	1326.953901599	580.000	1080.800	4.4887	-51.02	21.13	
44	Spectrogram 1	1	1337.861931729	1339.397338949	143.400	470.100	1.5354	-56.18	12.52	
45	Spectrogram 1	1	1340.422701289	1341.453317089	159.300	709.100	1.0306	-45.10	16.07	
46	Spectrogram 1	1	1326.998519279	1333.795279029	580.000	1526.500	6.7968	-54.78	15.18	
47	Spectrogram 1	1	1342.697806709	1343.471179809	326.700	756.900	0.7734	-44.75	23.71	
48	Spectrogram 1	1	1344.824582729	1345.806171669	294.800	669.300	0.9816	-42.72	21.52	
49	Spectrogram 1	1	1347.352917869	1348.170908649	318.700	693.200	0.8180	-46.87	21.61	
50	Spectrogram 1	1	1349.868821669	1350.671939889	278.900	605.500	0.8031	-46.48	19.53	
51	Spectrogram 1	1	1352.664862879	1353.527471339	294.800	701.100	0.8626	-43.87	25.13	
52	Spectrogram 1	1	1355.468773909	1356.584215879	255.000	669.300	1.1154	-48.78	18.76	
53	Spectrogram 1	1	1358.532521189	1359.856178999	159.300	390.400	1.3237	-54.78	13.57	
54	Spectrogram 1	1	1362.084782179	1363.423312549	127.500	398.400	1.3385	-55.69	12.22	
55	Spectrogram 1	1	1365.601002369	1367.147748569	127.500	398.400	1.5467	-57.67	12.90	
56	Spectrogram 1	1	1389.412321659	1396.605599259	589.600	1381.600	7.1933	-54.89	11.88	
