Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Delta Time (s)	Inband Power (dB FS)	SNR NIST Quick (dB FS)	Sound Type
1	Spectrogram 1	1	688.200000000	688.432349352	0.000	8000.000	0.2323	-34.79	18.95	Phaser
2	Spectrogram 1	1	691.241664249	693.269440415	0.000	8000.000	2.0278	-34.37	19.51	Upsweep
3	Spectrogram 1	1	695.233848576	697.375320689	0.000	8000.000	2.1415	-34.42	17.72	Downsweep
4	Spectrogram 1	1	700.261043659	702.331065159	0.000	8000.000	2.0700	-34.37	20.21	
5	Spectrogram 1	1	704.213874169	706.326141009	0.000	8000.000	2.1123	-34.43	17.60	
6	Spectrogram 1	1	709.219946579	711.311090749	0.000	8000.000	2.0911	-34.39	19.37	
7	Spectrogram 1	1	713.254376239	715.366643079	0.000	8000.000	2.1123	-34.43	17.29	
8	Spectrogram 1	1	717.257121899	717.510593919	0.000	8000.000	0.2535	-34.92	20.03	
9	Spectrogram 1	1	726.586218779	731.074901599	580.000	1080.800	4.4887	-46.50	23.48	
10	Spectrogram 1	1	741.982931729	743.518338949	143.400	470.100	1.5354	-57.47	12.44	
11	Spectrogram 1	1	744.543701289	745.574317089	159.300	709.100	1.0306	-49.28	14.45	
12	Spectrogram 1	1	731.119519279	737.916279029	580.000	1526.500	6.7968	-49.54	19.51	
13	Spectrogram 1	1	746.818806709	747.592179809	326.700	756.900	0.7734	-46.45	21.56	
14	Spectrogram 1	1	748.945582729	749.927171669	294.800	669.300	0.9816	-48.34	19.90	
15	Spectrogram 1	1	751.473917869	752.291908649	318.700	693.200	0.8180	-50.44	19.14	
16	Spectrogram 1	1	753.989821669	754.792939889	278.900	605.500	0.8031	-50.08	18.16	
17	Spectrogram 1	1	756.785862879	757.648471339	294.800	701.100	0.8626	-48.60	21.72	
18	Spectrogram 1	1	759.589773909	760.705215879	255.000	669.300	1.1154	-49.89	16.63	
19	Spectrogram 1	1	762.653521189	763.977178999	159.300	390.400	1.3237	-55.56	13.50	
20	Spectrogram 1	1	766.205782179	767.544312549	127.500	398.400	1.3385	-56.87	12.57	
21	Spectrogram 1	1	769.722002369	771.268748569	127.500	398.400	1.5467	-58.10	12.35	
22	Spectrogram 1	1	793.533321659	800.726599259	589.600	1381.600	7.1933	-54.37	12.57	
