Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Delta Time (s)	Inband Power (dB FS)	SNR NIST Quick (dB FS)	Sound Type
1	Spectrogram 1	1	689.570000000	689.802349352	0.000	8000.000	0.2323	-34.25	18.81	Phaser
2	Spectrogram 1	1	692.611664249	694.639440415	0.000	8000.000	2.0278	-33.91	19.46	Upsweep
3	Spectrogram 1	1	696.603848576	698.745320689	0.000	8000.000	2.1415	-33.97	18.06	Downsweep
4	Spectrogram 1	1	701.631043659	703.701065159	0.000	8000.000	2.0700	-33.88	19.60	
5	Spectrogram 1	1	705.583874169	707.696141009	0.000	8000.000	2.1123	-33.95	18.32	
6	Spectrogram 1	1	710.589946579	712.681090749	0.000	8000.000	2.0911	-33.95	19.01	
7	Spectrogram 1	1	714.624376239	716.736643079	0.000	8000.000	2.1123	-33.96	18.53	
8	Spectrogram 1	1	718.627121899	718.880593919	0.000	8000.000	0.2535	-34.35	19.03	
9	Spectrogram 1	1	727.956218779	732.444901599	580.000	1080.800	4.4887	-46.30	22.96	
10	Spectrogram 1	1	743.352931729	744.888338949	143.400	470.100	1.5354	-57.34	12.65	
11	Spectrogram 1	1	745.913701289	746.944317089	159.300	709.100	1.0306	-48.81	14.75	
12	Spectrogram 1	1	732.489519279	739.286279029	580.000	1526.500	6.7968	-49.35	18.81	
13	Spectrogram 1	1	748.188806709	748.962179809	326.700	756.900	0.7734	-46.15	21.83	
14	Spectrogram 1	1	750.315582729	751.297171669	294.800	669.300	0.9816	-48.32	20.05	
15	Spectrogram 1	1	752.843917869	753.661908649	318.700	693.200	0.8180	-49.98	20.77	
16	Spectrogram 1	1	755.359821669	756.162939889	278.900	605.500	0.8031	-49.95	19.17	
17	Spectrogram 1	1	758.155862879	759.018471339	294.800	701.100	0.8626	-47.56	21.92	
18	Spectrogram 1	1	760.959773909	762.075215879	255.000	669.300	1.1154	-50.44	16.97	
19	Spectrogram 1	1	764.023521189	765.347178999	159.300	390.400	1.3237	-55.73	14.25	
20	Spectrogram 1	1	767.575782179	768.914312549	127.500	398.400	1.3385	-57.08	12.68	
21	Spectrogram 1	1	771.092002369	772.638748569	127.500	398.400	1.5467	-57.90	12.03	
22	Spectrogram 1	1	794.903321659	802.096599259	589.600	1381.600	7.1933	-54.30	12.58	
23	Spectrogram 1	1	802.264863059	806.934183659	748.900	1593.500	4.6693	-48.44	20.22	
24	Spectrogram 1	1	807.321441759	810.329157259	358.500	900.300	3.0077	-53.88	11.47	
25	Spectrogram 1	1	813.044084680	813.885403680	661.334	980.034	0.8413	-49.73	18.30	
26	Spectrogram 1	1	814.986343418	815.764563518	605.247	1043.447	0.7782	-46.12	23.44	
27	Spectrogram 1	1	816.894265080	817.546287380	609.870	1024.170	0.6520	-45.77	25.80	
28	Spectrogram 1	1	818.599585914	819.398839014	786.238	1096.938	0.7993	-55.64	19.92	
29	Spectrogram 1	1	820.621035257	821.462354357	736.526	1007.426	0.8413	-49.61	26.43	
30	Spectrogram 1	1	824.487389459	825.370774359	23.900	255.000	0.8834	-50.75	14.96	
31	Spectrogram 1	1	827.032379459	827.810599559	47.800	247.000	0.7782	-51.35	14.30	
32	Spectrogram 1	1	829.367039759	830.355589559	39.800	239.000	0.9885	-50.03	13.81	
33	Spectrogram 1	1	831.912029759	832.900579659	31.900	247.000	0.9885	-49.91	14.53	
34	Spectrogram 1	1	834.369673559	835.274091559	31.900	207.200	0.9044	-52.62	13.34	
35	Spectrogram 1	1	839.039000000	839.271349352	0.000	8000.000	0.2323	-34.34	19.36	Phaser
36	Spectrogram 1	1	842.080664249	844.108440415	0.000	8000.000	2.0278	-33.91	18.86	Upsweep
37	Spectrogram 1	1	846.072848576	848.214320689	0.000	8000.000	2.1415	-33.95	18.50	Downsweep
38	Spectrogram 1	1	851.100043659	853.170065159	0.000	8000.000	2.0700	-33.95	18.89	
39	Spectrogram 1	1	855.052874169	857.165141009	0.000	8000.000	2.1123	-33.89	18.95	
40	Spectrogram 1	1	860.058946579	862.150090749	0.000	8000.000	2.0911	-33.91	19.06	
41	Spectrogram 1	1	864.093376239	866.205643079	0.000	8000.000	2.1123	-33.98	18.27	
42	Spectrogram 1	1	868.096121899	868.349593919	0.000	8000.000	0.2535	-34.14	19.48	
43	Spectrogram 1	1	877.425218779	881.913901599	580.000	1080.800	4.4887	-46.32	23.30	
44	Spectrogram 1	1	892.821931729	894.357338949	143.400	470.100	1.5354	-57.46	12.47	
45	Spectrogram 1	1	895.382701289	896.413317089	159.300	709.100	1.0306	-49.07	14.21	
46	Spectrogram 1	1	881.958519279	888.755279029	580.000	1526.500	6.7968	-49.44	18.95	
47	Spectrogram 1	1	897.657806709	898.431179809	326.700	756.900	0.7734	-46.12	21.88	
48	Spectrogram 1	1	899.784582729	900.766171669	294.800	669.300	0.9816	-48.32	19.27	
49	Spectrogram 1	1	902.312917869	903.130908649	318.700	693.200	0.8180	-50.12	20.02	
50	Spectrogram 1	1	904.828821669	905.631939889	278.900	605.500	0.8031	-49.90	19.56	
51	Spectrogram 1	1	907.624862879	908.487471339	294.800	701.100	0.8626	-47.35	22.53	
52	Spectrogram 1	1	910.428773909	911.544215879	255.000	669.300	1.1154	-50.40	16.46	
53	Spectrogram 1	1	913.492521189	914.816178999	159.300	390.400	1.3237	-55.36	12.91	
54	Spectrogram 1	1	917.044782179	918.383312549	127.500	398.400	1.3385	-57.15	13.29	
55	Spectrogram 1	1	920.561002369	922.107748569	127.500	398.400	1.5467	-58.12	12.52	
