Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Delta Time (s)	Inband Power (dB FS)	SNR NIST Quick (dB FS)	File Offset (s)	End File	Begin File	Sound Type
1	Spectrogram 1	1	2052.000000000	2052.232349352	0.000	8000.000	0.2323	-32.71	13.98	2052.0000	S00974_20190807_153026.wav	S00974_20190807_153026.wav	Phaser
2	Spectrogram 1	1	2055.041664249	2057.069440415	0.000	8000.000	2.0278	-32.60	14.12	2055.0417	S00974_20190807_153026.wav	S00974_20190807_153026.wav	Upsweep
3	Spectrogram 1	1	2059.033848576	2061.175320689	0.000	8000.000	2.1415	-32.60	14.10	2059.0338	S00974_20190807_153026.wav	S00974_20190807_153026.wav	Downsweep
4	Spectrogram 1	1	2064.061043659	2066.131065159	0.000	8000.000	2.0700	-32.60	14.26	2064.0610	S00974_20190807_153026.wav	S00974_20190807_153026.wav	
5	Spectrogram 1	1	2068.013874169	2070.126141009	0.000	8000.000	2.1123	-32.60	14.05	2068.0139	S00974_20190807_153026.wav	S00974_20190807_153026.wav	
6	Spectrogram 1	1	2073.019946579	2075.111090749	0.000	8000.000	2.0911	-32.63	14.07	2073.0199	S00974_20190807_153026.wav	S00974_20190807_153026.wav	
7	Spectrogram 1	1	2077.054376239	2079.166643079	0.000	8000.000	2.1123	-32.60	14.07	2077.0544	S00974_20190807_153026.wav	S00974_20190807_153026.wav	
8	Spectrogram 1	1	2081.057121899	2081.310593919	0.000	8000.000	0.2535	-32.57	13.72	2081.0571	S00974_20190807_153026.wav	S00974_20190807_153026.wav	
9	Spectrogram 1	1	2090.386218779	2094.874901599	580.000	1080.800	4.4887	-66.18	10.41	2090.3862	S00974_20190807_153026.wav	S00974_20190807_153026.wav	
10	Spectrogram 1	1	2105.782931729	2107.318338949	143.400	470.100	1.5354	-63.33	11.19	2105.7829	S00974_20190807_153026.wav	S00974_20190807_153026.wav	
11	Spectrogram 1	1	2108.343701289	2109.374317089	159.300	709.100	1.0306	-61.93	11.19	2108.3437	S00974_20190807_153026.wav	S00974_20190807_153026.wav	
12	Spectrogram 1	1	2094.919519279	2101.716279029	580.000	1526.500	6.7968	-64.56	10.53	2094.9195	S00974_20190807_153026.wav	S00974_20190807_153026.wav	
13	Spectrogram 1	1	2110.618806709	2111.392179809	326.700	756.900	0.7734	-64.28	10.90	2110.6188	S00974_20190807_153026.wav	S00974_20190807_153026.wav	
14	Spectrogram 1	1	2112.745582729	2113.727171669	294.800	669.300	0.9816	-64.14	10.79	2112.7456	S00974_20190807_153026.wav	S00974_20190807_153026.wav	
15	Spectrogram 1	1	2115.273917869	2116.091908649	318.700	693.200	0.8180	-64.97	10.34	2115.2739	S00974_20190807_153026.wav	S00974_20190807_153026.wav	
16	Spectrogram 1	1	2117.789821669	2118.592939889	278.900	605.500	0.8031	-65.35	10.25	2117.7898	S00974_20190807_153026.wav	S00974_20190807_153026.wav	
17	Spectrogram 1	1	2120.585862879	2121.448471339	294.800	701.100	0.8626	-64.72	10.38	2120.5859	S00974_20190807_153026.wav	S00974_20190807_153026.wav	
18	Spectrogram 1	1	2123.389773909	2124.505215879	255.000	669.300	1.1154	-64.41	10.51	2123.3898	S00974_20190807_153026.wav	S00974_20190807_153026.wav	
19	Spectrogram 1	1	2126.453521189	2127.777178999	159.300	390.400	1.3237	-63.79	10.55	2126.4535	S00974_20190807_153026.wav	S00974_20190807_153026.wav	
20	Spectrogram 1	1	2130.005782179	2131.344312549	127.500	398.400	1.3385	-62.57	11.12	2130.0058	S00974_20190807_153026.wav	S00974_20190807_153026.wav	
21	Spectrogram 1	1	2133.522002369	2135.068748569	127.500	398.400	1.5467	-62.44	11.47	2133.5220	S00974_20190807_153026.wav	S00974_20190807_153026.wav	
22	Spectrogram 1	1	2157.333321659	2164.526599259	589.600	1381.600	7.1933	-65.22	10.44	2157.3333	S00974_20190807_153026.wav	S00974_20190807_153026.wav	
23	Spectrogram 1	1	2164.694863059	2169.364183659	748.900	1593.500	4.6693	-65.67	10.41	2164.6949	S00974_20190807_153026.wav	S00974_20190807_153026.wav	
24	Spectrogram 1	1	2169.751441759	2172.759157259	358.500	900.300	3.0077	-64.80	10.65	2169.7514	S00974_20190807_153026.wav	S00974_20190807_153026.wav	
25	Spectrogram 1	1	2175.474084680	2176.315403680	661.334	980.034	0.8413	-68.26	10.28	2175.4741	S00974_20190807_153026.wav	S00974_20190807_153026.wav	
26	Spectrogram 1	1	2177.416343418	2178.194563518	605.247	1043.447	0.7782	-67.29	10.19	2177.4163	S00974_20190807_153026.wav	S00974_20190807_153026.wav	
27	Spectrogram 1	1	2179.324265080	2179.976287380	609.870	1024.170	0.6520	-67.61	10.48	2179.3243	S00974_20190807_153026.wav	S00974_20190807_153026.wav	
28	Spectrogram 1	1	2181.029585914	2181.828839014	786.238	1096.938	0.7993	-69.10	9.86	2181.0296	S00974_20190807_153026.wav	S00974_20190807_153026.wav	
29	Spectrogram 1	1	2183.051035257	2183.892354357	736.526	1007.426	0.8413	-69.49	10.16	2183.0510	S00974_20190807_153026.wav	S00974_20190807_153026.wav	
30	Spectrogram 1	1	2186.917389459	2187.800774359	23.900	255.000	0.8834	-56.33	13.92	2186.9174	S00974_20190807_153026.wav	S00974_20190807_153026.wav	
31	Spectrogram 1	1	2189.462379459	2190.240599559	47.800	247.000	0.7782	-58.06	13.22	2189.4624	S00974_20190807_153026.wav	S00974_20190807_153026.wav	
32	Spectrogram 1	1	2191.797039759	2192.785589559	39.800	239.000	0.9885	-57.65	11.69	2191.7970	S00974_20190807_153026.wav	S00974_20190807_153026.wav	
33	Spectrogram 1	1	2194.342029759	2195.330579659	31.900	247.000	0.9885	-56.66	13.05	2194.3420	S00974_20190807_153026.wav	S00974_20190807_153026.wav	
34	Spectrogram 1	1	2196.799673559	2197.704091559	31.900	207.200	0.9044	-56.97	13.07	2196.7997	S00974_20190807_153026.wav	S00974_20190807_153026.wav	
35	Spectrogram 1	1	2201.469000000	2201.701349352	0.000	8000.000	0.2323	-32.60	14.18	2201.4690	S00974_20190807_153026.wav	S00974_20190807_153026.wav	Phaser
36	Spectrogram 1	1	2204.510664249	2206.538440415	0.000	8000.000	2.0278	-32.63	14.38	2204.5107	S00974_20190807_153026.wav	S00974_20190807_153026.wav	Upsweep
37	Spectrogram 1	1	2208.502848576	2210.644320689	0.000	8000.000	2.1415	-32.61	14.31	2208.5028	S00974_20190807_153026.wav	S00974_20190807_153026.wav	Downsweep
38	Spectrogram 1	1	2213.530043659	2215.600065159	0.000	8000.000	2.0700	-32.59	14.23	2213.5300	S00974_20190807_153026.wav	S00974_20190807_153026.wav	
39	Spectrogram 1	1	2217.482874169	2219.595141009	0.000	8000.000	2.1123	-32.63	14.23	2217.4829	S00974_20190807_153026.wav	S00974_20190807_153026.wav	
40	Spectrogram 1	1	2222.488946579	2224.580090749	0.000	8000.000	2.0911	-32.61	14.28	2222.4889	S00974_20190807_153026.wav	S00974_20190807_153026.wav	
41	Spectrogram 1	1	2226.523376239	2228.635643079	0.000	8000.000	2.1123	-32.61	14.09	2226.5234	S00974_20190807_153026.wav	S00974_20190807_153026.wav	
42	Spectrogram 1	1	2230.526121899	2230.779593919	0.000	8000.000	0.2535	-32.53	14.16	2230.5261	S00974_20190807_153026.wav	S00974_20190807_153026.wav	
43	Spectrogram 1	1	2239.855218779	2244.343901599	580.000	1080.800	4.4887	-66.40	10.39	2239.8552	S00974_20190807_153026.wav	S00974_20190807_153026.wav	
