Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Delta Time (s)	Inband Power (dB FS)	SNR NIST Quick (dB FS)	File Offset (s)	End File	Begin File	Sound Type
26	Spectrogram 1	1	939.066343418	939.844563518	605.247	1043.447	0.7782	-46.58	23.25	939.0663	S00976_20190811_172127.wav	S00976_20190811_172127.wav	
27	Spectrogram 1	1	940.974265080	941.626287380	609.870	1024.170	0.6520	-46.88	24.47	940.9743	S00976_20190811_172127.wav	S00976_20190811_172127.wav	
28	Spectrogram 1	1	942.679585914	943.478839014	786.238	1096.938	0.7993	-56.79	17.51	942.6796	S00976_20190811_172127.wav	S00976_20190811_172127.wav	
29	Spectrogram 1	1	944.701035257	945.542354357	736.526	1007.426	0.8413	-50.03	24.73	944.7010	S00976_20190811_172127.wav	S00976_20190811_172127.wav	
30	Spectrogram 1	1	948.567389459	949.450774359	23.900	255.000	0.8834	-45.18	16.53	948.5674	S00976_20190811_172127.wav	S00976_20190811_172127.wav	
31	Spectrogram 1	1	951.112379459	951.890599559	47.800	247.000	0.7782	-45.78	18.19	951.1124	S00976_20190811_172127.wav	S00976_20190811_172127.wav	
32	Spectrogram 1	1	953.447039759	954.435589559	39.800	239.000	0.9885	-44.23	16.35	953.4470	S00976_20190811_172127.wav	S00976_20190811_172127.wav	
33	Spectrogram 1	1	955.992029759	956.980579659	31.900	247.000	0.9885	-43.99	15.90	955.9920	S00976_20190811_172127.wav	S00976_20190811_172127.wav	
34	Spectrogram 1	1	958.449673559	959.354091559	31.900	207.200	0.9044	-46.71	15.80	958.4497	S00976_20190811_172127.wav	S00976_20190811_172127.wav	
35	Spectrogram 1	1	963.119000000	963.351349352	0.000	8000.000	0.2323	-33.08	20.31	963.1190	S00976_20190811_172127.wav	S00976_20190811_172127.wav	Phaser
36	Spectrogram 1	1	966.160664249	968.188440415	0.000	8000.000	2.0278	-32.85	17.35	966.1607	S00976_20190811_172127.wav	S00976_20190811_172127.wav	Upsweep
37	Spectrogram 1	1	970.152848576	972.294320689	0.000	8000.000	2.1415	-32.14	20.67	970.1528	S00976_20190811_172127.wav	S00976_20190811_172127.wav	Downsweep
38	Spectrogram 1	1	975.180043659	977.250065159	0.000	8000.000	2.0700	-32.40	22.05	975.1800	S00976_20190811_172127.wav	S00976_20190811_172127.wav	
39	Spectrogram 1	1	979.132874169	981.245141009	0.000	8000.000	2.1123	-32.50	19.22	979.1329	S00976_20190811_172127.wav	S00976_20190811_172127.wav	
40	Spectrogram 1	1	984.138946579	986.230090749	0.000	8000.000	2.0911	-32.36	21.48	984.1389	S00976_20190811_172127.wav	S00976_20190811_172127.wav	
41	Spectrogram 1	1	988.173376239	990.285643079	0.000	8000.000	2.1123	-32.48	18.58	988.1734	S00976_20190811_172127.wav	S00976_20190811_172127.wav	
42	Spectrogram 1	1	992.176121899	992.429593919	0.000	8000.000	0.2535	-32.70	22.06	992.1761	S00976_20190811_172127.wav	S00976_20190811_172127.wav	
43	Spectrogram 1	1	1001.505218779	1005.993901599	580.000	1080.800	4.4887	-44.15	24.79	1001.5052	S00976_20190811_172127.wav	S00976_20190811_172127.wav	
44	Spectrogram 1	1	1016.901931729	1018.437338949	143.400	470.100	1.5354	-53.55	13.35	1016.9019	S00976_20190811_172127.wav	S00976_20190811_172127.wav	
45	Spectrogram 1	1	1019.462701289	1020.493317089	159.300	709.100	1.0306	-47.94	16.31	1019.4627	S00976_20190811_172127.wav	S00976_20190811_172127.wav	
46	Spectrogram 1	1	1006.038519279	1012.835279029	580.000	1526.500	6.7968	-50.50	17.64	1006.0385	S00976_20190811_172127.wav	S00976_20190811_172127.wav	
47	Spectrogram 1	1	1021.737806709	1022.511179809	326.700	756.900	0.7734	-43.94	24.19	1021.7378	S00976_20190811_172127.wav	S00976_20190811_172127.wav	
48	Spectrogram 1	1	1023.864582729	1024.846171669	294.800	669.300	0.9816	-46.68	21.62	1023.8646	S00976_20190811_172127.wav	S00976_20190811_172127.wav	
49	Spectrogram 1	1	1026.392917869	1027.210908649	318.700	693.200	0.8180	-47.71	21.63	1026.3929	S00976_20190811_172127.wav	S00976_20190811_172127.wav	
50	Spectrogram 1	1	1028.908821669	1029.711939889	278.900	605.500	0.8031	-48.58	19.38	1028.9088	S00976_20190811_172127.wav	S00976_20190811_172127.wav	
51	Spectrogram 1	1	1031.704862879	1032.567471339	294.800	701.100	0.8626	-43.42	22.87	1031.7049	S00976_20190811_172127.wav	S00976_20190811_172127.wav	
52	Spectrogram 1	1	1034.508773909	1035.624215879	255.000	669.300	1.1154	-48.37	19.84	1034.5088	S00976_20190811_172127.wav	S00976_20190811_172127.wav	
53	Spectrogram 1	1	1037.572521189	1038.896178999	159.300	390.400	1.3237	-51.77	15.78	1037.5725	S00976_20190811_172127.wav	S00976_20190811_172127.wav	
54	Spectrogram 1	1	1041.124782179	1042.463312549	127.500	398.400	1.3385	-52.10	13.19	1041.1248	S00976_20190811_172127.wav	S00976_20190811_172127.wav	
55	Spectrogram 1	1	1044.641002369	1046.187748569	127.500	398.400	1.5467	-55.00	13.67	1044.6410	S00976_20190811_172127.wav	S00976_20190811_172127.wav	
56	Spectrogram 1	1	1068.452321659	1075.645599259	589.600	1381.600	7.1933	-51.78	12.83	1068.4523	S00976_20190811_172127.wav	S00976_20190811_172127.wav	
57	Spectrogram 1	1	1075.813863059	1080.483183659	748.900	1593.500	4.6693	-50.64	19.16	1075.8139	S00976_20190811_172127.wav	S00976_20190811_172127.wav	
58	Spectrogram 1	1	1080.870441759	1083.878157259	358.500	900.300	3.0077	-52.60	12.58	1080.8704	S00976_20190811_172127.wav	S00976_20190811_172127.wav	
59	Spectrogram 1	1	1086.593084680	1087.434403680	661.334	980.034	0.8413	-51.51	18.51	1086.5931	S00976_20190811_172127.wav	S00976_20190811_172127.wav	
60	Spectrogram 1	1	1088.535343418	1089.313563518	605.247	1043.447	0.7782	-46.76	22.62	1088.5353	S00976_20190811_172127.wav	S00976_20190811_172127.wav	
61	Spectrogram 1	1	1090.443265080	1091.095287380	609.870	1024.170	0.6520	-47.11	23.70	1090.4433	S00976_20190811_172127.wav	S00976_20190811_172127.wav	
62	Spectrogram 1	1	1092.148585914	1092.947839014	786.238	1096.938	0.7993	-56.83	17.73	1092.1486	S00976_20190811_172127.wav	S00976_20190811_172127.wav	
63	Spectrogram 1	1	1094.170035257	1095.011354357	736.526	1007.426	0.8413	-50.12	24.86	1094.1700	S00976_20190811_172127.wav	S00976_20190811_172127.wav	
64	Spectrogram 1	1	1098.036389459	1098.919774359	23.900	255.000	0.8834	-45.33	16.83	1098.0364	S00976_20190811_172127.wav	S00976_20190811_172127.wav	
65	Spectrogram 1	1	1100.581379459	1101.359599559	47.800	247.000	0.7782	-45.63	18.24	1100.5814	S00976_20190811_172127.wav	S00976_20190811_172127.wav	
66	Spectrogram 1	1	1102.916039759	1103.904589559	39.800	239.000	0.9885	-44.24	16.43	1102.9160	S00976_20190811_172127.wav	S00976_20190811_172127.wav	
67	Spectrogram 1	1	1105.461029759	1106.449579659	31.900	247.000	0.9885	-44.28	16.02	1105.4610	S00976_20190811_172127.wav	S00976_20190811_172127.wav	
68	Spectrogram 1	1	1107.918673559	1108.823091559	31.900	207.200	0.9044	-47.02	16.30	1107.9187	S00976_20190811_172127.wav	S00976_20190811_172127.wav	
69	Spectrogram 1	1	1112.550000000	1112.782349352	0.000	8000.000	0.2323	-33.23	17.67	1112.5500	S00976_20190811_172127.wav	S00976_20190811_172127.wav	Phaser
70	Spectrogram 1	1	1115.591664249	1117.619440415	0.000	8000.000	2.0278	-32.45	21.08	1115.5917	S00976_20190811_172127.wav	S00976_20190811_172127.wav	Upsweep
71	Spectrogram 1	1	1119.583848576	1121.725320689	0.000	8000.000	2.1415	-32.48	18.99	1119.5838	S00976_20190811_172127.wav	S00976_20190811_172127.wav	Downsweep
72	Spectrogram 1	1	1124.611043659	1126.681065159	0.000	8000.000	2.0700	-32.50	20.80	1124.6110	S00976_20190811_172127.wav	S00976_20190811_172127.wav	
73	Spectrogram 1	1	1128.563874169	1130.676141009	0.000	8000.000	2.1123	-32.67	16.69	1128.5639	S00976_20190811_172127.wav	S00976_20190811_172127.wav	
74	Spectrogram 1	1	1133.569946579	1135.661090749	0.000	8000.000	2.0911	-32.90	17.39	1133.5699	S00976_20190811_172127.wav	S00976_20190811_172127.wav	
75	Spectrogram 1	1	1137.604376239	1139.716643079	0.000	8000.000	2.1123	-32.92	15.10	1137.6044	S00976_20190811_172127.wav	S00976_20190811_172127.wav	
76	Spectrogram 1	1	1141.607121899	1141.860593919	0.000	8000.000	0.2535	-33.08	18.54	1141.6071	S00976_20190811_172127.wav	S00976_20190811_172127.wav	
77	Spectrogram 1	1	1150.936218779	1155.424901599	580.000	1080.800	4.4887	-44.32	24.48	1150.9362	S00976_20190811_172127.wav	S00976_20190811_172127.wav	
78	Spectrogram 1	1	1166.332931729	1167.868338949	143.400	470.100	1.5354	-53.67	12.89	1166.3329	S00976_20190811_172127.wav	S00976_20190811_172127.wav	
79	Spectrogram 1	1	1168.893701289	1169.924317089	159.300	709.100	1.0306	-48.12	15.65	1168.8937	S00976_20190811_172127.wav	S00976_20190811_172127.wav	
80	Spectrogram 1	1	1155.469519279	1162.266279029	580.000	1526.500	6.7968	-50.63	17.73	1155.4695	S00976_20190811_172127.wav	S00976_20190811_172127.wav	
81	Spectrogram 1	1	1171.168806709	1171.942179809	326.700	756.900	0.7734	-43.86	23.54	1171.1688	S00976_20190811_172127.wav	S00976_20190811_172127.wav	
82	Spectrogram 1	1	1173.295582729	1174.277171669	294.800	669.300	0.9816	-46.76	22.20	1173.2956	S00976_20190811_172127.wav	S00976_20190811_172127.wav	
83	Spectrogram 1	1	1175.823917869	1176.641908649	318.700	693.200	0.8180	-47.89	21.71	1175.8239	S00976_20190811_172127.wav	S00976_20190811_172127.wav	
84	Spectrogram 1	1	1178.339821669	1179.142939889	278.900	605.500	0.8031	-48.66	20.08	1178.3398	S00976_20190811_172127.wav	S00976_20190811_172127.wav	
85	Spectrogram 1	1	1181.135862879	1181.998471339	294.800	701.100	0.8626	-43.46	23.41	1181.1359	S00976_20190811_172127.wav	S00976_20190811_172127.wav	
86	Spectrogram 1	1	1183.939773909	1185.055215879	255.000	669.300	1.1154	-48.71	19.74	1183.9398	S00976_20190811_172127.wav	S00976_20190811_172127.wav	
87	Spectrogram 1	1	1187.003521189	1188.327178999	159.300	390.400	1.3237	-51.89	16.06	1187.0035	S00976_20190811_172127.wav	S00976_20190811_172127.wav	
88	Spectrogram 1	1	1190.555782179	1191.894312549	127.500	398.400	1.3385	-52.29	14.41	1190.5558	S00976_20190811_172127.wav	S00976_20190811_172127.wav	
89	Spectrogram 1	1	1194.072002369	1195.618748569	127.500	398.400	1.5467	-54.90	13.65	1194.0720	S00976_20190811_172127.wav	S00976_20190811_172127.wav	
90	Spectrogram 1	1	1217.883321659	1225.076599259	589.600	1381.600	7.1933	-51.84	13.04	1217.8833	S00976_20190811_172127.wav	S00976_20190811_172127.wav	
91	Spectrogram 1	1	1225.244863059	1229.914183659	748.900	1593.500	4.6693	-50.63	18.93	1225.2449	S00976_20190811_172127.wav	S00976_20190811_172127.wav	
92	Spectrogram 1	1	1230.301441759	1233.309157259	358.500	900.300	3.0077	-52.43	12.46	1230.3014	S00976_20190811_172127.wav	S00976_20190811_172127.wav	
93	Spectrogram 1	1	1236.024084680	1236.865403680	661.334	980.034	0.8413	-51.63	18.46	1236.0241	S00976_20190811_172127.wav	S00976_20190811_172127.wav	
94	Spectrogram 1	1	1237.966343418	1238.744563518	605.247	1043.447	0.7782	-46.71	22.74	1237.9663	S00976_20190811_172127.wav	S00976_20190811_172127.wav	
95	Spectrogram 1	1	1239.874265080	1240.526287380	609.870	1024.170	0.6520	-46.94	23.61	1239.8743	S00976_20190811_172127.wav	S00976_20190811_172127.wav	
96	Spectrogram 1	1	1241.579585914	1242.378839014	786.238	1096.938	0.7993	-56.93	18.08	1241.5796	S00976_20190811_172127.wav	S00976_20190811_172127.wav	
97	Spectrogram 1	1	1243.601035257	1244.442354357	736.526	1007.426	0.8413	-50.19	23.69	1243.6010	S00976_20190811_172127.wav	S00976_20190811_172127.wav	
98	Spectrogram 1	1	1247.467389459	1248.350774359	23.900	255.000	0.8834	-45.27	16.35	1247.4674	S00976_20190811_172127.wav	S00976_20190811_172127.wav	
99	Spectrogram 1	1	1250.012379459	1250.790599559	47.800	247.000	0.7782	-45.83	17.67	1250.0124	S00976_20190811_172127.wav	S00976_20190811_172127.wav	
100	Spectrogram 1	1	1252.347039759	1253.335589559	39.800	239.000	0.9885	-44.41	16.76	1252.3470	S00976_20190811_172127.wav	S00976_20190811_172127.wav	
101	Spectrogram 1	1	1254.892029759	1255.880579659	31.900	247.000	0.9885	-44.18	15.81	1254.8920	S00976_20190811_172127.wav	S00976_20190811_172127.wav	
102	Spectrogram 1	1	1257.349673559	1258.254091559	31.900	207.200	0.9044	-47.15	16.64	1257.3497	S00976_20190811_172127.wav	S00976_20190811_172127.wav	
