Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Delta Time (s)	Inband Power (dB FS)	SNR NIST Quick (dB FS)	File Offset (s)	End File	Begin File	Sound Type
1	Spectrogram 1	1	1631.435000000	1631.667349352	0.000	8000.000	0.2323	-34.05	20.50	1631.4350	S00974_20190805_224418.wav	S00974_20190805_224418.wav	Phaser
2	Spectrogram 1	1	1634.476664249	1636.504440415	0.000	8000.000	2.0278	-33.85	19.50	1634.4767	S00974_20190805_224418.wav	S00974_20190805_224418.wav	Upsweep
3	Spectrogram 1	1	1638.468848576	1640.610320689	0.000	8000.000	2.1415	-33.93	18.72	1638.4688	S00974_20190805_224418.wav	S00974_20190805_224418.wav	Downsweep
4	Spectrogram 1	1	1643.496043659	1645.566065159	0.000	8000.000	2.0700	-33.77	20.18	1643.4960	S00974_20190805_224418.wav	S00974_20190805_224418.wav	
5	Spectrogram 1	1	1647.448874169	1649.561141009	0.000	8000.000	2.1123	-33.93	18.31	1647.4489	S00974_20190805_224418.wav	S00974_20190805_224418.wav	
6	Spectrogram 1	1	1652.454946579	1654.546090749	0.000	8000.000	2.0911	-33.87	19.39	1652.4549	S00974_20190805_224418.wav	S00974_20190805_224418.wav	
7	Spectrogram 1	1	1656.489376239	1658.601643079	0.000	8000.000	2.1123	-33.89	18.77	1656.4894	S00974_20190805_224418.wav	S00974_20190805_224418.wav	
8	Spectrogram 1	1	1660.492121899	1660.745593919	0.000	8000.000	0.2535	-34.10	20.77	1660.4921	S00974_20190805_224418.wav	S00974_20190805_224418.wav	
9	Spectrogram 1	1	1669.821218779	1674.309901599	580.000	1080.800	4.4887	-46.44	22.97	1669.8212	S00974_20190805_224418.wav	S00974_20190805_224418.wav	
10	Spectrogram 1	1	1685.217931729	1686.753338949	143.400	470.100	1.5354	-57.68	12.56	1685.2179	S00974_20190805_224418.wav	S00974_20190805_224418.wav	
11	Spectrogram 1	1	1687.778701289	1688.809317089	159.300	709.100	1.0306	-49.25	14.92	1687.7787	S00974_20190805_224418.wav	S00974_20190805_224418.wav	
12	Spectrogram 1	1	1674.354519279	1681.151279029	580.000	1526.500	6.7968	-49.36	18.72	1674.3545	S00974_20190805_224418.wav	S00974_20190805_224418.wav	
13	Spectrogram 1	1	1690.053806709	1690.827179809	326.700	756.900	0.7734	-46.28	21.83	1690.0538	S00974_20190805_224418.wav	S00974_20190805_224418.wav	
14	Spectrogram 1	1	1692.180582729	1693.162171669	294.800	669.300	0.9816	-48.50	18.79	1692.1806	S00974_20190805_224418.wav	S00974_20190805_224418.wav	
15	Spectrogram 1	1	1694.708917869	1695.526908649	318.700	693.200	0.8180	-50.08	20.81	1694.7089	S00974_20190805_224418.wav	S00974_20190805_224418.wav	
16	Spectrogram 1	1	1697.224821669	1698.027939889	278.900	605.500	0.8031	-50.03	18.56	1697.2248	S00974_20190805_224418.wav	S00974_20190805_224418.wav	
17	Spectrogram 1	1	1700.020862879	1700.883471339	294.800	701.100	0.8626	-47.65	22.28	1700.0209	S00974_20190805_224418.wav	S00974_20190805_224418.wav	
18	Spectrogram 1	1	1702.824773909	1703.940215879	255.000	669.300	1.1154	-50.34	16.82	1702.8248	S00974_20190805_224418.wav	S00974_20190805_224418.wav	
