Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Delta Time (s)	Inband Power (dB FS)	SNR NIST Quick (dB FS)	Sound Type
1	Spectrogram 1	1	1135.535000000	1135.767349352	0.000	8000.000	0.2323	-34.48	18.02	Phaser
2	Spectrogram 1	1	1138.576664249	1140.604440415	0.000	8000.000	2.0278	-34.08	18.69	Upsweep
3	Spectrogram 1	1	1142.568848576	1144.710320689	0.000	8000.000	2.1415	-33.82	20.15	Downsweep
4	Spectrogram 1	1	1147.596043659	1149.666065159	0.000	8000.000	2.0700	-34.01	19.83	
5	Spectrogram 1	1	1151.548874169	1153.661141009	0.000	8000.000	2.1123	-34.06	17.73	
6	Spectrogram 1	1	1156.554946579	1158.646090749	0.000	8000.000	2.0911	-33.82	20.24	
7	Spectrogram 1	1	1160.589376239	1162.701643079	0.000	8000.000	2.1123	-34.12	17.37	
8	Spectrogram 1	1	1164.592121899	1164.845593919	0.000	8000.000	0.2535	-34.20	18.47	
9	Spectrogram 1	1	1173.921218779	1178.409901599	580.000	1080.800	4.4887	-50.93	20.89	
10	Spectrogram 1	1	1189.317931729	1190.853338949	143.400	470.100	1.5354	-56.09	13.08	
11	Spectrogram 1	1	1191.878701289	1192.909317089	159.300	709.100	1.0306	-45.01	16.54	
12	Spectrogram 1	1	1178.454519279	1185.251279029	580.000	1526.500	6.7968	-54.99	14.88	
13	Spectrogram 1	1	1194.153806709	1194.927179809	326.700	756.900	0.7734	-44.91	23.32	
14	Spectrogram 1	1	1196.280582729	1197.262171669	294.800	669.300	0.9816	-42.46	21.82	
15	Spectrogram 1	1	1198.808917869	1199.626908649	318.700	693.200	0.8180	-46.82	22.48	
16	Spectrogram 1	1	1201.324821669	1202.127939889	278.900	605.500	0.8031	-46.27	19.82	
17	Spectrogram 1	1	1204.120862879	1204.983471339	294.800	701.100	0.8626	-43.70	23.26	
18	Spectrogram 1	1	1206.924773909	1208.040215879	255.000	669.300	1.1154	-48.47	20.06	
19	Spectrogram 1	1	1209.988521189	1211.312178999	159.300	390.400	1.3237	-54.79	14.29	
20	Spectrogram 1	1	1213.540782179	1214.879312549	127.500	398.400	1.3385	-55.54	12.47	
21	Spectrogram 1	1	1217.057002369	1218.603748569	127.500	398.400	1.5467	-57.84	12.42	
22	Spectrogram 1	1	1240.868321659	1248.061599259	589.600	1381.600	7.1933	-54.93	11.70	
23	Spectrogram 1	1	1248.229863059	1252.899183659	748.900	1593.500	4.6693	-54.47	16.43	
24	Spectrogram 1	1	1253.286441759	1256.294157259	358.500	900.300	3.0077	-52.22	11.73	
25	Spectrogram 1	1	1259.009084680	1259.850403680	661.334	980.034	0.8413	-54.41	15.10	
26	Spectrogram 1	1	1260.951343418	1261.729563518	605.247	1043.447	0.7782	-50.70	21.10	
27	Spectrogram 1	1	1262.859265080	1263.511287380	609.870	1024.170	0.6520	-49.95	23.24	
28	Spectrogram 1	1	1264.564585914	1265.363839014	786.238	1096.938	0.7993	-61.49	15.54	
29	Spectrogram 1	1	1266.586035257	1267.427354357	736.526	1007.426	0.8413	-54.50	22.56	
