Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Delta Time (s)	Inband Power (dB FS)	SNR NIST Quick (dB FS)	File Offset (s)	End File	Begin File	Sound Type
1	Spectrogram 1	1	1198.400000000	1198.632349352	0.000	8000.000	0.2323	-32.63	17.07	1198.4000	S00974_20190805_134415.wav	S00974_20190805_134415.wav	Phaser
2	Spectrogram 1	1	1201.441664249	1203.469440415	0.000	8000.000	2.0278	-32.53	16.82	1201.4417	S00974_20190805_134415.wav	S00974_20190805_134415.wav	Upsweep
3	Spectrogram 1	1	1205.433848576	1207.575320689	0.000	8000.000	2.1415	-32.52	15.86	1205.4338	S00974_20190805_134415.wav	S00974_20190805_134415.wav	Downsweep
4	Spectrogram 1	1	1210.461043659	1212.531065159	0.000	8000.000	2.0700	-32.53	16.12	1210.4610	S00974_20190805_134415.wav	S00974_20190805_134415.wav	
5	Spectrogram 1	1	1214.413874169	1216.526141009	0.000	8000.000	2.1123	-32.53	16.32	1214.4139	S00974_20190805_134415.wav	S00974_20190805_134415.wav	
6	Spectrogram 1	1	1219.419946579	1221.511090749	0.000	8000.000	2.0911	-32.52	16.64	1219.4199	S00974_20190805_134415.wav	S00974_20190805_134415.wav	
7	Spectrogram 1	1	1223.454376239	1225.566643079	0.000	8000.000	2.1123	-32.54	15.87	1223.4544	S00974_20190805_134415.wav	S00974_20190805_134415.wav	
8	Spectrogram 1	1	1227.457121899	1227.710593919	0.000	8000.000	0.2535	-32.45	16.64	1227.4571	S00974_20190805_134415.wav	S00974_20190805_134415.wav	
9	Spectrogram 1	1	1236.786218779	1241.274901599	580.000	1080.800	4.4887	-50.11	17.83	1236.7862	S00974_20190805_134415.wav	S00974_20190805_134415.wav	
10	Spectrogram 1	1	1252.182931729	1253.718338949	143.400	470.100	1.5354	-60.37	11.84	1252.1829	S00974_20190805_134415.wav	S00974_20190805_134415.wav	
11	Spectrogram 1	1	1254.743701289	1255.774317089	159.300	709.100	1.0306	-54.47	13.25	1254.7437	S00974_20190805_134415.wav	S00974_20190805_134415.wav	
12	Spectrogram 1	1	1241.319519279	1248.116279029	580.000	1526.500	6.7968	-55.35	14.70	1241.3195	S00974_20190805_134415.wav	S00974_20190805_134415.wav	
13	Spectrogram 1	1	1257.018806709	1257.792179809	326.700	756.900	0.7734	-51.37	17.19	1257.0188	S00974_20190805_134415.wav	S00974_20190805_134415.wav	
14	Spectrogram 1	1	1259.145582729	1260.127171669	294.800	669.300	0.9816	-51.77	15.42	1259.1456	S00974_20190805_134415.wav	S00974_20190805_134415.wav	
15	Spectrogram 1	1	1261.673917869	1262.491908649	318.700	693.200	0.8180	-55.55	16.36	1261.6739	S00974_20190805_134415.wav	S00974_20190805_134415.wav	
16	Spectrogram 1	1	1264.189821669	1264.992939889	278.900	605.500	0.8031	-56.29	13.81	1264.1898	S00974_20190805_134415.wav	S00974_20190805_134415.wav	
17	Spectrogram 1	1	1266.985862879	1267.848471339	294.800	701.100	0.8626	-51.69	17.33	1266.9859	S00974_20190805_134415.wav	S00974_20190805_134415.wav	
18	Spectrogram 1	1	1269.789773909	1270.905215879	255.000	669.300	1.1154	-55.54	13.37	1269.7898	S00974_20190805_134415.wav	S00974_20190805_134415.wav	
19	Spectrogram 1	1	1272.853521189	1274.177178999	159.300	390.400	1.3237	-58.18	13.10	1272.8535	S00974_20190805_134415.wav	S00974_20190805_134415.wav	
20	Spectrogram 1	1	1276.405782179	1277.744312549	127.500	398.400	1.3385	-59.89	12.37	1276.4058	S00974_20190805_134415.wav	S00974_20190805_134415.wav	
21	Spectrogram 1	1	1279.922002369	1281.468748569	127.500	398.400	1.5467	-60.47	11.91	1279.9220	S00974_20190805_134415.wav	S00974_20190805_134415.wav	
22	Spectrogram 1	1	1303.733321659	1310.926599259	589.600	1381.600	7.1933	-57.77	11.62	1303.7333	S00974_20190805_134415.wav	S00974_20190805_134415.wav	
23	Spectrogram 1	1	1311.094863059	1315.764183659	748.900	1593.500	4.6693	-54.78	15.37	1311.0949	S00974_20190805_134415.wav	S00974_20190805_134415.wav	
24	Spectrogram 1	1	1316.151441759	1319.159157259	358.500	900.300	3.0077	-57.91	11.65	1316.1514	S00974_20190805_134415.wav	S00974_20190805_134415.wav	
25	Spectrogram 1	1	1321.874084680	1322.715403680	661.334	980.034	0.8413	-56.54	15.29	1321.8741	S00974_20190805_134415.wav	S00974_20190805_134415.wav	
26	Spectrogram 1	1	1323.816343418	1324.594563518	605.247	1043.447	0.7782	-51.59	19.66	1323.8163	S00974_20190805_134415.wav	S00974_20190805_134415.wav	
27	Spectrogram 1	1	1325.724265080	1326.376287380	609.870	1024.170	0.6520	-50.64	22.70	1325.7243	S00974_20190805_134415.wav	S00974_20190805_134415.wav	
28	Spectrogram 1	1	1327.429585914	1328.228839014	786.238	1096.938	0.7993	-60.16	15.86	1327.4296	S00974_20190805_134415.wav	S00974_20190805_134415.wav	
29	Spectrogram 1	1	1329.451035257	1330.292354357	736.526	1007.426	0.8413	-54.33	22.39	1329.4510	S00974_20190805_134415.wav	S00974_20190805_134415.wav	
30	Spectrogram 1	1	1333.317389459	1334.200774359	23.900	255.000	0.8834	-53.74	13.67	1333.3174	S00974_20190805_134415.wav	S00974_20190805_134415.wav	
31	Spectrogram 1	1	1335.862379459	1336.640599559	47.800	247.000	0.7782	-55.24	12.44	1335.8624	S00974_20190805_134415.wav	S00974_20190805_134415.wav	
