Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Delta Time (s)	Inband Power (dB FS)	SNR NIST Quick (dB FS)	File Offset (s)	End File	Begin File	Sound Type
90	Spectrogram 1	1	429.983321659	437.176599259	589.600	1381.600	7.1933	-62.16	11.13	429.9833	S00976_20190811_162126.wav	S00976_20190811_162126.wav	
91	Spectrogram 1	1	437.344863059	442.014183659	748.900	1593.500	4.6693	-62.36	11.28	437.3449	S00976_20190811_162126.wav	S00976_20190811_162126.wav	
92	Spectrogram 1	1	442.401441759	445.409157259	358.500	900.300	3.0077	-62.21	11.10	442.4014	S00976_20190811_162126.wav	S00976_20190811_162126.wav	
93	Spectrogram 1	1	448.124084680	448.965403680	661.334	980.034	0.8413	-64.11	11.44	448.1241	S00976_20190811_162126.wav	S00976_20190811_162126.wav	
94	Spectrogram 1	1	450.066343418	450.844563518	605.247	1043.447	0.7782	-59.98	13.93	450.0663	S00976_20190811_162126.wav	S00976_20190811_162126.wav	
95	Spectrogram 1	1	451.974265080	452.626287380	609.870	1024.170	0.6520	-59.31	14.18	451.9743	S00976_20190811_162126.wav	S00976_20190811_162126.wav	
96	Spectrogram 1	1	453.679585914	454.478839014	786.238	1096.938	0.7993	-67.17	11.21	453.6796	S00976_20190811_162126.wav	S00976_20190811_162126.wav	
97	Spectrogram 1	1	455.701035257	456.542354357	736.526	1007.426	0.8413	-63.83	14.57	455.7010	S00976_20190811_162126.wav	S00976_20190811_162126.wav	
98	Spectrogram 1	1	459.567389459	460.450774359	23.900	255.000	0.8834	-55.03	13.31	459.5674	S00976_20190811_162126.wav	S00976_20190811_162126.wav	
99	Spectrogram 1	1	462.112379459	462.890599559	47.800	247.000	0.7782	-56.77	11.79	462.1124	S00976_20190811_162126.wav	S00976_20190811_162126.wav	
100	Spectrogram 1	1	464.447039759	465.435589559	39.800	239.000	0.9885	-55.23	12.05	464.4470	S00976_20190811_162126.wav	S00976_20190811_162126.wav	
101	Spectrogram 1	1	466.992029759	467.980579659	31.900	247.000	0.9885	-54.56	12.36	466.9920	S00976_20190811_162126.wav	S00976_20190811_162126.wav	
102	Spectrogram 1	1	469.449673559	470.354091559	31.900	207.200	0.9044	-55.97	12.30	469.4497	S00976_20190811_162126.wav	S00976_20190811_162126.wav	
