Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Delta Time (s)	Inband Power (dB FS)	SNR NIST Quick (dB FS)	Sound Type
1	Spectrogram 1	1	2099.875000000	2100.107349352	0.000	8000.000	0.2323	-34.33	19.35	Phaser
2	Spectrogram 1	1	2102.916664249	2104.944440415	0.000	8000.000	2.0278	-33.93	19.00	Upsweep
3	Spectrogram 1	1	2106.908848576	2109.050320689	0.000	8000.000	2.1415	-33.97	17.01	Downsweep
4	Spectrogram 1	1	2111.936043659	2114.006065159	0.000	8000.000	2.0700	-33.94	18.96	
5	Spectrogram 1	1	2115.888874169	2118.001141009	0.000	8000.000	2.1123	-34.01	16.59	
6	Spectrogram 1	1	2120.894946579	2122.986090749	0.000	8000.000	2.0911	-33.94	18.90	
7	Spectrogram 1	1	2124.929376239	2127.041643079	0.000	8000.000	2.1123	-33.95	18.10	
8	Spectrogram 1	1	2128.932121899	2129.185593919	0.000	8000.000	0.2535	-34.29	20.99	
9	Spectrogram 1	1	2138.261218779	2142.749901599	580.000	1080.800	4.4887	-44.79	23.78	
10	Spectrogram 1	1	2153.657931729	2155.193338949	143.400	470.100	1.5354	-53.66	13.28	
11	Spectrogram 1	1	2156.218701289	2157.249317089	159.300	709.100	1.0306	-47.59	15.29	
12	Spectrogram 1	1	2142.794519279	2149.591279029	580.000	1526.500	6.7968	-50.26	18.03	
13	Spectrogram 1	1	2158.493806709	2159.267179809	326.700	756.900	0.7734	-43.16	23.44	
14	Spectrogram 1	1	2160.620582729	2161.602171669	294.800	669.300	0.9816	-44.91	22.77	
15	Spectrogram 1	1	2163.148917869	2163.966908649	318.700	693.200	0.8180	-47.27	21.84	
16	Spectrogram 1	1	2165.664821669	2166.467939889	278.900	605.500	0.8031	-48.29	19.84	
17	Spectrogram 1	1	2168.460862879	2169.323471339	294.800	701.100	0.8626	-44.18	23.97	
18	Spectrogram 1	1	2171.264773909	2172.380215879	255.000	669.300	1.1154	-48.17	19.37	
19	Spectrogram 1	1	2174.328521189	2175.652178999	159.300	390.400	1.3237	-51.30	15.66	
20	Spectrogram 1	1	2177.880782179	2179.219312549	127.500	398.400	1.3385	-52.12	13.30	
21	Spectrogram 1	1	2181.397002369	2182.943748569	127.500	398.400	1.5467	-54.95	13.24	
22	Spectrogram 1	1	2205.208321659	2212.401599259	589.600	1381.600	7.1933	-53.11	12.94	
