Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Delta Time (s)	Inband Power (dB FS)	SNR NIST Quick (dB FS)	Sound Type
1	Spectrogram 1	1	1924.800000000	1925.032349352	0.000	8000.000	0.2323	-30.16	18.03	Phaser
2	Spectrogram 1	1	1927.841664249	1929.869440415	0.000	8000.000	2.0278	-30.28	17.39	Upsweep
3	Spectrogram 1	1	1931.833848576	1933.975320689	0.000	8000.000	2.1415	-30.51	16.75	Downsweep
4	Spectrogram 1	1	1936.861043659	1938.931065159	0.000	8000.000	2.0700	-30.38	16.71	
5	Spectrogram 1	1	1940.813874169	1942.926141009	0.000	8000.000	2.1123	-30.35	16.79	
6	Spectrogram 1	1	1945.819946579	1947.911090749	0.000	8000.000	2.0911	-30.23	16.79	
7	Spectrogram 1	1	1949.854376239	1951.966643079	0.000	8000.000	2.1123	-30.30	16.53	
8	Spectrogram 1	1	1953.857121899	1954.110593919	0.000	8000.000	0.2535	-30.20	16.78	
9	Spectrogram 1	1	1963.186218779	1967.674901599	580.000	1080.800	4.4887	-50.85	18.61	
10	Spectrogram 1	1	1978.582931729	1980.118338949	143.400	470.100	1.5354	-60.27	10.89	
11	Spectrogram 1	1	1981.143701289	1982.174317089	159.300	709.100	1.0306	-56.94	11.91	
12	Spectrogram 1	1	1967.719519279	1974.516279029	580.000	1526.500	6.7968	-51.54	14.40	
13	Spectrogram 1	1	1983.418806709	1984.192179809	326.700	756.900	0.7734	-53.75	14.06	
14	Spectrogram 1	1	1985.545582729	1986.527171669	294.800	669.300	0.9816	-58.15	12.00	
15	Spectrogram 1	1	1988.073917869	1988.891908649	318.700	693.200	0.8180	-57.37	12.89	
16	Spectrogram 1	1	1990.589821669	1991.392939889	278.900	605.500	0.8031	-58.46	11.33	
17	Spectrogram 1	1	1993.385862879	1994.248471339	294.800	701.100	0.8626	-54.53	11.82	
18	Spectrogram 1	1	1996.189773909	1997.305215879	255.000	669.300	1.1154	-58.73	10.61	
19	Spectrogram 1	1	1999.253521189	2000.577178999	159.300	390.400	1.3237	-61.57	11.28	
