Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Delta Time (s)	Inband Power (dB FS)	SNR NIST Quick (dB FS)	Sound Type
1	Spectrogram 1	1	1676.175000000	1676.407349352	0.000	8000.000	0.2323	-29.83	24.50	Phaser
2	Spectrogram 1	1	1679.216664249	1681.244440415	0.000	8000.000	2.0278	-27.44	24.08	Upsweep
3	Spectrogram 1	1	1683.208848576	1685.350320689	0.000	8000.000	2.1415	-27.80	22.99	Downsweep
4	Spectrogram 1	1	1688.236043659	1690.306065159	0.000	8000.000	2.0700	-27.63	23.48	
5	Spectrogram 1	1	1692.188874169	1694.301141009	0.000	8000.000	2.1123	-27.77	22.55	
6	Spectrogram 1	1	1697.194946579	1699.286090749	0.000	8000.000	2.0911	-27.69	24.07	
7	Spectrogram 1	1	1701.229376239	1703.341643079	0.000	8000.000	2.1123	-27.53	23.19	
8	Spectrogram 1	1	1705.232121899	1705.485593919	0.000	8000.000	0.2535	-30.07	26.13	
9	Spectrogram 1	1	1714.561218779	1719.049901599	580.000	1080.800	4.4887	-23.58	26.10	
10	Spectrogram 1	1	1729.957931729	1731.493338949	143.400	470.100	1.5354	-51.51	10.70	
11	Spectrogram 1	1	1732.518701289	1733.549317089	159.300	709.100	1.0306	-38.16	12.95	
12	Spectrogram 1	1	1719.094519279	1725.891279029	580.000	1526.500	6.7968	-29.03	25.20	
13	Spectrogram 1	1	1734.793806709	1735.567179809	326.700	756.900	0.7734	-28.94	21.10	
14	Spectrogram 1	1	1736.920582729	1737.902171669	294.800	669.300	0.9816	-36.46	14.05	
15	Spectrogram 1	1	1739.448917869	1740.266908649	318.700	693.200	0.8180	-35.41	19.06	
16	Spectrogram 1	1	1741.964821669	1742.767939889	278.900	605.500	0.8031	-38.68	15.70	
17	Spectrogram 1	1	1744.760862879	1745.623471339	294.800	701.100	0.8626	-33.16	18.54	
18	Spectrogram 1	1	1747.564773909	1748.680215879	255.000	669.300	1.1154	-40.26	13.09	
19	Spectrogram 1	1	1750.628521189	1751.952178999	159.300	390.400	1.3237	-52.64	10.60	
20	Spectrogram 1	1	1754.180782179	1755.519312549	127.500	398.400	1.3385	-52.42	10.26	
21	Spectrogram 1	1	1757.697002369	1759.243748569	127.500	398.400	1.5467	-52.76	10.59	
22	Spectrogram 1	1	1781.508321659	1788.701599259	589.600	1381.600	7.1933	-31.16	17.35	
23	Spectrogram 1	1	1788.869863059	1793.539183659	748.900	1593.500	4.6693	-26.79	23.64	
24	Spectrogram 1	1	1793.926441759	1796.934157259	358.500	900.300	3.0077	-34.27	13.50	
25	Spectrogram 1	1	1799.649084680	1800.490403680	661.334	980.034	0.8413	-33.10	18.49	
26	Spectrogram 1	1	1801.591343418	1802.369563518	605.247	1043.447	0.7782	-27.61	20.52	
27	Spectrogram 1	1	1803.499265080	1804.151287380	609.870	1024.170	0.6520	-27.21	23.91	
28	Spectrogram 1	1	1805.204585914	1806.003839014	786.238	1096.938	0.7993	-35.19	20.22	
29	Spectrogram 1	1	1807.226035257	1808.067354357	736.526	1007.426	0.8413	-30.56	25.33	
30	Spectrogram 1	1	1811.092389459	1811.975774359	23.900	255.000	0.8834	-50.19	12.26	
31	Spectrogram 1	1	1813.637379459	1814.415599559	47.800	247.000	0.7782	-52.33	10.78	
32	Spectrogram 1	1	1815.972039759	1816.960589559	39.800	239.000	0.9885	-51.97	11.54	
33	Spectrogram 1	1	1818.517029759	1819.505579659	31.900	247.000	0.9885	-50.44	11.05	
34	Spectrogram 1	1	1820.974673559	1821.879091559	31.900	207.200	0.9044	-50.34	12.31	
35	Spectrogram 1	1	1825.644000000	1825.876349352	0.000	8000.000	0.2323	-30.08	24.68	Phaser
36	Spectrogram 1	1	1828.685664249	1830.713440415	0.000	8000.000	2.0278	-27.26	23.75	Upsweep
37	Spectrogram 1	1	1832.677848576	1834.819320689	0.000	8000.000	2.1415	-27.53	22.20	Downsweep
38	Spectrogram 1	1	1837.705043659	1839.775065159	0.000	8000.000	2.0700	-27.45	24.41	
39	Spectrogram 1	1	1841.657874169	1843.770141009	0.000	8000.000	2.1123	-27.49	23.08	
40	Spectrogram 1	1	1846.663946579	1848.755090749	0.000	8000.000	2.0911	-27.49	24.24	
41	Spectrogram 1	1	1850.698376239	1852.810643079	0.000	8000.000	2.1123	-27.60	22.21	
42	Spectrogram 1	1	1854.701121899	1854.954593919	0.000	8000.000	0.2535	-30.35	24.41	
43	Spectrogram 1	1	1864.030218779	1868.518901599	580.000	1080.800	4.4887	-23.49	24.73	
