Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Delta Time (s)	Inband Power (dB FS)	SNR NIST Quick (dB FS)	Sound Type
1	Spectrogram 1	1	433.400000000	433.632349352	0.000	8000.000	0.2323	-32.93	18.08	Phaser
2	Spectrogram 1	1	436.441664249	438.469440415	0.000	8000.000	2.0278	-32.79	18.13	Upsweep
3	Spectrogram 1	1	440.433848576	442.575320689	0.000	8000.000	2.1415	-32.76	18.76	Downsweep
4	Spectrogram 1	1	445.461043659	447.531065159	0.000	8000.000	2.0700	-32.58	18.08	
5	Spectrogram 1	1	449.413874169	451.526141009	0.000	8000.000	2.1123	-32.61	18.61	
6	Spectrogram 1	1	454.419946579	456.511090749	0.000	8000.000	2.0911	-32.49	17.57	
7	Spectrogram 1	1	458.454376239	460.566643079	0.000	8000.000	2.1123	-32.79	16.87	
8	Spectrogram 1	1	462.457121899	462.710593919	0.000	8000.000	0.2535	-33.16	18.52	
9	Spectrogram 1	1	471.786218779	476.274901599	580.000	1080.800	4.4887	-44.46	17.80	
10	Spectrogram 1	1	487.182931729	488.718338949	143.400	470.100	1.5354	-55.91	10.83	
11	Spectrogram 1	1	489.743701289	490.774317089	159.300	709.100	1.0306	-48.55	11.04	
12	Spectrogram 1	1	476.319519279	483.116279029	580.000	1526.500	6.7968	-46.47	15.91	
13	Spectrogram 1	1	492.018806709	492.792179809	326.700	756.900	0.7734	-44.84	15.90	
14	Spectrogram 1	1	494.145582729	495.127171669	294.800	669.300	0.9816	-47.17	12.01	
15	Spectrogram 1	1	496.673917869	497.491908649	318.700	693.200	0.8180	-47.03	15.26	
16	Spectrogram 1	1	499.189821669	499.992939889	278.900	605.500	0.8031	-50.17	11.39	
17	Spectrogram 1	1	501.985862879	502.848471339	294.800	701.100	0.8626	-46.36	14.73	
18	Spectrogram 1	1	504.789773909	505.905215879	255.000	669.300	1.1154	-50.83	10.89	
19	Spectrogram 1	1	507.853521189	509.177178999	159.300	390.400	1.3237	-57.70	10.85	
20	Spectrogram 1	1	511.405782179	512.744312549	127.500	398.400	1.3385	-56.86	10.97	
21	Spectrogram 1	1	514.922002369	516.468748569	127.500	398.400	1.5467	-56.93	10.88	
22	Spectrogram 1	1	538.733321659	545.926599259	589.600	1381.600	7.1933	-47.41	13.17	
23	Spectrogram 1	1	546.094863059	550.764183659	748.900	1593.500	4.6693	-46.28	15.48	
24	Spectrogram 1	1	551.151441759	554.159157259	358.500	900.300	3.0077	-49.43	11.75	
25	Spectrogram 1	1	556.874084680	557.715403680	661.334	980.034	0.8413	-49.19	13.44	
26	Spectrogram 1	1	558.816343418	559.594563518	605.247	1043.447	0.7782	-45.59	16.35	
27	Spectrogram 1	1	560.724265080	561.376287380	609.870	1024.170	0.6520	-45.09	17.14	
28	Spectrogram 1	1	562.429585914	563.228839014	786.238	1096.938	0.7993	-52.77	13.68	
29	Spectrogram 1	1	564.451035257	565.292354357	736.526	1007.426	0.8413	-48.49	18.16	
30	Spectrogram 1	1	568.317389459	569.200774359	23.900	255.000	0.8834	-52.40	13.17	
