Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Delta Time (s)	Inband Power (dB FS)	SNR NIST Quick (dB FS)	Sound Type
1	Spectrogram 1	1	917.400000000	917.632349352	0.000	8000.000	0.2323	-35.21	19.65	Phaser
2	Spectrogram 1	1	920.441664249	922.469440415	0.000	8000.000	2.0278	-33.71	19.80	Upsweep
3	Spectrogram 1	1	924.433848576	926.575320689	0.000	8000.000	2.1415	-33.76	19.68	Downsweep
4	Spectrogram 1	1	929.461043659	931.531065159	0.000	8000.000	2.0700	-31.68	20.83	
5	Spectrogram 1	1	933.413874169	935.526141009	0.000	8000.000	2.1123	-34.11	19.30	
6	Spectrogram 1	1	938.419946579	940.511090749	0.000	8000.000	2.0911	-34.07	18.98	
7	Spectrogram 1	1	942.454376239	944.566643079	0.000	8000.000	2.1123	-33.90	19.75	
8	Spectrogram 1	1	946.457121899	946.710593919	0.000	8000.000	0.2535	-31.80	19.37	
9	Spectrogram 1	1	955.786218779	960.274901599	580.000	1080.800	4.4887	-34.13	22.41	
10	Spectrogram 1	1	971.182931729	972.718338949	143.400	470.100	1.5354	-58.29	10.64	
11	Spectrogram 1	1	973.743701289	974.774317089	159.300	709.100	1.0306	-47.72	12.14	
12	Spectrogram 1	1	960.319519279	967.116279029	580.000	1526.500	6.7968	-35.24	23.28	
13	Spectrogram 1	1	976.018806709	976.792179809	326.700	756.900	0.7734	-38.13	23.76	
14	Spectrogram 1	1	978.145582729	979.127171669	294.800	669.300	0.9816	-45.10	14.34	
15	Spectrogram 1	1	980.673917869	981.491908649	318.700	693.200	0.8180	-42.55	19.30	
16	Spectrogram 1	1	983.189821669	983.992939889	278.900	605.500	0.8031	-49.40	14.18	
17	Spectrogram 1	1	985.985862879	986.848471339	294.800	701.100	0.8626	-40.41	20.37	
18	Spectrogram 1	1	988.789773909	989.905215879	255.000	669.300	1.1154	-44.44	15.05	
19	Spectrogram 1	1	991.853521189	993.177178999	159.300	390.400	1.3237	-59.43	11.23	
20	Spectrogram 1	1	995.405782179	996.744312549	127.500	398.400	1.3385	-59.13	10.29	
21	Spectrogram 1	1	998.922002369	1000.468748569	127.500	398.400	1.5467	-58.52	10.38	
22	Spectrogram 1	1	1022.733321659	1029.926599259	589.600	1381.600	7.1933	-38.06	22.92	
23	Spectrogram 1	1	1030.094863059	1034.764183659	748.900	1593.500	4.6693	-34.44	23.55	
24	Spectrogram 1	1	1035.151441759	1038.159157259	358.500	900.300	3.0077	-43.73	15.33	
25	Spectrogram 1	1	1040.874084680	1041.715403680	661.334	980.034	0.8413	-34.92	20.70	
26	Spectrogram 1	1	1042.816343418	1043.594563518	605.247	1043.447	0.7782	-34.04	20.87	
27	Spectrogram 1	1	1044.724265080	1045.376287380	609.870	1024.170	0.6520	-35.03	19.75	
28	Spectrogram 1	1	1046.429585914	1047.228839014	786.238	1096.938	0.7993	-42.66	14.93	
29	Spectrogram 1	1	1048.451035257	1049.292354357	736.526	1007.426	0.8413	-39.30	22.12	
30	Spectrogram 1	1	1052.317389459	1053.200774359	23.900	255.000	0.8834	-53.24	14.71	
31	Spectrogram 1	1	1054.862379459	1055.640599559	47.800	247.000	0.7782	-57.32	11.68	
32	Spectrogram 1	1	1057.197039759	1058.185589559	39.800	239.000	0.9885	-54.91	13.33	
33	Spectrogram 1	1	1059.742029759	1060.730579659	31.900	247.000	0.9885	-54.11	12.21	
34	Spectrogram 1	1	1062.199673559	1063.104091559	31.900	207.200	0.9044	-53.24	15.03	
35	Spectrogram 1	1	1066.869000000	1067.101349352	0.000	8000.000	0.2323	-35.72	19.65	Phaser
36	Spectrogram 1	1	1069.910664249	1071.938440415	0.000	8000.000	2.0278	-33.42	19.90	Upsweep
37	Spectrogram 1	1	1073.902848576	1076.044320689	0.000	8000.000	2.1415	-33.70	21.18	Downsweep
38	Spectrogram 1	1	1078.930043659	1081.000065159	0.000	8000.000	2.0700	-33.98	19.84	
39	Spectrogram 1	1	1082.882874169	1084.995141009	0.000	8000.000	2.1123	-33.10	20.96	
40	Spectrogram 1	1	1087.888946579	1089.980090749	0.000	8000.000	2.0911	-34.03	19.76	
41	Spectrogram 1	1	1091.923376239	1094.035643079	0.000	8000.000	2.1123	-32.36	19.85	
42	Spectrogram 1	1	1095.926121899	1096.179593919	0.000	8000.000	0.2535	-35.97	18.79	
43	Spectrogram 1	1	1105.255218779	1109.743901599	580.000	1080.800	4.4887	-34.42	25.06	
44	Spectrogram 1	1	1120.651931729	1122.187338949	143.400	470.100	1.5354	-58.31	9.60	
45	Spectrogram 1	1	1123.212701289	1124.243317089	159.300	709.100	1.0306	-45.90	15.52	
46	Spectrogram 1	1	1109.788519279	1116.585279029	580.000	1526.500	6.7968	-35.42	23.00	
47	Spectrogram 1	1	1125.487806709	1126.261179809	326.700	756.900	0.7734	-39.44	21.35	
48	Spectrogram 1	1	1127.614582729	1128.596171669	294.800	669.300	0.9816	-44.85	14.82	
49	Spectrogram 1	1	1130.142917869	1130.960908649	318.700	693.200	0.8180	-42.63	19.07	
50	Spectrogram 1	1	1132.658821669	1133.461939889	278.900	605.500	0.8031	-49.18	15.06	
51	Spectrogram 1	1	1135.454862879	1136.317471339	294.800	701.100	0.8626	-40.82	19.34	
52	Spectrogram 1	1	1138.258773909	1139.374215879	255.000	669.300	1.1154	-48.09	13.37	
53	Spectrogram 1	1	1141.322521189	1142.646178999	159.300	390.400	1.3237	-59.36	10.67	
54	Spectrogram 1	1	1144.874782179	1146.213312549	127.500	398.400	1.3385	-58.32	11.37	
55	Spectrogram 1	1	1148.391002369	1149.937748569	127.500	398.400	1.5467	-58.22	10.15	
56	Spectrogram 1	1	1172.202321659	1179.395599259	589.600	1381.600	7.1933	-37.86	22.28	
57	Spectrogram 1	1	1179.563863059	1184.233183659	748.900	1593.500	4.6693	-34.48	22.78	
58	Spectrogram 1	1	1184.620441759	1187.628157259	358.500	900.300	3.0077	-37.03	22.28	
59	Spectrogram 1	1	1190.343084680	1191.184403680	661.334	980.034	0.8413	-36.72	20.22	
60	Spectrogram 1	1	1192.285343418	1193.063563518	605.247	1043.447	0.7782	-35.92	22.22	
61	Spectrogram 1	1	1194.193265080	1194.845287380	609.870	1024.170	0.6520	-35.57	22.91	
62	Spectrogram 1	1	1195.898585914	1196.697839014	786.238	1096.938	0.7993	-40.72	15.88	
63	Spectrogram 1	1	1197.920035257	1198.761354357	736.526	1007.426	0.8413	-38.41	19.90	
64	Spectrogram 1	1	1201.786389459	1202.669774359	23.900	255.000	0.8834	-54.28	12.56	
65	Spectrogram 1	1	1204.331379459	1205.109599559	47.800	247.000	0.7782	-56.61	12.30	
66	Spectrogram 1	1	1206.666039759	1207.654589559	39.800	239.000	0.9885	-56.17	13.21	
67	Spectrogram 1	1	1209.211029759	1210.199579659	31.900	247.000	0.9885	-54.22	13.70	
68	Spectrogram 1	1	1211.668673559	1212.573091559	31.900	207.200	0.9044	-54.09	14.06	
69	Spectrogram 1	1	1216.300000000	1216.532349352	0.000	8000.000	0.2323	-34.66	20.41	Phaser
70	Spectrogram 1	1	1219.341664249	1221.369440415	0.000	8000.000	2.0278	-33.35	20.12	Upsweep
71	Spectrogram 1	1	1223.333848576	1225.475320689	0.000	8000.000	2.1415	-33.98	19.86	Downsweep
72	Spectrogram 1	1	1228.361043659	1230.431065159	0.000	8000.000	2.0700	-33.77	19.59	
73	Spectrogram 1	1	1232.313874169	1234.426141009	0.000	8000.000	2.1123	-33.61	20.13	
74	Spectrogram 1	1	1237.319946579	1239.411090749	0.000	8000.000	2.0911	-33.93	19.91	
75	Spectrogram 1	1	1241.354376239	1243.466643079	0.000	8000.000	2.1123	-33.88	19.91	
76	Spectrogram 1	1	1245.357121899	1245.610593919	0.000	8000.000	0.2535	-36.02	18.72	
77	Spectrogram 1	1	1254.686218779	1259.174901599	580.000	1080.800	4.4887	-34.25	22.68	
78	Spectrogram 1	1	1270.082931729	1271.618338949	143.400	470.100	1.5354	-58.10	10.96	
79	Spectrogram 1	1	1272.643701289	1273.674317089	159.300	709.100	1.0306	-46.86	14.20	
80	Spectrogram 1	1	1259.219519279	1266.016279029	580.000	1526.500	6.7968	-35.62	23.76	
81	Spectrogram 1	1	1274.918806709	1275.692179809	326.700	756.900	0.7734	-39.02	20.72	
82	Spectrogram 1	1	1277.045582729	1278.027171669	294.800	669.300	0.9816	-44.78	16.23	
83	Spectrogram 1	1	1279.573917869	1280.391908649	318.700	693.200	0.8180	-42.19	20.54	
84	Spectrogram 1	1	1282.089821669	1282.892939889	278.900	605.500	0.8031	-49.38	14.11	
85	Spectrogram 1	1	1284.885862879	1285.748471339	294.800	701.100	0.8626	-40.56	19.00	
86	Spectrogram 1	1	1287.689773909	1288.805215879	255.000	669.300	1.1154	-48.08	12.69	
87	Spectrogram 1	1	1290.753521189	1292.077178999	159.300	390.400	1.3237	-59.70	10.31	
88	Spectrogram 1	1	1294.305782179	1295.644312549	127.500	398.400	1.3385	-58.70	10.21	
89	Spectrogram 1	1	1297.822002369	1299.368748569	127.500	398.400	1.5467	-58.48	10.45	
90	Spectrogram 1	1	1321.633321659	1328.826599259	589.600	1381.600	7.1933	-38.26	19.73	
91	Spectrogram 1	1	1328.994863059	1333.664183659	748.900	1593.500	4.6693	-33.96	21.89	
92	Spectrogram 1	1	1334.051441759	1337.059157259	358.500	900.300	3.0077	-43.40	15.55	
93	Spectrogram 1	1	1339.774084680	1340.615403680	661.334	980.034	0.8413	-36.27	18.15	
94	Spectrogram 1	1	1341.716343418	1342.494563518	605.247	1043.447	0.7782	-35.97	19.98	
95	Spectrogram 1	1	1343.624265080	1344.276287380	609.870	1024.170	0.6520	-35.67	18.32	
96	Spectrogram 1	1	1345.329585914	1346.128839014	786.238	1096.938	0.7993	-43.31	19.13	
97	Spectrogram 1	1	1347.351035257	1348.192354357	736.526	1007.426	0.8413	-39.15	23.21	
98	Spectrogram 1	1	1351.217389459	1352.100774359	23.900	255.000	0.8834	-53.94	11.49	
99	Spectrogram 1	1	1353.762379459	1354.540599559	47.800	247.000	0.7782	-56.64	11.37	
100	Spectrogram 1	1	1356.097039759	1357.085589559	39.800	239.000	0.9885	-55.53	12.68	
101	Spectrogram 1	1	1358.642029759	1359.630579659	31.900	247.000	0.9885	-53.54	13.13	
102	Spectrogram 1	1	1361.099673559	1362.004091559	31.900	207.200	0.9044	-54.76	13.23	
