Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Delta Time (s)	Inband Power (dB FS)	SNR NIST Quick (dB FS)	Sound Type
1	Spectrogram 1	1	351.125000000	351.357349352	0.000	8000.000	0.2323	-33.18	17.12	Phaser
2	Spectrogram 1	1	354.166664249	356.194440415	0.000	8000.000	2.0278	-32.65	18.33	Upsweep
3	Spectrogram 1	1	358.158848576	360.300320689	0.000	8000.000	2.1415	-32.75	17.22	Downsweep
4	Spectrogram 1	1	363.186043659	365.256065159	0.000	8000.000	2.0700	-32.67	18.12	
5	Spectrogram 1	1	367.138874169	369.251141009	0.000	8000.000	2.1123	-32.78	18.11	
6	Spectrogram 1	1	372.144946579	374.236090749	0.000	8000.000	2.0911	-32.68	18.34	
7	Spectrogram 1	1	376.179376239	378.291643079	0.000	8000.000	2.1123	-32.77	18.08	
8	Spectrogram 1	1	380.182121899	380.435593919	0.000	8000.000	0.2535	-33.34	17.12	
9	Spectrogram 1	1	389.511218779	393.999901599	580.000	1080.800	4.4887	-34.06	23.17	
10	Spectrogram 1	1	404.907931729	406.443338949	143.400	470.100	1.5354	-54.27	10.54	
11	Spectrogram 1	1	407.468701289	408.499317089	159.300	709.100	1.0306	-46.00	11.89	
12	Spectrogram 1	1	394.044519279	400.841279029	580.000	1526.500	6.7968	-37.76	20.61	
13	Spectrogram 1	1	409.743806709	410.517179809	326.700	756.900	0.7734	-37.66	19.44	
14	Spectrogram 1	1	411.870582729	412.852171669	294.800	669.300	0.9816	-45.79	13.61	
15	Spectrogram 1	1	414.398917869	415.216908649	318.700	693.200	0.8180	-39.07	17.43	
16	Spectrogram 1	1	416.914821669	417.717939889	278.900	605.500	0.8031	-47.06	13.97	
17	Spectrogram 1	1	419.710862879	420.573471339	294.800	701.100	0.8626	-36.48	18.57	
18	Spectrogram 1	1	422.514773909	423.630215879	255.000	669.300	1.1154	-47.27	11.94	
19	Spectrogram 1	1	425.578521189	426.902178999	159.300	390.400	1.3237	-55.79	9.87	
20	Spectrogram 1	1	429.130782179	430.469312549	127.500	398.400	1.3385	-55.24	10.19	
21	Spectrogram 1	1	432.647002369	434.193748569	127.500	398.400	1.5467	-55.68	10.88	
22	Spectrogram 1	1	456.458321659	463.651599259	589.600	1381.600	7.1933	-37.37	16.25	
23	Spectrogram 1	1	463.819863059	468.489183659	748.900	1593.500	4.6693	-36.95	21.15	
24	Spectrogram 1	1	468.876441759	471.884157259	358.500	900.300	3.0077	-41.28	12.26	
25	Spectrogram 1	1	474.599084680	475.440403680	661.334	980.034	0.8413	-40.61	16.49	
26	Spectrogram 1	1	476.541343418	477.319563518	605.247	1043.447	0.7782	-37.53	17.10	
27	Spectrogram 1	1	478.449265080	479.101287380	609.870	1024.170	0.6520	-37.86	18.28	
28	Spectrogram 1	1	480.154585914	480.953839014	786.238	1096.938	0.7993	-44.76	16.28	
29	Spectrogram 1	1	482.176035257	483.017354357	736.526	1007.426	0.8413	-41.16	20.62	
30	Spectrogram 1	1	486.042389459	486.925774359	23.900	255.000	0.8834	-51.86	13.43	
31	Spectrogram 1	1	488.587379459	489.365599559	47.800	247.000	0.7782	-54.32	12.16	
32	Spectrogram 1	1	490.922039759	491.910589559	39.800	239.000	0.9885	-52.78	12.36	
33	Spectrogram 1	1	493.467029759	494.455579659	31.900	247.000	0.9885	-51.47	12.34	
34	Spectrogram 1	1	495.924673559	496.829091559	31.900	207.200	0.9044	-52.22	10.75	
35	Spectrogram 1	1	500.594000000	500.826349352	0.000	8000.000	0.2323	-33.27	16.99	Phaser
36	Spectrogram 1	1	503.635664249	505.663440415	0.000	8000.000	2.0278	-32.64	17.82	Upsweep
37	Spectrogram 1	1	507.627848576	509.769320689	0.000	8000.000	2.1415	-32.74	17.79	Downsweep
38	Spectrogram 1	1	512.655043659	514.725065159	0.000	8000.000	2.0700	-32.69	18.20	
39	Spectrogram 1	1	516.607874169	518.720141009	0.000	8000.000	2.1123	-32.75	17.90	
40	Spectrogram 1	1	521.613946579	523.705090749	0.000	8000.000	2.0911	-32.68	18.21	
41	Spectrogram 1	1	525.648376239	527.760643079	0.000	8000.000	2.1123	-32.73	18.01	
42	Spectrogram 1	1	529.651121899	529.904593919	0.000	8000.000	0.2535	-33.24	16.95	
43	Spectrogram 1	1	538.980218779	543.468901599	580.000	1080.800	4.4887	-34.04	22.84	
44	Spectrogram 1	1	554.376931729	555.912338949	143.400	470.100	1.5354	-54.06	10.49	
