Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Delta Time (s)	Inband Power (dB FS)	SNR NIST Quick (dB FS)	Sound Type
1	Spectrogram 1	1	1185.550000000	1185.782349352	0.000	8000.000	0.2323	-30.10	17.29	Phaser
2	Spectrogram 1	1	1188.591664249	1190.619440415	0.000	8000.000	2.0278	-29.52	18.08	Upsweep
3	Spectrogram 1	1	1192.583848576	1194.725320689	0.000	8000.000	2.1415	-29.81	18.67	Downsweep
4	Spectrogram 1	1	1197.611043659	1199.681065159	0.000	8000.000	2.0700	-30.71	17.80	
5	Spectrogram 1	1	1201.563874169	1203.676141009	0.000	8000.000	2.1123	-29.96	18.60	
6	Spectrogram 1	1	1206.569946579	1208.661090749	0.000	8000.000	2.0911	-29.60	18.34	
7	Spectrogram 1	1	1210.604376239	1212.716643079	0.000	8000.000	2.1123	-29.88	18.59	
8	Spectrogram 1	1	1214.607121899	1214.860593919	0.000	8000.000	0.2535	-30.70	16.75	
9	Spectrogram 1	1	1223.936218779	1228.424901599	580.000	1080.800	4.4887	-42.92	18.88	
10	Spectrogram 1	1	1239.332931729	1240.868338949	143.400	470.100	1.5354	-53.05	10.88	
11	Spectrogram 1	1	1241.893701289	1242.924317089	159.300	709.100	1.0306	-47.00	11.63	
12	Spectrogram 1	1	1228.469519279	1235.266279029	580.000	1526.500	6.7968	-40.90	19.35	
13	Spectrogram 1	1	1244.168806709	1244.942179809	326.700	756.900	0.7734	-44.77	14.31	
14	Spectrogram 1	1	1246.295582729	1247.277171669	294.800	669.300	0.9816	-46.93	12.58	
15	Spectrogram 1	1	1248.823917869	1249.641908649	318.700	693.200	0.8180	-46.96	13.53	
16	Spectrogram 1	1	1251.339821669	1252.142939889	278.900	605.500	0.8031	-47.65	11.97	
17	Spectrogram 1	1	1254.135862879	1254.998471339	294.800	701.100	0.8626	-45.84	12.75	
18	Spectrogram 1	1	1256.939773909	1258.055215879	255.000	669.300	1.1154	-51.11	11.67	
19	Spectrogram 1	1	1260.003521189	1261.327178999	159.300	390.400	1.3237	-54.05	11.72	
20	Spectrogram 1	1	1263.555782179	1264.894312549	127.500	398.400	1.3385	-54.12	11.48	
21	Spectrogram 1	1	1267.072002369	1268.618748569	127.500	398.400	1.5467	-53.35	10.17	
22	Spectrogram 1	1	1290.883321659	1298.076599259	589.600	1381.600	7.1933	-43.41	14.24	
23	Spectrogram 1	1	1298.244863059	1302.914183659	748.900	1593.500	4.6693	-38.77	19.08	
24	Spectrogram 1	1	1303.301441759	1306.309157259	358.500	900.300	3.0077	-48.47	12.16	
25	Spectrogram 1	1	1309.024084680	1309.865403680	661.334	980.034	0.8413	-45.52	16.94	
26	Spectrogram 1	1	1310.966343418	1311.744563518	605.247	1043.447	0.7782	-38.17	19.29	
27	Spectrogram 1	1	1312.874265080	1313.526287380	609.870	1024.170	0.6520	-38.94	19.96	
28	Spectrogram 1	1	1314.579585914	1315.378839014	786.238	1096.938	0.7993	-45.11	17.72	
29	Spectrogram 1	1	1316.601035257	1317.442354357	736.526	1007.426	0.8413	-41.79	19.23	
30	Spectrogram 1	1	1320.467389459	1321.350774359	23.900	255.000	0.8834	-52.76	11.88	
31	Spectrogram 1	1	1323.012379459	1323.790599559	47.800	247.000	0.7782	-55.68	11.69	
32	Spectrogram 1	1	1325.347039759	1326.335589559	39.800	239.000	0.9885	-54.42	12.19	
33	Spectrogram 1	1	1327.892029759	1328.880579659	31.900	247.000	0.9885	-52.97	10.81	
34	Spectrogram 1	1	1330.349673559	1331.254091559	31.900	207.200	0.9044	-53.51	13.75	
35	Spectrogram 1	1	1335.019000000	1335.251349352	0.000	8000.000	0.2323	-31.17	17.11	Phaser
36	Spectrogram 1	1	1338.060664249	1340.088440415	0.000	8000.000	2.0278	-30.41	18.24	Upsweep
37	Spectrogram 1	1	1342.052848576	1344.194320689	0.000	8000.000	2.1415	-30.23	19.27	Downsweep
38	Spectrogram 1	1	1347.080043659	1349.150065159	0.000	8000.000	2.0700	-31.14	17.80	
39	Spectrogram 1	1	1351.032874169	1353.145141009	0.000	8000.000	2.1123	-30.22	19.46	
40	Spectrogram 1	1	1356.038946579	1358.130090749	0.000	8000.000	2.0911	-30.46	19.18	
41	Spectrogram 1	1	1360.073376239	1362.185643079	0.000	8000.000	2.1123	-30.83	18.22	
42	Spectrogram 1	1	1364.076121899	1364.329593919	0.000	8000.000	0.2535	-31.47	17.25	
43	Spectrogram 1	1	1373.405218779	1377.893901599	580.000	1080.800	4.4887	-42.73	18.67	
44	Spectrogram 1	1	1388.801931729	1390.337338949	143.400	470.100	1.5354	-52.54	10.85	
45	Spectrogram 1	1	1391.362701289	1392.393317089	159.300	709.100	1.0306	-47.27	11.24	
