Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Delta Time (s)	Inband Power (dB FS)	SNR NIST Quick (dB FS)	Sound Type
1	Spectrogram 1	1	1650.400000000	1650.632349352	0.000	8000.000	0.2323	-32.06	15.82	Phaser
2	Spectrogram 1	1	1653.441664249	1655.469440415	0.000	8000.000	2.0278	-32.22	15.42	Upsweep
3	Spectrogram 1	1	1657.433848576	1659.575320689	0.000	8000.000	2.1415	-32.27	15.47	Downsweep
4	Spectrogram 1	1	1662.461043659	1664.531065159	0.000	8000.000	2.0700	-31.85	16.13	
5	Spectrogram 1	1	1666.413874169	1668.526141009	0.000	8000.000	2.1123	-31.81	16.07	
6	Spectrogram 1	1	1671.419946579	1673.511090749	0.000	8000.000	2.0911	-32.25	14.92	
7	Spectrogram 1	1	1675.454376239	1677.566643079	0.000	8000.000	2.1123	-32.49	14.84	
8	Spectrogram 1	1	1679.457121899	1679.710593919	0.000	8000.000	0.2535	-32.31	15.60	
9	Spectrogram 1	1	1688.786218779	1693.274901599	580.000	1080.800	4.4887	-56.25	13.45	
10	Spectrogram 1	1	1704.182931729	1705.718338949	143.400	470.100	1.5354	-60.41	10.38	
11	Spectrogram 1	1	1706.743701289	1707.774317089	159.300	709.100	1.0306	-57.68	11.32	
12	Spectrogram 1	1	1693.319519279	1700.116279029	580.000	1526.500	6.7968	-57.79	11.33	
13	Spectrogram 1	1	1709.018806709	1709.792179809	326.700	756.900	0.7734	-56.89	12.18	
14	Spectrogram 1	1	1711.145582729	1712.127171669	294.800	669.300	0.9816	-60.44	11.41	
15	Spectrogram 1	1	1713.673917869	1714.491908649	318.700	693.200	0.8180	-60.26	10.19	
16	Spectrogram 1	1	1716.189821669	1716.992939889	278.900	605.500	0.8031	-60.35	10.71	
17	Spectrogram 1	1	1718.985862879	1719.848471339	294.800	701.100	0.8626	-58.40	11.51	
18	Spectrogram 1	1	1721.789773909	1722.905215879	255.000	669.300	1.1154	-59.51	10.94	
19	Spectrogram 1	1	1724.853521189	1726.177178999	159.300	390.400	1.3237	-60.62	10.39	
20	Spectrogram 1	1	1728.405782179	1729.744312549	127.500	398.400	1.3385	-60.04	11.08	
21	Spectrogram 1	1	1731.922002369	1733.468748569	127.500	398.400	1.5467	-59.93	10.15	
22	Spectrogram 1	1	1755.733321659	1762.926599259	589.600	1381.600	7.1933	-59.27	11.45	
23	Spectrogram 1	1	1763.094863059	1767.764183659	748.900	1593.500	4.6693	-57.90	12.24	
24	Spectrogram 1	1	1768.151441759	1771.159157259	358.500	900.300	3.0077	-58.24	11.65	
25	Spectrogram 1	1	1773.874084680	1774.715403680	661.334	980.034	0.8413	-61.93	11.88	
26	Spectrogram 1	1	1775.816343418	1776.594563518	605.247	1043.447	0.7782	-59.15	13.19	
27	Spectrogram 1	1	1777.724265080	1778.376287380	609.870	1024.170	0.6520	-60.03	12.75	
28	Spectrogram 1	1	1779.429585914	1780.228839014	786.238	1096.938	0.7993	-64.68	10.20	
29	Spectrogram 1	1	1781.451035257	1782.292354357	736.526	1007.426	0.8413	-63.02	11.85	
30	Spectrogram 1	1	1785.317389459	1786.200774359	23.900	255.000	0.8834	-52.13	13.81	
31	Spectrogram 1	1	1787.862379459	1788.640599559	47.800	247.000	0.7782	-56.67	12.74	
32	Spectrogram 1	1	1790.197039759	1791.185589559	39.800	239.000	0.9885	-55.34	12.51	
33	Spectrogram 1	1	1792.742029759	1793.730579659	31.900	247.000	0.9885	-52.02	15.59	
34	Spectrogram 1	1	1795.199673559	1796.104091559	31.900	207.200	0.9044	-52.01	15.04	
35	Spectrogram 1	1	1799.869000000	1800.101349352	0.000	8000.000	0.2323	-29.92	17.42	Phaser
36	Spectrogram 1	1	1802.910664249	1804.938440415	0.000	8000.000	2.0278	-31.93	16.65	Upsweep
37	Spectrogram 1	1	1806.902848576	1809.044320689	0.000	8000.000	2.1415	-32.57	15.12	Downsweep
38	Spectrogram 1	1	1811.930043659	1814.000065159	0.000	8000.000	2.0700	-32.67	14.29	
39	Spectrogram 1	1	1815.882874169	1817.995141009	0.000	8000.000	2.1123	-32.38	15.23	
40	Spectrogram 1	1	1820.888946579	1822.980090749	0.000	8000.000	2.0911	-32.16	15.87	
41	Spectrogram 1	1	1824.923376239	1827.035643079	0.000	8000.000	2.1123	-31.18	17.07	
42	Spectrogram 1	1	1828.926121899	1829.179593919	0.000	8000.000	0.2535	-28.23	19.20	
43	Spectrogram 1	1	1838.255218779	1842.743901599	580.000	1080.800	4.4887	-56.06	13.62	
44	Spectrogram 1	1	1853.651931729	1855.187338949	143.400	470.100	1.5354	-60.02	10.46	
45	Spectrogram 1	1	1856.212701289	1857.243317089	159.300	709.100	1.0306	-57.69	11.30	
46	Spectrogram 1	1	1842.788519279	1849.585279029	580.000	1526.500	6.7968	-57.40	11.36	
47	Spectrogram 1	1	1858.487806709	1859.261179809	326.700	756.900	0.7734	-57.53	11.77	
48	Spectrogram 1	1	1860.614582729	1861.596171669	294.800	669.300	0.9816	-60.60	11.56	
49	Spectrogram 1	1	1863.142917869	1863.960908649	318.700	693.200	0.8180	-58.93	10.93	
50	Spectrogram 1	1	1865.658821669	1866.461939889	278.900	605.500	0.8031	-58.67	12.01	
51	Spectrogram 1	1	1868.454862879	1869.317471339	294.800	701.100	0.8626	-59.24	10.54	
52	Spectrogram 1	1	1871.258773909	1872.374215879	255.000	669.300	1.1154	-58.97	10.70	
53	Spectrogram 1	1	1874.322521189	1875.646178999	159.300	390.400	1.3237	-61.11	10.68	
54	Spectrogram 1	1	1877.874782179	1879.213312549	127.500	398.400	1.3385	-60.05	9.81	
55	Spectrogram 1	1	1881.391002369	1882.937748569	127.500	398.400	1.5467	-60.40	10.90	
56	Spectrogram 1	1	1905.202321659	1912.395599259	589.600	1381.600	7.1933	-58.79	11.84	
57	Spectrogram 1	1	1912.563863059	1917.233183659	748.900	1593.500	4.6693	-58.02	12.07	
58	Spectrogram 1	1	1917.620441759	1920.628157259	358.500	900.300	3.0077	-58.02	12.27	
59	Spectrogram 1	1	1923.343084680	1924.184403680	661.334	980.034	0.8413	-62.48	13.01	
60	Spectrogram 1	1	1925.285343418	1926.063563518	605.247	1043.447	0.7782	-58.99	12.74	
61	Spectrogram 1	1	1927.193265080	1927.845287380	609.870	1024.170	0.6520	-59.92	12.79	
62	Spectrogram 1	1	1928.898585914	1929.697839014	786.238	1096.938	0.7993	-65.62	10.33	
63	Spectrogram 1	1	1930.920035257	1931.761354357	736.526	1007.426	0.8413	-63.77	10.83	
64	Spectrogram 1	1	1934.786389459	1935.669774359	23.900	255.000	0.8834	-52.35	15.20	
65	Spectrogram 1	1	1937.331379459	1938.109599559	47.800	247.000	0.7782	-57.46	12.76	
66	Spectrogram 1	1	1939.666039759	1940.654589559	39.800	239.000	0.9885	-56.86	13.36	
67	Spectrogram 1	1	1942.211029759	1943.199579659	31.900	247.000	0.9885	-53.51	13.72	
68	Spectrogram 1	1	1944.668673559	1945.573091559	31.900	207.200	0.9044	-54.41	12.92	
69	Spectrogram 1	1	1949.300000000	1949.532349352	0.000	8000.000	0.2323	-32.26	16.25	Phaser
70	Spectrogram 1	1	1952.341664249	1954.369440415	0.000	8000.000	2.0278	-31.96	16.07	Upsweep
71	Spectrogram 1	1	1956.333848576	1958.475320689	0.000	8000.000	2.1415	-31.99	15.85	Downsweep
72	Spectrogram 1	1	1961.361043659	1963.431065159	0.000	8000.000	2.0700	-32.31	14.76	
73	Spectrogram 1	1	1965.313874169	1967.426141009	0.000	8000.000	2.1123	-32.52	14.51	
74	Spectrogram 1	1	1970.319946579	1972.411090749	0.000	8000.000	2.0911	-32.69	14.12	
75	Spectrogram 1	1	1974.354376239	1976.466643079	0.000	8000.000	2.1123	-32.54	14.86	
76	Spectrogram 1	1	1978.357121899	1978.610593919	0.000	8000.000	0.2535	-32.61	14.23	
77	Spectrogram 1	1	1987.686218779	1992.174901599	580.000	1080.800	4.4887	-56.38	13.27	
78	Spectrogram 1	1	2003.082931729	2004.618338949	143.400	470.100	1.5354	-60.45	10.16	
79	Spectrogram 1	1	2005.643701289	2006.674317089	159.300	709.100	1.0306	-58.19	11.03	
80	Spectrogram 1	1	1992.219519279	1999.016279029	580.000	1526.500	6.7968	-56.40	11.93	
81	Spectrogram 1	1	2007.918806709	2008.692179809	326.700	756.900	0.7734	-58.23	11.95	
82	Spectrogram 1	1	2010.045582729	2011.027171669	294.800	669.300	0.9816	-59.10	11.15	
83	Spectrogram 1	1	2012.573917869	2013.391908649	318.700	693.200	0.8180	-58.99	11.32	
84	Spectrogram 1	1	2015.089821669	2015.892939889	278.900	605.500	0.8031	-58.92	11.66	
85	Spectrogram 1	1	2017.885862879	2018.748471339	294.800	701.100	0.8626	-58.41	11.56	
86	Spectrogram 1	1	2020.689773909	2021.805215879	255.000	669.300	1.1154	-58.86	10.10	
87	Spectrogram 1	1	2023.753521189	2025.077178999	159.300	390.400	1.3237	-60.90	10.22	
88	Spectrogram 1	1	2027.305782179	2028.644312549	127.500	398.400	1.3385	-60.87	11.13	
89	Spectrogram 1	1	2030.822002369	2032.368748569	127.500	398.400	1.5467	-60.98	10.71	
90	Spectrogram 1	1	2054.633321659	2061.826599259	589.600	1381.600	7.1933	-59.42	11.46	
91	Spectrogram 1	1	2061.994863059	2066.664183659	748.900	1593.500	4.6693	-55.63	13.58	
92	Spectrogram 1	1	2067.051441759	2070.059157259	358.500	900.300	3.0077	-58.29	11.91	
93	Spectrogram 1	1	2072.774084680	2073.615403680	661.334	980.034	0.8413	-61.91	12.53	
94	Spectrogram 1	1	2074.716343418	2075.494563518	605.247	1043.447	0.7782	-58.10	13.94	
95	Spectrogram 1	1	2076.624265080	2077.276287380	609.870	1024.170	0.6520	-58.38	12.47	
96	Spectrogram 1	1	2078.329585914	2079.128839014	786.238	1096.938	0.7993	-64.41	10.95	
97	Spectrogram 1	1	2080.351035257	2081.192354357	736.526	1007.426	0.8413	-62.40	11.24	
98	Spectrogram 1	1	2084.217389459	2085.100774359	23.900	255.000	0.8834	-53.85	13.49	
99	Spectrogram 1	1	2086.762379459	2087.540599559	47.800	247.000	0.7782	-57.99	12.61	
100	Spectrogram 1	1	2089.097039759	2090.085589559	39.800	239.000	0.9885	-55.91	12.74	
101	Spectrogram 1	1	2091.642029759	2092.630579659	31.900	247.000	0.9885	-54.21	14.05	
102	Spectrogram 1	1	2094.099673559	2095.004091559	31.900	207.200	0.9044	-53.54	14.28	
