Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Delta Time (s)	Inband Power (dB FS)	SNR NIST Quick (dB FS)	Sound Type
1	Spectrogram 1	1	1032.950000000	1033.182349352	0.000	8000.000	0.2323	-32.04	16.00	Phaser
2	Spectrogram 1	1	1035.991664249	1038.019440415	0.000	8000.000	2.0278	-31.70	17.14	Upsweep
3	Spectrogram 1	1	1039.983848576	1042.125320689	0.000	8000.000	2.1415	-31.82	17.51	Downsweep
4	Spectrogram 1	1	1045.011043659	1047.081065159	0.000	8000.000	2.0700	-31.85	16.99	
5	Spectrogram 1	1	1048.963874169	1051.076141009	0.000	8000.000	2.1123	-31.75	17.34	
6	Spectrogram 1	1	1053.969946579	1056.061090749	0.000	8000.000	2.0911	-31.83	16.77	
7	Spectrogram 1	1	1058.004376239	1060.116643079	0.000	8000.000	2.1123	-31.73	17.42	
8	Spectrogram 1	1	1062.007121899	1062.260593919	0.000	8000.000	0.2535	-32.00	15.75	
9	Spectrogram 1	1	1071.336218779	1075.824901599	580.000	1080.800	4.4887	-36.84	23.80	
10	Spectrogram 1	1	1086.732931729	1088.268338949	143.400	470.100	1.5354	-57.05	10.55	
11	Spectrogram 1	1	1089.293701289	1090.324317089	159.300	709.100	1.0306	-50.29	11.69	
12	Spectrogram 1	1	1075.869519279	1082.666279029	580.000	1526.500	6.7968	-39.52	21.74	
13	Spectrogram 1	1	1091.568806709	1092.342179809	326.700	756.900	0.7734	-42.09	17.36	
14	Spectrogram 1	1	1093.695582729	1094.677171669	294.800	669.300	0.9816	-48.96	12.42	
15	Spectrogram 1	1	1096.223917869	1097.041908649	318.700	693.200	0.8180	-44.14	16.58	
16	Spectrogram 1	1	1098.739821669	1099.542939889	278.900	605.500	0.8031	-50.62	12.68	
17	Spectrogram 1	1	1101.535862879	1102.398471339	294.800	701.100	0.8626	-45.21	15.42	
18	Spectrogram 1	1	1104.339773909	1105.455215879	255.000	669.300	1.1154	-51.28	11.21	
19	Spectrogram 1	1	1107.403521189	1108.727178999	159.300	390.400	1.3237	-58.63	10.43	
20	Spectrogram 1	1	1110.955782179	1112.294312549	127.500	398.400	1.3385	-58.22	10.66	
21	Spectrogram 1	1	1114.472002369	1116.018748569	127.500	398.400	1.5467	-58.24	10.55	
22	Spectrogram 1	1	1138.283321659	1145.476599259	589.600	1381.600	7.1933	-40.89	15.78	
23	Spectrogram 1	1	1145.644863059	1150.314183659	748.900	1593.500	4.6693	-39.83	19.54	
24	Spectrogram 1	1	1150.701441759	1153.709157259	358.500	900.300	3.0077	-43.64	12.12	
25	Spectrogram 1	1	1156.424084680	1157.265403680	661.334	980.034	0.8413	-39.80	18.54	
26	Spectrogram 1	1	1158.366343418	1159.144563518	605.247	1043.447	0.7782	-38.99	19.10	
27	Spectrogram 1	1	1160.274265080	1160.926287380	609.870	1024.170	0.6520	-39.08	21.45	
28	Spectrogram 1	1	1161.979585914	1162.778839014	786.238	1096.938	0.7993	-46.67	16.10	
29	Spectrogram 1	1	1164.001035257	1164.842354357	736.526	1007.426	0.8413	-42.81	20.63	
30	Spectrogram 1	1	1167.867389459	1168.750774359	23.900	255.000	0.8834	-52.79	14.15	
31	Spectrogram 1	1	1170.412379459	1171.190599559	47.800	247.000	0.7782	-56.33	10.44	
32	Spectrogram 1	1	1172.747039759	1173.735589559	39.800	239.000	0.9885	-54.62	12.54	
33	Spectrogram 1	1	1175.292029759	1176.280579659	31.900	247.000	0.9885	-52.70	12.66	
34	Spectrogram 1	1	1177.749673559	1178.654091559	31.900	207.200	0.9044	-52.44	15.00	
35	Spectrogram 1	1	1182.419000000	1182.651349352	0.000	8000.000	0.2323	-32.76	15.65	Phaser
