Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Delta Time (s)	Inband Power (dB FS)	SNR NIST Quick (dB FS)	Sound Type
1	Spectrogram 1	1	1926.725000000	1926.957349352	0.000	8000.000	0.2323	-29.54	19.03	Phaser
2	Spectrogram 1	1	1929.766664249	1931.794440415	0.000	8000.000	2.0278	-30.14	18.73	Upsweep
3	Spectrogram 1	1	1933.758848576	1935.900320689	0.000	8000.000	2.1415	-30.70	18.88	Downsweep
4	Spectrogram 1	1	1938.786043659	1940.856065159	0.000	8000.000	2.0700	-30.16	19.11	
5	Spectrogram 1	1	1942.738874169	1944.851141009	0.000	8000.000	2.1123	-30.72	19.56	
6	Spectrogram 1	1	1947.744946579	1949.836090749	0.000	8000.000	2.0911	-30.17	19.38	
7	Spectrogram 1	1	1951.779376239	1953.891643079	0.000	8000.000	2.1123	-31.07	18.69	
8	Spectrogram 1	1	1955.782121899	1956.035593919	0.000	8000.000	0.2535	-30.36	18.08	
9	Spectrogram 1	1	1965.111218779	1969.599901599	580.000	1080.800	4.4887	-41.30	22.07	
10	Spectrogram 1	1	1980.507931729	1982.043338949	143.400	470.100	1.5354	-56.61	9.88	
11	Spectrogram 1	1	1983.068701289	1984.099317089	159.300	709.100	1.0306	-47.63	11.56	
12	Spectrogram 1	1	1969.644519279	1976.441279029	580.000	1526.500	6.7968	-39.21	20.86	
13	Spectrogram 1	1	1985.343806709	1986.117179809	326.700	756.900	0.7734	-44.06	16.95	
14	Spectrogram 1	1	1987.470582729	1988.452171669	294.800	669.300	0.9816	-46.86	13.56	
15	Spectrogram 1	1	1989.998917869	1990.816908649	318.700	693.200	0.8180	-46.43	15.61	
16	Spectrogram 1	1	1992.514821669	1993.317939889	278.900	605.500	0.8031	-47.93	11.63	
17	Spectrogram 1	1	1995.310862879	1996.173471339	294.800	701.100	0.8626	-42.77	15.10	
18	Spectrogram 1	1	1998.114773909	1999.230215879	255.000	669.300	1.1154	-53.33	11.16	
19	Spectrogram 1	1	2001.178521189	2002.502178999	159.300	390.400	1.3237	-58.31	11.08	
20	Spectrogram 1	1	2004.730782179	2006.069312549	127.500	398.400	1.3385	-57.41	10.92	
