"","recorder","Selection","View","Channel","Begin.Time..s.","End.Time..s.","Low.Freq..Hz.","High.Freq..Hz.","Delta.Time..s.","Inband.Power..dB.FS.","SNR.NIST.Quick..dB.FS.","Sound.Type","file.name","lon","lat","date","time","PowerDb","NoisevalueDb"
"1","M1",1,"Spectrogram 1",1,1512.05,1512.282349352,0,8000,0.2323,-29.6,24.46,"1_Phaser1","M1_20190823_060003",116.971518024802,4.74323401227593,"20190823","0600",59.4512987486866,66.0652568228556
"2","M1",2,"Spectrogram 1",1,1515.091664249,1517.119440415,0,8000,2.0278,-27.9,24.2,"1_Upsweep1","M1_20190823_060003",116.971518024802,4.74323401227593,"20190823","0600",63.5819991042971,66.0652568228556
"3","M1",3,"Spectrogram 1",1,1519.083848576,1521.225320689,0,8000,2.1415,-28.11,23.38,"1_Downsweep1","M1_20190823_060003",116.971518024802,4.74323401227593,"20190823","0600",63.1493107210291,66.0652568228556
"4","M1",4,"Spectrogram 1",1,1524.111043659,1526.181065159,0,8000,2.07,-27.35,24.57,"1_Upsweep2","M1_20190823_060003",116.971518024802,4.74323401227593,"20190823","0600",65.1444133335241,66.0652568228556
"5","M1",5,"Spectrogram 1",1,1528.063874169,1530.176141009,0,8000,2.1123,-28.07,23.87,"1_Downsweep2","M1_20190823_060003",116.971518024802,4.74323401227593,"20190823","0600",63.2426921728254,66.0652568228556
"6","M1",6,"Spectrogram 1",1,1533.069946579,1535.161090749,0,8000,2.0911,-27.83,25.05,"1_Upsweep3","M1_20190823_060003",116.971518024802,4.74323401227593,"20190823","0600",64.1005530428315,66.0652568228556
"7","M1",7,"Spectrogram 1",1,1537.104376239,1539.216643079,0,8000,2.1123,-27.66,25.12,"1_Downsweep3","M1_20190823_060003",116.971518024802,4.74323401227593,"20190823","0600",64.4081060995328,66.0652568228556
"8","M1",8,"Spectrogram 1",1,1541.107121899,1541.360593919,0,8000,0.2535,-30.44,23.69,"1_Phaser2","M1_20190823_060003",116.971518024802,4.74323401227593,"20190823","0600",56.5695719409931,66.0652568228556
"9","M1",9,"Spectrogram 1",1,1550.436218779,1554.924901599,580,1080.8,4.4887,-26.31,24.66,"1_Hfunstart","M1_20190823_060003",116.971518024802,4.74323401227593,"20190823","0600",71.8225407911055,49.6939728521456
"10","M1",10,"Spectrogram 1",1,1565.832931729,1567.368338949,143.4,470.1,1.5354,-47.47,11.92,"1_Pmor_start","M1_20190823_060003",116.971518024802,4.74323401227593,"20190823","0600",24.9064439522935,50.2166730858589
"11","M1",11,"Spectrogram 1",1,1568.393701289,1569.424317089,159.3,709.1,1.0306,-35.91,14.46,"1_Pmor_P1","M1_20190823_060003",116.971518024802,4.74323401227593,"20190823","0600",56.3238511694891,52.6025397095964
"12","M1",12,"Spectrogram 1",1,1554.969519279,1561.766279029,580,1526.5,6.7968,-28.6,23.64,"1_Hfuntrill","M1_20190823_060003",116.971518024802,4.74323401227593,"20190823","0600",69.2118855891453,50.9518631014746
"13","M1",13,"Spectrogram 1",1,1570.668806709,1571.442179809,326.7,756.9,0.7734,-27.35,20.54,"1_Pmor_P2","M1_20190823_060003",116.971518024802,4.74323401227593,"20190823","0600",69.4342001057095,51.5427235053499
"14","M1",14,"Spectrogram 1",1,1572.795582729,1573.777171669,294.8,669.3,0.9816,-38.35,12.73,"1_Pmor_P3","M1_20190823_060003",116.971518024802,4.74323401227593,"20190823","0600",56.2581781348815,51.0574945126252
"15","M1",15,"Spectrogram 1",1,1575.323917869,1576.141908649,318.7,693.2,0.818,-35.32,15.03,"1_Pmor_P4","M1_20190823_060003",116.971518024802,4.74323401227593,"20190823","0600",59.3942629922918,51.0422236972447
"16","M1",16,"Spectrogram 1",1,1577.839821669,1578.642939889,278.9,605.5,0.8031,-41.92,11.46,"1_Pmor_P5","M1_20190823_060003",116.971518024802,4.74323401227593,"20190823","0600",47.5372141482885,50.7037108583413
"17","M1",17,"Spectrogram 1",1,1580.635862879,1581.498471339,294.8,701.1,0.8626,-34.49,14.9,"1_Pmor_P6","M1_20190823_060003",116.971518024802,4.74323401227593,"20190823","0600",60.026004381608,51.4412169759796
"18","M1",18,"Spectrogram 1",1,1583.439773909,1584.555215879,255,669.3,1.1154,-43.68,11.61,"1_Pmor_P7","M1_20190823_060003",116.971518024802,4.74323401227593,"20190823","0600",44.6660144428281,51.5866772217386
"19","M1",19,"Spectrogram 1",1,1586.503521189,1587.827178999,159.3,390.4,1.3237,-48.98,11.07,"1_Pmor_P8","M1_20190823_060003",116.971518024802,4.74323401227593,"20190823","0600",30.794863297109,48.0523531633409
"20","M1",20,"Spectrogram 1",1,1590.055782179,1591.394312549,127.5,398.4,1.3385,-48.57,12.04,"1_Pmor_P9","M1_20190823_060003",116.971518024802,4.74323401227593,"20190823","0600",31.2865409928294,48.4494217996198
"21","M1",21,"Spectrogram 1",1,1593.572002369,1595.118748569,127.5,398.4,1.5467,-49.2,11.86,"1_Pmor_P10","M1_20190823_060003",116.971518024802,4.74323401227593,"20190823","0600",23.0850961521485,48.4494217996198
"22","M1",22,"Spectrogram 1",1,1617.383321659,1624.576599259,589.6,1381.6,7.1933,-31.33,15.53,"1_Halbstart","M1_20190823_060003",116.971518024802,4.74323401227593,"20190823","0600",65.7887245363546,50.6150884084715
"23","M1",23,"Spectrogram 1",1,1624.744863059,1629.414183659,748.9,1593.5,4.6693,-25.76,21.68,"1_Halbpeak","M1_20190823_060003",116.971518024802,4.74323401227593,"20190823","0600",71.673618779321,48.6332572693471
"24","M1",24,"Spectrogram 1",1,1629.801441759,1632.809157259,358.5,900.3,3.0077,-33.86,18.45,"1_Halbend","M1_20190823_060003",116.971518024802,4.74323401227593,"20190823","0600",61.6789674970991,51.9041618841407
"25","M1",25,"Spectrogram 1",1,1635.52408468,1636.36540368,661.334,980.034,0.8413,-36.12,17.81,"1_PwurP_P1","M1_20190823_060003",116.971518024802,4.74323401227593,"20190823","0600",60.8548903201487,48.0887576821028
"26","M1",26,"Spectrogram 1",1,1637.466343418,1638.244563518,605.247,1043.447,0.7782,-27.87,19.17,"1_PwurP_P2","M1_20190823_060003",116.971518024802,4.74323401227593,"20190823","0600",69.8834317680053,49.2425196622516
"27","M1",27,"Spectrogram 1",1,1639.37426508,1640.02628738,609.87,1024.17,0.652,-28.05,21.12,"1_PwurP_P3","M1_20190823_060003",116.971518024802,4.74323401227593,"20190823","0600",69.8855340365621,49.084556564628
"28","M1",28,"Spectrogram 1",1,1641.079585914,1641.878839014,786.238,1096.938,0.7993,-34.28,20.04,"1_PwurP_P4","M1_20190823_060003",116.971518024802,4.74323401227593,"20190823","0600",63.1832006509818,45.7115816301392
"29","M1",29,"Spectrogram 1",1,1643.101035257,1643.942354357,736.526,1007.426,0.8413,-30.8,23.77,"1_PwurP_P5","M1_20190823_060003",116.971518024802,4.74323401227593,"20190823","0600",67.0286141440229,46.2463993452411
"30","M1",30,"Spectrogram 1",1,1646.967389459,1647.850774359,23.9,255,0.8834,-48.65,10.3,"1_PwurS_S1","M1_20190823_060003",116.971518024802,4.74323401227593,"20190823","0600",34.1638874560651,48.3035938912876
"31","M1",31,"Spectrogram 1",1,1649.512379459,1650.290599559,47.8,247,0.7782,-50.85,11.82,"1_PwurS_S2","M1_20190823_060003",116.971518024802,4.74323401227593,"20190823","0600",27.1397794080776,47.0095961223983
"32","M1",32,"Spectrogram 1",1,1651.847039759,1652.835589559,39.8,239,0.9885,-50.17,12.67,"1_PwurS_S3","M1_20190823_060003",116.971518024802,4.74323401227593,"20190823","0600",27.5591302770245,47.4090229174166
"33","M1",33,"Spectrogram 1",1,1654.392029759,1655.380579659,31.9,247,0.9885,-49.97,12.1,"1_PwurS_S4","M1_20190823_060003",116.971518024802,4.74323401227593,"20190823","0600",NA,47.8854984717154
"34","M1",34,"Spectrogram 1",1,1656.849673559,1657.754091559,31.9,207.2,0.9044,-49.01,14.16,"1_PwurS_S5","M1_20190823_060003",116.971518024802,4.74323401227593,"20190823","0600",33.0925611502639,47.2427036527479
"35","M1",35,"Spectrogram 1",1,1661.519,1661.751349352,0,8000,0.2323,-30.41,23.7,"2_Phaser1","M1_20190823_060003",116.971518024802,4.74323401227593,"20190823","0600",56.4348649325323,66.0652568228556
"36","M1",36,"Spectrogram 1",1,1664.560664249,1666.588440415,0,8000,2.0278,-28.03,23.25,"2_Upsweep1","M1_20190823_060003",116.971518024802,4.74323401227593,"20190823","0600",63.3300290435775,66.0652568228556
"37","M1",37,"Spectrogram 1",1,1668.552848576,1670.694320689,0,8000,2.1415,-28.07,23.81,"2_Downsweep1","M1_20190823_060003",116.971518024802,4.74323401227593,"20190823","0600",63.3162087877433,66.0652568228556
"38","M1",38,"Spectrogram 1",1,1673.580043659,1675.650065159,0,8000,2.07,-28.08,23.87,"2_Upsweep2","M1_20190823_060003",116.971518024802,4.74323401227593,"20190823","0600",63.0566101195861,66.0652568228556
"39","M1",39,"Spectrogram 1",1,1677.532874169,1679.645141009,0,8000,2.1123,-28.22,23.86,"2_Downsweep2","M1_20190823_060003",116.971518024802,4.74323401227593,"20190823","0600",63.136113851404,66.0652568228556
"40","M1",40,"Spectrogram 1",1,1682.538946579,1684.630090749,0,8000,2.0911,-27.65,24.86,"2_Upsweep3","M1_20190823_060003",116.971518024802,4.74323401227593,"20190823","0600",64.0812101988492,66.0652568228556
"41","M1",41,"Spectrogram 1",1,1686.573376239,1688.685643079,0,8000,2.1123,-27.19,24.08,"2_Downsweep3","M1_20190823_060003",116.971518024802,4.74323401227593,"20190823","0600",65.2772018321909,66.0652568228556
"42","M1",42,"Spectrogram 1",1,1690.576121899,1690.829593919,0,8000,0.2535,-29.89,25.45,"2_Phaser2","M1_20190823_060003",116.971518024802,4.74323401227593,"20190823","0600",57.4583959552965,66.0652568228556
"43","M1",43,"Spectrogram 1",1,1699.905218779,1704.393901599,580,1080.8,4.4887,-45.1,11.15,"2_Hfunstart","M1_20190823_060003",116.971518024802,4.74323401227593,"20190823","0600",44.6994375953083,49.6939728521456
"44","M1",44,"Spectrogram 1",1,1715.301931729,1716.837338949,143.4,470.1,1.5354,-47.61,12.82,"2_Pmor_start","M1_20190823_060003",116.971518024802,4.74323401227593,"20190823","0600",23.5866525855496,50.2166730858589
"45","M1",45,"Spectrogram 1",1,1717.862701289,1718.893317089,159.3,709.1,1.0306,-45.97,10.19,"2_Pmor_P1","M1_20190823_060003",116.971518024802,4.74323401227593,"20190823","0600",22.8491092909369,52.6025397095964
"46","M1",46,"Spectrogram 1",1,1704.438519279,1711.235279029,580,1526.5,6.7968,-37.4,16.95,"2_Hfuntrill","M1_20190823_060003",116.971518024802,4.74323401227593,"20190823","0600",58.286186628194,50.9518631014746
"47","M1",47,"Spectrogram 1",1,1720.137806709,1720.911179809,326.7,756.9,0.7734,-45.96,10.64,"2_Pmor_P2","M1_20190823_060003",116.971518024802,4.74323401227593,"20190823","0600",29.5603894881786,51.5427235053499
"48","M1",48,"Spectrogram 1",1,1722.264582729,1723.246171669,294.8,669.3,0.9816,-45.93,11.17,"2_Pmor_P3","M1_20190823_060003",116.971518024802,4.74323401227593,"20190823","0600",34.9187548769568,51.0574945126252
"49","M1",49,"Spectrogram 1",1,1724.792917869,1725.610908649,318.7,693.2,0.818,-40.12,12.37,"2_Pmor_P4","M1_20190823_060003",116.971518024802,4.74323401227593,"20190823","0600",48.0046994522099,51.0422236972447
"50","M1",50,"Spectrogram 1",1,1727.308821669,1728.111939889,278.9,605.5,0.8031,-47.43,10.61,"2_Pmor_P5","M1_20190823_060003",116.971518024802,4.74323401227593,"20190823","0600",26.1157437337676,50.7037108583413
"51","M1",51,"Spectrogram 1",1,1730.104862879,1730.967471339,294.8,701.1,0.8626,-46.3,10.67,"2_Pmor_P6","M1_20190823_060003",116.971518024802,4.74323401227593,"20190823","0600",31.0638942342521,51.4412169759796
"52","M1",52,"Spectrogram 1",1,1732.908773909,1734.024215879,255,669.3,1.1154,-46.85,10.97,"2_Pmor_P7","M1_20190823_060003",116.971518024802,4.74323401227593,"20190823","0600",8.4110546244637,51.5866772217386
"53","M1",53,"Spectrogram 1",1,1735.972521189,1737.296178999,159.3,390.4,1.3237,-48.76,11.54,"2_Pmor_P8","M1_20190823_060003",116.971518024802,4.74323401227593,"20190823","0600",31.8579025635432,48.0523531633409
"54","M1",54,"Spectrogram 1",1,1739.524782179,1740.863312549,127.5,398.4,1.3385,-49.04,11.37,"2_Pmor_P9","M1_20190823_060003",116.971518024802,4.74323401227593,"20190823","0600",27.1579208323447,48.4494217996198
"55","M1",55,"Spectrogram 1",1,1743.041002369,1744.587748569,127.5,398.4,1.5467,-48.79,12.24,"2_Pmor_P10","M1_20190823_060003",116.971518024802,4.74323401227593,"20190823","0600",29.1541984883173,48.4494217996198
"56","M1",56,"Spectrogram 1",1,1766.852321659,1774.045599259,589.6,1381.6,7.1933,-26.36,26.08,"2_Halbstart","M1_20190823_060003",116.971518024802,4.74323401227593,"20190823","0600",71.3551186088766,50.6150884084715
"57","M1",57,"Spectrogram 1",1,1774.213863059,1778.883183659,748.9,1593.5,4.6693,-30.67,23.49,"2_Halbpeak","M1_20190823_060003",116.971518024802,4.74323401227593,"20190823","0600",67.2541773889441,48.6332572693471
"58","M1",58,"Spectrogram 1",1,1779.270441759,1782.278157259,358.5,900.3,3.0077,-46.38,10.6,"2_Halbend","M1_20190823_060003",116.971518024802,4.74323401227593,"20190823","0600",NA,51.9041618841407
"59","M1",59,"Spectrogram 1",1,1784.99308468,1785.83440368,661.334,980.034,0.8413,-37.29,13.42,"2_PwurP_P1","M1_20190823_060003",116.971518024802,4.74323401227593,"20190823","0600",59.3646722714841,48.0887576821028
"60","M1",60,"Spectrogram 1",1,1786.935343418,1787.713563518,605.247,1043.447,0.7782,-43.57,10.53,"2_PwurP_P2","M1_20190823_060003",116.971518024802,4.74323401227593,"20190823","0600",44.9207307012861,49.2425196622516
"61","M1",61,"Spectrogram 1",1,1788.84326508,1789.49528738,609.87,1024.17,0.652,-48.36,10.84,"2_PwurP_P3","M1_20190823_060003",116.971518024802,4.74323401227593,"20190823","0600",29.1993773789215,49.084556564628
"62","M1",62,"Spectrogram 1",1,1790.548585914,1791.347839014,786.238,1096.938,0.7993,-50.88,10.51,"2_PwurP_P4","M1_20190823_060003",116.971518024802,4.74323401227593,"20190823","0600",32.3922002152151,45.7115816301392
"63","M1",63,"Spectrogram 1",1,1792.570035257,1793.411354357,736.526,1007.426,0.8413,-48.71,12.22,"2_PwurP_P5","M1_20190823_060003",116.971518024802,4.74323401227593,"20190823","0600",39.8423850999392,46.2463993452411
"64","M1",64,"Spectrogram 1",1,1796.436389459,1797.319774359,23.9,255,0.8834,-49.04,11.88,"2_PwurS_S1","M1_20190823_060003",116.971518024802,4.74323401227593,"20190823","0600",30.6619435413852,48.3035938912876
"65","M1",65,"Spectrogram 1",1,1798.981379459,1799.759599559,47.8,247,0.7782,-50.3,11.48,"2_PwurS_S2","M1_20190823_060003",116.971518024802,4.74323401227593,"20190823","0600",30.8175297137533,47.0095961223983
"66","M1",66,"Spectrogram 1",1,1801.316039759,1802.304589559,39.8,239,0.9885,-50.59,11.44,"2_PwurS_S3","M1_20190823_060003",116.971518024802,4.74323401227593,"20190823","0600",26.9523386995131,47.4090229174166
"67","M1",67,"Spectrogram 1",1,1803.861029759,1804.849579659,31.9,247,0.9885,-48.95,13.58,"2_PwurS_S4","M1_20190823_060003",116.971518024802,4.74323401227593,"20190823","0600",32.1132140457745,47.8854984717154
"68","M1",68,"Spectrogram 1",1,1806.318673559,1807.223091559,31.9,207.2,0.9044,-50.13,10.78,"2_PwurS_S5","M1_20190823_060003",116.971518024802,4.74323401227593,"20190823","0600",19.4514194986758,47.2427036527479
"69","M1",69,"Spectrogram 1",1,1810.95,1811.182349352,0,8000,0.2323,-32.89,20.69,"3_Phaser1","M1_20190823_060003",116.971518024802,4.74323401227593,"20190823","0600",28.4313085152085,66.0652568228556
"70","M1",70,"Spectrogram 1",1,1813.991664249,1816.019440415,0,8000,2.0278,-28.71,20.91,"3_Upsweep1","M1_20190823_060003",116.971518024802,4.74323401227593,"20190823","0600",61.9468935863699,66.0652568228556
"71","M1",71,"Spectrogram 1",1,1817.983848576,1820.125320689,0,8000,2.1415,-31.66,20.34,"3_Downsweep1","M1_20190823_060003",116.971518024802,4.74323401227593,"20190823","0600",49.6122503959583,66.0652568228556
"72","M1",72,"Spectrogram 1",1,1823.011043659,1825.081065159,0,8000,2.07,-25.19,23.69,"3_Upsweep2","M1_20190823_060003",116.971518024802,4.74323401227593,"20190823","0600",69.1186686273476,66.0652568228556
"73","M1",73,"Spectrogram 1",1,1826.963874169,1829.076141009,0,8000,2.1123,-30.93,19.87,"3_Downsweep2","M1_20190823_060003",116.971518024802,4.74323401227593,"20190823","0600",47.7532468701972,66.0652568228556
"74","M1",74,"Spectrogram 1",1,1831.969946579,1834.061090749,0,8000,2.0911,-24.87,22.52,"3_Upsweep3","M1_20190823_060003",116.971518024802,4.74323401227593,"20190823","0600",69.5563259582906,66.0652568228556
"75","M1",75,"Spectrogram 1",1,1836.004376239,1838.116643079,0,8000,2.1123,-30.88,20.6,"3_Downsweep3","M1_20190823_060003",116.971518024802,4.74323401227593,"20190823","0600",54.2583991362181,66.0652568228556
"76","M1",76,"Spectrogram 1",1,1840.007121899,1840.260593919,0,8000,0.2535,-27.98,20.67,"3_Phaser2","M1_20190823_060003",116.971518024802,4.74323401227593,"20190823","0600",63.4941721291007,66.0652568228556
"77","M1",77,"Spectrogram 1",1,1849.336218779,1853.824901599,580,1080.8,4.4887,-40.31,13.95,"3_Hfunstart","M1_20190823_060003",116.971518024802,4.74323401227593,"20190823","0600",54.4326663024205,49.6939728521456
"78","M1",78,"Spectrogram 1",1,1864.732931729,1866.268338949,143.4,470.1,1.5354,-46.89,12.23,"3_Pmor_start","M1_20190823_060003",116.971518024802,4.74323401227593,"20190823","0600",32.8624150578361,50.2166730858589
"79","M1",79,"Spectrogram 1",1,1867.293701289,1868.324317089,159.3,709.1,1.0306,-45.03,11.02,"3_Pmor_P1","M1_20190823_060003",116.971518024802,4.74323401227593,"20190823","0600",36.5777041433787,52.6025397095964
"80","M1",80,"Spectrogram 1",1,1853.869519279,1860.666279029,580,1526.5,6.7968,-32.42,18.69,"3_Hfuntrill","M1_20190823_060003",116.971518024802,4.74323401227593,"20190823","0600",64.7484303652853,50.9518631014746
"81","M1",81,"Spectrogram 1",1,1869.568806709,1870.342179809,326.7,756.9,0.7734,-46.46,11.11,"3_Pmor_P2","M1_20190823_060003",116.971518024802,4.74323401227593,"20190823","0600",20.7797286347514,51.5427235053499
"82","M1",82,"Spectrogram 1",1,1871.695582729,1872.677171669,294.8,669.3,0.9816,-46.73,11.06,"3_Pmor_P3","M1_20190823_060003",116.971518024802,4.74323401227593,"20190823","0600",29.2730624364218,51.0574945126252
"83","M1",83,"Spectrogram 1",1,1874.223917869,1875.041908649,318.7,693.2,0.818,-46.79,10.82,"3_Pmor_P4","M1_20190823_060003",116.971518024802,4.74323401227593,"20190823","0600",25.7728480203825,51.0422236972447
"84","M1",84,"Spectrogram 1",1,1876.739821669,1877.542939889,278.9,605.5,0.8031,-45.93,11.26,"3_Pmor_P5","M1_20190823_060003",116.971518024802,4.74323401227593,"20190823","0600",37.8202822335524,50.7037108583413
"85","M1",85,"Spectrogram 1",1,1879.535862879,1880.398471339,294.8,701.1,0.8626,-46.59,10.6,"3_Pmor_P6","M1_20190823_060003",116.971518024802,4.74323401227593,"20190823","0600",20.8215502910352,51.4412169759796
"86","M1",86,"Spectrogram 1",1,1882.339773909,1883.455215879,255,669.3,1.1154,-46.28,10.28,"3_Pmor_P7","M1_20190823_060003",116.971518024802,4.74323401227593,"20190823","0600",27.390016059618,51.5866772217386
"87","M1",87,"Spectrogram 1",1,1885.403521189,1886.727178999,159.3,390.4,1.3237,-48.91,11.54,"3_Pmor_P8","M1_20190823_060003",116.971518024802,4.74323401227593,"20190823","0600",29.6851420341843,48.0523531633409
"88","M1",88,"Spectrogram 1",1,1888.955782179,1890.294312549,127.5,398.4,1.3385,-48.86,11.95,"3_Pmor_P9","M1_20190823_060003",116.971518024802,4.74323401227593,"20190823","0600",28.1287852030427,48.4494217996198
"89","M1",89,"Spectrogram 1",1,1892.472002369,1894.018748569,127.5,398.4,1.5467,-48.69,11.64,"3_Pmor_P10","M1_20190823_060003",116.971518024802,4.74323401227593,"20190823","0600",31.4565174290496,48.4494217996198
"90","M1",90,"Spectrogram 1",1,1916.283321659,1923.476599259,589.6,1381.6,7.1933,-26.49,25.59,"3_Halbstart","M1_20190823_060003",116.971518024802,4.74323401227593,"20190823","0600",71.2642907921435,50.6150884084715
"91","M1",91,"Spectrogram 1",1,1923.644863059,1928.314183659,748.9,1593.5,4.6693,-30.76,24.04,"3_Halbpeak","M1_20190823_060003",116.971518024802,4.74323401227593,"20190823","0600",67.0921329648199,48.6332572693471
"92","M1",92,"Spectrogram 1",1,1928.701441759,1931.709157259,358.5,900.3,3.0077,-46.13,11.24,"3_Halbend","M1_20190823_060003",116.971518024802,4.74323401227593,"20190823","0600",17.8936575329476,51.9041618841407
"93","M1",93,"Spectrogram 1",1,1934.42408468,1935.26540368,661.334,980.034,0.8413,-41.11,12.62,"3_PwurP_P1","M1_20190823_060003",116.971518024802,4.74323401227593,"20190823","0600",53.8433355815579,48.0887576821028
"94","M1",94,"Spectrogram 1",1,1936.366343418,1937.144563518,605.247,1043.447,0.7782,-42.97,13.34,"3_PwurP_P2","M1_20190823_060003",116.971518024802,4.74323401227593,"20190823","0600",49.6463798754737,49.2425196622516
"95","M1",95,"Spectrogram 1",1,1938.27426508,1938.92628738,609.87,1024.17,0.652,-47.91,11.93,"3_PwurP_P3","M1_20190823_060003",116.971518024802,4.74323401227593,"20190823","0600",34.1150892674968,49.084556564628
"96","M1",96,"Spectrogram 1",1,1939.979585914,1940.778839014,786.238,1096.938,0.7993,-52.51,10.4,"3_PwurP_P4","M1_20190823_060003",116.971518024802,4.74323401227593,"20190823","0600",14.8245132030455,45.7115816301392
"97","M1",97,"Spectrogram 1",1,1942.001035257,1942.842354357,736.526,1007.426,0.8413,-51.79,11.07,"3_PwurP_P5","M1_20190823_060003",116.971518024802,4.74323401227593,"20190823","0600",19.3445734949713,46.2463993452411
"98","M1",98,"Spectrogram 1",1,1945.867389459,1946.750774359,23.9,255,0.8834,-49.1,11.81,"3_PwurS_S1","M1_20190823_060003",116.971518024802,4.74323401227593,"20190823","0600",28.8858423849537,48.3035938912876
"99","M1",99,"Spectrogram 1",1,1948.412379459,1949.190599559,47.8,247,0.7782,-50.57,11.81,"3_PwurS_S2","M1_20190823_060003",116.971518024802,4.74323401227593,"20190823","0600",30.763915203581,47.0095961223983
"100","M1",100,"Spectrogram 1",1,1950.747039759,1951.735589559,39.8,239,0.9885,-49.69,12.91,"3_PwurS_S3","M1_20190823_060003",116.971518024802,4.74323401227593,"20190823","0600",31.4280842516144,47.4090229174166
"101","M1",101,"Spectrogram 1",1,1953.292029759,1954.280579659,31.9,247,0.9885,-48.96,12.68,"3_PwurS_S4","M1_20190823_060003",116.971518024802,4.74323401227593,"20190823","0600",30.3621950783701,47.8854984717154
"102","M1",102,"Spectrogram 1",1,1955.749673559,1956.654091559,31.9,207.2,0.9044,-49.88,12.41,"3_PwurS_S5","M1_20190823_060003",116.971518024802,4.74323401227593,"20190823","0600",28.1622454447674,47.2427036527479
"3163","M2",1,"Spectrogram 1",1,1512.05,1512.282349352,0,8000,0.2323,-35.58,21.91,"1_Phaser1","M2_20190823_060003",116.97133898735,4.74361295811832,"20190823","0600",52.3648558249429,60.4741166060765
"3164","M2",2,"Spectrogram 1",1,1515.091664249,1517.119440415,0,8000,2.0278,-34.1,22.12,"1_Upsweep1","M2_20190823_060003",116.97133898735,4.74361295811832,"20190823","0600",56.6961112541713,60.4741166060765
"3165","M2",3,"Spectrogram 1",1,1519.083848576,1521.225320689,0,8000,2.1415,-34.9,21.49,"1_Downsweep1","M2_20190823_060003",116.97133898735,4.74361295811832,"20190823","0600",54.6028730184679,60.4741166060765
"3166","M2",4,"Spectrogram 1",1,1524.111043659,1526.181065159,0,8000,2.07,-34.77,21.59,"1_Upsweep2","M2_20190823_060003",116.97133898735,4.74361295811832,"20190823","0600",54.948692085208,60.4741166060765
"3167","M2",5,"Spectrogram 1",1,1528.063874169,1530.176141009,0,8000,2.1123,-34.49,21.68,"1_Downsweep2","M2_20190823_060003",116.97133898735,4.74361295811832,"20190823","0600",55.8983702923691,60.4741166060765
"3168","M2",6,"Spectrogram 1",1,1533.069946579,1535.161090749,0,8000,2.0911,-33.64,21.17,"1_Upsweep3","M2_20190823_060003",116.97133898735,4.74361295811832,"20190823","0600",57.8938974444244,60.4741166060765
"3169","M2",7,"Spectrogram 1",1,1537.104376239,1539.216643079,0,8000,2.1123,-32.08,23.35,"1_Downsweep3","M2_20190823_060003",116.97133898735,4.74361295811832,"20190823","0600",61.0902001132384,60.4741166060765
"3170","M2",8,"Spectrogram 1",1,1541.107121899,1541.360593919,0,8000,0.2535,-36.01,21.94,"1_Phaser2","M2_20190823_060003",116.97133898735,4.74361295811832,"20190823","0600",50.8748539492139,60.4741166060765
"3171","M2",9,"Spectrogram 1",1,1550.436218779,1554.924901599,580,1080.8,4.4887,-34.45,24.27,"1_Hfunstart","M2_20190823_060003",116.97133898735,4.74361295811832,"20190823","0600",63.3885248205931,45.0026617220187
"3172","M2",10,"Spectrogram 1",1,1565.832931729,1567.368338949,143.4,470.1,1.5354,-55.56,10.78,"1_Pmor_start","M2_20190823_060003",116.97133898735,4.74361295811832,"20190823","0600",16.0081161797788,42.4002830585622
"3173","M2",11,"Spectrogram 1",1,1568.393701289,1569.424317089,159.3,709.1,1.0306,-37.32,14.78,"1_Pmor_P1","M2_20190823_060003",116.97133898735,4.74361295811832,"20190823","0600",55.5651750410889,45.6634056822907
"3174","M2",12,"Spectrogram 1",1,1554.969519279,1561.766279029,580,1526.5,6.7968,-37.46,21.76,"1_Hfuntrill","M2_20190823_060003",116.97133898735,4.74361295811832,"20190823","0600",59.6453519193867,46.1491494038856
"3175","M2",13,"Spectrogram 1",1,1570.668806709,1571.442179809,326.7,756.9,0.7734,-34.69,25.61,"1_Pmor_P2","M2_20190823_060003",116.97133898735,4.74361295811832,"20190823","0600",60.9061794559788,44.950754021863
"3176","M2",14,"Spectrogram 1",1,1572.795582729,1573.777171669,294.8,669.3,0.9816,-46.39,12.66,"1_Pmor_P3","M2_20190823_060003",116.97133898735,4.74361295811832,"20190823","0600",48.3454796338516,43.9308902631409
"3177","M2",15,"Spectrogram 1",1,1575.323917869,1576.141908649,318.7,693.2,0.818,-41.25,15.15,"1_Pmor_P4","M2_20190823_060003",116.97133898735,4.74361295811832,"20190823","0600",52.802816061455,44.121036055317
"3178","M2",16,"Spectrogram 1",1,1577.839821669,1578.642939889,278.9,605.5,0.8031,-50.22,13.15,"1_Pmor_P5","M2_20190823_060003",116.97133898735,4.74361295811832,"20190823","0600",39.7422453255283,43.0066040165213
"3179","M2",17,"Spectrogram 1",1,1580.635862879,1581.498471339,294.8,701.1,0.8626,-37.61,18.13,"1_Pmor_P6","M2_20190823_060003",116.97133898735,4.74361295811832,"20190823","0600",58.9906323980739,44.5888343869295
"3180","M2",18,"Spectrogram 1",1,1583.439773909,1584.555215879,255,669.3,1.1154,-48.52,10.62,"1_Pmor_P7","M2_20190823_060003",116.97133898735,4.74361295811832,"20190823","0600",43.5109641108622,44.3593253461193
"3181","M2",19,"Spectrogram 1",1,1586.503521189,1587.827178999,159.3,390.4,1.3237,-57.06,10.61,"1_Pmor_P8","M2_20190823_060003",116.97133898735,4.74361295811832,"20190823","0600",21.4102169627721,40.3972228249727
